Date,Open,High,Low,Close,Adj Close,Volume,ETH Gas price,ETH total supply,ETH daily transaction fee,Gas utilization rate of ETH,ETH daily new contracts,ETH market cap,ETH average daily block size,ETH average computing power of the entire network,ETH average daily transaction fee,ETH mining difficulty,ETH number of daily active addresses,Number of new addresses added per day on ETH,ETH number of daily transactions on the chain,ETH daily transaction volume on the chain
2018-06-24,474.76800537109375,475.3590087890625,426.468994140625,457.6719970703125,457.6719970703125,2490579968,9.624444689979685e-09,100277166.24948,358.71,78.46,7673,42765151188.96003,20317.882323232323,237910241674546.62,0.00055206707728108,3460894987282784.5,354140,139453.0,649758,1835453.772262948
2018-06-25,455.9360046386719,470.343994140625,448.89599609375,460.30999755859375,460.30999755859375,4007950080,1.6471791938574924e-08,100297627.37448,630.79,83.07,2915,46661754004.48902,23220.665915004334,227420130058085.7,0.0008201237746054034,3407829887816963.0,481878,110578.0,769140,2459838.6580453
2018-06-26,460.7330017089844,461.2130126953125,432.7720031738281,432.7720031738281,432.7720031738281,1356560000,1.0405632973480472e-08,100318220.87448,415.23,87.8,4971,46022336995.57588,24133.26816822101,221736790305057.44,0.0005420176952336696,3370344578440036.0,456530,117806.0,766082,2665334.3743518502
2018-06-27,432.2439880371094,444.2430114746094,424.8389892578125,442.364990234375,442.364990234375,1368940032,9.86360897358326e-09,100338977.21823,402.45,87.8,5070,43560846580.63232,25032.490965410427,232019356785350.28,0.0005083082410476113,3449221322592818.0,416057,123005.0,791744,2210994.788723651
2018-06-28,442.2900085449219,443.6180114746094,419.6830139160156,422.364990234375,422.364990234375,1360790016,9.015443940186245e-09,100359281.03073,364.66,87.55,3310,43522590235.98439,24151.30050199065,229736510672938.25,0.00048466112530269725,3435746109494300.5,397708,110388.0,752402,1790366.3442464562
2018-06-29,422.5870056152344,441.7929992675781,407.9469909667969,436.0090026855469,436.0090026855469,1564499968,9.65371062683404e-09,100379743.65573,383.64,85.9,5152,42429011702.195656,23599.55159896284,227006905742506.25,0.0005190419560267395,3389561619561861.0,395548,103345.0,739131,2280019.553304021
2018-06-30,436.2090148925781,458.7969970703125,436.2090148925781,455.1799926757813,455.1799926757813,1475939968,3.6840614901508496e-08,100400261.87448,1539.2,89.52,2169,45015058563.01109,21698.977724468816,232490216808107.25,0.0024374060754626,3439699730390247.0,317187,108936.0,631491,1660913.7180936206
2018-07-01,455.2420043945313,457.1390075683594,446.385009765625,453.9179992675781,453.9179992675781,1511730048,7.020180379437554e-08,100420668.90573,3108.65,95.04,1951,45366544959.35991,22615.374184689324,229778487498921.56,0.0050025425883549,3407388149642806.0,213568,75943.0,621414,1119620.341672736
2018-07-02,453.8240051269531,479.1300048828125,447.1109924316406,475.3469848632813,475.3469848632813,1625789952,1.188260599090281e-07,100441314.81198,5395.45,95.4,910,47742367276.36324,20011.17660897328,231532498341387.2,0.0107798398842787,3359945137695307.0,228459,83072.0,500513,1385417.948203949
2018-07-03,475.385986328125,483.85400390625,462.5820007324219,464.1950073242188,464.1950073242188,1683939968,9.810845182222563e-08,100461908.87448,4246.31,92.7,1358,47314545345.17737,21798.67180541281,233222790592171.7,0.0071844592845504,3451633371268689.0,256308,124457.0,591041,1957302.427045318
2018-07-04,464.1510009765625,481.4360046386719,455.18499755859375,467.3179931640625,467.3179931640625,1549769984,7.240798652437808e-08,100482356.40573,3201.69,94.83,1675,47649136342.85117,19229.94391080617,230992783392771.3,0.0067395770621692,3422212178458217.0,251108,77897.0,475058,1866588.5595141985
2018-07-05,467.2869873046875,483.2250061035156,464.6289978027344,474.4119873046875,474.4119873046875,1828610048,5.434684022657349e-08,100502993.87448,2343.59,92.55,2625,48022037625.120735,22015.12753175421,238319376389995.12,0.0042076584162504,3534777538535005.0,277769,61468.0,556982,1631937.079359271
2018-07-06,474.3569946289063,479.6520080566406,457.614990234375,474.0119934082031,474.0119934082031,1627609984,7.556698840958196e-08,100523241.71823,3339.67,95.03,1573,47372482639.29887,19142.25296646604,237963779445793.3,0.007720548629236,3534380159353730.5,227681,58749.0,432569,1763832.925552983
2018-07-07,474.0570068359375,491.6600036621094,466.83599853515625,491.6600036621094,491.6600036621094,1358360064,6.96913020161786e-08,100543875.62448,3101.54,95.08,1954,47360286220.93237,19895.47565351102,238118486491788.1,0.0063938336325948,3515014602801284.0,233846,45804.0,485083,1231597.8713157426
2018-07-08,492.0679931640625,503.1990051269531,488.4169921875,489.1189880371094,489.1189880371094,1344560000,4.6716062167111705e-08,100564055.40573,1894.05,89.24,1492,49520557583.42623,21389.705157542685,228908840459000.97,0.0032761549265565,3480945807360167.0,262037,49128.0,578132,1425340.0856394772
2018-07-09,488.87799072265625,490.85198974609375,475.1749877929688,476.6820068359375,476.6820068359375,1533799936,2.4644235876685907e-08,100584826.18698,1039.3,90.48,2551,48700859584.87383,22987.45778997941,236730554859742.1,0.0015120411901377,3507244220093817.0,316702,68367.0,687349,1863188.057091315
2018-07-10,476.1619873046875,478.3179931640625,433.9599914550781,434.4240112304688,434.4240112304688,1789069952,2.2017442570467392e-08,100605237.15573,928.64,90.61,3641,44446084629.63198,22487.035223367697,237329402430412.4,0.0014183058344138,3521888392966312.0,306472,95327.0,654753,2049697.02691216
2018-07-11,434.5150146484375,447.3160095214844,429.5069885253906,446.51800537109375,446.51800537109375,1422470016,1.4328422675593336e-08,100625656.84323,617.33,92.83,2940,44730017607.08518,23861.501637084268,227223182158829.0,0.0008801623081288086,3382813517496610.0,298100,90273.0,701382,1581659.0889958811
2018-07-12,446.50201416015625,446.50201416015625,422.80999755859375,430.0740051269531,430.0740051269531,1495440000,3.0037870993992044e-08,100646372.87448,1322.65,91.08,2563,43405056754.28359,20467.18626964433,238351827702006.16,0.0024454888851499,3405662721462202.0,259743,68868.0,540853,1391918.4223457042
2018-07-13,430.7409973144531,442.3630065917969,430.7409973144531,434.0270080566406,434.0270080566406,1489670016,2.8891885611206836e-08,100666746.53073,1293.9,94.05,3028,44312495400.9889,20884.736983540475,240693475263429.2,0.0021769085173501,3491045982642410.5,268140,66350.0,594375,1429837.1382488287
2018-07-14,434.510986328125,439.4339904785156,431.4739990234375,436.08599853515625,436.08599853515625,1235820032,6.185689127639816e-08,100687345.28073,2888.45,95.93,1941,44057055683.01637,19271.474531712127,239220953432342.1,0.0061131734448545,3396072647864071.5,202355,47200.0,472496,965405.675555101
2018-07-15,435.8829956054688,454.0010070800781,433.9209899902344,449.8500061035156,449.8500061035156,1350160000,8.583683291751583e-08,100707650.40573,3846.19,93.64,2452,45567089281.28342,18186.896540197224,237265540108494.38,0.0092314246557587,3425238634685616.0,237591,68061.0,416641,858386.5429317309
2018-07-16,450.4249877929688,480.6579895019531,446.7980041503906,480.6579895019531,480.6579895019531,1858680064,2.093084258458982e-08,100728201.24948,881.16,89.09,8492,45265138127.68803,23327.41919106448,236189749230301.7,0.0012264343962821,3453775358074513.0,357434,106302.0,718473,1871770.206447574
2018-07-17,480.0769958496094,508.7799987792969,468.9150085449219,501.00201416015625,501.00201416015625,2288100096,1.2283213166943611e-08,100748712.06198,525.09,91.45,13702,47724263359.69313,23770.664499572285,231903713404020.28,0.0007420581589088951,3427682915197204.5,374293,125078.0,707613,1784356.8247599006
2018-07-18,500.8380126953125,513.4329833984375,474.3590087890625,480.5130004882813,480.5130004882813,2371559936,1.1329457399849306e-08,100769215.84323,481.84,91.54,15899,49692828239.36646,23451.89776247849,233869061295500.5,0.0006578038438330207,3475264458614030.0,419197,105322.0,732498,2318203.80441362
2018-07-19,480.62799072265625,483.239990234375,465.1419982910156,469.6189880371094,469.6189880371094,2068739968,1.0787007304455913e-08,100789784.59323,450.68,89.57000000000001,19389,48011414437.459,23291.064975141435,232947477804131.84,0.0006264638874177617,3449196425037756.5,391385,107161.0,719403,2012841.3681151536
2018-07-20,469.3070068359375,469.3070068359375,443.6929931640625,450.697998046875,450.697998046875,1821350016,1.0221689187195526e-08,100810117.93698,439.1,92.18,21237,46323661296.82602,22948.366569418227,232000466380848.7,0.0006152996765858224,3439309351249766.5,395442,118890.0,713636,1800691.9123061746
2018-07-21,450.6789855957031,468.0830078125,445.7760009765625,462.4360046386719,462.4360046386719,1504310016,1.5304025679210125e-08,100830303.71823,665.11,92.1,37980,45948872201.76502,18570.85423728813,224233935842675.0,0.0010827860605804,3282048904649643.5,341422,125623.0,614258,1621552.8737024793
2018-07-22,462.43798828125,470.8980102539063,458.1189880371094,459.6570129394531,459.6570129394531,1338589952,9.380342315815566e-09,100851021.81198,408.87,91.19,14683,47281379967.34545,20661.037644303164,227903984412854.38,0.0006334777832693199,3294501589938629.0,332804,96860.0,645437,999451.5591965384
2018-07-23,459.4389953613281,469.7659912109375,449.7279968261719,450.8529968261719,450.8529968261719,1596999936,1.2218228967965388e-08,100871497.37448,535.25,92.85,14405,46762108983.8248,22369.464576271188,237951671466915.03,0.0007324856889881502,3482831533784773.0,407798,80010.0,730731,1665882.207557907
2018-07-24,451.135986328125,481.1419982910156,450.5650024414063,479.37298583984375,479.37298583984375,2287520000,1.057043227036952e-08,100892147.40573,445.98,90.17,6028,45708481063.482864,23995.49410357204,233211511347339.03,0.0005616303626456244,3443158672661482.5,444468,89532.0,794081,2028623.71539908
2018-07-25,479.906005859375,482.8680114746094,466.4739990234375,472.4930114746094,472.4930114746094,1930780032,1.1789262043504393e-08,100912729.84323,502.41,91.42,18047,47106264313.05927,24566.710585006003,233184745243700.53,0.0006387710005772219,3455799524956015.5,457498,107797.0,786526,1556692.8708675604
2018-07-26,472.33099365234375,483.6960144042969,461.4240112304688,464.0369873046875,464.0369873046875,1621560064,9.155464562124352e-09,100933419.15573,394.55,91.29,17449,48019579322.98941,23339.926308656617,240642080299192.0,0.0005433944281928813,3522377044569162.0,417660,109193.0,726084,1514176.2571857104
2018-07-27,464.0090026855469,473.2219848632813,458.2909851074219,469.6659851074219,469.6659851074219,1734259968,8.741409246531846e-09,100953812.12448,367.25,89.94,9981,46933226383.823074,23715.09243409791,237648433069802.7,0.000454972299031705,3513787301011363.0,463066,96987.0,807192,1509792.787824397
2018-07-28,469.6780090332031,471.593994140625,462.989013671875,466.8980102539063,466.8980102539063,1531890048,1.3470721518600656e-08,100974325.56198,533.53,82.78999999999999,15814,47417038535.46667,20166.883168978773,245841070002190.38,0.0007391905521934783,3549530795066730.0,413392,107851.0,721776,1065780.386138049
2018-07-29,466.9150085449219,470.3559875488281,462.7120056152344,466.6650085449219,466.6650085449219,1631910016,7.2784915066626315e-09,100994887.46823,272.71,77.52,11544,47144110189.59233,20887.32754342432,247055170929002.1,0.00037431011835562135,3530959592188791.5,379296,101648.0,728567,800263.7085663243
2018-07-30,466.8269958496094,467.9519958496094,448.6409912109375,457.08099365234375,457.08099365234375,2141590000,8.843619004279674e-09,101015297.12448,351.38,83.08,6381,46899483756.20034,23121.2295602742,246961989415024.1,0.0004779847863229261,3567114019351623.5,391433,99656.0,735128,1423168.1743126933
2018-07-31,457.2449951171875,457.2449951171875,430.4440002441406,433.8670043945313,433.8670043945313,1820680000,8.6877373654912e-09,101035730.03073,359.29,88.09,4607,45740596736.80764,24181.22653721683,239293746224650.62,0.000482385005773207,3521123906329506.0,386304,93635.0,744820,1846841.344731545
2018-08-01,433.8689880371094,435.4570007324219,410.4639892578125,420.74700927734375,420.74700927734375,1888060000,1.7854493009949144e-08,101056190.78073,746.9,88.5,4233,42293570172.85803,23607.08340382338,242855937173880.9,0.0009831771272114575,3548819703250542.0,392156,108876.0,759680,2862775.3864309154
2018-08-02,420.8059997558594,425.0339965820313,410.3089904785156,412.6210021972656,412.6210021972656,1569300000,8.090592807642582e-09,101076749.49948,345.18,91.08,3726,41842757536.91457,25238.9900990099,239626109806593.75,0.0004561938645506785,3534045307340545.0,385080,86389.0,756652,1821624.5697342707
2018-08-03,412.5669860839844,420.5490112304688,399.9100036621094,418.2619934082031,418.2619934082031,1722340000,7.944761711260401e-09,101097235.37448,336.13,89.87,4180,40768518403.10326,23118.986920332936,239967808980758.8,0.00044356850086963866,3521199404325374.5,399345,100715.0,757786,1499230.4192312134
2018-08-04,418.2369995117188,420.1860046386719,403.7760009765625,407.25201416015625,407.25201416015625,1466540000,8.314924094169092e-09,101118087.15573,363.87,90.3,3564,41054227286.39024,21433.64807787494,246601004265035.3,0.0004946271639173787,3515529267237734.0,365203,133636.0,735645,1082610.9908839937
2018-08-05,407.3460083007813,413.7160034179688,402.4320068359375,410.5159912109375,410.5159912109375,1396820000,7.324968767902723e-09,101138397.90573,303.7,88.25,2515,41355977952.80164,21654.931063829787,242105747316396.03,0.0004274972058546143,3560776255049044.0,335714,144113.0,710414,1023848.8701138374
2018-08-06,410.5669860839844,414.5400085449219,403.3150024414063,406.6579895019531,406.6579895019531,1384880000,8.60166611872514e-09,101158977.71823,370.27,90.4,3342,41295056265.16775,23416.00990764064,247776417666524.4,0.0005334019047289773,3593881664373706.5,346732,135810.0,694167,1163309.3972734276
2018-08-07,406.8009948730469,411.4049987792969,376.0769958496094,380.2149963378906,380.2149963378906,1828350000,1.5727637567322045e-08,101179290.71823,678.19,91.71,3898,41522371577.24646,21813.95986394558,243036603701043.2,0.0010031491241174,3569731887427927.0,358675,97061.0,676061,1358570.7171028296
2018-08-08,379.8919982910156,380.6709899902344,353.7340087890625,356.6130065917969,356.6130065917969,2016080000,6.336218811209474e-08,101199828.99948,2901.39,95.99,17553,37292967758.98059,15704.461190276614,246763248881564.38,0.005342039755194,3572646923403158.0,302358,79054.0,543124,1906971.6844487449
2018-08-09,356.97100830078125,370.9460144042969,353.614013671875,365.5880126953125,365.5880126953125,1616610000,5.994926998190235e-08,101220183.15573,2689.81,95.8,13045,36614007285.887085,16630.149931693988,245590295608991.84,0.0046827353284239,3623201391017781.0,325345,73057.0,574410,2210230.9751703697
2018-08-10,365.7760009765625,367.0450134277344,329.58599853515625,334.1759948730469,334.1759948730469,1699400000,4.3088866099974644e-08,101240841.43698,1910.33,92.85,17700,36700030563.22698,16998.931502260926,247499078361924.1,0.0033108431312739,3581688923798733.0,333157,77380.0,576992,1892061.961886396
2018-08-11,334.2640075683594,334.2640075683594,308.4880065917969,322.11199951171875,322.11199951171875,1790370000,1.456624030788402e-08,101261356.18698,581.31,83.84,6821,32589537319.96495,20123.893499076097,245334296964853.2,0.0008844835377515667,3559861652783862.0,362908,105951.0,657231,2098595.7940034983
2018-08-12,320.822998046875,328.5899963378906,318.6019897460937,319.57000732421875,319.57000732421875,1625420000,9.749170056309312e-09,101281611.24948,372.52,82.34,4180,32874302378.645638,19798.530323914543,236639616424074.56,0.0005899624661482666,3522924884110326.5,356256,145329.0,631430,1253388.102910223
2018-08-13,320.2099914550781,323.5509948730469,284.9339904785156,286.4949951171875,286.4949951171875,1751190000,1.0290731812538584e-08,101302074.81198,413.35,85.37,4671,32531407830.51228,21823.58674596432,238880250142502.62,0.0005858118315991168,3507528567524075.0,376699,90854.0,705602,1817120.266727936
2018-08-14,286.364990234375,286.364990234375,254.6499938964844,278.9320068359375,278.9320068359375,2137850000,1.7644549016485563e-08,101322649.84323,680.85,80.60000000000001,5556,27240771280.183174,21311.489059629195,242857722493189.44,0.0010073876574482,3504316034137861.0,359125,98297.0,675857,4156698.2692131056
2018-08-15,280.3869934082031,303.5899963378906,280.1189880371094,282.364013671875,282.364013671875,1878150000,1.3800201223257016e-08,101342830.46823,572.36,87.57000000000001,6237,29043402243.81944,20564.97686982948,242063331677242.9,0.0008724534514164641,3530805570800446.5,347661,90485.0,656035,2438973.664116238
2018-08-16,282.7409973144531,298.4760131835937,280.9280090332031,288.0459899902344,288.0459899902344,1552970000,1.2471981044316625e-08,101363183.59323,512.1,87.02,4732,29716002476.308823,21664.348415522792,236340680677679.47,0.0007343367308894638,3459306525756448.0,360132,85124.0,697364,2263171.0717517817
2018-08-17,287.6830139160156,316.1700134277344,287.34600830078125,315.72900390625,315.72900390625,1995460000,4.603763355054306e-08,101383753.93698,1955.34,89.71000000000001,7879,30230972096.794407,19023.16990373248,237197342922841.38,0.0031382197591614,3460516911074318.0,363948,80276.0,623073,1785435.16145466
2018-08-18,316.7909851074219,320.4460144042969,286.5509948730469,295.81201171875,295.81201171875,1764020000,1.11235903126352e-08,101404097.78073,470.82,91.07,2951,31719157223.78157,23650.2138678596,233567190350816.16,0.0007242950038382312,3472116360568732.5,340543,64111.0,650039,1419435.9222985292
2018-08-19,295.6700134277344,307.0979919433594,291.3320007324219,300.8340148925781,300.8340148925781,1447910000,9.390023721470614e-09,101424768.06198,402.49,89.44,10163,30519894471.691574,22644.27348573336,237819475508601.25,0.0006565808984859929,3427862924107370.5,311849,63609.0,613009,1037602.3941324676
2018-08-20,301.3810119628906,304.3720092773437,273.510986328125,274.31500244140625,274.31500244140625,1413790000,1.0215093953363831e-08,101444987.12448,416.09,86.95,8881,29376852854.173286,23438.650281618025,238428257853418.38,0.0006643684914752496,3516145231768344.0,331885,81978.0,626294,1359666.74623951
2018-08-21,273.3309936523437,285.9700012207031,273.3309936523437,281.9440002441406,281.9440002441406,1164120000,8.521738961118431e-09,101465531.12448,360.96,88.7,5145,28153058906.70569,25777.45311453449,241525629719956.8,0.00055880313088279,3494456397840741.0,344540,108813.0,645952,1787446.4519031
2018-08-22,281.9679870605469,297.4859924316406,264.9979858398437,271.34100341796875,271.34100341796875,1507660000,1.6830532445122385e-08,101486147.49948,724.65,89.81,7567,29662888284.38161,23441.78565471226,248665736974183.7,0.0012068348169304,3583707211007321.0,332520,105034.0,600455,1718158.5474847823
2018-08-23,271.7479858398437,279.5459899902344,271.0899963378906,277.10400390625,277.10400390625,1271160000,1.644424458901953e-08,101506217.31198,690.09,90.03,4698,27813917851.19454,24094.86273164036,237691951962353.25,0.0011686774329029,3522058728039380.0,305036,54907.0,590488,1855792.9050743228
2018-08-24,278.1109924316406,283.302001953125,273.8599853515625,282.9670104980469,282.9670104980469,1450170000,2.602090083037687e-08,101526922.18698,1117.55,90.17,4815,27964259662.919346,22052.52434519812,233537876919880.88,0.0019262723170424,3387809073988384.5,318354,73336.0,580162,1558973.8865480064
2018-08-25,283.281005859375,283.5150146484375,278.47100830078125,279.64599609375,279.64599609375,1208360000,8.522472497532062e-09,101547249.99948,355.84,89.1,8056,28636566219.880844,24822.90085324232,238460767237710.56,0.0006035482886122324,3515169746507353.0,332255,71131.0,589580,1147673.732894534
2018-08-26,279.5249938964844,279.5249938964844,272.4440002441406,275.1969909667969,275.1969909667969,1206650000,2.2451847978270663e-08,101567916.53073,967.54,89.85,9664,27971065885.923084,24174.08884814136,244846378287092.44,0.0016752140895696,3525453112372151.5,328719,71158.0,577562,1162339.5740797366
2018-08-27,275.3500061035156,285.6029968261719,273.6499938964844,285.6029968261719,285.6029968261719,1406790000,8.688421052827086e-09,101588357.21823,360.95,87.76,4003,27832627385.94381,25355.86235433204,240697470939325.03,0.0005680870285090135,3512678716520774.5,361396,83110.0,635378,1827054.6457118096
2018-08-28,286.64898681640625,297.3999938964844,283.5719909667969,296.4989929199219,296.4989929199219,1513350000,9.196262355708891e-09,101608647.34323,386.07,89.12,3951,29381153736.56012,24747.04719062977,238871742494276.1,0.0006124440016751907,3503262964370213.0,346651,77961.0,630376,1532990.227458857
2018-08-29,296.1629943847656,297.0710144042969,287.2869873046875,289.31201171875,289.31201171875,1474460000,1.2117734989039769e-08,101629020.53073,513.97,90.03999999999999,6034,29399497255.6683,25869.55210454854,236652501479247.25,0.0009239395197750776,3470448073806173.0,293629,68200.0,556281,1744203.409137001
2018-08-30,289.75299072265625,291.2430114746094,275.21099853515625,284.1050109863281,284.1050109863281,1513100000,1.0921562892225162e-08,101649526.74948,448.32,86.68,5635,28474955238.46066,23807.37514772919,236559138262631.2,0.0007683448502796973,3450719547250489.0,303601,69940.0,583488,1534687.44431828
2018-08-31,284.1199951171875,284.5509948730469,278.51300048828125,283.0039978027344,283.0039978027344,1411910000,9.86270352734333e-09,101670026.49948,416.93,88.4,4012,28345136738.9006,22827.64487543889,238786652779968.4,0.0007401890728329857,3448111210845457.0,298387,62781.0,563275,1684379.6365553224
2018-09-01,283.4960021972656,301.1440124511719,283.4960021972656,295.34100341796875,295.34100341796875,1546630000,9.300600260591976e-09,101690472.53073,393.66,90.01,11550,30068157818.1912,22988.48801224281,233688194775032.47,0.00062765468947308,3432990861337977.0,328895,63673.0,627192,1229252.7224443548
2018-09-02,295.4530029296875,298.6860046386719,290.9259948730469,294.3710021972656,294.3710021972656,1321050000,7.960847343637642e-09,101710798.09323,336.23,88.66000000000001,9549,29722255459.886715,23165.8655363438,233642716591204.1,0.0005144569077502858,3388525496834823.0,352850,85885.0,653563,1158817.5158443106
2018-09-03,295.1809997558594,295.59100341796875,287.4320068359375,289.2590026855469,289.2590026855469,1394490000,9.262951884535072e-09,101731336.37448,383.52,86.94,20199,29490063456.02357,24802.452988582943,235516906341803.2,0.0005964596870266285,3414461224536228.0,360938,81510.0,642994,1814331.545359121
2018-09-04,289.2969970703125,291.5799865722656,284.2550048828125,285.7229919433594,285.7229919433594,1554870000,1.1064010990259714e-08,101751664.09323,459.44,87.69,12389,29454920684.590588,22995.109741684955,233114029124442.53,0.0008013255428621261,3400898287780367.5,328735,59986.0,573350,4031434.698552794
2018-09-05,286.0450134277344,288.1629943847656,232.33099365234372,232.33099365234372,232.33099365234372,2390390000,8.639494203695252e-09,101772237.43698,354.46,85.50999999999999,13395,26218181293.48949,25217.56857190468,236911482744092.62,0.0005609929033115769,3411051528549446.0,352031,66823.0,631844,2455131.444946533
2018-09-06,231.6479949951172,231.7550048828125,218.1230010986328,230.21499633789065,230.21499633789065,2097310000,1.1660062526662961e-08,101792686.93698,482.73,86.18,7444,23248285703.138668,22928.344873502,237672597323186.2,0.0007985185234197693,3418101495380399.0,320750,65866.0,604532,3361691.687785458
2018-09-07,229.53500366210935,233.89599609375,217.0749969482422,217.2030029296875,217.2030029296875,1678260000,1.2639171179116522e-08,101812992.99948,525.79,87.16000000000001,4238,23529023695.5078,25263.390117252933,235727434036084.53,0.0008978424391451721,3411037972859562.5,324733,63078.0,585615,2844724.920226829
2018-09-08,217.91200256347656,220.36700439453125,193.25900268554688,197.9510040283203,197.9510040283203,1517200000,9.024833976158431e-09,101833315.28073,381.66,89.17,2303,22198817435.252323,25772.29640870005,231486800993927.25,0.0007354876753879686,3372173238425026.0,286378,46378.0,518921,1960414.942507191
2018-09-09,198.38499450683597,207.6660003662109,188.30599975585935,196.9239959716797,196.9239959716797,1585980000,1.0289393505070113e-08,101853214.46823,425.82,88.9,2231,19434233943.64573,22762.592751631742,221142082503314.4,0.0007363115257255994,3281116344195800.5,304572,57766.0,578315,3193178.4288892546
2018-09-10,197.8509979248047,201.88299560546875,189.58399963378903,197.07899475097656,197.07899475097656,1502960000,1.0929636429521569e-08,101873886.62448,466.71,88.44,5448,19928231883.59777,23127.966219572776,223840828096294.44,0.0008098850012233912,3200019284604843.0,300419,75234.0,576267,2424508.006136832
2018-09-11,198.177001953125,198.5059967041016,180.5959930419922,185.0659942626953,185.0659942626953,1568900000,1.1167312246815108e-08,101894014.18698,460.39,86.98,8083,18859844127.900177,23218.4121120108,222123574205101.3,0.0008234808023209641,3237337727443777.0,285667,69581.0,559078,2670945.3204642194
2018-09-12,185.42300415039065,185.5870056152344,170.2570037841797,183.33099365234372,183.33099365234372,1874850000,1.2501196058246608e-08,101914565.68698,510.84,83.52000000000001,5853,17601121041.77298,23083.79457427684,221753383644927.56,0.000935164217575244,3131586930394647.0,272964,57646.0,546257,4181917.08461302
2018-09-13,183.6790008544922,214.0019989013672,183.6790008544922,211.35400390625,211.35400390625,2330720000,1.3238508323381966e-08,101934963.43698,541.44,85.0,5349,20658642458.86178,24403.11050182785,213998369808669.5,0.000936993811521369,3071767525678075.0,287454,58595.0,577848,2806105.1498568137
2018-09-14,212.66900634765625,222.79400634765625,204.8710021972656,211.74899291992188,211.74899291992188,2232190000,1.1340561330238341e-08,101955520.37448,466.73,85.03,9594,21247610720.7206,25308.902378592666,219328392841758.03,0.0008716137731148619,3129623759810917.0,277595,68639.0,535478,2547165.6158637577
2018-09-15,209.81399536132807,226.60400390625,209.6060028076172,223.07400512695312,223.07400512695312,1670490000,8.91200105562051e-09,101975984.59323,377.9,87.1,27547,22844052096.93308,25760.2869108228,220353435840994.62,0.000799133831126675,3126789194387622.0,255048,74675.0,472887,1788064.079165107
2018-09-16,222.8029937744141,222.8029937744141,211.1179962158203,220.5890045166016,220.5890045166016,1502260000,8.81272364427074e-09,101996357.12448,373.65,87.72999999999999,22540,22046978871.862835,27119.059553349874,217785655404890.88,0.0008096354527804742,3111589129910414.0,250018,71826.0,461504,1382885.35810088
2018-09-17,221.58200073242188,224.2610015869141,195.30799865722656,197.875,197.875,2019910000,1.0016615540362233e-08,102016715.78073,416.58,86.03,21668,22747392642.14899,25469.037545484614,220680810823226.62,0.0007853746639468196,3153052378958161.0,284206,87578.0,530422,1769336.1463304623
2018-09-18,197.09500122070312,213.35699462890625,195.9340057373047,209.9750061035156,209.9750061035156,1800640000,1.315220820992659e-08,102037066.37448,549.34,86.74,39388,20033706567.10989,26805.12468869334,223225716845435.7,0.0010666692556382,3197962312137068.5,297651,90987.0,515005,2171437.317812288
2018-09-19,209.4720001220703,213.8710021972656,201.656005859375,209.968994140625,209.968994140625,1733330000,1.3348158127364386e-08,102057741.71823,569.89,86.83,9032,21447301430.6428,22322.172060497644,223966238724217.0,0.0011149806014622,3145763925268756.0,246487,81530.0,511121,1621608.893324501
2018-09-20,210.2879943847656,224.8179931640625,207.78900146484372,224.59100341796875,224.59100341796875,1782070000,1.4570761218477208e-08,102077925.24948,598.24,85.71,32107,21388174164.18964,21797.429048414026,220398893780002.3,0.0012012079545089,3178837275791718.0,279209,97372.0,498032,1920439.5589040709
2018-09-21,225.25100708007807,248.38800048828125,221.56700134277344,246.58399963378903,246.58399963378903,2836200000,1.3803795735372404e-08,102098298.90573,561.72,85.18,5473,22779165552.29677,26208.00686307332,215385659317904.62,0.0010731971998899,3115104796835062.5,264298,66607.0,523408,3066418.0227580266
2018-09-22,247.3370056152344,251.1959991455078,233.80999755859372,240.47999572753903,240.47999572753903,1921820000,1.3586306332197117e-08,102118957.93698,569.1,85.72999999999999,9102,24648938540.71616,26331.49721767594,228578935296627.88,0.0011449759677773,3232096416738912.0,256252,57461.0,497041,2410330.4707505624
2018-09-23,240.99200439453125,247.4640045166016,237.85699462890625,244.3300018310547,244.3300018310547,1693470000,9.014491588138232e-09,102139186.09323,370.5,84.76,11556,24657273229.67469,24076.3797823219,229212771766359.25,0.0007949142651173169,3266291448964193.0,240724,52145.0,466088,1341149.2929324857
2018-09-24,244.843994140625,245.1080017089844,227.4900054931641,228.72999572753903,228.72999572753903,1748740000,1.1301139780927888e-08,102159759.81198,470.83,85.04,7291,23749321107.195427,27643.96964256569,231732562754161.03,0.0009967081935285836,3267973853884219.0,238271,51148.0,472385,2094938.9501502
2018-09-25,228.32699584960935,228.32699584960935,206.4900054931641,218.5050048828125,218.5050048828125,2120360000,1.6186558135356486e-08,102180203.68698,681.77,86.27,4708,22706661171.174946,28340.587782509007,228538357789108.47,0.0012905271367133,3234014294473197.0,260247,57061.0,528288,2017458.1780272345
2018-09-26,218.64700317382807,221.4369964599609,209.11300659179688,215.8470001220703,215.8470001220703,1756100000,1.2430040059472826e-08,102200805.43698,529.56,87.1,3419,22595853283.526577,29884.12669609285,229893423312693.6,0.0010613105449648,3246774743632639.0,241514,50038.0,498968,1961091.098804043
2018-09-27,215.44000244140625,230.60699462890625,212.6540069580078,228.49400329589844,228.49400329589844,2030320000,1.3193112787493232e-08,102221114.78073,560.23,87.85,3864,22243021963.23473,29549.1141439206,231166628613273.7,0.0011390562320443,3303418549524892.0,242081,61229.0,491837,1909757.007312809
