Time,ETH number of daily active addresses,Price
2020-05-03,451431,209.58828287
2020-05-04,427724,207.33901767
2020-05-05,386336,208.17517059
2020-05-06,414272,208.67731999
2020-05-07,424608,205.59506292
2020-05-08,443008,212.64090671
2020-05-09,441503,212.7155415
2020-05-10,454288,188.896264
2020-05-11,449832,189.39806302
2020-05-12,429020,190.97816251
2020-05-13,395681,190.5880142
2020-05-14,408796,201.92205999
2020-05-15,416963,197.7494496
2020-05-16,401450,198.77863691
2020-05-17,421482,201.40760071
2020-05-18,424487,214.52060241
2020-05-19,426571,210.44895181
2020-05-20,439343,209.43711967
2020-05-21,430285,209.59551899
2020-05-22,435070,204.81500786
2020-05-23,456325,207.20547137
2020-05-24,396204,209.73094916
2020-05-25,413561,202.02487707
2020-05-26,432748,200.58250263
2020-05-27,437298,203.29083474
2020-05-28,446656,208.09102733
2020-05-29,474312,222.40186368
2020-05-30,477211,220.97353091
2020-05-31,450651,237.67266689
2020-06-01,461730,237.97739129
2020-06-02,495004,234.53400693
2020-06-03,472496,238.32092815
2020-06-04,493365,243.66412757
2020-06-05,539998,243.57612717
2020-06-06,557724,240.63582306
2020-06-07,456433,243.32285265
2020-06-08,418746,244.52323315
2020-06-09,483210,243.64590992
2020-06-10,461578,244.75165014
2020-06-11,447689,240.94116391
2020-06-12,445393,236.51602503
2020-06-13,481788,236.96762036
2020-06-14,459396,238.43613756
2020-06-15,466491,227.42742948
2020-06-16,477800,233.60175865
2020-06-17,464129,233.35175663
2020-06-18,459608,233.69693436
2020-06-19,509574,228.53497528
2020-06-20,555110,229.27615605
2020-06-21,493938,230.16483454
2020-06-22,514930,239.17136426
2020-06-23,500225,241.42578084
2020-06-24,546637,245.49549274
2020-06-25,522593,231.19836623
2020-06-26,580680,232.79656007
2020-06-27,503048,230.67013255
2020-06-28,573520,226.52579469
2020-06-29,562275,225.50695688
2020-06-30,587494,227.91715336
2020-07-01,572261,228.97489372
2020-07-02,556903,226.82825871
2020-07-03,564281,227.12363921
2020-07-04,587822,225.9887433
2020-07-05,608396,225.36687458
2020-07-06,573010,237.49782226
2020-07-07,584488,239.46660032
2020-07-08,574306,245.22050952
2020-07-09,571276,244.49744183
2020-07-10,573424,240.08901159
2020-07-11,601861,239.52621874
2020-07-12,626447,241.03528618
2020-07-13,593135,241.45613033
2020-07-14,590266,240.29711296
2020-07-15,580804,239.63711323
2020-07-16,543373,238.12151832
2020-07-17,500726,233.06160527
2020-07-18,522578,236.01727318
2020-07-19,504482,234.9187603
2020-07-20,547439,237.65129353
2020-07-21,494206,243.46138237
2020-07-22,509805,244.67356402
2020-07-23,542006,263.20389899
2020-07-24,526904,276.72436671
2020-07-25,542338,282.86467774
2020-07-26,575099,302.08866198
2020-07-27,587377,314.62428757
2020-07-28,642537,321.1960502
2020-07-29,606057,321.95009765
2020-07-30,574133,318.51839879
2020-07-31,557923,343.8016278
2020-08-01,628265,351.32013632
2020-08-02,619714,367.65268641
2020-08-03,686085,392.56056794
2020-08-04,636847,390.70721351
2020-08-05,658051,389.42935955
2020-08-06,649077,399.19743167
2020-08-07,608811,386.60467247
2020-08-08,588884,391.21082139
2020-08-09,549407,396.27504582
2020-08-10,523247,396.6847536
2020-08-11,526353,384.07518697
2020-08-12,494835,384.94378598
2020-08-13,469297,397.70051705
2020-08-14,548291,435.1615319
2020-08-15,631656,438.75503412
2020-08-16,641927,431.13562809
2020-08-17,574787,427.00410209
2020-08-18,536733,422.53235688
2020-08-19,503429,411.34183602
2020-08-20,520119,415.42857416
2020-08-21,534357,415.51854518
2020-08-22,512806,391.47553329
2020-08-23,627556,392.8506568
2020-08-24,579656,402.14082695
2020-08-25,519505,402.40334084
2020-08-26,555007,384.323
2020-08-27,504584,385.859
2020-08-28,570836,386.985
2020-08-29,499471,403.945
2020-08-30,413297,405.475
2020-08-31,424631,421.147
2020-09-01,460020,463.113
2020-09-02,437387,466.813
2020-09-03,427747,437.184
2020-09-04,482531,386.318
2020-09-05,435617,380.77
2020-09-06,505087,340.084
2020-09-07,521012,344.4
2020-09-08,537421,346.769
2020-09-09,464199,341.871
2020-09-10,394870,363.924
2020-09-11,384112,362.306
2020-09-12,407594,368.483
2020-09-13,413585,387.652
2020-09-14,440905,369.284
2020-09-15,419375,375.509
2020-09-16,407978,365.793
2020-09-17,499492,380.315
2020-09-18,531963,386.224
2020-09-19,483609,378.197
2020-09-20,518091,381.224
2020-09-21,481405,369.865
2020-09-22,485610,336.47
2020-09-23,465033,335.898
2020-09-24,512893,327.895
2020-09-25,445853,342.924
2020-09-26,524028,350.661
2020-09-27,500550,354.384
2020-09-28,469804,357.35
2020-09-29,449644,354.961
2020-09-30,420898,354.571
2020-10-01,442896,363.959
2020-10-02,477762,342.018
2020-10-03,508258,346.228
2020-10-04,474116,348.355
2020-10-05,459848,351.193
2020-10-06,443036,350.855
2020-10-07,436441,341.327
2020-10-08,454936,336.618
2020-10-09,474619,350.545
2020-10-10,475619,374.994
2020-10-11,503448,372.24
2020-10-12,608417,374.134
2020-10-13,527230,382.99
2020-10-14,493439,382.471
2020-10-15,609098,378.974
2020-10-16,668842,369.814
2020-10-17,673311,368.038
2020-10-18,639346,374.022
2020-10-19,588963,375.153
2020-10-20,484772,375.78
2020-10-21,532474,379.146
2020-10-22,530559,395.107
2020-10-23,525456,412.905
2020-10-24,591470,410.813
2020-10-25,552306,409.996
2020-10-26,586632,405.177
2020-10-27,520914,394.808
2020-10-28,544199,397.55
2020-10-29,471236,388.139
2020-10-30,463696,378.727
2020-10-31,544579,384.938
2020-11-01,532532,389.574
2020-11-02,522440,399.805
2020-11-03,508431,375.562
2020-11-04,593286,378.407
2020-11-05,584237,403.61
2020-11-06,563816,435.998
2020-11-07,569065,457.34
2020-11-08,574938,437.229
2020-11-09,587088,445.673
2020-11-10,552400,449.865
2020-11-11,634165,463.022
2020-11-12,616595,465.138
2020-11-13,631680,461.282
2020-11-14,545852,467.639
2020-11-15,568643,461.149
2020-11-16,535858,455.151
2020-11-17,517632,466.196
2020-11-18,549692,476.354
2020-11-19,493204,472.582
2020-11-20,542993,490.843
2020-11-21,587277,510.629
2020-11-22,555580,542.855
2020-11-23,600414,581.396
2020-11-24,588998,605.713
2020-11-25,582899,593.233
2020-11-26,579556,516.841
2020-11-27,582954,518.394
2020-11-28,656278,514.494
2020-11-29,775548,542.005
2020-11-30,605726,585.931
2020-12-01,600998,611.457
2020-12-02,487554,598.515
2020-12-03,518072,598.914
2020-12-04,504192,605.208
2020-12-05,531350,585.401
2020-12-06,563900,600.54
2020-12-07,517506,601.208
2020-12-08,510415,589.094
2020-12-09,516144,539.286
2020-12-10,487689,563.55
2020-12-11,484392,541.876
2020-12-12,523076,559.563
2020-12-13,581918,579.267
2020-12-14,592924,586.144
2020-12-15,546395,585.502
2020-12-16,592300,584.977
2020-12-17,689641,648.132
2020-12-18,585219,644.56
2020-12-19,583074,649.565
2020-12-20,508293,656.262
2020-12-21,498355,645.999
2020-12-22,515701,595.695
2020-12-23,536463,616.578
2020-12-24,545846,581.81
2020-12-25,516866,611.912
2020-12-26,469999,624.794
2020-12-27,507019,649.581
2020-12-28,569688,733.778
2020-12-29,556425,707.811
2020-12-30,540642,734.654
2020-12-31,513361,748.864
2021-01-01,525653,738.554
2021-01-02,525853,767.28605789
2021-01-03,525823,773.78175013
2021-01-04,663852,1045.586
2021-01-05,614374,1004.476
2021-01-06,622093,1109.529
2021-01-07,677185,1190.206
2021-01-08,663654,1204.996
2021-01-09,617140,1194.602
2021-01-10,650312,1347.931
2021-01-11,632335,1070.844
2021-01-12,617698,1141.299
2021-01-13,559867,1072.729
2021-01-14,571048,1148.518
2021-01-15,628595,1233.948
2021-01-16,577236,1182.671
2021-01-17,581654,1184.177
2021-01-18,574707,1218.045
2021-01-19,599795,1375.472
2021-01-20,597853,1373.569
2021-01-21,554033,1307.813
2021-01-22,562314,1133.53
2021-01-23,531319,1260.578
2021-01-24,524146,1312.597
2021-01-25,533308,1423.177
2021-01-26,570392,1320.525
2021-01-27,529772,1302.016
2021-01-28,541702,1285.27
2021-01-29,636021,1319.051
2021-01-30,627823,1349.892
2021-01-31,587258,1346.449
2021-02-01,602515,1320.069
2021-02-02,594709,1419.065
2021-02-03,643737,1548.021
2021-02-04,679490,1665.8
2021-02-05,618960,1660.576
2021-02-06,650386,1681.12
2021-02-07,644401,1635.058
2021-02-08,642056,1641.181
2021-02-09,647257,1753.792
2021-02-10,628228,1815.127
2021-02-11,640070,1739.973
2021-02-12,607709,1770.62
2021-02-13,592197,1810.867
2021-02-14,566038,1838.09
2021-02-15,592668,1753.012
2021-02-16,596450,1798.692
2021-02-17,578106,1806.601
2021-02-18,620551,1898.429
2021-02-19,641995,1918.801
2021-02-20,658925,1999.934
2021-02-21,638890,1914.252
2021-02-22,625602,1888.087
2021-02-23,663279,1591.943
2021-02-24,666402,1645.739
2021-02-25,630243,1636.277
2021-02-26,626795,1416.608
2021-02-27,598319,1491.979
2021-02-28,583840,1348.697
2021-03-01,606131,1440.6
2021-03-02,585382,1539.224
2021-03-03,606587,1567.16
2021-03-04,586476,1560.518
2021-03-05,562451,1480.0
2021-03-06,553421,1585.191
2021-03-07,502541,1682.79
2021-03-08,537708,1690.425
2021-03-09,580306,1813.659
2021-03-10,598590,1812.074
2021-03-11,647511,1770.391
2021-03-12,607127,1792.458
2021-03-13,597305,1788.715
2021-03-14,614396,1887.732
2021-03-15,605302,1799.154
2021-03-16,610883,1800.663
2021-03-17,600455,1784.397
2021-03-18,613168,1814.534
2021-03-19,621438,1793.18
2021-03-20,595721,1823.564
2021-03-21,608986,1779.703
2021-03-22,572621,1789.836
2021-03-23,617378,1679.069
2021-03-24,605449,1695.929
2021-03-25,645064,1576.537
2021-03-26,626971,1636.389
2021-03-27,597720,1692.118
2021-03-28,606226,1718.128
2021-03-29,583825,1704.818
2021-03-30,587749,1817.695
2021-03-31,625500,1814.751
2021-04-01,666123,1926.697
2021-04-02,676220,1996.558
2021-04-03,645680,2111.577
2021-04-04,609803,2033.063
2021-04-05,634910,2030.72
2021-04-06,645791,2095.259
2021-04-07,638515,2078.969
2021-04-08,630063,2023.208
2021-04-09,635811,2076.849
2021-04-10,653335,2158.767
2021-04-11,715007,2129.453
2021-04-12,687014,2182.728
2021-04-13,693012,2166.35
2021-04-14,707380,2374.619
2021-04-15,633473,2474.784
2021-04-16,667125,2425.607
2021-04-17,731031,2465.05
2021-04-18,708188,2214.949
2021-04-19,719540,2274.54
2021-04-20,790676,2096.829
2021-04-21,803845,2290.984
2021-04-22,824388,2482.854
2021-04-23,778959,2133.555
2021-04-24,873055,2277.834
2021-04-25,979811,2194.006
2021-04-26,784416,2456.575
2021-04-27,777380,2544.483
2021-04-28,759412,2612.258
2021-04-29,741825,2731.784
2021-04-30,762961,2776.607
2021-05-01,802428,2853.384
2021-05-02,817919,2896.554
2021-05-03,755882,3143.779
2021-05-04,816990,3326.884
2021-05-05,805705,3340.197
2021-05-06,830649,3442.802
2021-05-07,807172,3440.036
2021-05-08,851242,3539.629
2021-05-09,963518,3949.514
2021-05-10,901470,4114.827
2021-05-11,948363,3968.521
2021-05-12,909768,4311.684
2021-05-13,913467,3968.691
2021-05-14,857890,3888.501
2021-05-15,833150,3916.265
2021-05-16,770196,3854.966
2021-05-17,765685,3525.279
2021-05-18,726910,3505.803
2021-05-19,794288,2989.084
2021-05-20,828620,2713.535
2021-05-21,730543,2691.51
2021-05-22,713157,2245.141
2021-05-23,737735,2154.164
2021-05-24,752473,2293.335
2021-05-25,673055,2656.371
2021-05-26,697716,2887.582
2021-05-27,733233,2735.811
2021-05-28,688167,2567.561
2021-05-29,798345,2491.822
2021-05-30,752490,2457.191
2021-05-31,743079,2446.77
2021-06-01,737005,2652.619
2021-06-02,648116,2689.245
2021-06-03,692737,2815.143
2021-06-04,720328,2618.303
2021-06-05,772502,2781.692
2021-06-06,876728,2691.031
2021-06-07,691525,2765.091
2021-06-08,634507,2504.845
2021-06-09,644723,2511.897
2021-06-10,652586,2549.427
2021-06-11,657889,2447.836
2021-06-12,643401,2324.431
2021-06-13,740272,2324.39
2021-06-14,635996,2497.655
2021-06-15,667177,2621.46
2021-06-16,609172,2529.594
2021-06-17,589363,2443.438
2021-06-18,603345,2342.092
2021-06-19,582114,2240.949
2021-06-20,626052,2199.985
2021-06-21,661727,2012.064
2021-06-22,670537,1938.913
2021-06-23,653020,2006.469
2021-06-24,667993,1920.13
2021-06-25,664328,1945.004
2021-06-26,708424,1751.054
2021-06-27,726730,1869.225
2021-06-28,790317,2048.917
2021-06-29,736520,2133.623
2021-06-30,661595,2159.196
2021-07-01,631344,2135.487
2021-07-02,645922,2063.882
2021-07-03,662284,2198.461
2021-07-04,688168,2336.429
2021-07-05,658321,2274.121
2021-07-06,603645,2339.325
2021-07-07,626818,2375.341
2021-07-08,598466,2172.922
2021-07-09,625804,2118.773
2021-07-10,587161,2123.156
2021-07-11,586368,2098.616
2021-07-12,567935,2146.921
2021-07-13,572084,2028.396
2021-07-14,594677,1899.752
2021-07-15,547264,1953.491
2021-07-16,291181,1904.963
2021-07-17,487430,1879.483
2021-07-18,305802,1957.833
2021-07-19,395733,1893.869
2021-07-20,410767,1765.66
2021-07-21,406030,1871.425
2021-07-22,415853,1992.152
2021-07-23,432335,2062.25
2021-07-24,439215,2135.875
2021-07-25,396293,2177.222
2021-07-26,414136,2329.702
2021-07-27,545135,2205.895
2021-07-28,512540,2297.331
2021-07-29,442607,2296.385
2021-07-30,437234,2399.557
2021-07-31,441633,2443.645
2021-08-01,426838,2587.389
2021-08-02,456293,2617.858
2021-08-03,438254,2490.874
2021-08-04,434185,2471.762
2021-08-05,428579,2680.316
2021-08-06,452862,2769.405
2021-08-07,522835,2960.576
2021-08-08,529080,3140.192
2021-08-09,512669,2946.105
2021-08-10,529562,3146.639
2021-08-11,530150,3231.465
2021-08-12,536290,3144.368
2021-08-13,523162,3227.004
2021-08-14,502567,3309.366
2021-08-15,491116,3157.756
2021-08-16,512295,3277.219
2021-08-17,547432,3167.207
2021-08-18,523594,3031.928
2021-08-19,548890,2981.949
2021-08-20,558717,3214.852
2021-08-21,559042,3295.274
2021-08-22,509089,3266.142
2021-08-23,523458,3327.004
2021-08-24,523927,3349.916
2021-08-25,495453,3185.137
2021-08-26,487427,3101.657
2021-08-27,492368,3128.655
2021-08-28,493918,3234.435
2021-08-29,483520,3210.049
2021-08-30,494605,3181.163
2021-08-31,546771,3352.854
2021-09-01,533539,3514.949
2021-09-02,565431,3738.052
2021-09-03,519976,3800.17
2021-09-04,528938,3918.382
2021-09-05,484219,3870.989
2021-09-06,516678,3945.368
2021-09-07,536765,3886.451
2021-09-08,552474,3271.004
2021-09-09,511012,3502.215
2021-09-10,582532,3402.989
2021-09-11,613695,3241.824
2021-09-12,583402,3323.531
2021-09-13,622103,3201.041
2021-09-14,593249,3310.29
2021-09-15,575013,3397.536
2021-09-16,533763,3635.19
2021-09-17,553755,3518.521
2021-09-18,524542,3500.923
2021-09-19,515463,3438.523
2021-09-20,486577,3116.236
2021-09-21,497287,3067.58
2021-09-22,527052,2945.822
2021-09-23,525520,3146.573
2021-09-24,511285,2927.843
2021-09-25,499587,2890.092
2021-09-26,468156,2777.896
2021-09-27,489754,3098.286
2021-09-28,479397,2895.497
2021-09-29,497017,2924.041
2021-09-30,480862,3000.182
2021-10-01,546452,3093.867
2021-10-02,501647,3283.993
2021-10-03,514927,3394.686
2021-10-04,468091,3366.027
2021-10-05,526416,3394.255
2021-10-06,583530,3455.964
2021-10-07,704658,3611.851
2021-10-08,634791,3602.427
2021-10-09,570734,3604.781
2021-10-10,543712,3582.362
2021-10-11,502734,3613.426
2021-10-12,555215,3483.067
2021-10-13,524613,3436.817
2021-10-14,553333,3631.106
2021-10-15,544416,3811.252
2021-10-16,590470,3847.484
2021-10-17,551765,3879.788
2021-10-18,577632,3838.741
2021-10-19,575144,3809.571
2021-10-20,597438,3855.165
2021-10-21,635394,4168.182
2021-10-22,590380,4136.177
2021-10-23,601013,4020.078
2021-10-24,610332,4094.972
2021-10-25,582308,4149.958
2021-10-26,620826,4199.489
2021-10-27,621007,4144.402
2021-10-28,711479,4015.071
2021-10-29,737487,4306.163
2021-10-30,719855,4350.46
2021-10-31,666532,4316.342
2021-11-01,655966,4300.714
2021-11-02,691365,4345.203
2021-11-03,723710,4611.42
2021-11-04,697145,4523.864
2021-11-05,674966,4532.89
2021-11-06,647242,4472.83
2021-11-07,639015,4546.21
2021-11-08,665018,4732.6
2021-11-09,635500,4789.0
2021-11-10,674030,4721.22
2021-11-11,674870,4696.32
2021-11-12,655590,4709.94
2021-11-13,658779,4640.24
2021-11-14,653515,4602.16
2021-11-15,637598,4684.52
2021-11-16,616780,4304.97
2021-11-17,681974,4184.84
2021-11-18,623021,4249.73
2021-11-19,615436,4061.1
2021-11-20,574704,4284.09
2021-11-21,606561,4353.27
2021-11-22,553406,4191.45
2021-11-23,574448,4109.41
2021-11-24,616459,4272.25
2021-11-25,603016,4294.4
2021-11-26,618363,4334.06
2021-11-27,573551,4122.73
2021-11-28,553102,4072.2
2021-11-29,563733,4350.69
2021-11-30,635457,4413.74
2021-12-01,590152,4771.38
2021-12-02,620858,4561.56
2021-12-03,590525,4565.84
2021-12-04,553519,3880.21
2021-12-05,657238,4193.1
2021-12-06,755264,4068.4
2021-12-07,577773,4354.85
2021-12-08,666034,4361.41
2021-12-09,613766,4388.07
2021-12-10,625000,4039.98
2021-12-11,589983,3982.23
2021-12-12,574887,4058.7
2021-12-13,599015,3989.59
2021-12-14,583195,3781.44
2021-12-15,625151,3867.95
2021-12-16,623355,4015.74
2021-12-17,576854,3875.78
2021-12-18,573152,3894.19
2021-12-19,572302,3981.75
2021-12-20,571524,3839.22
2021-12-21,586418,4004.77
2021-12-22,590573,4052.47
2021-12-23,614478,3913.8
2021-12-24,618473,4089.85
2021-12-25,616058,4056.01
2021-12-26,596092,4038.45
2021-12-27,592600,4054.1
2021-12-28,603793,3917.7
2021-12-29,570518,3796.24
2021-12-30,576299,3713.71
2021-12-31,588769,3708.4
2022-01-01,555786,3716.05
2022-01-02,531530,3741.39
2022-01-03,555163,3809.3
2022-01-04,590982,3757.37
2022-01-05,596628,3814.9
2022-01-06,601038,3452.75
2022-01-07,586110,3192.11
2022-01-08,573946,3210.81
2022-01-09,504718,3132.37
2022-01-10,506789,3162.12
2022-01-11,551654,3132.91
2022-01-12,616218,3215.89
2022-01-13,626823,3341.18
2022-01-14,582469,3266.76
2022-01-15,581031,3309.53
2022-01-16,578768,3334.89
2022-01-17,565827,3274.22
2022-01-18,553999,3187.22
2022-01-19,577079,3058.17
2022-01-20,581527,3138.8
2022-01-21,557519,2882.18
2022-01-22,538781,2467.9
2022-01-23,533456,2490.17
2022-01-24,525273,2383.39
2022-01-25,548926,2382.98
2022-01-26,534877,2462.07
2022-01-27,518932,2406.88
2022-01-28,518319,2398.2
2022-01-29,533568,2563.33
2022-01-30,550337,2621.52
2022-01-31,564044,2522.08
2022-02-01,564422,2738.06
2022-02-02,559022,2750.5
2022-02-03,539300,2673.97
2022-02-04,553693,2805.7
2022-02-05,647276,3002.48
2022-02-06,603053,3014.03
2022-02-07,574846,3082.99
2022-02-08,600910,3176.41
2022-02-09,593432,3107.58
2022-02-10,610062,3194.07
2022-02-11,602009,3104.3
2022-02-12,585836,2923.46
2022-02-13,584284,2924.98
2022-02-14,610832,2883.37
2022-02-15,572217,3050.73
2022-02-16,559342,3150.14
2022-02-17,541218,3112.19
2022-02-18,513920,2904.77
2022-02-19,533709,2813.81
2022-02-20,538334,2655.15
2022-02-21,521653,2750.29
2022-02-22,528123,2523.0
2022-02-23,535083,2695.04
2022-02-24,561325,2375.04
2022-02-25,591815,2611.31
2022-02-26,585301,2790.25
2022-02-27,570671,2738.38
2022-02-28,527424,2635.08
2022-03-01,562212,2920.99
2022-03-02,601571,2975.4
2022-03-03,591448,2904.07
2022-03-04,588851,2732.21
2022-03-05,550258,2637.19
2022-03-06,572353,2644.37
2022-03-07,578713,2521.49
2022-03-08,620935,2533.93
2022-03-09,645634,2747.15
2022-03-10,689243,2595.5
2022-03-11,586793,2610.79
2022-03-12,583727,2588.38
2022-03-13,539648,2581.99
2022-03-14,552483,2588.63
2022-03-15,582947,2529.81
2022-03-16,720341,2647.35
2022-03-17,569231,2756.65
2022-03-18,690168,2794.49
2022-03-19,581283,2923.64
2022-03-20,575894,2926.72
2022-03-21,551701,2891.63
2022-03-22,682657,2994.99
2022-03-23,599790,2950.41
2022-03-24,575823,3040.07
2022-03-25,573358,3132.6
2022-03-26,559703,3139.52
2022-03-27,589639,3157.34
2022-03-28,582816,3321.64
2022-03-29,605326,3390.59
2022-03-30,561653,3410.13
2022-03-31,574864,3405.03
2022-04-01,539591,3281.05
2022-04-02,536485,3485.63
2022-04-03,494930,3490.04
2022-04-04,499735,3504.6
2022-04-05,514700,3527.94
2022-04-06,525330,3344.73
2022-04-07,521062,3226.3
2022-04-08,517997,3283.02
2022-04-09,533411,3210.1
2022-04-10,549119,3244.63
2022-04-11,520348,3181.24
2022-04-12,511733,3025.61
2022-04-13,485540,3051.4
2022-04-14,500826,3114.42
2022-04-15,566831,3034.48
2022-04-16,524236,3035.2
2022-04-17,510661,3038.06
2022-04-18,527127,2891.19
2022-04-19,552562,3039.95
2022-04-20,705970,3090.45
2022-04-21,517438,3104.03
2022-04-22,546818,3020.18
2022-04-23,523112,2958.99
2022-04-24,530471,2949.57
2022-04-25,523851,2814.04
2022-04-26,532203,3004.25
2022-04-27,547500,2882.83
2022-04-28,535292,2905.0
2022-04-29,555092,2926.96
2022-04-30,534452,2829.58
2022-05-01,489704,2767.0
2022-05-02,497365,2844.01
2022-05-03,470569,2842.6
2022-05-04,528692,2829.31
2022-05-05,544387,2934.63
2022-05-06,565006,2729.22
2022-05-07,521620,2672.64
2022-05-08,516333,2557.44
2022-05-09,566542,2448.28
2022-05-10,551859,2380.92
2022-05-11,503461,2308.29
2022-05-12,643795,1888.58
2022-05-13,690054,2046.37
2022-05-14,567564,2028.99
2022-05-15,547611,2034.07
2022-05-16,562574,2010.03
2022-05-17,529091,2068.23
2022-05-18,586034,2036.03
2022-05-19,521512,1950.75
2022-05-20,516747,2025.02
2022-05-21,513682,1977.47
2022-05-22,502588,1973.09
2022-05-23,495757,2065.5
2022-05-24,520017,1982.92
2022-05-25,492746,1975.38
2022-05-26,448766,1924.75
2022-05-27,468776,1763.84
2022-05-28,493297,1764.13
2022-05-29,546762,1781.05
2022-05-30,436920,1906.64
2022-05-31,510976,1969.76
2022-06-01,476819,1929.06
2022-06-02,437872,1824.24
2022-06-03,444564,1813.21
2022-06-04,441653,1767.34
2022-06-05,409899,1785.83
2022-06-06,448032,1890.26
2022-06-07,455357,1763.02
2022-06-08,414405,1806.19
2022-06-09,440088,1809.52
2022-06-10,472031,1787.66
2022-06-11,475158,1666.06
2022-06-12,465895,1470.1
2022-06-13,465843,1280.69
2022-06-14,494591,1242.08
2022-06-15,492888,1092.36
2022-06-16,496909,1164.75
2022-06-17,531796,1097.65
2022-06-18,488067,1002.75
2022-06-19,472152,954.72
2022-06-20,474572,1077.6
2022-06-21,469465,1147.04
2022-06-22,453448,1073.27
2022-06-23,456333,1091.8
2022-06-24,466537,1149.74
2022-06-25,433853,1233.46
2022-06-26,381948,1237.24
2022-06-27,445069,1225.34
2022-06-28,441704,1206.8
2022-06-29,419306,1128.96
2022-06-30,446743,1056.58
2022-07-01,530123,1065.57
2022-07-02,546672,1041.56
2022-07-03,536182,1062.48
2022-07-04,482657,1049.89
2022-07-05,516905,1157.88
2022-07-06,502604,1137.3
2022-07-07,526522,1175.69
2022-07-08,508506,1240.1
2022-07-09,531506,1224.18
2022-07-10,541875,1189.17
2022-07-11,486540,1142.53
2022-07-12,486472,1068.17
2022-07-13,514172,1069.19
2022-07-14,554695,1096.24
2022-07-15,562207,1212.23
2022-07-16,623073,1197.15
2022-07-17,597113,1363.03
2022-07-18,553846,1469.55
2022-07-19,526568,1511.82
2022-07-20,534748,1533.22
2022-07-21,547769,1487.88
2022-07-22,581372,1597.2
2022-07-23,575964,1578.33
2022-07-24,512058,1605.08
2022-07-25,561865,1524.14
2022-07-26,1178853,1409.78
2022-07-27,610751,1465.02
2022-07-28,541798,1615.2
2022-07-29,573162,1715.87
2022-07-30,570077,1715.77
2022-07-31,572135,1698.7
2022-08-01,692583,1694.11
2022-08-02,592983,1593.23
2022-08-03,612373,1628.53
2022-08-04,892340,1625.88
2022-08-05,603487,1663.91
2022-08-06,591386,1719.49
2022-08-07,597135,1685.6
2022-08-08,541057,1734.4
2022-08-09,532081,1781.92
2022-08-10,540142,1685.7
2022-08-11,512311,1878.89
2022-08-12,529687,1888.65
2022-08-13,536396,1996.83
2022-08-14,533867,2016.68
2022-08-15,489678,1900.65
2022-08-16,517076,1884.24
2022-08-17,537501,1891.93
2022-08-18,539173,1845.05
2022-08-19,506895,1745.62
2022-08-20,505252,1646.82
2022-08-21,526040,1585.02
2022-08-22,502377,1554.51
2022-08-23,490080,1599.46
2022-08-24,489184,1626.47
2022-08-25,510018,1708.08
2022-08-26,507710,1660.57
2022-08-27,507341,1508.31
2022-08-28,513915,1495.79
2022-08-29,480015,1454.0
2022-08-30,475552,1587.18
2022-08-31,471318,1585.92
2022-09-01,496731,1543.51
2022-09-02,520456,1594.53
2022-09-03,514082,1544.81
2022-09-04,607681,1546.18
2022-09-05,520553,1562.51
2022-09-06,534421,1658.11
2022-09-07,484722,1518.67
2022-09-08,496646,1612.17
2022-09-09,533719,1705.11
2022-09-10,496185,1710.88
2022-09-11,490141,1761.57
2022-09-12,488892,1760.0
2022-09-13,514698,1715.92
2022-09-14,554900,1609.03
2022-09-15,612441,1636.18
2022-09-16,709746,1471.45
2022-09-17,697665,1432.07
2022-09-18,574784,1454.02
2022-09-19,497378,1301.45
2022-09-20,497504,1357.79
2022-09-21,488344,1331.72
2022-09-22,507081,1278.94
2022-09-23,520835,1331.23
2022-09-24,667576,1322.69
2022-09-25,689264,1333.21
2022-09-26,609947,1295.08
2022-09-27,570982,1382.67
2022-09-28,666188,1285.68
2022-09-29,584308,1322.22
2022-09-30,532270,1340.39
2022-10-01,512733,1329.54
2022-10-02,503358,1311.14
2022-10-03,452067,1292.16
2022-10-04,496995,1350.02
2022-10-05,506276,1352.8
2022-10-06,554829,1368.76
2022-10-07,550688,1356.29
2022-10-08,573911,1330.8
2022-10-09,590594,1315.3
2022-10-10,599555,1316.95
2022-10-11,599641,1283.59
2022-10-12,567487,1294.67
2022-10-13,556968,1277.79
2022-10-14,552130,1321.96
2022-10-15,599350,1294.68
2022-10-16,504147,1283.5
2022-10-17,476363,1312.76
2022-10-18,455576,1337.19
2022-10-19,446885,1300.37
2022-10-20,510428,1292.49
2022-10-21,505436,1284.86
2022-10-22,496607,1300.21
2022-10-23,481731,1309.65
2022-10-24,515140,1337.26
2022-10-25,484306,1347.57
2022-10-26,498579,1518.11
2022-10-27,509009,1556.04
2022-10-28,511845,1493.14
2022-10-29,448608,1590.47
2022-10-30,494568,1629.63
2022-10-31,487258,1591.49
2022-11-01,499902,1590.47
2022-11-02,490667,1564.53
2022-11-03,519325,1544.26
2022-11-04,494396,1587.04
2022-11-05,505785,1651.71
2022-11-06,501177,1622.74
2022-11-07,496654,1549.47
2022-11-08,483437,1495.72
2022-11-09,508371,1274.56
2022-11-10,496120,1188.73
2022-11-11,510832,1275.54
2022-11-12,513845,1262.68
2022-11-13,538774,1248.52
2022-11-14,523212,1256.62
2022-11-15,567032,1265.93
2022-11-16,551461,1245.01
2022-11-17,557977,1202.34
2022-11-18,561755,1213.21
2022-11-19,546437,1206.01
2022-11-20,498489,1218.85
2022-11-21,485748,1122.27
