Time,ETH average computing power of the entire network,Price
2017-03-24,1.434737941139058E13,47.57904434
2017-03-25,1.448668685308271E13,49.47833252
2017-03-26,1.5080979168488266E13,49.62591171
2017-03-27,1.5755766665964934E13,50.76028824
2017-03-28,1.5856310866435854E13,49.85445023
2017-03-29,1.5975590777040596E13,52.64440155
2017-03-30,1.611666252023133E13,53.08503342
2017-03-31,1.6425003347700506E13,50.63747025
2017-04-01,1.6423945772832098E13,50.14421844
2017-04-02,1.6710625743144271E13,49.48337173
2017-04-03,1.5316437280319732E13,44.73745728
2017-04-04,1.6604633601834959E13,45.10642242
2017-04-05,1.6791188574009646E13,45.77088165
2017-04-06,1.7141639597269912E13,44.74009705
2017-04-07,1.718572875982839E13,42.53973389
2017-04-08,1.7183030103523525E13,45.16585922
2017-04-09,1.694756992801304E13,43.21027756
2017-04-10,1.7284118760236467E13,43.20684814
2017-04-11,1.7410226089043004E13,44.11178589
2017-04-12,1.7483501919774346E13,43.5552063
2017-04-13,1.708888678569838E13,48.4173317
2017-04-14,1.8074737977715234E13,48.83977509
2017-04-15,1.828772369741061E13,47.44621277
2017-04-16,1.8212847236885195E13,48.78649902
2017-04-17,1.85436118305877E13,48.3175087
2017-04-18,1.8936059431905152E13,50.59074783
2017-04-19,1.9603815697054008E13,50.81941223
2017-04-20,1.8894216411739164E13,48.48793793
2017-04-21,1.9497207706294227E13,49.44398117
2017-04-22,1.994899930108809E13,48.68815231
2017-04-23,2.012803856317543E13,48.38895798
2017-04-24,1.99730932056353E13,50.10398102
2017-04-25,1.9913302750866414E13,49.86474609
2017-04-26,2.0256248211108605E13,52.44770432
2017-04-27,2.027459229631631E13,58.58997726
2017-04-28,2.1270774460063973E13,64.29021454
2017-04-29,2.2420665787604043E13,69.83218384
2017-04-30,2.1626004084019574E13,71.76806641
2017-05-01,2.1879707834909375E13,81.4564209
2017-05-02,2.1952606423257227E13,79.35325623
2017-05-03,2.22075499212148E13,80.05103302
2017-05-04,2.1765120945382277E13,89.99662781
2017-05-05,2.305207814958958E13,102.02135468
2017-05-06,2.2621304733891508E13,95.64967346
2017-05-07,2.312184414307291E13,96.7640152
2017-05-08,2.3173977103382965E13,92.77739716
2017-05-09,2.379485962701558E13,89.14603424
2017-05-10,2.3932658360136582E13,92.84693909
2017-05-11,2.4131338689598867E13,90.46638489
2017-05-12,2.4926427680151676E13,90.53853607
2017-05-13,2.428704062282497E13,88.63881683
2017-05-14,2.5256693564053668E13,90.67169189
2017-05-15,2.587788689500253E13,91.23472595
2017-05-16,2.5796563056671945E13,92.90254211
2017-05-17,2.5728543515311574E13,90.16207123
2017-05-18,2.5714595637274387E13,90.5670166
2017-05-19,2.702885645799635E13,117.65478516
2017-05-20,2.73379078099089E13,131.99972534
2017-05-21,2.8411634729479316E13,128.32850647
2017-05-22,2.935367706720034E13,186.88729858
2017-05-23,2.8102412455106297E13,178.03849792
2017-05-24,2.894036521411255E13,193.230896
2017-05-25,2.8818011311986863E13,200.00494385
2017-05-26,2.8504323597775984E13,182.08970642
2017-05-27,3.0079822630507152E13,156.48373413
2017-05-28,2.9521130308688984E13,171.49882507
2017-05-29,3.0963650110040848E13,183.16256714
2017-05-30,3.221355924643608E13,202.60342407
2017-05-31,3.347194592936859E13,230.24880981
2017-06-01,3.3000005555654645E13,222.89427185
2017-06-02,3.4640789781639855E13,222.15283203
2017-06-03,3.402317339430628E13,220.25239563
2017-06-04,3.573985563002518E13,232.76301575
2017-06-05,3.533968690726204E13,246.78031921
2017-06-06,3.708340800281121E13,256.10177612
2017-06-07,3.7956959409093984E13,260.0604248
2017-06-08,3.86502941463437E13,257.56234741
2017-06-09,3.8432069671660375E13,273.81515503
2017-06-10,4.0171743781001875E13,311.22879028
2017-06-11,4.120055241603785E13,341.41125488
2017-06-12,4.133057739459163E13,348.29885864
2017-06-13,4.1890589264652766E13,398.08557129
2017-06-14,4.365336695452001E13,376.99716187
2017-06-15,4.450374260782562E13,355.40454102
2017-06-16,4.466719676275551E13,350.64282227
2017-06-17,4.695132921274652E13,366.66964722
2017-06-18,4.752359355572348E13,376.94723511
2017-06-19,4.740240814874242E13,372.66906738
2017-06-20,4.81393191348718E13,377.61639404
2017-06-21,5.009785565835321E13,337.51074219
2017-06-22,4.871259706097021E13,338.32897949
2017-06-23,5.030609725934221E13,341.11270142
2017-06-24,5.0430661465745234E13,342.61224365
2017-06-25,5.158334457251568E13,320.02047729
2017-06-26,5.290953284538026E13,309.31256104
2017-06-27,5.3077322274830734E13,271.87319946
2017-06-28,5.4452998665601875E13,305.0274353
2017-06-29,5.518251676776112E13,326.67578125
2017-06-30,5.628391685560783E13,305.8001709
2017-07-01,5.749557476304359E13,282.76315308
2017-07-02,5.86774567991158E13,272.48422241
2017-07-03,5.8732223518655555E13,288.73574829
2017-07-04,5.9427083522000805E13,284.26412964
2017-07-05,5.971834427822486E13,273.55728149
2017-07-06,6.07977909143226E13,270.89187622
2017-07-07,5.9631252899074086E13,267.5269165
2017-07-08,6.223736573343173E13,244.48466492
2017-07-09,6.252680553262492E13,244.90852356
2017-07-10,6.411822386030463E13,220.69154358
2017-07-11,6.353779957430782E13,197.28175354
2017-07-12,6.164139600730311E13,195.09162903
2017-07-13,6.3396608280876086E13,229.23893738
2017-07-14,6.190149550986313E13,192.40531921
2017-07-15,6.3871551627156234E13,177.26097107
2017-07-16,6.538146639847004E13,152.5894928
2017-07-17,6.356105972085307E13,165.92953491
2017-07-18,6.328030604966554E13,185.05493164
2017-07-19,6.4565781771461375E13,227.34802246
2017-07-20,6.747412629379632E13,215.48780823
2017-07-21,6.9777685129945516E13,226.48606873
2017-07-22,6.785873871538038E13,222.48902893
2017-07-23,7.056956771472967E13,229.30355835
2017-07-24,6.985685191190591E13,225.04364014
2017-07-25,7.122986583358608E13,207.49874878
2017-07-26,7.131946515834812E13,202.01931763
2017-07-27,7.179880534952983E13,204.34919739
2017-07-28,7.129613893850155E13,203.32189941
2017-07-29,7.176659765003689E13,184.85980225
2017-07-30,7.322217304784456E13,200.7035675
2017-07-31,7.577675944020411E13,198.70417786
2017-08-01,7.453631516907748E13,212.01089478
2017-08-02,7.517886224628339E13,226.93367004
2017-08-03,7.313470632600578E13,226.17558289
2017-08-04,7.365516674761088E13,223.84744263
2017-08-05,7.412918192998556E13,241.99623108
2017-08-06,7.479993043816633E13,258.18136597
2017-08-07,7.627675001965938E13,264.40625
2017-08-08,7.635628376585798E13,271.21444702
2017-08-09,7.88175673645145E13,318.71627808
2017-08-10,7.834450544857552E13,305.47634888
2017-08-11,7.675145432556069E13,298.42956543
2017-08-12,8.042167592788206E13,312.16744995
2017-08-13,8.041859929622188E13,301.66647339
2017-08-14,8.218659468371722E13,302.30514526
2017-08-15,8.319207883467825E13,285.17263794
2017-08-16,8.156262245400794E13,290.7510376
2017-08-17,8.33268988541234E13,304.14562988
2017-08-18,8.424307081956145E13,300.87255859
2017-08-19,8.598552529006114E13,292.3447876
2017-08-20,8.795143048583166E13,294.63638306
2017-08-21,8.503422477206672E13,301.27523804
2017-08-22,8.759608476877588E13,309.95062256
2017-08-23,9.022879939901006E13,319.51849365
2017-08-24,8.85542493086795E13,318.86367798
2017-08-25,8.898642171887256E13,334.72201538
2017-08-26,8.932821862845522E13,330.87490845
2017-08-27,8.814824627491656E13,334.78726196
2017-08-28,8.584691836525608E13,343.97930908
2017-08-29,8.921425169399077E13,349.96069336
2017-08-30,9.023413011011262E13,376.90368652
2017-08-31,9.096023198404489E13,380.72720337
2017-09-01,9.041914631876683E13,389.35375977
2017-09-02,8.988531133313998E13,378.00906372
2017-09-03,9.279669491364439E13,352.28427124
2017-09-04,9.283391749975392E13,286.66098022
2017-09-05,9.001605825441566E13,276.37460327
2017-09-06,9.058793067069292E13,324.12860107
2017-09-07,9.240595957757073E13,324.2862854
2017-09-08,9.689191115525905E13,299.46481323
2017-09-09,9.643943775452634E13,292.76257324
2017-09-10,9.347031578942388E13,285.07400513
2017-09-11,9.585430750441348E13,299.41687012
2017-09-12,9.859187578668573E13,301.41531372
2017-09-13,9.647256679567588E13,269.80636597
2017-09-14,9.531122510234188E13,239.42408752
2017-09-15,9.900625482373866E13,252.30776978
2017-09-16,9.800515506896562E13,240.00071716
2017-09-17,9.968769332184236E13,243.30102539
2017-09-18,9.868412284036842E13,287.33227539
2017-09-19,9.831741191376198E13,287.42733765
2017-09-20,1.0049363506505258E14,288.71542358
2017-09-21,9.890124438609225E13,280.62838745
2017-09-22,1.0374730874419186E14,256.54910278
2017-09-23,1.0008392275660431E14,264.14486694
2017-09-24,9.808757546099855E13,292.67782593
2017-09-25,9.914251693453305E13,286.30929565
2017-09-26,9.5571941865792E13,288.91235352
2017-09-27,9.701107231097166E13,290.36685181
2017-09-28,9.736873481080627E13,296.44760132
2017-09-29,9.224586362388742E13,280.80111694
2017-09-30,9.052195449830462E13,302.53952026
2017-10-01,9.466278483585902E13,298.63897705
2017-10-02,9.52614804242852E13,300.26690674
2017-10-03,9.279341098149698E13,299.65270996
2017-10-04,9.653104968299567E13,297.97106934
2017-10-05,1.003579080267168E14,290.89224243
2017-10-06,9.721202331917088E13,295.99227905
2017-10-07,9.309068183851702E13,309.40618896
2017-10-08,9.745312819310388E13,312.48898315
2017-10-09,9.9141583367811E13,299.80682373
2017-10-10,9.513715453144875E13,305.36425781
2017-10-11,1.016170689080198E14,300.83166504
2017-10-12,9.692803273482312E13,307.37060547
2017-10-13,1.033024209190895E14,340.62664795
2017-10-14,9.822505215766725E13,343.33285522
2017-10-15,9.930434969069277E13,334.2616272
2017-10-16,9.96934683739492E13,339.01843262
2017-10-17,1.0183970470618142E14,320.37731934
2017-10-18,1.0076587878735842E14,306.11712646
2017-10-19,1.0399536805167788E14,308.99649048
2017-10-20,1.0459644481251427E14,308.71972656
2017-10-21,1.0667107050094586E14,292.77175903
2017-10-22,1.0819306157691069E14,303.14559937
2017-10-23,1.0490775428825634E14,282.73440552
2017-10-24,1.068230622178154E14,308.03277588
2017-10-25,1.0640547839058445E14,295.03320313
2017-10-26,1.0390253190667344E14,298.24172974
2017-10-27,1.0468219863649312E14,295.4984436
2017-10-28,1.0499382157708088E14,297.35501099
2017-10-29,1.0447913272116003E14,309.5668335
2017-10-30,1.0406959495937544E14,307.23062134
2017-10-31,1.0325709481134373E14,306.80569458
2017-11-01,1.0870419793680188E14,303.97839355
2017-11-02,1.034101806613977E14,288.53674316
2017-11-03,1.0122987777946717E14,288.54013062
2017-11-04,1.0261656331417019E14,301.08969116
2017-11-05,1.0326676352714148E14,296.11221313
2017-11-06,1.0324753583829819E14,304.67962646
2017-11-07,1.0123607208858783E14,292.50341797
2017-11-08,1.0516819082540961E14,300.17822266
2017-11-09,1.0208324874792356E14,309.02648926
2017-11-10,1.0253598530739884E14,305.67684937
2017-11-11,1.0451737986115645E14,302.44009399
2017-11-12,1.0850520416662119E14,307.16217041
2017-11-13,1.0397087258331725E14,316.65597534
2017-11-14,1.049140238535731E14,321.51168823
2017-11-15,1.0221003632586306E14,335.67129517
2017-11-16,1.0029516904471095E14,331.2515564
2017-11-17,1.0067583118943197E14,333.92260742
2017-11-18,1.0031403794184369E14,329.41586304
2017-11-19,1.0077567789536472E14,357.2210083
2017-11-20,1.0635438709906031E14,361.82946777
2017-11-21,1.0491891741913458E14,369.5612793
2017-11-22,1.0392444576651356E14,363.42944336
2017-11-23,1.0919965835438019E14,412.79376221
2017-11-24,1.1041625879004812E14,412.22106934
2017-11-25,1.1274608244598889E14,474.94006348
2017-11-26,1.1130524074043911E14,460.09057617
2017-11-27,1.0982761712057084E14,480.62976074
2017-11-28,1.0663398745363533E14,480.12127686
2017-11-29,1.0719113572418734E14,496.43261719
2017-11-30,1.0850082127469505E14,408.70800781
2017-12-01,1.0955324281975669E14,456.96066284
2017-12-02,1.1091417587692762E14,469.29055786
2017-12-03,1.057581415315517E14,462.17077637
2017-12-04,1.0375728079637462E14,466.52502441
2017-12-05,9.509793727458588E13,468.7321167
2017-12-06,9.403456366914084E13,456.16897583
2017-12-07,9.637366352670244E13,425.63070679
2017-12-08,1.0372900365773044E14,453.54656982
2017-12-09,1.0410286965236888E14,471.6619873
2017-12-10,1.0426216416073608E14,452.13876343
2017-12-11,1.0544706866488131E14,473.95916748
2017-12-12,1.032121887174298E14,535.36328125
2017-12-13,1.0543407646606336E14,618.68151855
2017-12-14,1.0646993692835536E14,692.40600586
2017-12-15,1.1208713499098689E14,696.08081055
2017-12-16,1.1664395250567262E14,699.24981689
2017-12-17,1.1730295757883439E14,716.13946533
2017-12-18,1.2034860298217019E14,732.18762207
2017-12-19,1.131070288498044E14,820.32086182
2017-12-20,1.1073058567053042E14,805.95758057
2017-12-21,1.132535791909398E14,795.32440186
2017-12-22,1.1193517495009073E14,655.90209961
2017-12-23,1.1859686756417477E14,736.55804443
2017-12-24,1.2491517936582964E14,653.69824219
2017-12-25,1.2921783739933197E14,757.78100586
2017-12-26,1.301158824862022E14,773.18463135
2017-12-27,1.2890497243515539E14,781.16693115
2017-12-28,1.310099199614706E14,739.44537354
2017-12-29,1.2633554413023355E14,754.77386475
2017-12-30,1.2405872037300739E14,709.14361572
2017-12-31,1.3013593322350694E14,723.21386719
2018-01-01,1.3280087856704922E14,769.96173096
2018-01-02,1.290631317433306E14,886.34436035
2018-01-03,1.2596245609065914E14,882.25628662
2018-01-04,1.1867725324792292E14,954.21325684
2018-01-05,1.1915510496160817E14,1045.29394531
2018-01-06,1.1887254774262625E14,1002.57525635
2018-01-07,1.2173751542124298E14,1090.83947754
2018-01-08,1.2671767069217592E14,1088.60693359
2018-01-09,1.2569619002469733E14,1209.15039063
2018-01-10,1.2430075689263195E14,1364.84814453
2018-01-11,1.293527789720133E14,1228.5994873
2018-01-12,1.3048769594339031E14,1247.54699707
2018-01-13,1.3613890520375848E14,1295.71936035
2018-01-14,1.3546410570061834E14,1392.17797852
2018-01-15,1.4043450389253902E14,1346.0513916
2018-01-16,1.3986327248627195E14,1242.75341797
2018-01-17,1.428627954468447E14,954.39715576
2018-01-18,1.4680150224875034E14,1025.27148438
2018-01-19,1.477239785525457E14,1061.92993164
2018-01-20,1.5649359448273325E14,1075.56970215
2018-01-21,1.6258916848610078E14,1134.66638184
2018-01-22,1.614592205999857E14,960.67419434
2018-01-23,1.612310711467727E14,1013.98480225
2018-01-24,1.6829567839756903E14,1031.86169434
2018-01-25,1.7344111900410894E14,1034.74243164
2018-01-26,1.7026460977863338E14,1050.9720459
2018-01-27,1.7154497826362125E14,1095.18273926
2018-01-28,1.7274581238124478E14,1129.69506836
2018-01-29,1.762575673734582E14,1200.52368164
2018-01-30,1.7850591829475097E14,1145.86450195
2018-01-31,1.779350754858503E14,1102.71533203
2018-02-01,1.7847837034244388E14,1138.50561523
2018-02-02,1.796288028118746E14,954.35913086
2018-02-03,1.9156606692502797E14,955.11651611
2018-02-04,1.911135965354421E14,864.21588135
2018-02-05,1.9198150349899122E14,836.07806396
2018-02-06,1.9075415997986397E14,742.73553467
2018-02-07,1.947840151517471E14,812.49127197
2018-02-08,1.948658862679629E14,806.39074707
2018-02-09,1.9970059159862228E14,806.53649902
2018-02-10,1.9153042170721647E14,847.33850098
2018-02-11,2.067011748420178E14,852.11810303
2018-02-12,2.0169224143907612E14,856.97296143
2018-02-13,2.048451101895159E14,857.95758057
2018-02-14,2.0317159699623722E14,902.66778564
2018-02-15,1.96217927490445E14,933.9887085
2018-02-16,2.0775948872495328E14,938.65093994
2018-02-17,2.0494615269929362E14,961.27746582
2018-02-18,2.088503670388711E14,944.79455566
2018-02-19,2.057041337112959E14,931.19909668
2018-02-20,1.9913150457226378E14,942.46661377
2018-02-21,1.9362367159268572E14,849.50537109
2018-02-22,2.035459732348599E14,825.77062988
2018-02-23,2.0056967143142216E14,838.43707275
2018-02-24,2.0188643291072E14,837.11804199
2018-02-25,2.112826219461934E14,827.74163818
2018-02-26,2.0387864820454825E14,876.27520752
2018-02-27,2.0297422496568834E14,871.24755859
2018-02-28,2.0717152714023547E14,888.44708252
2018-03-01,2.1044693495454266E14,867.03179932
2018-03-02,2.0723871903565162E14,855.5411377
2018-03-03,2.1801469744906528E14,864.79095459
2018-03-04,2.178394932366534E14,847.83050537
2018-03-05,2.1255979434693434E14,867.68896484
2018-03-06,2.1263024269003338E14,832.01580811
2018-03-07,2.16138221041037E14,812.98974609
2018-03-08,2.2124933319005512E14,741.19873047
2018-03-09,2.158459899001062E14,701.0189209
2018-03-10,2.1702160834261225E14,732.93408203
2018-03-11,2.1364197203258912E14,708.91540527
2018-03-12,2.173426091665236E14,697.64099121
2018-03-13,2.1655761454141978E14,696.71765137
2018-03-14,2.136459039386349E14,656.14129639
2018-03-15,2.1125132647144994E14,588.16638184
2018-03-16,2.2248056197285753E14,598.66394043
2018-03-17,2.1900010459458275E14,598.8447876
2018-03-18,2.261459628083434E14,466.09069824
2018-03-19,2.268796580601496E14,551.63769531
2018-03-20,2.2369980795972466E14,556.75140381
2018-03-21,2.2626562576146356E14,567.94128418
2018-03-22,2.247965906933656E14,531.77514648
2018-03-23,2.2680478417669328E14,516.39605713
2018-03-24,2.2468712549193312E14,541.47979736
2018-03-25,2.258880295703985E14,520.65631104
2018-03-26,2.323723214144569E14,522.40966797
2018-03-27,2.2627009070399984E14,468.53948975
2018-03-28,2.2299422320675212E14,451.23880005
2018-03-29,2.2050684951361947E14,441.78762817
2018-03-30,2.1940913786170653E14,378.60897827
2018-03-31,2.2108013412121856E14,403.10812378
2018-04-01,2.2862489622400094E14,364.76593018
2018-04-02,2.252341976836132E14,391.7276001
2018-04-03,2.1898181696572253E14,406.29595947
2018-04-04,2.212039337566088E14,404.4602356
2018-04-05,2.1747067053143275E14,378.5619812
2018-04-06,2.2647426000317938E14,379.6869812
2018-04-07,2.2778822709179444E14,381.07391357
2018-04-08,2.2457919592332612E14,401.61642456
2018-04-09,2.1601745633785184E14,396.41854858
2018-04-10,2.1987603460294225E14,400.10852051
2018-04-11,2.1894074020198003E14,420.70452881
2018-04-12,2.168836206164779E14,463.97998047
2018-04-13,2.1004010603924394E14,514.11553955
2018-04-14,2.1323971827439022E14,506.67218018
2018-04-15,2.1478338241258428E14,510.55157471
2018-04-16,2.1432431338728175E14,504.92443848
2018-04-17,2.120119122320376E14,507.29470825
2018-04-18,2.0902469900100397E14,506.82980347
2018-04-19,2.0584596819775525E14,545.71136475
2018-04-20,2.058479414349429E14,585.83795166
2018-04-21,2.1172181576715512E14,607.55621338
2018-04-22,2.1433058383601666E14,632.79296875
2018-04-23,2.160607316430756E14,644.73077393
2018-04-24,2.0797081576796456E14,667.34545898
2018-04-25,2.116373154313531E14,672.1696167
2018-04-26,2.1363832877831422E14,618.38543701
2018-04-27,2.1014093882436788E14,673.49182129
2018-04-28,2.1195249455008938E14,666.2177124
2018-04-29,2.099175379025175E14,681.65808105
2018-04-30,2.1293719232445956E14,683.4161377
2018-05-01,2.066405402589621E14,644.34356689
2018-05-02,2.0247413356627947E14,682.49395752
2018-05-03,2.0663694040110238E14,746.64105225
2018-05-04,2.1106448441377812E14,771.74206543
2018-05-05,2.1191793616101384E14,819.67333984
2018-05-06,2.1655082840156075E14,825.15466309
2018-05-07,2.2180080030136322E14,756.71264648
2018-05-08,2.2706997776963878E14,737.20391846
2018-05-09,2.1611395829476947E14,724.54400635
2018-05-10,2.1652828693863856E14,762.02600098
2018-05-11,2.1549445798265138E14,731.71264648
2018-05-12,2.2524006429309434E14,679.3951416
2018-05-13,2.25567024182184E14,727.16363525
2018-05-14,2.195966843860997E14,702.7086792
2018-05-15,2.161089395065279E14,718.53155518
2018-05-16,2.1602175282681972E14,685.74499512
2018-05-17,2.14621811575977E14,707.81286621
2018-05-18,2.1383259238612706E14,679.48406982
2018-05-19,2.104204576867532E14,695.66363525
2018-05-20,2.152837608185356E14,713.50311279
2018-05-21,2.188174508815173E14,713.80505371
2018-05-22,2.195416309375112E14,683.32940674
2018-05-23,2.0798160953885778E14,603.68988037
2018-05-24,2.135351815115348E14,599.28314209
2018-05-25,2.0819427251470594E14,602.76623535
2018-05-26,2.1216177838974753E14,604.77606201
2018-05-27,2.1142310440279853E14,573.9463501
2018-05-28,2.132567972312005E14,533.34875488
2018-05-29,2.1183988143618053E14,527.29974365
2018-05-30,2.0578277713086178E14,552.78033447
2018-05-31,2.113740589417799E14,577.21264648
2018-06-01,2.061574023164422E14,574.48913574
2018-06-02,2.0950794423031944E14,578.54296875
2018-06-03,2.075508611324544E14,594.17651367
2018-06-04,2.0495942560905884E14,619.347229
2018-06-05,2.1407984378639794E14,594.77947998
2018-06-06,2.057799871384204E14,611.47528076
2018-06-07,2.0481130018774906E14,607.6987915
2018-06-08,2.0691791656141575E14,605.52856445
2018-06-09,2.146970765479729E14,607.050354
2018-06-10,2.1503807703980716E14,569.99615479
2018-06-11,2.0719618163601306E14,534.60144043
2018-06-12,2.1906100279319047E14,529.2253418
2018-06-13,2.188717382392303E14,466.81652832
2018-06-14,2.190229429952984E14,488.07028198
2018-06-15,2.1866562969139734E14,505.40997314
2018-06-16,2.2119523375799603E14,494.14157104
2018-06-17,2.256044134821837E14,502.80886841
2018-06-18,2.3088484019269716E14,497.6065979
2018-06-19,2.3436472124290266E14,516.79144287
2018-06-20,2.261673342195294E14,521.35968018
2018-06-21,2.3514197243842778E14,542.37335205
2018-06-22,2.288173140765213E14,473.28866577
2018-06-23,2.296374734733824E14,469.70175171
2018-06-24,2.3791024167454666E14,426.46948242
2018-06-25,2.2742013005808566E14,465.23287964
2018-06-26,2.2173679030505744E14,458.76348877
2018-06-27,2.3201935678535028E14,434.13684082
2018-06-28,2.2973651067293825E14,433.66781616
2018-06-29,2.2700690574250622E14,422.68499756
2018-06-30,2.3249021680810725E14,448.35598755
2018-07-01,2.2977848749892153E14,451.76501465
2018-07-02,2.315324983413872E14,475.32598877
2018-07-03,2.3322279059217166E14,470.97000122
2018-07-04,2.309927833927713E14,474.20401001
2018-07-05,2.3831937638999512E14,477.81698608
2018-07-06,2.379637794457933E14,471.25900269
2018-07-07,2.3811848649178806E14,471.04098511
2018-07-08,2.2890884045900097E14,492.42800903
2018-07-09,2.3673055485974206E14,484.17700195
2018-07-10,2.373294024304124E14,441.7869873
2018-07-11,2.27223182158829E14,444.51901245
2018-07-12,2.3835182770200616E14,431.26300049
2018-07-13,2.4069347526342922E14,440.19000244
2018-07-14,2.3922095343234212E14,437.56298828
2018-07-15,2.3726554010849434E14,452.46899414
2018-07-16,2.361897492303017E14,449.3789978
2018-07-17,2.3190371340402028E14,473.6960144
2018-07-18,2.338690612955005E14,493.13500977
2018-07-19,2.3294747780413184E14,476.35198975
2018-07-20,2.320004663808487E14,459.51400757
2018-07-21,2.24233935842675E14,455.70498657
2018-07-22,2.2790398441285434E14,468.82400513
2018-07-23,2.3795167146691503E14,463.58099365
2018-07-24,2.3321151134733903E14,453.04299927
2018-07-25,2.3318474524370053E14,466.80200195
2018-07-26,2.4064208029919197E14,475.75500488
2018-07-27,2.376484330698027E14,464.89801025
2018-07-28,2.4584107000219034E14,469.59500122
2018-07-29,2.4705517092900206E14,466.79699707
2018-07-30,2.4696198941502412E14,464.28100586
2018-07-31,2.3929374622465066E14,452.71704102
2018-08-01,2.428559371738809E14,418.51538086
2018-08-02,2.3962610980659378E14,413.97015381
2018-08-03,2.3996780898075878E14,403.26046753
2018-08-04,2.4660100426503534E14,406.00280762
2018-08-05,2.4210574731639603E14,408.90481567
2018-08-06,2.477764176665244E14,408.21939087
2018-08-07,2.4303660370104322E14,410.38409424
2018-08-08,2.4676324888156434E14,368.50820923
2018-08-09,2.4559029560899184E14,361.72634888
2018-08-10,2.4749907836192412E14,362.50222778
2018-08-11,2.453342969648532E14,321.83587646
2018-08-12,2.3663961642407456E14,324.58312988
2018-08-13,2.3888025014250262E14,321.13269043
2018-08-14,2.4285772249318944E14,268.85174561
2018-08-15,2.420633316772429E14,286.58566284
2018-08-16,2.3634068067767947E14,293.16366577
2018-08-17,2.3719734292284138E14,298.18359375
2018-08-18,2.3356719035081616E14,312.79956055
2018-08-19,2.3781947550860125E14,300.91165161
2018-08-20,2.3842825785341834E14,289.58407593
2018-08-21,2.4152562971995678E14,277.46426392
2018-08-22,2.4866573697418372E14,292.28509521
2018-08-23,2.3769195196235325E14,274.01196289
2018-08-24,2.3353787691988088E14,275.43688965
2018-08-25,2.3846076723771056E14,282.00238037
2018-08-26,2.4484637828709244E14,275.39273071
2018-08-27,2.4069747093932503E14,273.97457886
2018-08-28,2.388717424942761E14,289.15997314
2018-08-29,2.3665250147924725E14,289.28250122
2018-08-30,2.365591382626312E14,280.12875366
2018-08-31,2.387866527799684E14,278.79541016
2018-09-01,2.3368819477503247E14,295.68313599
2018-09-02,2.3364271659120406E14,292.22320557
2018-09-03,2.355169063418032E14,289.88180542
2018-09-04,2.3311402912444253E14,289.47851563
2018-09-05,2.3691148274409266E14,257.61624146
2018-09-06,2.376725973231862E14,228.38856506
2018-09-07,2.3572743403608453E14,231.10040283
2018-09-08,2.3148680099392725E14,217.99169922
2018-09-09,2.2114208250331438E14,190.80628967
2018-09-10,2.2384082809629444E14,195.61668396
2018-09-11,2.2212357420510134E14,185.09275818
2018-09-12,2.2175338364492753E14,172.70466614
2018-09-13,2.139983698086695E14,202.66493225
2018-09-14,2.1932839284175803E14,208.40078735
2018-09-15,2.2035343584099462E14,224.01403809
2018-09-16,2.1778565540489088E14,216.15457153
2018-09-17,2.2068081082322666E14,222.97711182
2018-09-18,2.2322571684543566E14,196.33753967
2018-09-19,2.23966238724217E14,210.1486969
2018-09-20,2.203988937800023E14,209.52790833
2018-09-21,2.1538565931790466E14,223.11013794
2018-09-22,2.2857893529662788E14,241.37475586
2018-09-23,2.2921277176635925E14,241.40855408
2018-09-24,2.3173256275416103E14,232.47236633
2018-09-25,2.2853835778910847E14,222.22172546
2018-09-26,2.2989342331269356E14,221.0927124
2018-09-27,2.3116662861327366E14,217.59713745
2018-09-28,2.324990925846295E14,226.0748291
2018-09-29,2.2934962663889916E14,231.66853333
2018-09-30,2.2895490802581197E14,234.12156677
2018-10-01,2.3042905625668562E14,233.16940308
2018-10-02,2.2617545031475247E14,227.55273438
2018-10-03,2.3177628077795597E14,219.16912842
2018-10-04,2.2948828442878922E14,224.94371033
2018-10-05,2.352338205885817E14,221.67993164
2018-10-06,2.3016024453994806E14,225.40007019
2018-10-07,2.348941500259737E14,226.03083801
2018-10-08,2.3787511246326644E14,225.35081482
2018-10-09,2.3666693321368384E14,227.53782654
2018-10-10,2.3446987479438516E14,226.28916931
2018-10-11,2.3032325011477547E14,200.70567322
2018-10-12,2.3083528270878697E14,199.06156921
2018-10-13,2.2804283106978997E14,197.74105835
2018-10-14,2.2947862454138534E14,200.49247742
2018-10-15,2.2855244467942244E14,209.54171753
2018-10-16,2.268024921322057E14,208.42079163
2018-10-17,2.263726170281468E14,210.58654785
2018-10-18,2.3003893310219012E14,208.0823822
2018-10-19,2.259942286388412E14,203.44036865
2018-10-20,2.2516374779769294E14,203.95391846
2018-10-21,2.2275875612643603E14,207.38040161
2018-10-22,2.218878112288522E14,204.68469238
2018-10-23,2.1895602718880116E14,202.32518005
2018-10-24,2.218792021616518E14,203.35398865
2018-10-25,2.2292038488948684E14,202.63148499
2018-10-26,2.1900057858652703E14,202.6627655
2018-10-27,2.2010967815999325E14,203.7277832
2018-10-28,2.1995241351801525E14,205.05267334
2018-10-29,2.1385808913567E14,205.18717957
2018-10-30,2.2201171452158775E14,197.40827942
2018-10-31,2.1670615425241462E14,197.16949463
2018-11-01,2.1766750101374353E14,199.52622986
2018-11-02,2.111387583787245E14,199.80334473
2018-11-03,2.1321413810896897E14,199.97109985
2018-11-04,2.1576981639599288E14,199.96685791
