Time,ETH average computing power of the entire network,Price
2020-06-17,1.7332076920173438E14,233.35175663
2020-06-18,1.7069646629105372E14,233.69693436
2020-06-19,1.7329228185719184E14,228.53497528
2020-06-20,1.7705382175964144E14,229.27615605
2020-06-21,1.7572129322737488E14,230.16483454
2020-06-22,1.740799586058537E14,239.17136426
2020-06-23,1.7499596987409922E14,241.42578084
2020-06-24,1.7514325454340584E14,245.49549274
2020-06-25,1.7821564591043725E14,231.19836623
2020-06-26,1.8163306156329412E14,232.79656007
2020-06-27,1.792510194284016E14,230.67013255
2020-06-28,1.7321344906026538E14,226.52579469
2020-06-29,1.7957821466062972E14,225.50695688
2020-06-30,1.7460322474756438E14,227.91715336
2020-07-01,1.7404622480961266E14,228.97489372
2020-07-02,1.771208922661863E14,226.82825871
2020-07-03,1.768610417579192E14,227.12363921
2020-07-04,1.8048165680524172E14,225.9887433
2020-07-05,1.7890185156888138E14,225.36687458
2020-07-06,1.7840687064153203E14,237.49782226
2020-07-07,1.7480866635315647E14,239.46660032
2020-07-08,1.8253090366992728E14,245.22050952
2020-07-09,1.8026222447864603E14,244.49744183
2020-07-10,1.8034029150594244E14,240.08901159
2020-07-11,1.776761494176944E14,239.52621874
2020-07-12,1.8205419925320703E14,241.03528618
2020-07-13,1.8221344074973697E14,241.45613033
2020-07-14,1.824525051976658E14,240.29711296
2020-07-15,1.7639443711411316E14,239.63711323
2020-07-16,1.7978888259710825E14,238.12151832
2020-07-17,1.7836961689977284E14,233.06160527
2020-07-18,1.7846964994397238E14,236.01727318
2020-07-19,1.826028628220603E14,234.9187603
2020-07-20,1.7631467037938403E14,237.65129353
2020-07-21,1.7089514900179928E14,243.46138237
2020-07-22,1.714328561424755E14,244.67356402
2020-07-23,1.749570670182263E14,263.20389899
2020-07-24,1.8198987683348372E14,276.72436671
2020-07-25,1.8044866558245788E14,282.86467774
2020-07-26,1.804759157083647E14,302.08866198
2020-07-27,1.8315810232164566E14,314.62428757
2020-07-28,1.8585260766211088E14,321.1960502
2020-07-29,1.8976202975701684E14,321.95009765
2020-07-30,1.8818688536518088E14,318.51839879
2020-07-31,1.7868569487251266E14,343.8016278
2020-08-01,1.8154036177924284E14,351.32013632
2020-08-02,1.9042144036613294E14,367.65268641
2020-08-03,1.8137830363316316E14,392.56056794
2020-08-04,1.8466769890057756E14,390.70721351
2020-08-05,1.8229542895237903E14,389.42935955
2020-08-06,1.8444622925406547E14,399.19743167
2020-08-07,1.8682907707117366E14,386.60467247
2020-08-08,1.9104696831136906E14,391.21082139
2020-08-09,1.95222889065238E14,396.27504582
2020-08-10,1.9231525162181834E14,396.6847536
2020-08-11,1.8840570022179822E14,384.07518697
2020-08-12,1.931731958866089E14,384.94378598
2020-08-13,1.9332849464448328E14,397.70051705
2020-08-14,1.9954498608456175E14,435.1615319
2020-08-15,2.0698380263371316E14,438.75503412
2020-08-16,1.9838730527661325E14,431.13562809
2020-08-17,1.95737969571897E14,427.00410209
2020-08-18,1.8453253146312506E14,422.53235688
2020-08-19,1.961677926442673E14,411.34183602
2020-08-20,1.9766598422993722E14,415.42857416
2020-08-21,2.0559058173987688E14,415.51854518
2020-08-22,2.026392781424131E14,391.47553329
2020-08-23,2.0563872886864628E14,392.8506568
2020-08-24,2.0616222606155384E14,402.14082695
2020-08-25,2.0563926136769672E14,402.40334084
2020-08-26,2.058997548641699E14,384.323
2020-08-27,2.076188228113486E14,385.859
2020-08-28,2.098836913412199E14,386.985
2020-08-29,2.0437173161887322E14,403.945
2020-08-30,2.062633119119106E14,405.475
2020-08-31,2.0499571922526066E14,421.147
2020-09-01,2.1710478810756688E14,463.113
2020-09-02,2.1822540022103738E14,466.813
2020-09-03,2.1465522831727328E14,437.184
2020-09-04,2.1594327676175747E14,386.318
2020-09-05,2.2357151161292506E14,380.77
2020-09-06,2.2509808588170394E14,340.084
2020-09-07,2.323445912303475E14,344.4
2020-09-08,2.260312802107238E14,346.769
2020-09-09,2.2805759351191803E14,341.871
2020-09-10,2.215717787040866E14,363.924
2020-09-11,2.29094300244608E14,362.306
2020-09-12,2.3483988030952522E14,368.483
2020-09-13,2.346392863331158E14,387.652
2020-09-14,2.3269327639611194E14,369.284
2020-09-15,2.327364010783034E14,375.509
2020-09-16,2.33301678941892E14,365.793
2020-09-17,2.340544942211231E14,380.315
2020-09-18,2.3616720884214088E14,386.224
2020-09-19,2.362700537893452E14,378.197
2020-09-20,2.3824298570069062E14,381.224
2020-09-21,2.400851512692064E14,369.865
2020-09-22,2.439463195540458E14,336.47
2020-09-23,2.4306572414692766E14,335.898
2020-09-24,2.360416872103484E14,327.895
2020-09-25,2.347164135570856E14,342.924
2020-09-26,2.392201058890247E14,350.661
2020-09-27,2.4167585292837347E14,354.384
2020-09-28,2.3912922726454247E14,357.35
2020-09-29,2.4033523118417544E14,354.961
2020-09-30,2.4074592935062247E14,354.571
2020-10-01,2.4128997646256356E14,363.959
2020-10-02,2.4668538768462212E14,342.018
2020-10-03,2.372947486574828E14,346.228
2020-10-04,2.410778669189256E14,348.355
2020-10-05,2.3828431544809138E14,351.193
2020-10-06,2.5117607258169212E14,350.855
2020-10-07,2.519636496374119E14,341.327
2020-10-08,2.4283744068833625E14,336.618
2020-10-09,2.4291722546026484E14,350.545
2020-10-10,2.4807530820786603E14,374.994
2020-10-11,2.471442496474356E14,372.24
2020-10-12,2.5123742575062766E14,374.134
2020-10-13,2.4888653449125388E14,382.99
2020-10-14,2.4941405599196038E14,382.471
2020-10-15,2.5242453489567566E14,378.974
2020-10-16,2.5299230776242888E14,369.814
2020-10-17,2.521355796309474E14,368.038
2020-10-18,2.4569198500207897E14,374.022
2020-10-19,2.503187295939905E14,375.153
2020-10-20,2.5366213899260203E14,375.78
2020-10-21,2.517227485010888E14,379.146
2020-10-22,2.4840068665705397E14,395.107
2020-10-23,2.567002604611957E14,412.905
2020-10-24,2.5510109033436484E14,410.813
2020-10-25,2.5560410639415544E14,409.996
2020-10-26,2.4519305491554428E14,405.177
2020-10-27,2.49372595000004E14,394.808
2020-10-28,2.489881482556172E14,397.55
2020-10-29,2.5454755229223856E14,388.139
2020-10-30,2.5525535326498575E14,378.727
2020-10-31,2.5239262589620934E14,384.938
2020-11-01,2.549707332911766E14,389.574
2020-11-02,2.4927288020314375E14,399.805
2020-11-03,2.5197763798923503E14,375.562
2020-11-04,2.49987315415392E14,378.407
2020-11-05,2.515139106576547E14,403.61
2020-11-06,2.5573368047097103E14,435.998
2020-11-07,2.5838214561531038E14,457.34
2020-11-08,2.5031045608762875E14,437.229
2020-11-09,2.526919080306849E14,445.673
2020-11-10,2.551037281518779E14,449.865
2020-11-11,2.564463332497771E14,463.022
2020-11-12,2.517441627822762E14,465.138
2020-11-13,2.5891865269539653E14,461.282
2020-11-14,2.5292187853545047E14,467.639
2020-11-15,2.5821711534300462E14,461.149
2020-11-16,2.571469856942199E14,455.151
2020-11-17,2.568826675702876E14,466.196
2020-11-18,2.571678058730435E14,476.354
2020-11-19,2.573442807566542E14,472.582
2020-11-20,2.6510581929320438E14,490.843
2020-11-21,2.627758846170224E14,510.629
2020-11-22,2.6783462675771034E14,542.855
2020-11-23,2.6046321043220172E14,581.396
2020-11-24,2.6140882896620597E14,605.713
2020-11-25,2.675939774946302E14,593.233
2020-11-26,2.650781813799402E14,516.841
2020-11-27,2.7007694422475512E14,518.394
2020-11-28,2.5887048193287744E14,514.494
2020-11-29,2.753637421945952E14,542.005
2020-11-30,2.6888479478700016E14,585.931
2020-12-01,2.786770335606593E14,611.457
2020-12-02,2.656086239280176E14,598.515
2020-12-03,2.7209473131779112E14,598.914
2020-12-04,2.7329875250235416E14,605.208
2020-12-05,2.715378312944487E14,585.401
2020-12-06,2.74835389160601E14,600.54
2020-12-07,2.7216300739599547E14,601.208
2020-12-08,2.740725964156676E14,589.094
2020-12-09,2.7447231284303034E14,539.286
2020-12-10,2.7691258628010106E14,563.55
2020-12-11,2.662630292564844E14,541.876
2020-12-12,2.69515116200764E14,559.563
2020-12-13,2.780266984496287E14,579.267
2020-12-14,2.6507127842835512E14,586.144
2020-12-15,2.6880765612215697E14,585.502
2020-12-16,2.6580528123266562E14,584.977
2020-12-17,2.733130518686841E14,648.132
2020-12-18,2.7207354300090044E14,644.56
2020-12-19,2.7049537568822816E14,649.565
2020-12-20,2.7029854468426066E14,656.262
2020-12-21,2.7867853034004803E14,645.999
2020-12-22,2.7756045952277706E14,595.695
2020-12-23,2.7679187460107078E14,616.578
2020-12-24,2.7933495677953625E14,581.81
2020-12-25,2.712595514149903E14,611.912
2020-12-26,2.760325658074974E14,624.794
2020-12-27,2.7524127974692053E14,649.581
2020-12-28,2.8622818645838594E14,733.778
2020-12-29,2.858010513070736E14,707.811
2020-12-30,2.7386915237252425E14,734.654
2020-12-31,2.833738462958786E14,748.864
2021-01-01,2.810485096922328E14,738.554
2021-01-02,2.8707280706814194E14,767.28605789
2021-01-03,2.938165285611667E14,773.78175013
2021-01-04,2.8887231313828756E14,1045.586
2021-01-05,2.911135380192126E14,1004.476
2021-01-06,2.9427071856445125E14,1109.529
2021-01-07,3.011050194962574E14,1190.206
2021-01-08,2.95322851996275E14,1204.996
2021-01-09,2.987270673539316E14,1194.602
2021-01-10,3.047747744303584E14,1347.931
2021-01-11,3.0445884619417825E14,1070.844
2021-01-12,3.067738495979519E14,1141.299
2021-01-13,3.110566918519832E14,1072.729
2021-01-14,3.198189113166741E14,1148.518
2021-01-15,3.0817620432592675E14,1233.948
2021-01-16,3.188224644761248E14,1182.671
2021-01-17,3.095305590594113E14,1184.177
2021-01-18,3.150033652918812E14,1218.045
2021-01-19,3.1516317514970894E14,1375.472
2021-01-20,3.179568491524927E14,1373.569
2021-01-21,3.2526680127012894E14,1307.813
2021-01-22,3.208946601087428E14,1133.53
2021-01-23,3.2607936791829906E14,1260.578
2021-01-24,3.312051248732031E14,1312.597
2021-01-25,3.316220064973101E14,1423.177
2021-01-26,3.295660408690124E14,1320.525
2021-01-27,3.441790059143788E14,1302.016
2021-01-28,3.3649630363583225E14,1285.27
2021-01-29,3.357252244659619E14,1319.051
2021-01-30,3.361062173535571E14,1349.892
2021-01-31,3.3235285820263644E14,1346.449
2021-02-01,3.459976824615477E14,1320.069
2021-02-02,3.4657359061088975E14,1419.065
2021-02-03,3.427240136797574E14,1548.021
2021-02-04,3.448489645389576E14,1665.8
2021-02-05,3.527382619357842E14,1660.576
2021-02-06,3.537836245751423E14,1681.12
2021-02-07,3.59571394304615E14,1635.058
2021-02-08,3.667669458692625E14,1641.181
2021-02-09,3.601121654397315E14,1753.792
2021-02-10,3.622315162375453E14,1815.127
2021-02-11,3.680884535968446E14,1739.973
2021-02-12,3.73438245598127E14,1770.62
2021-02-13,3.779111484873924E14,1810.867
2021-02-14,3.738490672831402E14,1838.09
2021-02-15,3.826399027199315E14,1753.012
2021-02-16,3.810126622667968E14,1798.692
2021-02-17,3.819621497725853E14,1806.601
2021-02-18,3.835796372277802E14,1898.429
2021-02-19,3.84252864816437E14,1918.801
2021-02-20,3.836601027730073E14,1999.934
2021-02-21,3.7710389409994375E14,1914.252
2021-02-22,3.922971616713403E14,1888.087
2021-02-23,3.862176681319265E14,1591.943
2021-02-24,4.033913453783982E14,1645.739
2021-02-25,3.955610037223949E14,1636.277
2021-02-26,3.9494905180313344E14,1416.608
2021-02-27,4.002150122706944E14,1491.979
2021-02-28,4.026193611643113E14,1348.697
2021-03-01,4.036131467881995E14,1440.6
2021-03-02,3.982309005206599E14,1539.224
2021-03-03,3.979136759848899E14,1567.16
2021-03-04,3.9256463342664375E14,1560.518
2021-03-05,4.0001670814493306E14,1480.0
2021-03-06,4.1661635294954056E14,1585.191
2021-03-07,4.177076413785377E14,1682.79
2021-03-08,4.091730412089592E14,1690.425
2021-03-09,4.117368626021084E14,1813.659
2021-03-10,4.120125076508567E14,1812.074
2021-03-11,4.124316995028565E14,1770.391
2021-03-12,4.0303030598404475E14,1792.458
2021-03-13,4.161012083797828E14,1788.715
2021-03-14,4.180354945706338E14,1887.732
2021-03-15,4.229238205275613E14,1799.154
2021-03-16,4.219820194503136E14,1800.663
2021-03-17,4.354979223654201E14,1784.397
2021-03-18,4.241669385228033E14,1814.534
2021-03-19,4.3510586242279206E14,1793.18
2021-03-20,4.340115786447722E14,1823.564
2021-03-21,4.4291296688443394E14,1779.703
2021-03-22,4.3416886266956906E14,1789.836
2021-03-23,4.3911775052546044E14,1679.069
2021-03-24,4.3162510143441675E14,1695.929
2021-03-25,4.431968265727408E14,1576.537
2021-03-26,4.554743188593239E14,1636.389
2021-03-27,4.5348553842676194E14,1692.118
2021-03-28,4.568586661349491E14,1718.128
2021-03-29,4.6489500948595306E14,1704.818
2021-03-30,4.5878238519347806E14,1817.695
2021-03-31,4.65165118824235E14,1814.751
2021-04-01,4.6653676065252294E14,1926.697
2021-04-02,4.7018728467945675E14,1996.558
2021-04-03,4.7375185149108775E14,2111.577
2021-04-04,4.747075676360558E14,2033.063
2021-04-05,4.9380296318630294E14,2030.72
2021-04-06,4.8535079319498925E14,2095.259
2021-04-07,4.963304188777427E14,2078.969
2021-04-08,4.9714614533023444E14,2023.208
2021-04-09,4.952272427514446E14,2076.849
2021-04-10,4.906874743237602E14,2158.767
2021-04-11,4.8603676296146094E14,2129.453
2021-04-12,5.146579953491785E14,2182.728
2021-04-13,5.1773672110777394E14,2166.35
2021-04-14,5.128469538641291E14,2374.619
2021-04-15,5.0591474539986594E14,2474.784
2021-04-16,4.984918859726589E14,2425.607
2021-04-17,5.039129590765585E14,2465.05
2021-04-18,5.021334781767361E14,2214.949
2021-04-19,4.983158179910256E14,2274.54
2021-04-20,4.964931701640694E14,2096.829
2021-04-21,5.1486345332687475E14,2290.984
2021-04-22,5.2039746003286444E14,2482.854
2021-04-23,5.0981036248273544E14,2133.555
2021-04-24,5.152219368566928E14,2277.834
2021-04-25,5.30836543316981E14,2194.006
2021-04-26,5.365767787609331E14,2456.575
2021-04-27,5.334011482938356E14,2544.483
2021-04-28,5.4589953836362656E14,2612.258
2021-04-29,5.409649618549167E14,2731.784
2021-04-30,5.4662420065479006E14,2776.607
2021-05-01,5.3928984979653275E14,2853.384
2021-05-02,5.481923043770934E14,2896.554
2021-05-03,5.454322827318034E14,3143.779
2021-05-04,5.626049452122949E14,3326.884
2021-05-05,5.511138609061645E14,3340.197
2021-05-06,5.717824912050315E14,3442.802
2021-05-07,5.549628287243748E14,3440.036
2021-05-08,5.659839636268046E14,3539.629
2021-05-09,5.764532216525761E14,3949.514
2021-05-10,5.67305662186353E14,4114.827
2021-05-11,5.829288215425961E14,3968.521
2021-05-12,5.800086678942884E14,4311.684
2021-05-13,5.720482944859171E14,3968.691
2021-05-14,5.910845664497496E14,3888.501
2021-05-15,5.854819363108019E14,3916.265
2021-05-16,6.035397011757514E14,3854.966
2021-05-17,5.855866118522191E14,3525.279
2021-05-18,5.952296659093949E14,3505.803
2021-05-19,6.045648183623254E14,2989.084
2021-05-20,6.04076497503624E14,2713.535
2021-05-21,6.000905017693506E14,2691.51
2021-05-22,5.879157506786951E14,2245.141
2021-05-23,5.884941341366491E14,2154.164
2021-05-24,5.802668137489786E14,2293.335
2021-05-25,5.891192461166282E14,2656.371
2021-05-26,5.781353983873982E14,2887.582
2021-05-27,5.799924885703895E14,2735.811
2021-05-28,5.691672361045482E14,2567.561
2021-05-29,5.622857015222577E14,2491.822
2021-05-30,5.78658464086616E14,2457.191
2021-05-31,5.723150000375791E14,2446.77
2021-06-01,5.5866610827976156E14,2652.619
2021-06-02,5.654163306604325E14,2689.245
2021-06-03,5.765749916129241E14,2815.143
2021-06-04,5.727597276542256E14,2618.303
2021-06-05,5.913882569841261E14,2781.692
2021-06-06,5.842369588493871E14,2691.031
2021-06-07,5.913043962403324E14,2765.091
2021-06-08,5.900023684225571E14,2504.845
2021-06-09,5.849897497880849E14,2511.897
2021-06-10,5.706914334359201E14,2549.427
2021-06-11,5.710982283646865E14,2447.836
2021-06-12,5.593474870076874E14,2324.431
2021-06-13,5.577871354117303E14,2324.39
2021-06-14,5.4489178359907406E14,2497.655
2021-06-15,5.57882603360221E14,2621.46
2021-06-16,5.5995828693575875E14,2529.594
2021-06-17,5.4601914770966375E14,2443.438
2021-06-18,5.5985830604694556E14,2342.092
2021-06-19,5.3917781072899275E14,2240.949
2021-06-20,5.243655370801776E14,2199.985
2021-06-21,5.1327658030897444E14,2012.064
2021-06-22,4.891283200600144E14,1938.913
2021-06-23,4.7650735425547556E14,2006.469
2021-06-24,4.7683917850066575E14,1920.13
2021-06-25,4.688271608660741E14,1945.004
2021-06-26,4.574152650309402E14,1751.054
2021-06-27,4.538292104365186E14,1869.225
2021-06-28,4.592741812164068E14,2048.917
2021-06-29,4.7171828650526606E14,2133.623
2021-06-30,4.6569415335123356E14,2159.196
2021-07-01,4.77559613801006E14,2135.487
2021-07-02,4.66733852378373E14,2063.882
2021-07-03,4.747550096135752E14,2198.461
2021-07-04,4.76102187314688E14,2336.429
2021-07-05,4.79270583039644E14,2274.121
2021-07-06,4.845160402653584E14,2339.325
2021-07-07,4.8625089370384994E14,2375.341
2021-07-08,4.828163956756706E14,2172.922
2021-07-09,4.891633962581371E14,2118.773
2021-07-10,5.010662579342236E14,2123.156
2021-07-11,4.9371292818767275E14,2098.616
2021-07-12,5.0497833396168356E14,2146.921
2021-07-13,4.9428661675148056E14,2028.396
2021-07-14,4.7929799432947694E14,1899.752
2021-07-15,4.8386285633395306E14,1953.491
2021-07-16,4.9369222113473044E14,1904.963
2021-07-17,4.9458316243549956E14,1879.483
2021-07-18,4.906966304057947E14,1957.833
2021-07-19,5.0164455455719975E14,1893.869
2021-07-20,4.960320154765761E14,1765.66
2021-07-21,4.939832999910344E14,1871.425
2021-07-22,5.0798404796535894E14,1992.152
2021-07-23,5.0574036922541694E14,2062.25
2021-07-24,5.089891086975199E14,2135.875
2021-07-25,5.226270212028175E14,2177.222
2021-07-26,5.271682823187759E14,2329.702
2021-07-27,5.1807056020258994E14,2205.895
2021-07-28,5.297648022859374E14,2297.331
2021-07-29,5.2577398518527956E14,2296.385
2021-07-30,5.145206002054688E14,2399.557
2021-07-31,5.264351139077497E14,2443.645
2021-08-01,5.337235332189454E14,2587.389
2021-08-02,5.395064363162733E14,2617.858
2021-08-03,5.548465680612135E14,2490.874
2021-08-04,5.618017539029205E14,2471.762
2021-08-05,5.626577388151398E14,2680.316
2021-08-06,5.6269188164930444E14,2769.405
2021-08-07,5.623501492037891E14,2960.576
2021-08-08,5.67653016521663E14,3140.192
2021-08-09,5.706913311968694E14,2946.105
2021-08-10,5.876888387058449E14,3146.639
2021-08-11,5.832775106998429E14,3231.465
2021-08-12,5.78359068927981E14,3144.368
2021-08-13,5.79792573704778E14,3227.004
2021-08-14,5.810693804756726E14,3309.366
2021-08-15,5.832853993835035E14,3157.756
2021-08-16,5.719698775577868E14,3277.219
2021-08-17,5.759227219181484E14,3167.207
2021-08-18,5.968703304783295E14,3031.928
2021-08-19,5.907571999569675E14,2981.949
2021-08-20,5.929422266605861E14,3214.852
2021-08-21,6.098981296681074E14,3295.274
2021-08-22,6.026580856119539E14,3266.142
2021-08-23,6.00899059129392E14,3327.004
2021-08-24,6.038940192516934E14,3349.916
2021-08-25,6.174384620451175E14,3185.137
2021-08-26,6.173502621808106E14,3101.657
2021-08-27,6.180424715119794E14,3128.655
2021-08-28,6.135006815526728E14,3234.435
2021-08-29,6.186766904188562E14,3210.049
2021-08-30,6.23658635315851E14,3181.163
2021-08-31,6.264317947275274E14,3352.854
2021-09-01,6.278947198004471E14,3514.949
2021-09-02,6.319573880499E14,3738.052
2021-09-03,6.43589216482538E14,3800.17
2021-09-04,6.391416310636968E14,3918.382
2021-09-05,6.541247938048675E14,3870.989
2021-09-06,6.514631327900684E14,3945.368
2021-09-07,6.551490309108966E14,3886.451
2021-09-08,6.541040709487232E14,3271.004
2021-09-09,6.521888198236552E14,3502.215
2021-09-10,6.636146801111749E14,3402.989
2021-09-11,6.663328959736409E14,3241.824
2021-09-12,6.779153580181439E14,3323.531
2021-09-13,6.647426904861084E14,3201.041
2021-09-14,6.69944262970581E14,3310.29
2021-09-15,6.660309375095621E14,3397.536
2021-09-16,6.656138594326351E14,3635.19
2021-09-17,6.68065638089063E14,3518.521
2021-09-18,6.71592204788912E14,3500.923
2021-09-19,6.799625930681034E14,3438.523
2021-09-20,6.779934619978972E14,3116.236
2021-09-21,6.893911107305165E14,3067.58
2021-09-22,6.855007400145542E14,2945.822
2021-09-23,6.723698274308898E14,3146.573
2021-09-24,6.774735657149489E14,2927.843
2021-09-25,6.848035100894954E14,2890.092
2021-09-26,6.902306282367336E14,2777.896
2021-09-27,6.818126701944034E14,3098.286
2021-09-28,6.80858446884187E14,2895.497
2021-09-29,6.72643242603535E14,2924.041
2021-09-30,6.74237785607122E14,3000.182
2021-10-01,6.782408415606538E14,3093.867
2021-10-02,6.903149946071866E14,3283.993
2021-10-03,6.867256580180024E14,3394.686
2021-10-04,6.816889624784956E14,3366.027
2021-10-05,7.080053802377322E14,3394.255
2021-10-06,6.98830748526364E14,3455.964
2021-10-07,7.052745590921704E14,3611.851
2021-10-08,7.066617019410389E14,3602.427
2021-10-09,7.001809450660044E14,3604.781
2021-10-10,6.94361072061575E14,3582.362
2021-10-11,7.101214790805138E14,3613.426
2021-10-12,7.055026998231681E14,3483.067
2021-10-13,7.218582719738478E14,3436.817
2021-10-14,7.063690472608426E14,3631.106
2021-10-15,6.928674555781618E14,3811.252
2021-10-16,6.960072878916088E14,3847.484
2021-10-17,7.083683510687279E14,3879.788
2021-10-18,7.132060781104596E14,3838.741
2021-10-19,7.076620644727909E14,3809.571
2021-10-20,7.173281207079431E14,3855.165
2021-10-21,7.191068721240585E14,4168.182
2021-10-22,7.273084874491004E14,4136.177
2021-10-23,7.222937213981094E14,4020.078
2021-10-24,7.342345696969766E14,4094.972
2021-10-25,7.41072161490274E14,4149.958
2021-10-26,7.572731126395036E14,4199.489
2021-10-27,7.537649275827365E14,4144.402
2021-10-28,7.358937225522616E14,4015.071
2021-10-29,7.41043708520634E14,4306.163
2021-10-30,7.534454785195402E14,4350.46
2021-10-31,7.407654325054335E14,4316.342
2021-11-01,7.562682569316159E14,4300.714
2021-11-02,7.66417226793332E14,4345.203
2021-11-03,7.656006065845978E14,4611.42
2021-11-04,7.643758995557499E14,4523.864
2021-11-05,7.533224405017794E14,4532.89
2021-11-06,7.723236688080561E14,4472.83
2021-11-07,7.668512590197428E14,4546.21
2021-11-08,7.968059111152586E14,4732.6
2021-11-09,7.99548704484418E14,4789.0
2021-11-10,7.78756607578548E14,4721.22
2021-11-11,8.102382291848695E14,4696.32
2021-11-12,8.031478129980355E14,4709.94
2021-11-13,8.239011061072201E14,4640.24
2021-11-14,8.052245431975419E14,4602.16
2021-11-15,8.186853032905878E14,4684.52
2021-11-16,8.011540539826639E14,4304.97
2021-11-17,8.145924639682809E14,4184.84
2021-11-18,8.450082958910251E14,4249.73
2021-11-19,8.184070225463442E14,4061.1
2021-11-20,8.049908421437896E14,4284.09
2021-11-21,7.851507400538926E14,4353.27
2021-11-22,8.103298655541488E14,4191.45
2021-11-23,8.238106017099854E14,4109.41
2021-11-24,8.264769479380666E14,4272.25
2021-11-25,7.948502209462708E14,4294.4
2021-11-26,7.782208250165929E14,4334.06
2021-11-27,7.793272656205182E14,4122.73
2021-11-28,8.051898762170981E14,4072.2
2021-11-29,8.084564679424025E14,4350.69
2021-11-30,7.909618727453371E14,4413.74
2021-12-01,8.286367178988162E14,4771.38
2021-12-02,8.376068195331276E14,4561.56
2021-12-03,8.310830255048246E14,4565.84
2021-12-04,8.322229861059604E14,3880.21
2021-12-05,8.402974401053988E14,4193.1
2021-12-06,8.527654825000006E14,4068.4
2021-12-07,8.532843778215138E14,4354.85
2021-12-08,8.666032955570735E14,4361.41
2021-12-09,8.531152261800902E14,4388.07
2021-12-10,8.493709775292711E14,4039.98
2021-12-11,8.429966423119184E14,3982.23
2021-12-12,8.29419907242261E14,4058.7
2021-12-13,8.739835906679708E14,3989.59
2021-12-14,8.881067917977496E14,3781.44
2021-12-15,8.787421377944679E14,3867.95
2021-12-16,8.69287758911774E14,4015.74
2021-12-17,8.507531417063904E14,3875.78
2021-12-18,8.684993511120152E14,3894.19
2021-12-19,8.806079154895902E14,3981.75
2021-12-20,8.668265184714058E14,3839.22
2021-12-21,9.035064216669648E14,4004.77
2021-12-22,8.916322815394562E14,4052.47
2021-12-23,8.739831309932786E14,3913.8
2021-12-24,8.834977016575469E14,4089.85
2021-12-25,8.741460693264985E14,4056.01
2021-12-26,8.789688933675062E14,4038.45
2021-12-27,8.810869834070184E14,4054.1
2021-12-28,8.762527660170919E14,3917.7
2021-12-29,8.917771957152256E14,3796.24
2021-12-30,8.977211219922906E14,3713.71
2021-12-31,8.94696671123495E14,3708.4
2022-01-01,8.668338152308488E14,3716.05
2022-01-02,8.866791110359141E14,3741.39
2022-01-03,9.072902625071269E14,3809.3
2022-01-04,9.257479047262712E14,3757.37
2022-01-05,9.150674284128078E14,3814.9
2022-01-06,9.120509860234995E14,3452.75
2022-01-07,8.945884091429665E14,3192.11
2022-01-08,8.773648530825512E14,3210.81
2022-01-09,9.295596821490632E14,3132.37
2022-01-10,9.0975883195667E14,3162.12
2022-01-11,8.964238646721718E14,3132.91
2022-01-12,9.192727141440495E14,3215.89
2022-01-13,9.252399486622029E14,3341.18
2022-01-14,9.255170442680851E14,3266.76
2022-01-15,8.907358773672631E14,3309.53
2022-01-16,9.028314921106795E14,3334.89
2022-01-17,9.121788447768649E14,3274.22
2022-01-18,9.342547877149225E14,3187.22
2022-01-19,9.297768784759261E14,3058.17
2022-01-20,9.179190920866091E14,3138.8
2022-01-21,9.4336651003993E14,2882.18
2022-01-22,9.368507512617534E14,2467.9
2022-01-23,9.458645605576345E14,2490.17
2022-01-24,9.327896939362316E14,2383.39
2022-01-25,9.166598775114302E14,2382.98
2022-01-26,9.442928619126691E14,2462.07
2022-01-27,9.334607091254751E14,2406.88
2022-01-28,9.454570592776296E14,2398.2
2022-01-29,9.340833078319404E14,2563.33
2022-01-30,9.365025402766494E14,2621.52
2022-01-31,9.486730504403442E14,2522.08
2022-02-01,9.545279360654264E14,2738.06
2022-02-02,9.677340967655392E14,2750.5
2022-02-03,9.233469095597176E14,2673.97
2022-02-04,9.376050166426415E14,2805.7
2022-02-05,9.569498863091696E14,3002.48
2022-02-06,9.64527227554169E14,3014.03
2022-02-07,9.44375273345854E14,3082.99
2022-02-08,9.602405906151551E14,3176.41
2022-02-09,9.590034679750495E14,3107.58
2022-02-10,9.638781650076141E14,3194.07
2022-02-11,9.307502526962576E14,3104.3
2022-02-12,9.539916796724948E14,2923.46
2022-02-13,9.811217652028735E14,2924.98
2022-02-14,9.787042202207616E14,2883.37
2022-02-15,9.546822589165398E14,3050.73
2022-02-16,9.622155394539865E14,3150.14
2022-02-17,9.522845273899704E14,3112.19
2022-02-18,9.566505253202661E14,2904.77
2022-02-19,9.490149703386371E14,2813.81
2022-02-20,9.339634762226794E14,2655.15
2022-02-21,9.739501796398006E14,2750.29
2022-02-22,9.500505080473464E14,2523.0
2022-02-23,9.510195367070534E14,2695.04
2022-02-24,9.37325928414243E14,2375.04
2022-02-25,9.644955169462566E14,2611.31
2022-02-26,9.378939648292852E14,2790.25
2022-02-27,9.73639440585055E14,2738.38
2022-02-28,9.48542614668084E14,2635.08
2022-03-01,9.608150552471495E14,2920.99
2022-03-02,9.674973845365039E14,2975.4
2022-03-03,9.397272728876614E14,2904.07
2022-03-04,9.480624281856718E14,2732.21
2022-03-05,9.368887153325945E14,2637.19
2022-03-06,9.48553347947766E14,2644.37
2022-03-07,9.058727721928328E14,2521.49
