Time,BTC average computing power of the entire network,Price
2012-09-06,2.0008409820367133E13,11.18497
2012-09-07,2.02363269751794E13,11.003323333333334
2012-09-08,2.0489970162311867E13,11.038995
2012-09-09,2.0417880189410867E13,11.073326666666668
2012-09-10,2.0970040752440766E13,11.127033333333333
2012-09-11,2.0989638370775566E13,11.2258135
2012-09-12,2.0358628953000676E13,11.3389225
2012-09-13,2.0151474106440613E13,11.373003333333335
2012-09-14,2.0163074573328633E13,11.7316
2012-09-15,1.9933301443456938E13,11.682625
2012-09-16,1.993970798336146E13,11.863090555555553
2012-09-17,2.0436377824969562E13,11.897081666666665
2012-09-18,2.0873093826458434E13,12.294733333333333
2012-09-19,2.1116498939813707E13,12.521989999999999
2012-09-20,2.0879624237749324E13,12.337124285714285
2012-09-21,2.1583110267820406E13,12.344472857142858
2012-09-22,2.2269479054614105E13,12.2159
2012-09-23,2.223678310928218E13,12.0983275
2012-09-24,2.1924379485734195E13,12.09198
2012-09-25,2.199578309194869E13,12.134418
2012-09-26,2.2012650430895652E13,12.33285857142857
2012-09-27,2.1774691711437152E13,12.317598333333335
2012-09-28,2.16672435391875E13,12.28
2012-09-29,2.194055544954056E13,12.363095
2012-09-30,2.174727218754703E13,12.37475
2012-10-01,2.1766282841711062E13,12.047820654016881
2012-10-02,2.1675841275954117E13,12.693781666666665
2012-10-03,2.1722499945348344E13,12.9395
2012-10-04,2.139319397673503E13,12.766666666666666
2012-10-05,2.1137139348805984E13,12.7
2012-10-06,2.0752456973814855E13,12.505
2012-10-07,2.0771554076372168E13,11.815475
2012-10-08,2.116325336912764E13,11.754278333333332
2012-10-09,2.1359483570259402E13,11.883887142857144
2012-10-10,2.1686492435367867E13,12.094166666666665
2012-10-11,2.2122216799564656E13,12.03
2012-10-12,2.2470589287255855E13,11.923916666666674
2012-10-13,2.2428973203301332E13,11.865472857142858
2012-10-14,2.2496390837577355E13,11.728699230769232
2012-10-15,2.215019165189374E13,11.801467777777773
2012-10-16,2.2346805935515543E13,11.81490142857143
2012-10-17,2.2270616020457613E13,11.923778333333333
2012-10-18,2.259551740144061E13,11.916797777777774
2012-10-19,2.271798851233161E13,11.765486629213502
2012-10-20,2.273062817111133E13,11.70436789473684
2012-10-21,2.3222439125806348E13,11.660545
2012-10-22,2.3280800614215957E13,11.732331666666667
2012-10-23,2.294378101078135E13,11.7110025
2012-10-24,2.3324749886928758E13,11.64999
2012-10-25,2.2798000987708145E13,10.754429
2012-10-26,2.317329944366721E13,10.17753181818182
2012-10-27,2.3666846661286266E13,10.321827857142855
2012-10-28,2.415758755236409E13,10.68099
2012-10-29,2.4076778466710164E13,10.59333
2012-10-30,2.440800840401266E13,10.846225
2012-10-31,2.4586912403590777E13,11.038845714285717
2012-11-01,2.445236848410683E13,10.588944699114066
2012-11-02,2.421311585542857E13,10.415661304347829
2012-11-03,2.389060026966723E13,10.6425
2012-11-04,2.381691014202427E13,10.823336666666668
2012-11-05,2.39444161572405E13,10.705152857142858
2012-11-06,2.3777430917325492E13,10.831798999999998
2012-11-07,2.408413834026432E13,10.875523333333335
2012-11-08,2.469162391142496E13,10.855767777777777
2012-11-09,2.483138539440621E13,10.815263157894735
2012-11-10,2.5105527716955973E13,10.875083999999998
2012-11-11,2.463197635166483E13,10.53394
2012-11-12,2.4244668786373812E13,10.9172
2012-11-13,2.429385249936639E13,10.881670588235293
2012-11-14,2.4103750448985633E13,10.94934
2012-11-15,2.3769563433236938E13,11.120750384615386
2012-11-16,2.3734914099411574E13,11.744632
2012-11-17,2.339951420009108E13,11.788836999999996
2012-11-18,2.424949145336178E13,11.606691818181815
2012-11-19,2.34756330424685E13,11.76062
2012-11-20,2.405087836322761E13,11.66508
2012-11-21,2.417085354370182E13,11.697982666666665
2012-11-22,2.455190796369786E13,12.32543923076923
2012-11-23,2.4622330192311508E13,12.33623153846154
2012-11-24,2.487276392180953E13,12.370765
2012-11-25,2.4906574539510977E13,12.50539
2012-11-26,2.5350087981915816E13,12.221585
2012-11-27,2.564640896350279E13,12.187300000000002
2012-11-28,2.604773582096802E13,12.296015833333335
2012-11-29,2.6805441202509586E13,12.45
2012-11-30,2.5846735665536453E13,12.55498
2012-12-01,2.60965398021303E13,12.578930297707243
2012-12-02,2.63414030235307E13,12.4360175
2012-12-03,2.6129515171729836E13,12.654310844398156
2012-12-04,2.5407370314922152E13,13.41
2012-12-05,2.423003728270398E13,13.201336666666664
2012-12-06,2.3606133991961766E13,13.357560006819973
2012-12-07,2.314978194048554E13,13.455864444444439
2012-12-08,2.314136209773005E13,13.5414715
2012-12-09,2.2579375638827816E13,13.348245714285715
2012-12-10,2.2530888679810785E13,13.461103846153845
2012-12-11,2.2352885567273133E13,13.605317586206901
2012-12-12,2.300655760673914E13,13.646908214285714
2012-12-13,2.3032551371832277E13,13.728511052631578
2012-12-14,2.2262227086116742E13,13.604542499999999
2012-12-15,2.1904381063123258E13,13.510539047619051
2012-12-16,2.1524913946517117E13,13.395528571428573
2012-12-17,2.114690947885507E13,13.23335
2012-12-18,2.0926676361431992E13,13.25036589147287
2012-12-19,2.0998941928719688E13,13.530313333333332
2012-12-20,2.026953426232432E13,13.555235
2012-12-21,2.0211161642461492E13,13.323996
2012-12-22,2.071312320392632E13,13.402473333333335
2012-12-23,2.1455132558197992E13,13.335932000000001
2012-12-24,2.158868429506552E13,13.1285
2012-12-25,2.159082467001653E13,13.37277
2012-12-26,2.1769423658095203E13,13.456875000000002
2012-12-27,2.21500727314577E13,13.342924545454547
2012-12-28,2.30696636900692E13,13.420328571428572
2012-12-29,2.273331363966092E13,13.34399
2012-12-30,2.27102978802928E13,13.45713
2012-12-31,2.3275845423150785E13,13.512004999999998
2013-01-01,2.3912537417301477E13,13.220000000000002
2013-01-02,2.3458587825845727E13,13.034
2013-01-03,2.358524077381333E13,13.190000000000001
2013-01-04,2.316281134537951E13,13.174000000000001
2013-01-05,2.350423658157693E13,13.15
2013-01-06,2.2832577611998094E13,13.15
2013-01-07,2.277710462261484E13,13.2
2013-01-08,2.263925175563058E13,13.5
2013-01-09,2.2332879023411805E13,13.580000000000002
2013-01-10,2.221933430545961E13,14.000000000000004
2013-01-11,2.2056060585624797E13,14.0
2013-01-12,2.1393011538322562E13,13.89
2013-01-13,2.1626284948646207E13,13.64
2013-01-14,2.1986579874107098E13,14.046000000000001
2013-01-15,2.1367583966198742E13,14.214000000000002
2013-01-16,2.1061533044046727E13,14.530000000000001
2013-01-17,2.0779751555828312E13,15.34
2013-01-18,2.0563405911951527E13,15.566000000000003
2013-01-19,2.0857941919654125E13,15.38
2013-01-20,2.114513542836697E13,15.5
2013-01-21,2.1430746001089332E13,16.588
2013-01-22,2.095225104600148E13,17.35
2013-01-23,2.1239435875323996E13,17.5
2013-01-24,2.1316995167321945E13,17.29
2013-01-25,2.1723160889421633E13,17.49
2013-01-26,2.1520498327444266E13,17.411405772
2013-01-27,2.1860113322547555E13,17.6
2013-01-28,2.1742694968477805E13,18.67
2013-01-29,2.1857422421162914E13,19.35
2013-01-30,2.1941377128352957E13,19.45
2013-01-31,2.2774098905616043E13,20.46
2013-02-01,2.3351929537691625E13,20.363142521
2013-02-02,2.3730870498903504E13,19.821209783
2013-02-03,2.3441153483279723E13,20.296
2013-02-04,2.462042698395088E13,20.3
2013-02-05,2.532025143891045E13,20.512
2013-02-06,2.4788178576875723E13,20.91
2013-02-07,2.4706107913417914E13,21.71
2013-02-08,2.469567410842728E13,22.400970678
2013-02-09,2.4724415850315434E13,23.133565506
2013-02-10,2.4236730041910316E13,23.660000000000004
2013-02-11,2.4917883640486355E13,23.94
2013-02-12,2.4481097698365734E13,25.466
2013-02-13,2.47134472962544E13,25.089999999999996
2013-02-14,2.5129002862156234E13,27.4
2013-02-15,2.5704569048111223E13,27.0
2013-02-16,2.671731079160155E13,27.5
2013-02-17,2.74286975293646E13,26.98
2013-02-18,2.8640702117754816E13,26.920000000000005
2013-02-19,2.9080450395267957E13,29.389999999999997
2013-02-20,3.0042643223302156E13,30.031999999999993
2013-02-21,3.122339026332995E13,30.0
2013-02-22,3.1149936967421727E13,30.4
2013-02-23,3.054630573070215E13,29.54
2013-02-24,3.1129820716851035E13,29.78
2013-02-25,3.195163298224113E13,30.43
2013-02-26,3.116185612074777E13,31.1
2013-02-27,3.1624397631396152E13,31.393769999999996
2013-02-28,3.17983957555223E13,33.49101492460001
2013-03-01,3.1526567977152043E13,34.552
2013-03-02,3.192821260809092E13,34.16
2013-03-03,3.1643269534066836E13,34.33
2013-03-04,3.361192440084229E13,36.548158722
2013-03-05,3.2749322837332188E13,40.949999999999996
2013-03-06,3.347694912706303E13,42.4250868578
2013-03-07,3.3295164502737504E13,41.6804369272
2013-03-08,3.3801444989395742E13,43.76
2013-03-09,3.440686199550304E13,46.0
2013-03-10,3.511783576133271E13,45.29
2013-03-11,3.574460095638203E13,48.25
2013-03-12,3.455486256039243E13,44.84
2013-03-13,3.4940240607302496E13,46.99
2013-03-14,3.576660738303025E13,46.95
2013-03-15,3.720715481631076E13,47.056
2013-03-16,3.704316413457388E13,46.735095501
2013-03-17,3.8741142638469836E13,47.08816512040001
2013-03-18,4.198429991220582E13,50.4324924394
2013-03-19,4.4433499667792734E13,59.40999999999999
2013-03-20,4.505274366814401E13,64.45797156040001
2013-03-21,4.7719933948536516E13,72.23
2013-03-22,4.894111664642131E13,69.9
2013-03-23,5.0301439272079336E13,63.9
2013-03-24,5.336371159605971E13,70.388
2013-03-25,5.176112187038487E13,75.11
2013-03-26,5.183566407237535E13,79.81
2013-03-27,5.069953854889866E13,89.3
2013-03-28,5.068387081043197E13,88.976531972
2013-03-29,5.234684464870637E13,90.0
2013-03-30,5.235054133027015E13,92.2521875764
2013-03-31,5.2831227007561875E13,96.1491459096
2013-04-01,5.690048811429664E13,104.70599999999999
2013-04-02,5.943422322974463E13,115.803181554
2013-04-03,5.994537514917296E13,132.54567795
2013-04-04,5.932414904193221E13,134.94032495599998
2013-04-05,5.769984569839305E13,141.78941638999999
2013-04-06,5.892330646211431E13,141.0
2013-04-07,5.756861363072561E13,164.96912500000002
2013-04-08,5.892081412500184E13,185.21723709000003
2013-04-09,5.969878064387667E13,229.47235258199998
2013-04-10,6.150252449345473E13,160.082621718
2013-04-11,6.489957757388077E13,81.2033201272
2013-04-12,6.500447696604533E13,108.311396838
2013-04-13,6.4930529553255945E13,92.8058935256
2013-04-14,6.452555402677611E13,91.11
2013-04-15,6.321117665254579E13,74.0
2013-04-16,6.422788504015576E13,67.9798189258
2013-04-17,6.386129612075227E13,89.88799999999999
2013-04-18,6.486771037816675E13,109.05463468
2013-04-19,6.403025803319563E13,117.86900352799998
2013-04-20,6.464898786949222E13,126.363163676
2013-04-21,6.662796752292755E13,117.612451752
2013-04-22,6.743739861455028E13,123.944
2013-04-23,6.89176664245793E13,137.034
2013-04-24,7.047097366093803E13,149.4
2013-04-25,7.148200074934933E13,141.892
2013-04-26,7.450760106641569E13,137.32
2013-04-27,7.345118921464022E13,128.749986266
2013-04-28,7.295618715271369E13,135.288855642
2013-04-29,7.468562620198336E13,143.29557655399998
2013-04-30,7.45230860392476E13,139.584
2013-05-01,7.509361744202273E13,116.75
2013-05-02,7.365801713922878E13,106.435208518
2013-05-03,7.328128198645919E13,97.959073549
2013-05-04,7.459014489714144E13,112.830658892
2013-05-05,7.390392857116888E13,116.829559784
2013-05-06,7.50989791454873E13,112.5799
2013-05-07,7.741642488542545E13,110.939616114
2013-05-08,7.866203282380861E13,113.50619419
2013-05-09,8.160819676734592E13,111.644
2013-05-10,8.29288668616354E13,117.882657834
2013-05-11,8.444702022962662E13,115.39099999999999
2013-05-12,8.578278108117136E13,114.5
2013-05-13,8.659123710405984E13,115.928315862
2013-05-14,8.787409997427525E13,107.06204360199999
2013-05-15,8.696120418462581E13,108.59263393400002
2013-05-16,8.715180906378495E13,113.320324916
2013-05-17,8.654931833594677E13,117.45716305199998
2013-05-18,8.550278723209022E13,118.4838
2013-05-19,8.588280130973502E13,116.38
2013-05-20,8.264827023482167E13,117.599041804
2013-05-21,8.322042074552208E13,117.348
2013-05-22,8.42253413383316E13,119.07552183600001
2013-05-23,8.46341972174769E13,123.83527744400001
2013-05-24,8.694768711606828E13,128.66391794400002
2013-05-25,8.694971628826123E13,128.88057261
2013-05-26,9.026512408383683E13,130.002080756
2013-05-27,9.50728897817664E13,126.247715494
2013-05-28,9.576611713316956E13,125.8736908
2013-05-29,9.810752023795103E13,130.25148722199998
2013-05-30,9.917390579886294E13,126.96199999999999
2013-05-31,1.02558453667755E14,127.88138951199998
2013-06-01,1.059709272601537E14,128.737533108
2013-06-02,1.0865557485341584E14,122.34617757000001
2013-06-03,1.156654270224311E14,123.15253922
2013-06-04,1.2023833535966462E14,120.321727896
2013-06-05,1.2434511641598022E14,121.19039534999999
2013-06-06,1.2926461385955653E14,118.81145690400001
2013-06-07,1.2696562303073184E14,110.31002074400001
2013-06-08,1.2829990488457553E14,109.12055701599999
2013-06-09,1.3092419955697708E14,99.6530898088
2013-06-10,1.3196439134595219E14,104.314550266
2013-06-11,1.3240154262657117E14,107.362
2013-06-12,1.3485343283333214E14,106.01216110199998
2013-06-13,1.4110295807156706E14,102.075927028
2013-06-14,1.3954696367066962E14,99.22391874860003
2013-06-15,1.4019820793058402E14,99.701081323
2013-06-16,1.455683262171704E14,98.9963649952
2013-06-17,1.4326220657341606E14,100.0
2013-06-18,1.422483928082438E14,104.21250556
2013-06-19,1.366085247588445E14,105.2384867
2013-06-20,1.378877391770477E14,102.995886484
2013-06-21,1.4086522131405553E14,101.578550412
2013-06-22,1.457290995395567E14,100.0
2013-06-23,1.4793061933909538E14,100.41
2013-06-24,1.493843713798741E14,99.1983071558
2013-06-25,1.528675729348773E14,102.08999634
2013-06-26,1.5858635358689028E14,103.32933044
2013-06-27,1.590369925383969E14,104.0
2013-06-28,1.5837397239805434E14,101.73677826
2013-06-29,1.5735819251883684E14,94.66000366
2013-06-30,1.6217555553190028E14,94.99900055
2013-07-01,1.6410079991522697E14,97.51000214
2013-07-02,1.629118258918318E14,88.05000305
2013-07-03,1.694880014176247E14,90.40502167
2013-07-04,1.708881441439535E14,78.88999939
2013-07-05,1.7589619465419197E14,79.98999786
2013-07-06,1.7904721639373756E14,68.50502014
2013-07-07,1.865076375850026E14,68.74900055
2013-07-08,1.9285332086144572E14,76.49999237
2013-07-09,1.9751489676129044E14,76.00003052
2013-07-10,1.9745451905582966E14,76.72000122
2013-07-11,2.0865774389659488E14,88.0
2013-07-12,2.0680913509264225E14,88.97901154
2013-07-13,2.0313507932402312E14,93.98993683
2013-07-14,2.0821169837217625E14,98.69999695
2013-07-15,2.0963050642210194E14,93.60500336
2013-07-16,2.1605212440209628E14,98.89028168
2013-07-17,2.1667981509868112E14,96.70999908
2013-07-18,2.1494137011950322E14,98.50000763
2013-07-19,2.2004179271399766E14,90.06889343
2013-07-20,2.249144147821147E14,92.0
2013-07-21,2.281761386566714E14,89.82138062
2013-07-22,2.3469972554222538E14,91.9980011
2013-07-23,2.3286670483587553E14,91.60001373
2013-07-24,2.3329931006730434E14,95.55850983
2013-07-25,2.3308766217450234E14,94.50501251
2013-07-26,2.3915805561133034E14,96.94999695
2013-07-27,2.436749215825731E14,96.02014923
2013-07-28,2.4409449451970403E14,94.40000153
2013-07-29,2.504815697176572E14,98.60001373
2013-07-30,2.631629846490669E14,101.48899078
2013-07-31,2.764534145447553E14,107.94998932
2013-08-01,2.849783302016679E14,106.21260834
2013-08-02,2.8524985026737375E14,104.85566711
2013-08-03,2.9571983149818925E14,104.50102234
2013-08-04,2.988408173374314E14,104.94999695
2013-08-05,3.084755866434341E14,105.12000275
2013-08-06,3.130612416406676E14,106.72000885
2013-08-07,3.278961588184446E14,106.75
2013-08-08,3.4137820102234175E14,106.75
2013-08-09,3.5551491678935075E14,103.06999969
2013-08-10,3.5843998073498344E14,102.80000305
2013-08-11,3.742365228766623E14,102.99999237
2013-08-12,3.929844603989182E14,105.0
2013-08-13,3.849233509102659E14,106.9899826
2013-08-14,3.907133954815101E14,109.55500031
2013-08-15,3.9888588381033394E14,112.5620575
2013-08-16,4.003411058309667E14,109.99497223
2013-08-17,4.1787184325206394E14,108.99437714
2013-08-18,4.335020295817132E14,112.75
2013-08-19,4.5188378655789725E14,113.37999725
2013-08-20,4.554116217467564E14,119.0
2013-08-21,4.761457997864867E14,121.21005249
2013-08-22,4.879994033918418E14,123.30001831
2013-08-23,4.976865008539744E14,121.99992371
2013-08-24,4.990201535323151E14,118.51003265
2013-08-25,5.065108502467098E14,119.60254669
2013-08-26,5.091080901050304E14,122.11102295
2013-08-27,5.253708924501471E14,120.06999969
2013-08-28,5.245001900553385E14,126.48000336
2013-08-29,5.3958475287892325E14,122.62000275
2013-08-30,5.668250834810741E14,122.34999847
2013-08-31,6.088182780509476E14,133.08999634
2013-09-01,6.507223846641436E14,135.13999939
2013-09-02,7.003635354747036E14,138.63000488
2013-09-03,6.811381655335296E14,135.61000061
2013-09-04,6.959920459299681E14,136.52999878
2013-09-05,6.983522351487266E14,126.76000214
2013-09-06,7.122788857101009E14,126.48999786
2013-09-07,7.02434847213056E14,118.88999939
2013-09-08,6.896528332000514E14,124.12999725
2013-09-09,7.316747565112542E14,121.86000061
2013-09-10,7.597024042999318E14,127.26999664
2013-09-11,7.715130412722595E14,125.88999939
2013-09-12,8.045283392734381E14,135.55000305
2013-09-13,8.57392940525931E14,132.83000183
2013-09-14,8.816450224502835E14,135.00999451
2013-09-15,9.184824613818162E14,129.3999939
2013-09-16,9.406758098303539E14,130.86000061
2013-09-17,9.485509522283874E14,131.58999634
2013-09-18,9.31411715742632E14,131.71000671
2013-09-19,9.697894495847216E14,131.36999512
2013-09-20,9.782477302132602E14,129.69999695
2013-09-21,9.883798814032035E14,126.94999695
2013-09-22,1.0365773914307076E15,127.87000275
2013-09-23,1.1213083283411132E15,128.97999573
2013-09-24,1.1279302279179308E15,126.05000305
2013-09-25,1.1600940406148855E15,127.37999725
2013-09-26,1.2069014552385658E15,128.21000671
2013-09-27,1.244371298328435E15,128.94000244
2013-09-28,1.239567408878595E15,133.77000427
2013-09-29,1.2536653101933818E15,134.8999939
2013-09-30,1.2606599921559165E15,137.1499939
2013-10-01,1.2937193483349448E15,132.67999268
2013-10-02,1.3056109656025048E15,132.05000305
2013-10-03,1.3400989971326375E15,114.44999695
2013-10-04,1.3491318779020632E15,123.41000366
2013-10-05,1.4115386485670302E15,128.63000488
2013-10-06,1.435209262549026E15,128.36000061
2013-10-07,1.477124011634602E15,129.42999268
2013-10-08,1.4746603933157528E15,126.73999786
2013-10-09,1.5238752044193212E15,125.84999847
2013-10-10,1.6148671718311345E15,130.66999817
2013-10-11,1.6171596461044522E15,130.75
2013-10-12,1.6716193391550758E15,130.8999939
2013-10-13,1.8263270197815362E15,135.19000244
2013-10-14,1.9726846579908412E15,139.27000427
2013-10-15,2.1377294548830935E15,140.77000427
2013-10-16,2.272761522230332E15,145.6499939
2013-10-17,2.3002161669540085E15,142.41000366
2013-10-18,2.3351692868558625E15,146.36999512
2013-10-19,2.4478369500048935E15,155.91000366
2013-10-20,2.5402302916327275E15,171.66000366
2013-10-21,2.5854845431174655E15,174.80000305
2013-10-22,2.8586778445927145E15,182.6499939
2013-10-23,2.9137592425540455E15,193.36000061
2013-10-24,2.872171964017616E15,214.30000305
2013-10-25,2.980845826461081E15,197.69000244
2013-10-26,3.09575065597219E15,187.44999695
2013-10-27,3.1241170363633425E15,176.6000061
2013-10-28,3.263371871623718E15,196.21000671
2013-10-29,3.280824849896456E15,198.55000305
2013-10-30,3.372268471937126E15,204.38999939
2013-10-31,3.520288685254408E15,199.83000183
2013-11-01,3.6294095193193895E15,203.8999939
2013-11-02,3.7294424715174055E15,205.80999756
2013-11-03,3.914969533730612E15,205.99000549
2013-11-04,3.931237878892633E15,214.66000366
2013-11-05,3.782037322620511E15,229.21000671
2013-11-06,3.8072966830299235E15,244.77999878
2013-11-07,3.795707440590274E15,261.67999268
2013-11-08,3.740383578683254E15,297.8500061
2013-11-09,3.6918455526361765E15,338.57998657
2013-11-10,3.7665258638623385E15,348.82000732
2013-11-11,3.9888115394701685E15,325.41000366
2013-11-12,4.189241150738873E15,343.05999756
2013-11-13,4.315387172810507E15,360.97000122
2013-11-14,4.4907002968806745E15,406.41000366
2013-11-15,4.561233256632696E15,419.41000366
2013-11-16,4.656875116077036E15,417.27999878
2013-11-17,4.687855051788071E15,440.95999146
2013-11-18,4.671509408094767E15,496.57998657
2013-11-19,4.711544157377014E15,712.76000977
2013-11-20,4.821073578233553E15,577.97998047
2013-11-21,4.853206928913179E15,594.32000732
2013-11-22,4.814001025032723E15,724.07000732
2013-11-23,4.856455695679532E15,771.70001221
2013-11-24,4.868701415641926E15,795.63000488
2013-11-25,4.991752154207175E15,773.02001953
2013-11-26,5.037744769285536E15,805.72998047
2013-11-27,5.055969208875819E15,923.84997559
2013-11-28,5.176338092897549E15,1003.38000488
2013-11-29,5.263159156430235E15,1042.01000977
2013-11-30,5.323535142863432E15,1129.36999512
2013-12-01,5.578391747645171E15,1128.92004395
2013-12-02,5.816050804983368E15,951.41998291
2013-12-03,6.057113456200324E15,1046.40002441
2013-12-04,6.222588736801251E15,1077.57995605
2013-12-05,6.314439802769602E15,1152.72998047
2013-12-06,6.423663390058897E15,1042.38000488
2013-12-07,6.486820556152958E15,835.32000732
2013-12-08,6.527759560884195E15,697.30999756
2013-12-09,6.555915849581343E15,793.79998779
2013-12-10,6.820662055816753E15,892.32000732
2013-12-11,7.000841011241804E15,989.07000732
2013-12-12,7.055889911604513E15,882.7800293
2013-12-13,7.145029960330479E15,874.97998047
2013-12-14,7.431409913696948E15,899.84997559
2013-12-15,7.866800063532176E15,875.28997803
2013-12-16,8.041781253758032E15,880.33001709
2013-12-17,8.27842522103317E15,706.36999512
2013-12-18,8.660186372830908E15,678.20001221
2013-12-19,9.064023675928874E15,519.05999756
2013-12-20,9.151537747224968E15,694.2199707
2013-12-21,9.053107212189768E15,619.90002441
2013-12-22,9.10543983868178E15,601.7800293
2013-12-23,9.235848978718468E15,613.05999756
2013-12-24,9.393379245701664E15,672.35998535
2013-12-25,9.396785628665418E15,666.30999756
2013-12-26,9.48819344751888E15,683.94000244
2013-12-27,9.98714800197624E15,763.2800293
2013-12-28,9.94493420150533E15,737.97998047
2013-12-29,9.901714031292548E15,728.04998779
2013-12-30,1.0078219452118448E16,741.34997559
2013-12-31,1.0121735131839602E16,760.32000732
2014-01-01,1.0352636772601742E16,754.9699707
2014-01-02,1.0237648336748594E16,773.44000244
2014-01-03,1.050322316107654E16,802.84997559
2014-01-04,1.0810493133598414E16,823.27001953
2014-01-05,1.0952097338087786E16,858.54998779
2014-01-06,1.1434488652918122E16,936.04998779
2014-01-07,1.161232046556477E16,946.48999023
2014-01-08,1.244246159873182E16,795.98999023
2014-01-09,1.2690242265333006E16,841.4699707
2014-01-10,1.3393097011720162E16,846.69000244
2014-01-11,1.3660295796091026E16,867.32000732
2014-01-12,1.3561083000578712E16,919.59997559
2014-01-13,1.4210724948508562E16,860.19000244
2014-01-14,1.4389488513604796E16,843.16998291
2014-01-15,1.448331870731807E16,833.11999512
2014-01-16,1.5009827299051982E16,860.28997803
2014-01-17,1.5122767018746572E16,834.48999023
2014-01-18,1.5208433544304604E16,816.07000732
2014-01-19,1.5184597200594294E16,839.65997314
2014-01-20,1.561548117160956E16,871.39001465
2014-01-21,1.56035933664762E16,869.65002441
2014-01-22,1.5647239120371664E16,867.21002197
2014-01-23,1.5981031912460168E16,845.46002197
2014-01-24,1.632783879193378E16,822.42999268
2014-01-25,1.6744388412151026E16,796.23999023
2014-01-26,1.6722865327944978E16,853.67999268
2014-01-27,1.7241302181539542E16,884.59997559
2014-01-28,1.737700848980322E16,774.02001953
2014-01-29,1.75482012083354E16,809.96002197
2014-01-30,1.7563163886457398E16,826.02001953
2014-01-31,1.795254973806492E16,818.42999268
2014-02-01,1.860848217734984E16,828.60998535
2014-02-02,1.890779804287554E16,832.90002441
2014-02-03,1.9605395331028032E16,824.08001709
2014-02-04,2.0028530385512872E16,823.77001953
2014-02-05,1.9904265235195392E16,829.96002197
2014-02-06,2.0437127936988436E16,815.59002686
2014-02-07,2.0331448321222448E16,783.20001221
2014-02-08,2.0989968052185388E16,699.57000732
2014-02-09,2.0908440540576644E16,671.46002197
2014-02-10,2.1051016335585156E16,681.32000732
2014-02-11,2.1488018456640612E16,683.5
2014-02-12,2.129692800506072E16,672.38000488
2014-02-13,2.1775550601112564E16,651.08001709
2014-02-14,2.1790434749295548E16,601.16998291
2014-02-15,2.2660066448315628E16,660.90002441
2014-02-16,2.377923213123176E16,651.29998779
2014-02-17,2.4118671208451748E16,614.22998047
2014-02-18,2.4650993218862264E16,627.15997314
2014-02-19,2.5694558017745056E16,625.9699707
2014-02-20,2.61091327406517E16,623.09002686
2014-02-21,2.6498373986728244E16,556.88000488
2014-02-22,2.635478013949326E16,574.23999023
2014-02-23,2.7148203386128228E16,606.4699707
2014-02-24,2.7549510877455488E16,606.03997803
2014-02-25,2.684483604635484E16,540.23999023
2014-02-26,2.699459176673672E16,537.03997803
2014-02-27,2.7887694056261044E16,581.65002441
2014-02-28,2.8140118776727544E16,579.70001221
2014-03-01,2.8562896562682756E16,549.91998291
2014-03-02,2.8037743858873728E16,567.22998047
2014-03-03,2.8321533668643E16,562.55999756
2014-03-04,2.829522467194348E16,668.23999023
2014-03-05,2.859652519274144E16,666.23999023
2014-03-06,2.8690041583312988E16,664.52001953
2014-03-07,2.8991917020088688E16,664.30999756
2014-03-08,2.982176779411256E16,629.65997314
2014-03-09,3.0331314160348144E16,616.30999756
2014-03-10,3.1323509400121076E16,636.33001709
2014-03-11,3.159344153323794E16,627.95001221
2014-03-12,3.2110827194964536E16,631.90997314
2014-03-13,3.240859001803798E16,633.61999512
2014-03-14,3.1729395847701376E16,638.14001465
2014-03-15,3.2520096281570616E16,629.36999512
2014-03-16,3.2294512359593212E16,636.5
2014-03-17,3.3949892944906476E16,630.91998291
2014-03-18,3.3789635858031892E16,621.83776855
2014-03-19,3.3495397543211436E16,613.89556885
2014-03-20,3.3826050566377596E16,609.74468994
2014-03-21,3.448618765105912E16,588.29351807
2014-03-22,3.5454048926892784E16,571.17962646
2014-03-23,3.6220319663463912E16,565.76409912
2014-03-24,3.9244376731205528E16,562.50714111
2014-03-25,3.8858412917516192E16,585.0255127
2014-03-26,4.003146990973552E16,583.48187256
2014-03-27,3.9853873083458344E16,580.25689697
2014-03-28,4.1605346641147992E16,477.14260864
2014-03-29,4.092099993848296E16,501.71340942
2014-03-30,4.0708813552932952E16,492.37179565
2014-03-31,4.1114253107482888E16,462.29919434
2014-04-01,4.2400676922619E16,457.00015259
2014-04-02,4.3053596195006768E16,479.13693237
2014-04-03,4.385068985606388E16,436.44403076
2014-04-04,4.5439270482485384E16,445.66403198
2014-04-05,4.7859354525613944E16,446.67510986
2014-04-06,4.7171691917835832E16,463.39666748
2014-04-07,4.7770252752781392E16,461.47418213
2014-04-08,4.694111274352024E16,447.6126709
2014-04-09,4.6593571270364304E16,453.17669678
2014-04-10,4.6743253651148576E16,442.25579834
2014-04-11,4.605609120708916E16,363.71020508
2014-04-12,4.6909713275848488E16,420.88897705
2014-04-13,4.9138786191697744E16,421.46069336
2014-04-14,5.1454211889321752E16,414.82769775
2014-04-15,5.3569016513932304E16,458.37329102
2014-04-16,5.3119542634706584E16,522.18511963
2014-04-17,5.3770251345287832E16,529.0670166
2014-04-18,5.4337262654015344E16,495.79812622
2014-04-19,5.3687328707827672E16,479.581604
2014-04-20,5.4650292688215712E16,501.75119019
2014-04-21,5.5053048276936768E16,497.73852539
2014-04-22,5.5913010792247584E16,495.4548645
