Time,BTC average computing power of the entire network,Price
2020-10-05,1.3573033382047814E20,10724.71
2020-10-06,1.3777428377666925E20,10733.62
2020-10-07,1.369055119602272E20,10629.38
2020-10-08,1.4192142915134023E20,10900.23
2020-10-09,1.4095566786990391E20,11096.54
2020-10-10,1.3983295652823725E20,11349.39
2020-10-11,1.3873686579431678E20,11407.83
2020-10-12,1.4009827188900512E20,11544.04
2020-10-13,1.4216678961910946E20,11388.14
2020-10-14,1.4339828885226296E20,11325.35
2020-10-15,1.4158520620122979E20,11404.88
2020-10-16,1.4468111836758114E20,11332.52
2020-10-17,1.4646516949092816E20,11344.31
2020-10-18,1.4591177669807751E20,11457.37
2020-10-19,1.4204017574600217E20,11807.09
2020-10-20,1.4148004829979774E20,11923.06
2020-10-21,1.3819666249441072E20,12755.52
2020-10-22,1.3862906957373466E20,12954.85
2020-10-23,1.3479908336065628E20,12937.26
2020-10-24,1.3458766752655078E20,13122.03
2020-10-25,1.3208201757206079E20,12961.56
2020-10-26,1.315547740939901E20,12979.03
2020-10-27,1.271459220467998E20,13608.69
2020-10-28,1.2103279038131418E20,13223.63
2020-10-29,1.1961558962849476E20,13451.74
2020-10-30,1.182854688869641E20,13544.01
2020-10-31,1.1486354352213913E20,13864.09
2020-11-01,1.1432734872380411E20,13817.23
2020-11-02,1.10517234917203E20,13498.6
2020-11-03,1.091561949298063E20,13720.31
2020-11-04,1.1104232331823355E20,13920.5
2020-11-05,1.1542116456200756E20,15117.65
2020-11-06,1.1847668607070775E20,15428.0
2020-11-07,1.2099745891222335E20,15339.6
2020-11-08,1.2104474134246325E20,15364.59
2020-11-09,1.2722405008613084E20,15030.33
2020-11-10,1.2851297249730898E20,15185.11
2020-11-11,1.2585567492436384E20,15696.27
2020-11-12,1.2755219192045563E20,16151.82
2020-11-13,1.2740328239036069E20,16175.17
2020-11-14,1.2741221609106422E20,15963.28
2020-11-15,1.2737693527090148E20,16054.78
2020-11-16,1.2492355167431344E20,16466.24
2020-11-17,1.2688014586732865E20,17316.76
2020-11-18,1.3131733009387176E20,17904.01
2020-11-19,1.2855357727378824E20,18095.0
2020-11-20,1.3315521039894533E20,18703.6
2020-11-21,1.3757976496674954E20,18821.82
2020-11-22,1.4173047142235405E20,18325.01
2020-11-23,1.4101390827124705E20,18299.64
2020-11-24,1.3773656056314762E20,19387.34
2020-11-25,1.3701446699893454E20,19157.5
2020-11-26,1.3678199725852842E20,16916.59
2020-11-27,1.3425771975476362E20,16468.98
2020-11-28,1.345315520453102E20,17565.16
2020-11-29,1.314513942627678E20,18142.36
2020-11-30,1.2931301951320675E20,19250.9
2020-12-01,1.3161546856288133E20,19296.55
2020-12-02,1.3139584539709656E20,18884.65
2020-12-03,1.3275252290669715E20,19534.66
2020-12-04,1.335094457725037E20,18904.23
2020-12-05,1.3289297151090065E20,19108.38
2020-12-06,1.311353183472528E20,19133.49
2020-12-07,1.364565771165169E20,19230.07
2020-12-08,1.3716632580963389E20,18812.8
2020-12-09,1.3713548127502282E20,18358.7
2020-12-10,1.3416965950415652E20,18126.88
2020-12-11,1.3446004224465358E20,18097.95
2020-12-12,1.3170039951747416E20,18404.19
2020-12-13,1.3507120633857745E20,19214.26
2020-12-14,1.3234840628941146E20,19192.73
2020-12-15,1.3185694161554602E20,19423.35
2020-12-16,1.337512105750631E20,20688.7
2020-12-17,1.3292009720766688E20,23376.6
2020-12-18,1.3269929482793522E20,22566.52
2020-12-19,1.3597114588764175E20,23574.94
2020-12-20,1.3668851333601164E20,23896.25
2020-12-21,1.3584250039345825E20,23115.89
2020-12-22,1.3502670925021608E20,23371.74
2020-12-23,1.3619085616497789E20,23425.99
2020-12-24,1.3815620605473546E20,23237.98
2020-12-25,1.3567286114996408E20,24017.93
2020-12-26,1.3307907290017707E20,25633.91
2020-12-27,1.3089556572610698E20,27370.38
2020-12-28,1.3292572894490429E20,26916.97
2020-12-29,1.3409469663895188E20,26582.84
2020-12-30,1.3860060003296731E20,28157.3
2020-12-31,1.4127411465104551E20,28825.3
2021-01-01,1.4469044812541272E20,29258.35
2021-01-02,1.4568587704489162E20,31721.24
2021-01-03,1.4495209912996084E20,33570.08
2021-01-04,1.4934927949795033E20,31708.62
2021-01-05,1.4669599020168343E20,32181.87
2021-01-06,1.4795472284166744E20,34746.85
2021-01-07,1.5014151762911225E20,38990.99
2021-01-08,1.49718875514267E20,40825.43
2021-01-09,1.503221798323651E20,40637.42
2021-01-10,1.498816869481889E20,39770.87
2021-01-11,1.5023463834524782E20,31631.26
2021-01-12,1.523614712102983E20,33872.79
2021-01-13,1.5042713507731574E20,34619.92
2021-01-14,1.5023925489042145E20,39513.48
2021-01-15,1.5235917214210382E20,35299.73
2021-01-16,1.5534018272628697E20,37492.28
2021-01-17,1.5140054256954648E20,35736.78
2021-01-18,1.5212881082709246E20,36455.0
2021-01-19,1.492577308043729E20,37331.51
2021-01-20,1.4877710773449445E20,34131.62
2021-01-21,1.4526959861152853E20,31271.48
2021-01-22,1.4643530712757458E20,32508.14
2021-01-23,1.4254241943035965E20,31931.84
2021-01-24,1.4686187017171803E20,31954.37
2021-01-25,1.4533541557725268E20,34460.48
2021-01-26,1.4723598610123165E20,31763.82
2021-01-27,1.4820139867586435E20,30393.08
2021-01-28,1.51541685794019E20,32039.77
2021-01-29,1.5110289008813526E20,37160.03
2021-01-30,1.526973043735046E20,34279.85
2021-01-31,1.513412937638204E20,32878.42
2021-02-01,1.4933501848380978E20,33170.49
2021-02-02,1.4709220217332757E20,34713.84
2021-02-03,1.4883135199472878E20,36956.52
2021-02-04,1.4938475582917394E20,36675.19
2021-02-05,1.5193224553090777E20,38005.35
2021-02-06,1.5583641776816823E20,40873.86
2021-02-07,1.5798273014165252E20,37962.79
2021-02-08,1.6777058847599028E20,44157.61
2021-02-09,1.6444418611095034E20,46922.04
2021-02-10,1.6635032222827155E20,44400.11
2021-02-11,1.6090169073376975E20,48188.03
2021-02-12,1.5781530728211395E20,47179.95
2021-02-13,1.583382403668999E20,47183.68
2021-02-14,1.5657657556134376E20,48623.12
2021-02-15,1.5354006423808256E20,48019.92
2021-02-16,1.50625688234849E20,49056.13
2021-02-17,1.480859713887527E20,51287.48
2021-02-18,1.5193023804266008E20,51522.75
2021-02-19,1.524634168091232E20,53848.1
2021-02-20,1.5295286479703173E20,56239.08
2021-02-21,1.5072364247887784E20,57360.74
2021-02-22,1.512781364288103E20,53377.91
2021-02-23,1.4921337424773012E20,48600.8
2021-02-24,1.536756264883939E20,49850.63
2021-02-25,1.560398605061449E20,50858.04
2021-02-26,1.5521011308237534E20,47666.88
2021-02-27,1.5689664202013842E20,46657.59
2021-02-28,1.542815049589332E20,43392.68
2021-03-01,1.5157285332773585E20,49233.68
2021-03-02,1.567295729920863E20,48670.35
2021-03-03,1.5691156219590695E20,50788.22
2021-03-04,1.526518562779511E20,49594.37
2021-03-05,1.537325098163102E20,48065.24
2021-03-06,1.5207542986929186E20,47481.99
2021-03-07,1.5318637707637824E20,50510.4
2021-03-08,1.580697319418681E20,51103.19
2021-03-09,1.5751937977529205E20,53986.25
2021-03-10,1.5648107021303117E20,56362.53
2021-03-11,1.5557481574875493E20,56331.96
2021-03-12,1.5504430705867768E20,56958.12
2021-03-13,1.533406306034128E20,59657.06
2021-03-14,1.5647758806494626E20,59662.83
2021-03-15,1.5672716749642498E20,56225.62
2021-03-16,1.560447636720484E20,55766.97
2021-03-17,1.561628555448021E20,55003.84
2021-03-18,1.5539193647071884E20,59442.78
2021-03-19,1.5591559231490192E20,59058.53
2021-03-20,1.5906113202474516E20,59259.9
2021-03-21,1.5858231543200855E20,57240.9
2021-03-22,1.602301631594633E20,57072.87
2021-03-23,1.624129953530527E20,55187.87
2021-03-24,1.6707831106792538E20,56340.97
2021-03-25,1.6760250743167087E20,51064.74
2021-03-26,1.6507504574163023E20,53322.69
2021-03-27,1.6671878979091284E20,54966.55
2021-03-28,1.66466368130568E20,56351.11
2021-03-29,1.6568060519871296E20,57743.51
2021-03-30,1.6433884175243123E20,58617.24
2021-03-31,1.643222963580029E20,59360.47
2021-04-01,1.655861282979675E20,59021.46
2021-04-02,1.6675691557495262E20,59487.09
2021-04-03,1.6303921156492647E20,58867.6
2021-04-04,1.6321394993753106E20,57915.79
2021-04-05,1.644148735091436E20,59068.27
2021-04-06,1.6335967661436515E20,57848.71
2021-04-07,1.6525316450364598E20,56423.78
2021-04-08,1.6691635045056125E20,57755.89
2021-04-09,1.6427627300592127E20,58224.48
2021-04-10,1.7224131674278186E20,60272.15
2021-04-11,1.716039695192787E20,59616.52
2021-04-12,1.7048334846914943E20,59992.2
2021-04-13,1.6963570549268106E20,63470.39
2021-04-14,1.6655898430096792E20,63047.0
2021-04-15,1.6868246802757393E20,62772.2
2021-04-16,1.6849175777826026E20,61740.47
2021-04-17,1.5981226616555762E20,60363.96
2021-04-18,1.5521840643192278E20,55561.54
2021-04-19,1.4791759569193386E20,54612.0
2021-04-20,1.4426096563762232E20,55408.71
2021-04-21,1.4059433413097595E20,56148.81
2021-04-22,1.4084374324382247E20,54771.5
2021-04-23,1.3983497874572945E20,49942.71
2021-04-24,1.365837465725868E20,50240.64
2021-04-25,1.4354641856070087E20,50293.26
2021-04-26,1.458034635065661E20,53631.85
2021-04-27,1.5406318162914886E20,55075.48
2021-04-28,1.5924729087849552E20,54364.92
2021-04-29,1.6023426843011744E20,53770.56
2021-04-30,1.6024181318602143E20,57218.39
2021-05-01,1.589356736905554E20,57407.06
2021-05-02,1.6061432355662787E20,56615.61
2021-05-03,1.6676239208741434E20,57631.98
2021-05-04,1.6991890702206665E20,54004.53
2021-05-05,1.720462121682294E20,57669.46
2021-05-06,1.723536223635836E20,57166.47
2021-05-07,1.7708564163073543E20,57536.31
2021-05-08,1.764690182606568E20,57807.68
2021-05-09,1.805455279279177E20,57443.26
2021-05-10,1.772983410467304E20,58608.74
2021-05-11,1.795695393754129E20,56103.31
2021-05-12,1.8016419332741897E20,55581.29
2021-05-13,1.8103000362868975E20,49649.25
2021-05-14,1.770274284616815E20,51325.03
2021-05-15,1.7605086617870582E20,49083.99
2021-05-16,1.7103057888351243E20,47775.83
2021-05-17,1.67681273107156E20,43256.49
2021-05-18,1.6323637444101367E20,43057.67
2021-05-19,1.597716244708154E20,37292.92
2021-05-20,1.5614220012401915E20,41517.61
2021-05-21,1.5182406932738402E20,36905.04
2021-05-22,1.4865948080153828E20,38241.76
2021-05-23,1.4652991099398111E20,33251.16
2021-05-24,1.4578289939238291E20,37633.39
2021-05-25,1.4694292468584173E20,38145.53
2021-05-26,1.4517667830524197E20,38805.26
2021-05-27,1.4845615969215575E20,39741.69
2021-05-28,1.4794412526197844E20,36753.28
2021-05-29,1.4785254359876967E20,34296.38
2021-05-30,1.5068799320854685E20,35526.74
2021-05-31,1.491647617057355E20,37041.58
2021-06-01,1.4968610151556448E20,36258.68
2021-06-02,1.5230692963125274E20,38081.72
2021-06-03,1.511227382408495E20,38541.01
2021-06-04,1.4972717067315708E20,36998.58
2021-06-05,1.5000905582609695E20,36283.24
2021-06-06,1.4917117842114766E20,36181.95
2021-06-07,1.504553745534078E20,36034.78
2021-06-08,1.4985585611652743E20,31769.34
2021-06-09,1.4822413454728613E20,36419.19
2021-06-10,1.4266642569477964E20,36907.32
2021-06-11,1.3700967148821688E20,36816.84
2021-06-12,1.3645632958329537E20,35452.74
2021-06-13,1.3505839546430954E20,36060.14
2021-06-14,1.3358898566978578E20,40690.27
2021-06-15,1.3330559528640502E20,40057.39
2021-06-16,1.2856575833034164E20,38756.54
2021-06-17,1.2567974467279525E20,39067.03
2021-06-18,1.2811403531142927E20,36489.4
2021-06-19,1.2759151045081894E20,36145.13
2021-06-20,1.2475854949446389E20,34421.28
2021-06-21,1.2081737255070315E20,32715.41
2021-06-22,1.1626124810983678E20,31719.18
2021-06-23,1.1324278113664711E20,33536.36
2021-06-24,1.0939775549131152E20,33978.24
2021-06-25,1.0790415546104021E20,32578.6
2021-06-26,1.0633339599066033E20,31534.76
2021-06-27,1.0092967164597812E20,33208.77
2021-06-28,9.65532576439755E19,34947.97
2021-06-29,9.4434807376406E19,36218.59
2021-06-30,9.355041264563628E19,34200.37
2021-07-01,9.130370936097181E19,33466.67
2021-07-02,9.178615909544744E19,33633.83
2021-07-03,9.050192545703877E19,34652.1
2021-07-04,9.014536248822324E19,35526.23
2021-07-05,8.819270619981047E19,33653.17
2021-07-06,8.779829532417085E19,34062.14
2021-07-07,9.194363201074289E19,34517.65
2021-07-08,9.201740070392786E19,32919.44
2021-07-09,9.326018513508837E19,33574.42
2021-07-10,9.602295767726744E19,33879.72
2021-07-11,9.596925712423136E19,33954.39
2021-07-12,9.579229354319151E19,33335.07
2021-07-13,9.722654937596915E19,32774.81
2021-07-14,9.823691955725915E19,32793.7
2021-07-15,9.937479893437025E19,31705.87
2021-07-16,1.000070509311672E20,32139.9
2021-07-17,1.0082691377192783E20,31743.57
2021-07-18,1.0142426366203237E20,31402.41
2021-07-19,1.0372828695139392E20,30656.33
2021-07-20,1.0420178205755916E20,30085.87
2021-07-21,1.0141676185064594E20,31912.94
2021-07-22,1.0063310290024212E20,32506.2
2021-07-23,9.952014380744598E19,32328.46
2021-07-24,9.881389497831824E19,33906.74
2021-07-25,9.881136519408946E19,34210.07
2021-07-26,1.0017589282220951E20,38577.1
2021-07-27,1.0198166771392712E20,38243.83
2021-07-28,1.0486713172698569E20,39710.47
2021-07-29,1.0350308485054611E20,39975.61
2021-07-30,1.077210966176106E20,39085.84
2021-07-31,1.0883604497668268E20,41560.25
2021-08-01,1.098699671313162E20,41308.36
2021-08-02,1.0997187326790687E20,39686.27
2021-08-03,1.1008310018764564E20,38171.2
2021-08-04,1.1047236811158767E20,39305.93
2021-08-05,1.1042087304295388E20,38777.86
2021-08-06,1.1135930152391308E20,42391.21
2021-08-07,1.106705030787856E20,43399.51
2021-08-08,1.12726266203686E20,43988.26
2021-08-09,1.1312287917845825E20,45995.39
2021-08-10,1.1207425738172976E20,45166.81
2021-08-11,1.155869047635103E20,46453.82
2021-08-12,1.13148576130871E20,44210.51
2021-08-13,1.1241002778247327E20,46411.59
2021-08-14,1.1277527832101031E20,46967.07
2021-08-15,1.1587305523112912E20,46117.74
2021-08-16,1.1860578838496476E20,46326.54
2021-08-17,1.2123491276930358E20,45711.23
2021-08-18,1.2264951919952493E20,45813.43
2021-08-19,1.2305131319323846E20,45763.08
2021-08-20,1.2596853002819307E20,48702.9
2021-08-21,1.2549999857804991E20,49222.0
2021-08-22,1.2264482755925382E20,48551.21
2021-08-23,1.2339332091784634E20,49591.29
2021-08-24,1.2707541441867227E20,48248.99
2021-08-25,1.2900999157645979E20,48815.72
2021-08-26,1.293971251125126E20,46821.72
2021-08-27,1.3117761306432743E20,48207.43
2021-08-28,1.3042714303516477E20,48814.99
2021-08-29,1.317619524169445E20,48479.78
2021-08-30,1.2741001853007318E20,48077.52
2021-08-31,1.2861379262625158E20,47438.6
2021-09-01,1.2645927250923351E20,47516.92
2021-09-02,1.2745642103774578E20,49581.12
2021-09-03,1.2658017308396395E20,50590.46
2021-09-04,1.2778873869173296E20,49888.48
2021-09-05,1.2872986219307498E20,50233.79
2021-09-06,1.330660273908222E20,51637.52
2021-09-07,1.3579850320102185E20,46726.38
2021-09-08,1.363236584301123E20,46075.72
2021-09-09,1.3692440140555133E20,46981.98
2021-09-10,1.3552388156644227E20,45418.33
2021-09-11,1.3450148947237103E20,45584.57
2021-09-12,1.3386501523752334E20,45942.71
2021-09-13,1.3288835010009111E20,44327.42
2021-09-14,1.3514112676275765E20,46743.78
2021-09-15,1.351662363429779E20,48298.1
2021-09-16,1.3541924055274517E20,48047.38
2021-09-17,1.343569149695768E20,47504.56
2021-09-18,1.3814368907457472E20,48392.68
2021-09-19,1.4002303000019685E20,47692.85
2021-09-20,1.3904960146737093E20,43924.89
2021-09-21,1.3693690832821282E20,43040.58
2021-09-22,1.3483087981181192E20,43240.57
2021-09-23,1.382199014697501E20,43844.22
2021-09-24,1.3902246139990953E20,41932.59
2021-09-25,1.3959819224590978E20,42637.59
2021-09-26,1.3511238490258014E20,43367.02
2021-09-27,1.3554403503734835E20,43267.93
2021-09-28,1.3993462741657359E20,41495.13
2021-09-29,1.4090602607394105E20,41673.01
2021-09-30,1.3834676148953442E20,43171.38
2021-10-01,1.3983565600824943E20,47326.49
2021-10-02,1.4526027569063254E20,47873.58
2021-10-03,1.4800704776746677E20,47890.32
2021-10-04,1.4674400964805693E20,47747.78
2021-10-05,1.5033510820092166E20,49831.92
2021-10-06,1.5222465315548948E20,55073.89
2021-10-07,1.4686921908830083E20,53859.77
2021-10-08,1.4526046541385535E20,54284.84
2021-10-09,1.403916063919286E20,54944.51
2021-10-10,1.4232208639898321E20,55396.86
2021-10-11,1.4244195136459676E20,57535.79
2021-10-12,1.4136596652682356E20,56243.37
2021-10-13,1.3907406246523955E20,56182.2
2021-10-14,1.4480550520214189E20,57330.78
2021-10-15,1.4655052389912248E20,60032.4
2021-10-16,1.4507577121528078E20,60920.21
2021-10-17,1.4476339748886231E20,60756.07
2021-10-18,1.4506721850166721E20,61945.24
2021-10-19,1.4462329317557122E20,62507.1
2021-10-20,1.4629660832270597E20,66867.32
2021-10-21,1.4734218668897291E20,63015.01
2021-10-22,1.4825189225770297E20,60765.41
2021-10-23,1.526909661997754E20,61451.53
2021-10-24,1.5024850625514157E20,59913.02
2021-10-25,1.5764103629378637E20,63572.19
2021-10-26,1.545953066295273E20,62540.44
2021-10-27,1.5566146016096302E20,58803.9
2021-10-28,1.5755933376167005E20,61183.7
2021-10-29,1.5713987492113813E20,62425.58
2021-10-30,1.6185545190843607E20,61379.97
2021-10-31,1.584254986905501E20,60576.81
2021-11-01,1.547353747399113E20,61565.98
2021-11-02,1.5642703427452695E20,64183.38
2021-11-03,1.5887977199839147E20,62230.77
2021-11-04,1.596118907934961E20,61019.17
2021-11-05,1.5907829384689494E20,61052.0
2021-11-06,1.602998491510798E20,60710.8
2021-11-07,1.6567283381755835E20,62134.0
2021-11-08,1.653503164778278E20,66406.0
2021-11-09,1.6252995137843757E20,66929.0
2021-11-10,1.5898486642909135E20,68419.2
2021-11-11,1.634791745093557E20,65028.0
2021-11-12,1.6145341061391555E20,63601.0
2021-11-13,1.604429041326309E20,64857.0
2021-11-14,1.609399915717282E20,64104.6
2021-11-15,1.6612790435285733E20,64632.0
2021-11-16,1.666280443343143E20,60738.8
2021-11-17,1.6754003196611143E20,59652.8
2021-11-18,1.6530968963946775E20,58525.0
2021-11-19,1.6724983588047494E20,58105.6
2021-11-20,1.6637858872139878E20,57910.0
2021-11-21,1.633461196774765E20,59273.8
2021-11-22,1.6162249423250693E20,58280.0
2021-11-23,1.6031201803571986E20,56905.6
2021-11-24,1.60460335470795E20,57080.0
2021-11-25,1.5899557799120952E20,59240.2
2021-11-26,1.545652234618704E20,54461.0
2021-11-27,1.563315987641531E20,55034.0
2021-11-28,1.538185802646328E20,54539.0
2021-11-29,1.5631694043911773E20,57094.5
2021-11-30,1.5684118480238356E20,57339.1
2021-12-01,1.5429712371383982E20,58678.1
2021-12-02,1.53571638634407E20,56436.0
2021-12-03,1.6069195487847344E20,55995.4
2021-12-04,1.649230531133971E20,48280.0
2021-12-05,1.6770902356781282E20,48053.7
2021-12-06,1.7025160837145523E20,48726.0
2021-12-07,1.768950372834512E20,51855.0
2021-12-08,1.82693493921296E20,50706.1
2021-12-09,1.8048795101253694E20,48420.0
2021-12-10,1.7884593152804556E20,47975.0
2021-12-11,1.7827901817421057E20,48790.7
2021-12-12,1.794247842307831E20,49634.3
2021-12-13,1.7667672570082076E20,47126.6
2021-12-14,1.757717620271705E20,47056.0
2021-12-15,1.7272169514803642E20,46794.1
2021-12-16,1.7148140326724967E20,48637.0
2021-12-17,1.7055067364271443E20,46704.0
2021-12-18,1.6763980943076105E20,46922.0
2021-12-19,1.686055331131588E20,47265.0
2021-12-20,1.6617843427398828E20,46041.0
2021-12-21,1.6815164562685438E20,48418.8
2021-12-22,1.706174235143416E20,49223.0
2021-12-23,1.740346079170972E20,48999.0
2021-12-24,1.7485966844803924E20,50989.0
2021-12-25,1.8021758375402252E20,50816.0
2021-12-26,1.7812040086327915E20,50081.6
2021-12-27,1.7850378859187608E20,51493.0
2021-12-28,1.761780503741962E20,48990.0
2021-12-29,1.7415380631352214E20,48197.0
2021-12-30,1.7104312656580837E20,47207.0
2021-12-31,1.6957635678971485E20,47983.1
2022-01-01,1.730469099947139E20,47214.8
2022-01-02,1.7891986331871337E20,47353.9
2022-01-03,1.789137708431131E20,46660.1
2022-01-04,1.7913366704406207E20,47067.0
2022-01-05,1.7935655339315603E20,46582.0
2022-01-06,1.8157613858396324E20,43060.0
2022-01-07,1.819326257457829E20,41119.0
2022-01-08,1.7771488699071617E20,41724.0
2022-01-09,1.722346396091614E20,41700.0
2022-01-10,1.7300969478916384E20,40897.0
2022-01-11,1.7144514514504332E20,41660.0
2022-01-12,1.728863581824699E20,43515.0
2022-01-13,1.790122468158856E20,42980.0
2022-01-14,1.830657002946375E20,43095.0
2022-01-15,1.9031849009088135E20,43495.0
2022-01-16,1.922972529819686E20,43235.0
2022-01-17,2.0017838063948307E20,42569.0
2022-01-18,1.9720039861126922E20,41703.0
2022-01-19,1.975393114725217E20,42014.0
2022-01-20,2.0136992771539806E20,43312.4
2022-01-21,1.9342371852305885E20,39161.0
2022-01-22,1.9051020200462172E20,34944.0
2022-01-23,1.881472374093237E20,35303.1
2022-01-24,1.8660873464164657E20,34470.0
2022-01-25,1.9137153350836545E20,36717.0
2022-01-26,1.8886124396883427E20,38006.0
2022-01-27,1.833104361008229E20,36658.0
2022-01-28,1.8786728518193775E20,37240.0
2022-01-29,1.8760847946311572E20,37541.0
2022-01-30,1.9362080869387816E20,38044.0
2022-01-31,1.8917023739777676E20,37831.0
2022-02-01,1.923118205807312E20,38625.4
2022-02-02,1.9306050009815165E20,37390.7
2022-02-03,1.9610009672694487E20,36996.0
2022-02-04,1.9579648444369148E20,39570.0
2022-02-05,1.9145764478440944E20,41838.0
2022-02-06,1.8867957709694517E20,41583.0
2022-02-07,1.9032124532568886E20,43876.0
2022-02-08,1.8874086748257826E20,43561.0
2022-02-09,1.8579707174002128E20,43889.3
2022-02-10,1.8580426039635653E20,45182.0
2022-02-11,1.851488046218203E20,43109.0
2022-02-12,1.9685582021533008E20,42169.0
2022-02-13,2.00993849317701E20,42672.0
2022-02-14,2.064673279461293E20,42619.3
2022-02-15,2.121046701865251E20,44209.5
2022-02-16,2.1526692020748802E20,43695.0
2022-02-17,2.1866374880229294E20,41934.7
2022-02-18,2.139615987579139E20,39725.8
2022-02-19,2.0674402870221606E20,40026.0
2022-02-20,2.0637153155910576E20,38432.0
2022-02-21,2.020366162234655E20,38867.0
2022-02-22,1.9811174112923383E20,37856.0
2022-02-23,1.9872009738514786E20,38594.0
2022-02-24,1.969664584650534E20,35964.0
2022-02-25,1.9667595312701882E20,39486.6
2022-02-26,1.9363292358411308E20,39317.0
2022-02-27,1.8860201635117213E20,39337.0
2022-02-28,1.9282193244159138E20,40861.2
2022-03-01,1.970751381930753E20,43698.0
2022-03-02,1.9592044963561328E20,44199.0
2022-03-03,1.9736039073987713E20,42548.0
2022-03-04,1.982405385915546E20,40781.0
2022-03-05,1.97035901597E20,39231.0
2022-03-06,1.9806578958195186E20,38920.0
2022-03-07,1.967046235498479E20,39060.0
2022-03-08,1.912232668810583E20,38614.0
2022-03-09,1.9008828839459104E20,42439.0
2022-03-10,1.902825489841056E20,39235.0
2022-03-11,1.902165161097665E20,39106.0
2022-03-12,1.9331201157382105E20,39130.0
2022-03-13,2.0089201292367046E20,38986.0
2022-03-14,2.0235205676692917E20,38957.0
2022-03-15,2.006696223684572E20,39017.9
2022-03-16,2.0298534318546253E20,40664.0
2022-03-17,2.0393942750364552E20,40926.0
2022-03-18,2.0826453153127645E20,40930.0
2022-03-19,2.032166700886604E20,41974.0
2022-03-20,2.053609669651252E20,41405.0
2022-03-21,2.0586159472555046E20,41199.0
2022-03-22,2.1008697490114134E20,42660.0
2022-03-23,2.048113444310229E20,42650.0
2022-03-24,2.052114783042903E20,44022.9
2022-03-25,2.0351219351377307E20,44231.0
2022-03-26,2.0657969749776764E20,44257.0
2022-03-27,2.047159264704581E20,44784.0
2022-03-28,2.032403998651927E20,47431.0
2022-03-29,2.0410983159660387E20,47504.0
2022-03-30,2.0444407527025997E20,47132.0
2022-03-31,2.002978562583187E20,46482.0
2022-04-01,2.026413721002102E20,46543.0
2022-04-02,1.9568263324677633E20,46271.0
2022-04-03,1.9658986902173725E20,46420.0
2022-04-04,2.013272726577665E20,45692.0
2022-04-05,2.0040722548917957E20,45777.3
2022-04-06,2.0286072616585586E20,44170.0
2022-04-07,2.0502984353047446E20,43361.0
2022-04-08,2.0135724304748642E20,43665.0
2022-04-09,2.051511716117034E20,42296.0
2022-04-10,2.080165029372727E20,42779.0
2022-04-11,2.042752038676519E20,40756.0
2022-04-12,2.0255082363625754E20,40363.0
2022-04-13,2.0059162863551008E20,41253.0
2022-04-14,2.0152053557653678E20,40063.0
2022-04-15,2.048955800202358E20,40430.7
2022-04-16,2.0210752502218306E20,40086.0
2022-04-17,2.0402028530302737E20,40464.0
2022-04-18,2.0574700491950034E20,39264.0
2022-04-19,2.0136597291688477E20,41481.0
2022-04-20,2.030358431168448E20,41285.0
2022-04-21,2.0818904216310907E20,42189.0
2022-04-22,2.0605398236343478E20,39413.0
2022-04-23,2.12590638890789E20,39811.0
2022-04-24,2.1154069862580227E20,39676.0
2022-04-25,2.1586798339592228E20,39053.0
2022-04-26,2.2264455993777023E20,38722.0
2022-04-27,2.2326994704207472E20,38959.0
2022-04-28,2.1667446420841254E20,39424.3
2022-04-29,2.199960962271248E20,39001.1
2022-04-30,2.198793364121053E20,38535.0
2022-05-01,2.2237417648687386E20,38500.0
2022-05-02,2.2358359187828084E20,38676.0
2022-05-03,2.263374241250026E20,38347.0
2022-05-04,2.2366473535043397E20,39030.0
2022-05-05,2.2975317312492775E20,36796.0
2022-05-06,2.260787234083068E20,36060.0
2022-05-07,2.2817305210209888E20,36009.0
2022-05-08,2.2380482704598E20,34383.3
2022-05-09,2.2153702054169618E20,32330.5
2022-05-10,2.212319165688786E20,31289.0
2022-05-11,2.2196306545283308E20,31109.0
2022-05-12,2.2415534542769737E20,29100.0
2022-05-13,2.2618698566191356E20,30454.0
2022-05-14,2.2268774030360655E20,28780.5
2022-05-15,2.179572183470754E20,30002.5
2022-05-16,2.2085611815804682E20,29629.0
2022-05-17,2.2441793224956392E20,30160.0
2022-05-18,2.223651575634005E20,29014.0
2022-05-19,2.17631251925584E20,30360.8
2022-05-20,2.1558699591703478E20,29109.6
2022-05-21,2.1127683153328095E20,29510.6
2022-05-22,2.1123922710860707E20,29889.0
2022-05-23,2.12386882527402E20,30343.9
2022-05-24,2.0988130231137377E20,29380.9
2022-05-25,2.0621083309558494E20,29634.0
2022-05-26,2.091061921438955E20,29422.0
2022-05-27,2.0931779286817892E20,28802.1
2022-05-28,2.1430999119408955E20,28968.0
2022-05-29,2.137301465280822E20,29185.8
2022-05-30,2.1443865329032082E20,30642.0
2022-05-31,2.1535602145767896E20,32054.3
2022-06-01,2.1572508397344155E20,30832.0
2022-06-02,2.1104456096268435E20,30274.0
2022-06-03,2.1273445194909765E20,29527.0
2022-06-04,2.110473138180672E20,29849.0
2022-06-05,2.0808304035230823E20,29951.3
2022-06-06,2.0844225716464507E20,31489.0
2022-06-07,2.115605969129513E20,29880.0
2022-06-08,2.1761810922046662E20,30494.0
2022-06-09,2.2873032626493994E20,30298.0
2022-06-10,2.326744490908516E20,29436.0
2022-06-11,2.3493251049743188E20,28374.3
