Time,BTC mining difficulty,Price
2009-06-24,1.0,null
2009-06-25,1.0,null
2009-06-26,1.0,null
2009-06-27,1.0,null
2009-06-28,1.0,null
2009-06-29,1.0,null
2009-06-30,1.0,null
2009-07-01,1.0,null
2009-07-02,1.0,null
2009-07-03,1.0,null
2009-07-04,1.0,null
2009-07-05,1.0,null
2009-07-06,1.0,null
2009-07-07,1.0,null
2009-07-08,1.0,null
2009-07-09,1.0,null
2009-07-10,1.0,null
2009-07-11,1.0,null
2009-07-12,1.0,null
2009-07-13,1.0,null
2009-07-14,1.0,null
2009-07-15,1.0,null
2009-07-16,1.0,null
2009-07-17,1.0,null
2009-07-18,1.0,null
2009-07-19,1.0,null
2009-07-20,1.0,null
2009-07-21,1.0,null
2009-07-22,1.0,null
2009-07-23,1.0,null
2009-07-24,1.0,null
2009-07-25,1.0,null
2009-07-26,1.0,null
2009-07-27,1.0,null
2009-07-28,1.0,null
2009-07-29,1.0,null
2009-07-30,1.0,null
2009-07-31,1.0,null
2009-08-01,1.0,null
2009-08-02,1.0,null
2009-08-03,1.0,null
2009-08-04,1.0,null
2009-08-05,1.0,null
2009-08-06,1.0,null
2009-08-07,1.0,null
2009-08-08,1.0,null
2009-08-09,1.0,null
2009-08-10,1.0,null
2009-08-11,1.0,null
2009-08-12,1.0,null
2009-08-13,1.0,null
2009-08-14,1.0,null
2009-08-15,1.0,null
2009-08-16,1.0,null
2009-08-17,1.0,null
2009-08-18,1.0,null
2009-08-19,1.0,null
2009-08-20,1.0,null
2009-08-21,1.0,null
2009-08-22,1.0,null
2009-08-23,1.0,null
2009-08-24,1.0,null
2009-08-25,1.0,null
2009-08-26,1.0,null
2009-08-27,1.0,null
2009-08-28,1.0,null
2009-08-29,1.0,null
2009-08-30,1.0,null
2009-08-31,1.0,null
2009-09-01,1.0,null
2009-09-02,1.0,null
2009-09-03,1.0,null
2009-09-04,1.0,null
2009-09-05,1.0,null
2009-09-06,1.0,null
2009-09-07,1.0,null
2009-09-08,1.0,null
2009-09-09,1.0,null
2009-09-10,1.0,null
2009-09-11,1.0,null
2009-09-12,1.0,null
2009-09-13,1.0,null
2009-09-14,1.0,null
2009-09-15,1.0,null
2009-09-16,1.0,null
2009-09-17,1.0,null
2009-09-18,1.0,null
2009-09-19,1.0,null
2009-09-20,1.0,null
2009-09-21,1.0,null
2009-09-22,1.0,null
2009-09-23,1.0,null
2009-09-24,1.0,null
2009-09-25,1.0,null
2009-09-26,1.0,null
2009-09-27,1.0,null
2009-09-28,1.0,null
2009-09-29,1.0,null
2009-09-30,1.0,null
2009-10-01,1.0,null
2009-10-02,1.0,null
2009-10-03,1.0,null
2009-10-04,1.0,null
2009-10-05,1.0,null
2009-10-06,1.0,null
2009-10-07,1.0,null
2009-10-08,1.0,null
2009-10-09,1.0,null
2009-10-10,1.0,null
2009-10-11,1.0,null
2009-10-12,1.0,null
2009-10-13,1.0,null
2009-10-14,1.0,null
2009-10-15,1.0,null
2009-10-16,1.0,null
2009-10-17,1.0,null
2009-10-18,1.0,null
2009-10-19,1.0,null
2009-10-20,1.0,null
2009-10-21,1.0,null
2009-10-22,1.0,null
2009-10-23,1.0,null
2009-10-24,1.0,null
2009-10-25,1.0,null
2009-10-26,1.0,null
2009-10-27,1.0,null
2009-10-28,1.0,null
2009-10-29,1.0,null
2009-10-30,1.0,null
2009-10-31,1.0,null
2009-11-01,1.0,null
2009-11-02,1.0,null
2009-11-03,1.0,null
2009-11-04,1.0,null
2009-11-05,1.0,null
2009-11-06,1.0,null
2009-11-07,1.0,null
2009-11-08,1.0,null
2009-11-09,1.0,null
2009-11-10,1.0,null
2009-11-11,1.0,null
2009-11-12,1.0,null
2009-11-13,1.0,null
2009-11-14,1.0,null
2009-11-15,1.0,null
2009-11-16,1.0,null
2009-11-17,1.0,null
2009-11-18,1.0,null
2009-11-19,1.0,null
2009-11-20,1.0,null
2009-11-21,1.0,null
2009-11-22,1.0,null
2009-11-23,1.0,null
2009-11-24,1.0,null
2009-11-25,1.0,null
2009-11-26,1.0,null
2009-11-27,1.0,null
2009-11-28,1.0,null
2009-11-29,1.0,null
2009-11-30,1.0,null
2009-12-01,1.0,null
2009-12-02,1.0,null
2009-12-03,1.0,null
2009-12-04,1.0,null
2009-12-05,1.0,null
2009-12-06,1.0,null
2009-12-07,1.0,null
2009-12-08,1.0,null
2009-12-09,1.0,null
2009-12-10,1.0,null
2009-12-11,1.0,null
2009-12-12,1.0,null
2009-12-13,1.0,null
2009-12-14,1.0,null
2009-12-15,1.0,null
2009-12-16,1.0,null
2009-12-17,1.0,null
2009-12-18,1.0,null
2009-12-19,1.0,null
2009-12-20,1.0,null
2009-12-21,1.0,null
2009-12-22,1.0,null
2009-12-23,1.0,null
2009-12-24,1.0,null
2009-12-25,1.0,null
2009-12-26,1.0,null
2009-12-27,1.0,null
2009-12-28,1.0,null
2009-12-29,1.0,null
2009-12-30,1.1828995343128408,null
2009-12-31,1.1828995343128408,null
2010-01-01,1.1828995343128408,null
2010-01-02,1.1828995343128408,null
2010-01-03,1.1828995343128408,null
2010-01-04,1.1828995343128408,null
2010-01-05,1.1828995343128408,null
2010-01-06,1.1828995343128408,null
2010-01-07,1.1828995343128408,null
2010-01-08,1.1828995343128408,null
2010-01-09,1.1828995343128408,null
2010-01-10,1.1828995343128408,null
2010-01-11,1.1828995343128408,null
2010-01-12,1.3050621315915245,null
2010-01-13,1.3050621315915245,null
2010-01-14,1.3050621315915245,null
2010-01-15,1.3050621315915245,null
2010-01-16,1.3050621315915245,null
2010-01-17,1.3050621315915245,null
2010-01-18,1.3050621315915245,null
2010-01-19,1.3050621315915245,null
2010-01-20,1.3050621315915245,null
2010-01-21,1.3050621315915245,null
2010-01-22,1.3050621315915245,null
2010-01-23,1.3050621315915245,null
2010-01-24,1.3050621315915245,null
2010-01-25,1.3442249707710294,null
2010-01-26,1.3442249707710294,null
2010-01-27,1.3442249707710294,null
2010-01-28,1.3442249707710294,null
2010-01-29,1.3442249707710294,null
2010-01-30,1.3442249707710294,null
2010-01-31,1.3442249707710294,null
2010-02-01,1.3442249707710294,null
2010-02-02,1.3442249707710294,null
2010-02-03,1.3442249707710294,null
2010-02-04,1.3442249707710294,null
2010-02-05,1.818648536145414,null
2010-02-06,1.818648536145414,null
2010-02-07,1.818648536145414,null
2010-02-08,1.818648536145414,null
2010-02-09,1.818648536145414,null
2010-02-10,1.818648536145414,null
2010-02-11,1.818648536145414,null
2010-02-12,1.818648536145414,null
2010-02-13,1.818648536145414,null
2010-02-14,1.818648536145414,null
2010-02-15,2.527738215072359,null
2010-02-16,2.527738215072359,null
2010-02-17,2.527738215072359,null
2010-02-18,2.527738215072359,null
2010-02-19,2.527738215072359,null
2010-02-20,2.527738215072359,null
2010-02-21,2.527738215072359,null
2010-02-22,2.527738215072359,null
2010-02-23,2.527738215072359,null
2010-02-24,3.781179252033766,null
2010-02-25,3.781179252033766,null
2010-02-26,3.781179252033766,null
2010-02-27,3.781179252033766,null
2010-02-28,3.781179252033766,null
2010-03-01,3.781179252033766,null
2010-03-02,3.781179252033766,null
2010-03-03,3.781179252033766,null
2010-03-04,3.781179252033766,null
2010-03-05,3.781179252033766,null
2010-03-06,3.781179252033766,null
2010-03-07,3.781179252033766,null
2010-03-08,4.531081750070693,null
2010-03-09,4.531081750070693,null
2010-03-10,4.531081750070693,null
2010-03-11,4.531081750070693,null
2010-03-12,4.531081750070693,null
2010-03-13,4.531081750070693,null
2010-03-14,4.531081750070693,null
2010-03-15,4.531081750070693,null
2010-03-16,4.531081750070693,null
2010-03-17,4.531081750070693,null
2010-03-18,4.531081750070693,null
2010-03-19,4.531081750070693,null
2010-03-20,4.531081750070693,null
2010-03-21,4.531081750070693,null
2010-03-22,4.56516291033707,null
2010-03-23,4.56516291033707,null
2010-03-24,4.56516291033707,null
2010-03-25,4.56516291033707,null
2010-03-26,4.56516291033707,null
2010-03-27,4.56516291033707,null
2010-03-28,4.56516291033707,null
2010-03-29,4.56516291033707,null
2010-03-30,4.56516291033707,null
2010-03-31,4.56516291033707,null
2010-04-01,6.085476906000794,null
2010-04-02,6.085476906000794,null
2010-04-03,6.085476906000794,null
2010-04-04,6.085476906000794,null
2010-04-05,6.085476906000794,null
2010-04-06,6.085476906000794,null
2010-04-07,6.085476906000794,null
2010-04-08,6.085476906000794,null
2010-04-09,6.085476906000794,null
2010-04-10,6.085476906000794,null
2010-04-11,6.085476906000794,null
2010-04-12,7.819796993353832,null
2010-04-13,7.819796993353832,null
2010-04-14,7.819796993353832,null
2010-04-15,7.819796993353832,null
2010-04-16,7.819796993353832,null
2010-04-17,7.819796993353832,null
2010-04-18,7.819796993353832,null
2010-04-19,7.819796993353832,null
2010-04-20,7.819796993353832,null
2010-04-21,7.819796993353832,null
2010-04-22,11.464315805514119,null
2010-04-23,11.464315805514119,null
2010-04-24,11.464315805514119,null
2010-04-25,11.464315805514119,null
2010-04-26,11.464315805514119,null
2010-04-27,11.464315805514119,null
2010-04-28,11.464315805514119,null
2010-04-29,11.464315805514119,null
2010-04-30,11.464315805514119,null
2010-05-01,11.464315805514119,null
2010-05-02,11.464315805514119,null
2010-05-03,11.464315805514119,null
2010-05-04,12.849183147823783,null
2010-05-05,12.849183147823783,null
2010-05-06,12.849183147823783,null
2010-05-07,12.849183147823783,null
2010-05-08,12.849183147823783,null
2010-05-09,12.849183147823783,null
2010-05-10,12.849183147823783,null
2010-05-11,12.849183147823783,null
2010-05-12,12.849183147823783,null
2010-05-13,12.849183147823783,null
2010-05-14,12.849183147823783,null
2010-05-15,12.849183147823783,null
2010-05-16,12.849183147823783,null
2010-05-17,12.849183147823783,null
2010-05-18,12.849183147823783,null
2010-05-19,11.846228149704709,null
2010-05-20,11.846228149704709,null
2010-05-21,11.846228149704709,null
2010-05-22,11.846228149704709,null
2010-05-23,11.846228149704709,null
2010-05-24,11.846228149704709,null
2010-05-25,11.846228149704709,null
2010-05-26,11.846228149704709,null
2010-05-27,11.846228149704709,null
2010-05-28,11.846228149704709,null
2010-05-29,16.619078751857355,null
2010-05-30,16.619078751857355,null
2010-05-31,16.619078751857355,null
2010-06-01,16.619078751857355,null
2010-06-02,16.619078751857355,null
2010-06-03,16.619078751857355,null
2010-06-04,16.619078751857355,null
2010-06-05,16.619078751857355,null
2010-06-06,16.619078751857355,null
2010-06-07,16.619078751857355,null
2010-06-08,16.619078751857355,null
2010-06-09,16.619078751857355,null
2010-06-10,16.619078751857355,null
2010-06-11,16.619078751857355,null
2010-06-12,17.38148815814011,null
2010-06-13,17.38148815814011,null
2010-06-14,17.38148815814011,null
2010-06-15,17.38148815814011,null
2010-06-16,17.38148815814011,null
2010-06-17,17.38148815814011,null
2010-06-18,17.38148815814011,null
2010-06-19,17.38148815814011,null
2010-06-20,17.38148815814011,null
2010-06-21,17.38148815814011,null
2010-06-22,17.38148815814011,null
2010-06-23,17.38148815814011,null
2010-06-24,19.40479632838217,null
2010-06-25,19.40479632838217,null
2010-06-26,19.40479632838217,null
2010-06-27,19.40479632838217,null
2010-06-28,19.40479632838217,null
2010-06-29,19.40479632838217,null
2010-06-30,19.40479632838217,null
2010-07-01,19.40479632838217,null
2010-07-02,19.40479632838217,null
2010-07-03,19.40479632838217,null
2010-07-04,19.40479632838217,null
2010-07-05,19.40479632838217,null
2010-07-06,23.50125722290317,null
2010-07-07,23.50125722290317,null
2010-07-08,23.50125722290317,null
2010-07-09,23.50125722290317,null
2010-07-10,23.50125722290317,null
2010-07-11,23.50125722290317,null
2010-07-12,23.50125722290317,null
2010-07-13,45.38582234101263,null
2010-07-14,45.38582234101263,null
2010-07-15,45.38582234101263,null
2010-07-16,45.38582234101263,null
2010-07-17,181.5432893640505,0.049510000000000005
2010-07-18,181.5432893640505,0.08584
2010-07-19,181.5432893640505,0.0808
2010-07-20,181.5432893640505,0.07473333333333332
2010-07-21,181.5432893640505,0.07921
2010-07-22,181.5432893640505,0.055945
2010-07-23,181.5432893640505,0.062283333333333336
2010-07-24,181.5432893640505,0.05454
2010-07-25,181.5432893640505,0.0505
2010-07-26,181.5432893640505,0.056
2010-07-27,244.21322309237533,0.059844444444444436
2010-07-28,244.21322309237533,0.0589
2010-07-29,244.21322309237533,0.06920000000000001
2010-07-30,244.21322309237533,0.06428333333333333
2010-07-31,244.21322309237533,0.06785
2010-08-01,244.21322309237533,0.0611
2010-08-02,244.21322309237533,0.06
2010-08-03,244.21322309237533,0.06
2010-08-04,244.21322309237533,0.05795
2010-08-05,244.21322309237533,0.061
2010-08-06,352.16120906801007,0.0621
2010-08-07,352.16120906801007,0.059
2010-08-08,352.16120906801007,0.0609
2010-08-09,352.16120906801007,0.071
2010-08-10,352.16120906801007,0.07
2010-08-11,352.16120906801007,0.067
2010-08-12,352.16120906801007,0.07
2010-08-13,352.16120906801007,0.0645
2010-08-14,352.16120906801007,0.067
2010-08-15,511.77353425660425,0.06529
2010-08-16,511.77353425660425,0.0655
2010-08-17,511.77353425660425,0.07
2010-08-18,511.77353425660425,0.068
2010-08-19,511.77353425660425,0.0667
2010-08-20,511.77353425660425,0.0655
2010-08-21,511.77353425660425,0.0664
2010-08-22,511.77353425660425,0.066
2010-08-23,511.77353425660425,0.06491
2010-08-24,511.77353425660425,0.065
2010-08-25,511.77353425660425,0.0648
2010-08-26,511.77353425660425,0.064
2010-08-27,623.3869598689275,0.065
2010-08-28,623.3869598689275,0.0646
2010-08-29,623.3869598689275,0.064
2010-08-30,623.3869598689275,0.06497
2010-08-31,623.3869598689275,0.06
2010-09-01,623.3869598689275,0.062300000000000015
2010-09-02,623.3869598689275,0.0631
2010-09-03,623.3869598689275,0.06085
2010-09-04,623.3869598689275,0.06238
2010-09-05,623.3869598689275,0.0616
2010-09-06,623.3869598689275,0.0616
2010-09-07,623.3869598689275,0.061505
2010-09-08,712.8848645520973,0.061495
2010-09-09,712.8848645520973,0.06111000000000001
2010-09-10,712.8848645520973,0.0618
2010-09-11,712.8848645520973,0.06366000000000001
2010-09-12,712.8848645520973,0.0615
2010-09-13,712.8848645520973,0.062179999999999985
2010-09-14,712.8848645520973,0.06199
2010-09-15,712.8848645520973,0.0604
2010-09-16,712.8848645520973,0.0618
2010-09-17,712.8848645520973,0.05938
2010-09-18,712.8848645520973,0.061
2010-09-19,917.8307413015116,0.0627
2010-09-20,917.8307413015116,0.0621
2010-09-21,917.8307413015116,0.06265
2010-09-22,917.8307413015116,0.062038
2010-09-23,917.8307413015116,0.06231
2010-09-24,917.8307413015116,0.0622
2010-09-25,917.8307413015116,0.06202000000000001
2010-09-26,917.8307413015116,0.06219
2010-09-27,917.8307413015116,0.0622
2010-09-28,917.8307413015116,0.061904999999999995
2010-09-29,1318.6700501535925,0.06183
2010-09-30,1318.6700501535925,0.0619
2010-10-01,1318.6700501535925,0.06197
2010-10-02,1318.6700501535925,0.0614
2010-10-03,1318.6700501535925,0.06111000000000001
2010-10-04,1318.6700501535925,0.06129
2010-10-05,1318.6700501535925,0.0614
2010-10-06,1318.6700501535925,0.06297666666666668
2010-10-07,1318.6700501535925,0.067
2010-10-08,1318.6700501535925,0.084925
2010-10-09,1318.6700501535925,0.0938
2010-10-10,1318.6700501535925,0.0965
2010-10-11,1318.6700501535925,0.095
2010-10-12,1378.0281650373263,0.0949
2010-10-13,1378.0281650373263,0.105
2010-10-14,1378.0281650373263,0.102
2010-10-15,1378.0281650373263,0.105
2010-10-16,1378.0281650373263,0.101
2010-10-17,1378.0281650373263,0.102
2010-10-18,1378.0281650373263,0.1024
2010-10-19,1378.0281650373263,0.09715
2010-10-20,1378.0281650373263,0.099
2010-10-21,2149.021814946726,0.107
2010-10-22,2149.021814946726,0.106
2010-10-23,2149.021814946726,0.104995
2010-10-24,2149.021814946726,0.11501
2010-10-25,2149.021814946726,0.132
2010-10-26,2149.021814946726,0.1503
2010-10-27,2149.021814946726,0.1877
2010-10-28,2149.021814946726,0.1731
2010-10-29,2149.021814946726,0.19
2010-10-30,2149.021814946726,0.1989
2010-10-31,3091.736890411797,0.1925
2010-11-01,3091.736890411797,0.1955
2010-11-02,3091.736890411797,0.1938
2010-11-03,3091.736890411797,0.1931
2010-11-04,3091.736890411797,0.23
2010-11-05,3091.736890411797,0.2639
2010-11-06,3091.736890411797,0.38
2010-11-07,3091.736890411797,0.34
2010-11-08,3091.736890411797,0.243
2010-11-09,4536.353723275037,0.21
2010-11-10,4536.353723275037,0.2362
2010-11-11,4536.353723275037,0.2231
2010-11-12,4536.353723275037,0.2682
2010-11-13,4536.353723275037,0.276
2010-11-14,4536.353723275037,0.27904
2010-11-15,4536.353723275037,0.2682
2010-11-16,4536.353723275037,0.225
2010-11-17,4536.353723275037,0.24736666666666665
2010-11-18,4536.353723275037,0.2678
2010-11-19,6866.8986489727395,0.2752
2010-11-20,6866.8986489727395,0.283955
2010-11-21,6866.8986489727395,0.27675
2010-11-22,6866.8986489727395,0.2843
2010-11-23,6866.8986489727395,0.28295
2010-11-24,6866.8986489727395,0.28299
2010-11-25,6866.8986489727395,0.28
2010-11-26,6866.8986489727395,0.2844
2010-11-27,6866.8986489727395,0.28300000000000003
2010-11-28,6866.8986489727395,0.2710819672131145
2010-11-29,6866.8986489727395,0.23305
2010-11-30,6866.8986489727395,0.2082
2010-12-01,8078.195257925088,0.2275
2010-12-02,8078.195257925088,0.255
2010-12-03,8078.195257925088,0.25105
2010-12-04,8078.195257925088,0.206
2010-12-05,8078.195257925088,0.195
2010-12-06,8078.195257925088,0.204
2010-12-07,8078.195257925088,0.2366
2010-12-08,8078.195257925088,0.2388
2010-12-09,8078.195257925088,0.192105
2010-12-10,12251.9997603745,0.20385
2010-12-11,12251.9997603745,0.228
2010-12-12,12251.9997603745,0.22
2010-12-13,12251.9997603745,0.2299
2010-12-14,12251.9997603745,0.24669
2010-12-15,12251.9997603745,0.24
2010-12-16,12251.9997603745,0.24996
2010-12-17,12251.9997603745,0.24
2010-12-18,12251.9997603745,0.241
2010-12-19,12251.9997603745,0.2401
2010-12-20,12251.9997603745,0.267
2010-12-21,12251.9997603745,0.24
2010-12-22,14484.162361225399,0.25
2010-12-23,14484.162361225399,0.24875250000000002
2010-12-24,14484.162361225399,0.248
2010-12-25,14484.162361225399,0.2499
2010-12-26,14484.162361225399,0.265
2010-12-27,14484.162361225399,0.265
2010-12-28,14484.162361225399,0.281
2010-12-29,14484.162361225399,0.2998
2010-12-30,14484.162361225399,0.3
2010-12-31,14484.162361225399,0.3
2011-01-01,14484.162361225399,0.3
2011-01-02,14484.162361225399,0.29997
2011-01-03,16307.420938523983,0.295
2011-01-04,16307.420938523983,0.29895
2011-01-05,16307.420938523983,0.29892
2011-01-06,16307.420938523983,0.298
2011-01-07,16307.420938523983,0.32
2011-01-08,16307.420938523983,0.3229
2011-01-09,16307.420938523983,0.32299999999999995
2011-01-10,16307.420938523983,0.32659
2011-01-11,16307.420938523983,0.32659
2011-01-12,16307.420938523983,0.3188
2011-01-13,16307.420938523983,0.3176
2011-01-14,16307.420938523983,0.4
2011-01-15,18437.64439216629,0.386
2011-01-16,18437.64439216629,0.38679
2011-01-17,18437.64439216629,0.3495
2011-01-18,18437.64439216629,0.31299
2011-01-19,18437.64439216629,0.31299
2011-01-20,18437.64439216629,0.39
2011-01-21,18437.64439216629,0.419905
2011-01-22,18437.64439216629,0.44399
2011-01-23,18437.64439216629,0.4424
2011-01-24,18437.64439216629,0.4199
2011-01-25,18437.64439216629,0.41
2011-01-26,18437.64439216629,0.41367
2011-01-27,22012.38133799388,0.4212
2011-01-28,22012.38133799388,0.446
2011-01-29,22012.38133799388,0.439
2011-01-30,22012.38133799388,0.47985
2011-01-31,22012.38133799388,0.5501
2011-02-01,22012.38133799388,0.70773
2011-02-02,22012.38133799388,0.716
2011-02-03,22012.38133799388,0.69639
2011-02-04,22012.38133799388,0.8109999999999999
2011-02-05,22012.38133799388,0.90735
2011-02-06,22012.38133799388,0.8968
2011-02-07,22012.38133799388,0.89
2011-02-08,25997.879928814422,0.918
2011-02-09,25997.879928814422,1.084495
2011-02-10,25997.879928814422,0.9751549999999999
2011-02-11,25997.879928814422,1.0700049999999999
2011-02-12,25997.879928814422,1.0799
2011-02-13,25997.879928814422,1.05
2011-02-14,25997.879928814422,1.0753366666666668
2011-02-15,25997.879928814422,1.05
2011-02-16,25997.879928814422,1.028624
2011-02-17,25997.879928814422,1.04
2011-02-18,36459.88692507513,0.8989
2011-02-19,36459.88692507513,0.94898
2011-02-20,36459.88692507513,0.85
2011-02-21,36459.88692507513,0.8345
2011-02-22,36459.88692507513,0.87023
2011-02-23,36459.88692507513,0.9
2011-02-24,36459.88692507513,0.993715
2011-02-25,36459.88692507513,0.9111
2011-02-26,36459.88692507513,0.958
2011-02-27,55589.518126868665,0.89
2011-02-28,55589.518126868665,0.8701
2011-03-01,55589.518126868665,0.92022
2011-03-02,55589.518126868665,0.9399
2011-03-03,55589.518126868665,0.93909
2011-03-04,55589.518126868665,0.9012
2011-03-05,55589.518126868665,0.9103
2011-03-06,55589.518126868665,0.8866299999999999
2011-03-07,55589.518126868665,0.88502
2011-03-08,55589.518126868665,0.8699899999999999
2011-03-09,76192.61934751371,0.86449
2011-03-10,76192.61934751371,0.9329
2011-03-11,76192.61934751371,0.88
2011-03-12,76192.61934751371,0.918
2011-03-13,76192.61934751371,0.89249
2011-03-14,76192.61934751371,0.8949
2011-03-15,76192.61934751371,0.8711200000000001
2011-03-16,76192.61934751371,0.8599899999999999
2011-03-17,76192.61934751371,0.82542
2011-03-18,76192.61934751371,0.81648
2011-03-19,76192.61934751371,0.765
2011-03-20,76192.61934751371,0.7410800000000001
2011-03-21,76192.61934751371,0.75897
2011-03-22,76192.61934751371,0.80901
2011-03-23,76192.61934751371,0.8497100000000001
2011-03-24,76192.61934751371,0.8668799999999999
2011-03-25,68977.78463020959,0.8837700000000001
2011-03-26,68977.78463020959,0.8552
2011-03-27,68977.78463020959,0.8275399999999999
2011-03-28,68977.78463020959,0.79898
2011-03-29,68977.78463020959,0.7925
2011-03-30,68977.78463020959,0.7897
2011-03-31,68977.78463020959,0.78461
2011-04-01,68977.78463020959,0.7741100000000001
2011-04-02,68977.78463020959,0.78199
2011-04-03,68977.78463020959,0.779
2011-04-04,68977.78463020959,0.68
2011-04-05,68977.78463020959,0.71
2011-04-06,82345.64411296662,0.74
2011-04-07,82345.64411296662,0.7538
2011-04-08,82345.64411296662,0.7499899999999999
2011-04-09,82345.64411296662,0.746584
2011-04-10,82345.64411296662,0.7369
2011-04-11,82345.64411296662,0.77
2011-04-12,82345.64411296662,0.86
2011-04-13,82345.64411296662,0.93115
2011-04-14,82345.64411296662,0.99936
2011-04-15,82345.64411296662,0.9869040000000002
2011-04-16,82345.64411296662,1.0499
2011-04-17,82345.64411296662,1.13057
2011-04-18,92347.59095209427,1.16199
2011-04-19,92347.59095209427,1.1965
2011-04-20,92347.59095209427,1.1421
2011-04-21,92347.59095209427,1.208
2011-04-22,92347.59095209427,1.40901
2011-04-23,92347.59095209427,1.665325
2011-04-24,92347.59095209427,1.63011
2011-04-25,92347.59095209427,1.57623
2011-04-26,92347.59095209427,1.7949
2011-04-27,92347.59095209427,1.9
2011-04-28,92347.59095209427,2.2105900000000003
2011-04-29,92347.59095209427,2.88
2011-04-30,109670.1332924774,3.5
2011-05-01,109670.1332924774,3.03311
