Time,LTC total addresses,Price
2019-01-22,37672121,31.68442618
2019-01-23,37695802,32.00195751
2019-01-24,37720211,32.77610895
2019-01-25,37747995,32.98181224
2019-01-26,37777046,33.15052554
2019-01-27,37803825,32.59283623
2019-01-28,37830449,31.1992584
2019-01-29,37858045,31.09711125
2019-01-30,37885072,31.93095399
2019-01-31,37911920,31.65217497
2019-02-01,37940685,32.82707902
2019-02-02,37971199,34.39483005
2019-02-03,37999322,33.43925425
2019-02-04,38028168,34.10862815
2019-02-05,38055213,34.25664628
2019-02-06,38080836,32.9329881
2019-02-07,38108726,33.22241784
2019-02-08,38139048,43.46472029
2019-02-09,38179062,44.79028229
2019-02-10,38210174,46.82740601
2019-02-11,38243228,43.1825393
2019-02-12,38274215,43.92864066
2019-02-13,38305916,41.99764382
2019-02-14,38337690,41.64054918
2019-02-15,38366942,42.69966983
2019-02-16,38395947,43.59476228
2019-02-17,38425890,43.92836922
2019-02-18,38456703,48.04317613
2019-02-19,38489852,47.86467816
2019-02-20,38522448,51.78596438
2019-02-21,38555722,49.15159773
2019-02-22,38587121,49.80573424
2019-02-23,38619062,51.68092808
2019-02-24,38652127,44.67859312
2019-02-25,38681933,46.2130672
2019-02-26,38713066,45.49112994
2019-02-27,38742090,45.58142569
2019-02-28,38772410,46.23725714
2019-03-01,38802933,47.48723852
2019-03-02,38835598,49.01536594
2019-03-03,38863690,48.38032036
2019-03-04,38892340,46.43203351
2019-03-05,38922962,53.13245837
2019-03-06,38955666,55.78427736
2019-03-07,38989210,57.18903354
2019-03-08,39022253,56.09954787
2019-03-09,39054554,58.08689193
2019-03-10,39082513,57.18186389
2019-03-11,39109469,55.42021464
2019-03-12,39138756,56.9970551
2019-03-13,39167459,55.93318433
2019-03-14,39196774,56.58418367
2019-03-15,39229491,58.98925928
2019-03-16,39261868,61.84475248
2019-03-17,39287903,61.24378026
2019-03-18,39315001,60.26480648
2019-03-19,39343550,60.61556823
2019-03-20,39372553,60.84654711
2019-03-21,39402548,59.37832486
2019-03-22,39433409,59.8240014
2019-03-23,39464002,61.34861519
2019-03-24,39489487,60.22387667
2019-03-25,39514933,59.49673729
2019-03-26,39541753,59.34352874
2019-03-27,39569694,62.25142889
2019-03-28,39598121,61.17048611
2019-03-29,39629262,61.3016126
2019-03-30,39667278,60.62196223
2019-03-31,39699712,60.75539786
2019-04-01,39732705,60.67799398
2019-04-02,39773207,76.19325969
2019-04-03,39818425,84.92193788
2019-04-04,39863374,84.98090528
2019-04-05,39897377,88.6778606
2019-04-06,39930278,92.57341716
2019-04-07,39963093,92.31236915
2019-04-08,40087187,89.49304255
2019-04-09,40115992,86.78696151
2019-04-10,40147088,88.37774077
2019-04-11,40232984,79.67799061
2019-04-12,40263085,78.96396119
2019-04-13,40291433,78.2213036
2019-04-14,40317349,82.93752124
2019-04-15,40346458,79.05469905
2019-04-16,40376605,81.34927812
2019-04-17,40405936,79.32746821
2019-04-18,40436897,82.07487824
2019-04-19,40467875,82.56922278
2019-04-20,40497556,81.51249862
2019-04-21,40523422,77.33155912
2019-04-22,40548249,76.94807773
2019-04-23,40577931,74.8450218
2019-04-24,40609243,73.30894315
2019-04-25,40639186,71.24811783
2019-04-26,40670382,73.11534657
2019-04-27,40700174,72.12090375
2019-04-28,40725497,69.72679997
2019-04-29,40753269,67.96038021
2019-04-30,40780525,74.28087406
2019-05-01,40808778,73.65776862
2019-05-02,40833136,73.77717585
2019-05-03,40860067,79.32653441
2019-05-04,40886788,78.06383864
2019-05-05,40912656,75.98436729
2019-05-06,40939110,74.98275661
2019-05-07,40968646,74.69300115
2019-05-08,40996469,74.62028794
2019-05-09,41024618,74.17714037
2019-05-10,41054934,77.1666508
2019-05-11,41089147,89.22225597
2019-05-12,41122224,84.56551105
2019-05-13,41150226,88.05823611
2019-05-14,41186836,91.62040611
2019-05-15,41225326,101.74456602
2019-05-16,41275749,95.58558498
2019-05-17,41317351,88.99523448
2019-05-18,41351462,86.70018943
2019-05-19,41383448,95.32120147
2019-05-20,41417526,91.4936784
2019-05-21,41451035,91.50774852
2019-05-22,41484773,88.21057228
2019-05-23,41517268,89.17677609
2019-05-24,41553704,99.90303405
2019-05-25,41590636,102.67231808
2019-05-26,41620991,111.41860284
2019-05-27,41660456,118.03260328
2019-05-28,41699395,114.93115993
2019-05-29,41737157,115.08123259
2019-05-30,41775892,108.79558041
2019-05-31,41814932,114.53695927
2019-06-01,41848960,112.61926672
2019-06-02,41879372,114.70283772
2019-06-03,41910442,107.46857554
2019-06-04,41944376,102.08782351
2019-06-05,41978121,103.84929019
2019-06-06,42014423,111.10722639
2019-06-07,42049917,117.37440983
2019-06-08,42089824,118.55203559
2019-06-09,42123981,115.13230279
2019-06-10,42162875,129.07143516
2019-06-11,42208515,136.02974045
2019-06-12,42257794,135.65375167
2019-06-13,42303479,131.35176624
2019-06-14,42350917,133.05327285
2019-06-15,42396286,138.1270843
2019-06-16,42439786,137.12225187
2019-06-17,42481294,134.4380985
2019-06-18,42528994,135.1587314
2019-06-19,42572449,136.60319571
2019-06-20,42616039,135.47983606
2019-06-21,42665517,138.88376567
2019-06-22,42729767,141.90304461
2019-06-23,42774851,136.88216775
2019-06-24,42827882,135.53275927
2019-06-25,42872748,136.48939007
2019-06-26,42920507,131.26509817
2019-06-27,42977236,114.40476832
2019-06-28,43018387,120.15009354
2019-06-29,43060740,133.66278729
2019-06-30,43096035,122.24911794
2019-07-01,43131659,122.58371529
2019-07-02,43165391,119.24369945
2019-07-03,43200971,122.56411351
2019-07-04,43236234,119.97692342
2019-07-05,43270111,118.35250797
2019-07-06,43306774,117.82361999
2019-07-07,43344247,120.32087848
2019-07-08,43394561,123.28548477
2019-07-09,43434722,119.43281247
2019-07-10,43482872,108.50025767
2019-07-11,43527338,102.64430143
2019-07-12,43569389,105.30005716
2019-07-13,43609322,101.02479606
2019-07-14,43646801,89.7704786
2019-07-15,43686812,90.9229715
2019-07-16,43724742,79.4999322
2019-07-17,43764822,89.81071962
2019-07-18,43803263,101.0854224
2019-07-19,43842568,98.40265458
2019-07-20,43877241,100.60994111
2019-07-21,43909429,99.62758906
2019-07-22,43942155,95.41738793
2019-07-23,43977511,90.62262985
2019-07-24,44011425,94.30966901
2019-07-25,44044988,93.44631755
2019-07-26,44077382,94.30501523
2019-07-27,44110160,88.88902064
2019-07-28,44139934,89.7693334
2019-07-29,44173152,90.42642453
2019-07-30,44208700,90.56694812
2019-07-31,44243931,98.50957817
2019-08-01,44279082,99.1797222
2019-08-02,44315573,94.9412951
2019-08-03,44352135,94.58088063
2019-08-04,44384274,93.20378193
2019-08-05,44419993,96.83465096
2019-08-06,44461721,93.06971578
2019-08-07,44501280,90.91259868
2019-08-08,44547439,90.0316084
2019-08-09,44593066,84.43937741
2019-08-10,44635339,85.41947628
2019-08-11,44673089,89.75266744
2019-08-12,44713452,85.74922988
2019-08-13,44753240,84.40614405
2019-08-14,44782034,76.06498599
2019-08-15,44810552,76.3889783
2019-08-16,44838581,74.92015389
2019-08-17,44865143,72.79772208
2019-08-18,44889915,76.26994844
2019-08-19,44913789,77.26319053
2019-08-20,44958638,75.19656636
2019-08-21,44988018,72.96495341
2019-08-22,45015720,73.59859578
2019-08-23,45043032,75.4028135
2019-08-24,45070142,73.46361651
2019-08-25,45091748,72.30814717
2019-08-26,45114988,73.85717406
2019-08-27,45154057,72.8362288
2019-08-28,45179306,67.42554186
2019-08-29,45206271,64.09805536
2019-08-30,45231256,64.3329791
2019-08-31,45257637,64.57605323
2019-09-01,45281295,66.14472283
2019-09-02,45305926,66.94495229
2019-09-03,45348442,69.1292589
2019-09-04,45378470,67.28563094
2019-09-05,45409169,65.39556986
2019-09-06,45443663,65.22820135
2019-09-07,45477949,69.03871303
2019-09-08,45521774,70.54936581
2019-09-09,45557972,70.19223668
2019-09-10,45600606,70.82339441
2019-09-11,45637495,69.92214325
2019-09-12,45672414,69.22507318
2019-09-13,45710479,68.98861867
2019-09-14,45747717,70.56230414
2019-09-15,45800713,70.31517682
2019-09-16,45848582,72.57310885
2019-09-17,45928163,74.22122874
2019-09-18,45989833,77.9691339
2019-09-19,46082397,77.05962375
2019-09-20,46151418,75.14909239
2019-09-21,46201128,73.51652871
2019-09-22,46230775,72.61612214
2019-09-23,46289507,66.85189352
2019-09-24,46347132,55.82363961
2019-09-25,46390800,57.65800771
2019-09-26,46426116,55.54061717
2019-09-27,46455763,56.36084944
2019-09-28,46497202,55.68224655
2019-09-29,46529555,54.31954708
2019-09-30,46560420,56.05690877
2019-10-01,46595888,56.05807617
2019-10-02,46621099,56.50892452
2019-10-03,46646901,56.54681453
2019-10-04,46672503,56.85321211
2019-10-05,46700830,56.84387155
2019-10-06,46733705,55.41156909
2019-10-07,46764474,57.78830011
2019-10-08,46799253,57.39858676
2019-10-09,46827580,59.43086584
2019-10-10,46857856,57.77608318
2019-10-11,46887202,56.29696897
2019-10-12,46914877,55.98286968
2019-10-13,46939431,56.71399491
2019-10-14,46964290,56.9754007
2019-10-15,46992513,54.94420813
2019-10-16,47019621,52.92310668
2019-10-17,47043059,54.8844752
2019-10-18,47066578,53.49169243
2019-10-19,47090582,54.03457156
2019-10-20,47111099,54.93437971
2019-10-21,47132392,54.93829826
2019-10-22,47159257,53.74436209
2019-10-23,47183699,49.62795619
2019-10-24,47207152,50.06766592
2019-10-25,47230258,56.93901103
2019-10-26,47256624,56.77525171
2019-10-27,47277889,59.91398883
2019-10-28,47302483,58.1268403
2019-10-29,47341547,59.86962436
2019-10-30,47366013,58.42097163
2019-10-31,47391267,58.78068363
2019-11-01,47413977,58.58364342
2019-11-02,47466875,58.59702496
2019-11-03,47505004,58.62518916
2019-11-04,47527744,61.57305749
2019-11-05,47560056,63.30276443
2019-11-06,47615539,64.26874532
2019-11-07,47638787,61.84322201
2019-11-08,47662566,60.52991777
2019-11-09,47685935,61.95471205
2019-11-10,47709693,63.84146646
2019-11-11,47732284,61.89910685
2019-11-12,47761833,61.3402973
2019-11-13,47784214,61.11134683
2019-11-14,47814998,59.42989428
2019-11-15,47854193,57.8117104
2019-11-16,47882040,58.56543744
2019-11-17,47906467,59.57322771
2019-11-18,47955438,56.80095038
2019-11-19,47987526,55.62398692
2019-11-20,48012938,55.29092301
2019-11-21,48038839,50.88305331
2019-11-22,48066239,47.61553723
2019-11-23,48093281,48.70649129
2019-11-24,48118145,44.73422645
2019-11-25,48144479,45.83033597
2019-11-26,48176268,47.27334136
2019-11-27,48202111,48.00880628
2019-11-28,48229760,47.05694886
2019-11-29,48256808,48.87915797
2019-11-30,48284925,47.47543068
2019-12-01,48310475,47.71117072
2019-12-02,48336384,45.81701669
2019-12-03,48367671,45.38160492
2019-12-04,48392208,45.19295067
2019-12-05,48418193,45.30163951
2019-12-06,48442855,45.67011865
2019-12-07,48470237,45.64049064
2019-12-08,48494808,45.95294499
2019-12-09,48520387,44.93924342
2019-12-10,48550198,44.64424112
2019-12-11,48576191,43.94569631
2019-12-12,48601896,44.08216995
2019-12-13,48627352,44.45057895
2019-12-14,48653459,43.72218612
2019-12-15,48677412,43.75682778
2019-12-16,48702534,40.37425893
2019-12-17,48732751,37.08342904
2019-12-18,48758458,40.77854389
2019-12-19,48783585,39.92029576
2019-12-20,48810277,40.29015876
2019-12-21,48837176,39.99682869
2019-12-22,48860601,41.96519088
2019-12-23,48885777,40.84747457
2019-12-24,48910987,40.6780157
2019-12-25,48939250,40.62956151
2019-12-26,48986254,40.26603551
2019-12-27,49076806,41.17817255
2019-12-28,49165404,42.84252238
2019-12-29,49224754,43.67065925
2019-12-30,49263192,42.74733688
2019-12-31,49322919,41.34007395
2020-01-01,49338925,42.01772107
2020-01-02,49379302,39.82301532
2020-01-03,49402017,42.41557491
2020-01-04,49424316,43.32660811
2020-01-05,49444173,43.55320636
2020-01-06,49466490,45.81635344
2020-01-07,49494627,46.42458175
2020-01-08,49517830,45.65376714
2020-01-09,49540057,45.21593084
2020-01-10,49562124,48.72732772
2020-01-11,49585273,49.2637687
2020-01-12,49606332,51.08073662
2020-01-13,49625422,49.73376765
2020-01-14,49653592,58.47823476
2020-01-15,49679626,58.05284983
2020-01-16,49703146,57.61825573
2020-01-17,49727651,61.48712591
2020-01-18,49755131,59.4086438
2020-01-19,49783393,57.80069364
2020-01-20,49807484,57.20326109
2020-01-21,49835814,57.64788131
2020-01-22,49861373,58.35472454
2020-01-23,49886111,54.63026014
2020-01-24,49911303,54.53178894
2020-01-25,49937172,53.69778845
2020-01-26,49959326,56.21271438
2020-01-27,49981750,58.76326686
2020-01-28,50011869,60.67181578
2020-01-29,50038804,60.07793275
2020-01-30,50066487,68.15906252
2020-01-31,50098231,67.87949262
2020-02-01,50128619,70.82001757
2020-02-02,50158989,70.23154173
2020-02-03,50201915,69.78021932
2020-02-04,50238251,68.19578003
2020-02-05,50275648,72.4931038
2020-02-06,50315525,73.38868617
2020-02-07,50357908,74.35611575
2020-02-08,50394063,76.46756358
2020-02-09,50432817,77.09257993
2020-02-10,50464498,74.33509457
2020-02-11,50501497,76.59739711
2020-02-12,50532503,81.29745113
2020-02-13,50567661,80.40342991
2020-02-14,50599378,82.99034907
2020-02-15,50630204,76.5132459
2020-02-16,50657068,75.15259112
2020-02-17,50682752,73.25130447
2020-02-18,50714783,77.03518149
2020-02-19,50744559,71.13594006
2020-02-20,50772829,69.62484632
2020-02-21,50801172,73.45091885
2020-02-22,50829370,75.1330769
2020-02-23,50854451,79.53665528
2020-02-24,50879355,75.53561999
2020-02-25,50907410,71.18024523
2020-02-26,50936814,61.01430861
2020-02-27,50966475,61.50788573
2020-02-28,50994630,59.76395738
2020-02-29,51023327,58.54326356
2020-03-01,51049155,57.95668772
2020-03-02,51075050,60.99555
2020-03-03,51104705,61.14447561
2020-03-04,51126978,60.38241897
2020-03-05,51172105,62.04545979
2020-03-06,51242243,63.02560065
2020-03-07,51300377,60.54630926
2020-03-08,51355735,51.72860078
2020-03-09,51393188,50.16814728
2020-03-10,51438253,50.25638895
2020-03-11,51473958,48.46378534
2020-03-12,51483427,30.93088292
2020-03-13,51513535,37.43795474
2020-03-14,51537011,34.39658647
2020-03-15,51556780,36.43709163
2020-03-16,51579183,32.8762152
2020-03-17,51602420,33.56387001
2020-03-18,51626645,33.68417723
2020-03-19,51650119,39.07376593
2020-03-20,51676285,38.13195588
2020-03-21,51697534,38.34232788
2020-03-22,51716149,35.62805385
2020-03-23,51735774,38.76576717
2020-03-24,51758540,40.49064582
2020-03-25,51779027,39.15122284
2020-03-26,51799266,40.160597
2020-03-27,51821043,38.91847576
2020-03-28,51842374,38.873758
2020-03-29,51860944,37.33254256
2020-03-30,51881433,39.13828904
2020-03-31,51905807,39.29910172
2020-04-01,51928507,39.38081279
2020-04-02,51950377,39.87416665
2020-04-03,51972317,40.35913504
2020-04-04,51992125,40.67555711
2020-04-05,52012747,40.67013927
2020-04-06,52035101,44.39112198
2020-04-07,52065969,44.6679293
2020-04-08,52093642,46.31985866
2020-04-09,52119981,46.38497906
2020-04-10,52147413,42.26981235
2020-04-11,52173587,42.31909769
2020-04-12,52195958,42.4502857
2020-04-13,52219947,41.20434234
2020-04-14,52249499,41.05384226
2020-04-15,52277615,39.58906929
2020-04-16,52306574,42.6890194
2020-04-17,52335697,42.74503552
2020-04-18,52365586,44.36289744
2020-04-19,52393860,42.63475094
2020-04-20,52424360,40.82838424
2020-04-21,52463108,41.04014175
2020-04-22,52489302,41.8874131
2020-04-23,52516573,42.18554489
2020-04-24,52546660,44.01096465
2020-04-25,52575099,44.71826711
2020-04-26,52602403,45.07620544
2020-04-27,52632358,45.02045011
2020-04-28,52669548,44.25767109
2020-04-29,52704100,46.18187489
2020-04-30,52742968,49.7000663
2020-05-01,52779476,46.835
2020-05-02,52811312,47.442
2020-05-03,52841055,47.645
2020-05-04,52870236,47.299
2020-05-05,52908062,46.532
2020-05-06,52940892,46.974
2020-05-07,52975595,45.986
2020-05-08,53016210,47.185
2020-05-09,53051255,48.285
2020-05-10,53082222,41.65
2020-05-11,53112854,41.77
2020-05-12,53152712,42.501
2020-05-13,53189784,43.169
2020-05-14,53225266,43.946
2020-05-15,53261143,43.198
2020-05-16,53295257,43.154
2020-05-17,53325215,44.256
2020-05-18,53360235,45.104
2020-05-19,53401763,44.911
2020-05-20,53440009,43.697
2020-05-21,53477879,42.538
2020-05-22,53516266,43.974
2020-05-23,53554386,44.16
2020-05-24,53589928,43.426
2020-05-25,53623099,42.659
2020-05-26,53660584,41.835
2020-05-27,53694959,43.634
2020-05-28,53725781,44.489
2020-05-29,53770578,44.527
2020-05-30,53810390,46.719
2020-05-31,53846599,46.313
2020-06-01,53882961,46.783
2020-06-02,53922749,45.722
2020-06-03,53958733,46.844
2020-06-04,53995547,47.849
2020-06-05,54033284,46.944
2020-06-06,54072492,47.004
2020-06-07,54108015,45.807
2020-06-08,54144949,46.226
2020-06-09,54186994,46.163
2020-06-10,54223960,46.197
2020-06-11,54266389,45.097
2020-06-12,54304146,44.793
2020-06-13,54338160,44.762
2020-06-14,54371288,44.342
2020-06-15,54405795,43.272
2020-06-16,54445043,43.552
2020-06-17,54481829,44.293
2020-06-18,54518487,43.533
2020-06-19,54556057,43.519
2020-06-20,54592540,42.717
2020-06-21,54623921,43.343
2020-06-22,54657114,43.765
2020-06-23,54698519,44.292
2020-06-24,54741479,42.319
2020-06-25,54785712,42.511
2020-06-26,54832617,42.921
2020-06-27,54873392,42.404
2020-06-28,54913086,41.789
2020-06-29,54946458,41.466
2020-06-30,54989207,41.293
2020-07-01,55026967,41.842
2020-07-02,55066568,40.82
2020-07-03,55105798,41.413
2020-07-04,55143280,41.517
2020-07-05,55177245,41.399
2020-07-06,55214365,41.601256
2020-07-07,55256704,44.092
2020-07-08,55299212,45.09
2020-07-09,55341214,44.273
2020-07-10,55383349,44.451
2020-07-11,55423700,44.247
2020-07-12,55461196,44.197
2020-07-13,55499133,44.762
2020-07-14,55545454,43.77
2020-07-15,55587926,43.115
2020-07-16,55631482,42.024
2020-07-17,55674538,42.008
2020-07-18,55716150,42.638
2020-07-19,55753636,41.956
2020-07-20,55790236,42.287
2020-07-21,55830547,43.767
2020-07-22,55867797,43.671
2020-07-23,55905967,44.951
2020-07-24,55945996,44.504
2020-07-25,55985402,47.769
2020-07-26,56025882,48.425
2020-07-27,56064983,47.773
2020-07-28,56111275,55.435
2020-07-29,56162815,55.798
2020-07-30,56214915,57.539
2020-07-31,56267919,58.134
2020-08-01,56314323,59.704
2020-08-02,56356159,56.562
2020-08-03,56401306,58.849
2020-08-04,56457438,57.824
2020-08-05,56516643,58.865
2020-08-06,56576048,60.463
2020-08-07,56630865,58.821
2020-08-08,56688561,58.222
2020-08-09,56742760,56.643
2020-08-10,56790307,58.612
2020-08-11,56851913,55.108
2020-08-12,56897212,54.752
2020-08-13,56948604,54.486
2020-08-14,57008670,56.862
2020-08-15,57065313,59.686
2020-08-16,57116252,62.255
2020-08-17,57159848,64.718
2020-08-18,57213196,65.246
2020-08-19,57264525,61.638
2020-08-20,57325366,63.547
2020-08-21,57374836,60.791
2020-08-22,57416642,59.666
2020-08-23,57455250,59.602
2020-08-24,57495209,62.218
2020-08-25,57541189,59.108
2020-08-26,57583642,58.935
2020-08-27,57626406,56.448
2020-08-28,57669288,58.167
2020-08-29,57711461,57.751
2020-08-30,57748348,61.177
2020-08-31,57789426,61.551
2020-09-01,57836992,63.62
2020-09-02,57884671,57.78
2020-09-03,57929664,53.254
2020-09-04,57977240,49.338
2020-09-05,58023000,49.268
2020-09-06,58063379,47.745
2020-09-07,58101165,48.297
2020-09-08,58147153,47.452
2020-09-09,58190468,47.997
2020-09-10,58234377,48.852
2020-09-11,58278478,48.574
2020-09-12,58321483,48.882
2020-09-13,58360111,47.823
2020-09-14,58399828,49.572
2020-09-15,58444287,48.893
2020-09-16,58488116,48.575
2020-09-17,58531110,48.429
2020-09-18,58575337,48.226
2020-09-19,58619208,48.77
2020-09-20,58657462,46.71
2020-09-21,58696938,43.1
2020-09-22,58741966,43.982
2020-09-23,58781771,44.414
2020-09-24,58824143,44.736
2020-09-25,58866388,46.096
2020-09-26,58908690,45.833
2020-09-27,58946118,45.938
2020-09-28,58985774,46.517
2020-09-29,59026573,45.216
2020-09-30,59063270,46.222
2020-10-01,59101197,47.282
2020-10-02,59139721,44.833
2020-10-03,59178880,45.86
2020-10-04,59213341,45.926
2020-10-05,59247349,46.436
2020-10-06,59285616,47.945
2020-10-07,59315984,46.165
2020-10-08,59355775,47.199
2020-10-09,59393459,48.18
2020-10-10,59430946,49.505
2020-10-11,59466146,50.736
2020-10-12,59502123,51.034
2020-10-13,59540951,49.734
2020-10-14,59578254,49.5
2020-10-15,59615537,49.686
2020-10-16,59654274,47.102
2020-10-17,59689726,47.024
2020-10-18,59722335,47.542
2020-10-19,59755763,48.26
2020-10-20,59792910,47.224
2020-10-21,59833032,52.754
2020-10-22,59872939,54.764
2020-10-23,59911886,54.828
2020-10-24,59949418,58.663
2020-10-25,59984646,59.302
2020-10-26,60021414,56.2
2020-10-27,60061164,58.179
2020-10-28,60099864,56.496
2020-10-29,60136199,55.557
2020-10-30,60175528,53.854
2020-10-31,60216132,56.296
2020-11-01,60251681,54.974
2020-11-02,60289714,54.041
2020-11-03,60333692,52.989
2020-11-04,60375477,52.553
2020-11-05,60416615,59.617
2020-11-06,60462011,60.755
2020-11-07,60498699,61.276
2020-11-08,60530426,61.325
2020-11-09,60566748,58.335
2020-11-10,60608160,57.707
2020-11-11,60647373,59.769
2020-11-12,60686767,59.011
2020-11-13,60730515,65.34
2020-11-14,60771633,63.1
2020-11-15,60808346,62.936
2020-11-16,60849166,71.584
2020-11-17,60894779,72.998
2020-11-18,60937703,71.439
2020-11-19,60978806,80.913
2020-11-20,61023154,82.127
2020-11-21,61067330,86.569
2020-11-22,61109579,82.73
2020-11-23,61152349,86.158
2020-11-24,61205715,90.565
2020-11-25,61254985,87.712
2020-11-26,61304434,70.866
2020-11-27,61350858,65.995
2020-11-28,61392530,72.693
2020-11-29,61431991,75.527
2020-11-30,61474470,83.764
2020-12-01,61530310,91.65
2020-12-02,61578861,86.427
2020-12-03,61626089,90.213
2020-12-04,61671301,84.517
2020-12-05,61714150,83.079
2020-12-06,61753984,81.884
2020-12-07,61795101,84.58
2020-12-08,61843690,79.747
2020-12-09,61891567,76.346
2020-12-10,61938802,74.394
2020-12-11,61987496,72.97
2020-12-12,62030756,74.906
2020-12-13,62070592,80.658
2020-12-14,62112994,81.798
2020-12-15,62161829,81.653
2020-12-16,62209210,88.577
2020-12-17,62271660,106.282
2020-12-18,62330377,105.116
2020-12-19,62381582,118.547
2020-12-20,62433876,119.116
2020-12-21,62478747,107.778
2020-12-22,62530698,112.323
2020-12-23,62583638,105.249
2020-12-24,62635450,107.942
2020-12-25,62681498,118.715
2020-12-26,62730969,129.655
2020-12-27,62785030,135.848
2020-12-28,62838320,131.236
2020-12-29,62898203,124.61
2020-12-30,62955549,126.09
2020-12-31,63015309,124.983
2021-01-01,63064069,126.726
2021-01-02,63117710,131.013
2021-01-03,63184057,151.179
2021-01-04,63253772,152.534
2021-01-05,63320704,154.637
2021-01-06,63388472,164.84
2021-01-07,63460700,170.802
2021-01-08,63535271,172.231
2021-01-09,63604566,170.668
2021-01-10,63672429,173.822
2021-01-11,63731949,124.789
2021-01-12,63814330,136.384
2021-01-13,63875723,138.399
2021-01-14,63940268,153.414
2021-01-15,64006799,136.278
2021-01-16,64073660,149.985
2021-01-17,64135930,142.303
2021-01-18,64199307,151.849
2021-01-19,64268830,161.47
2021-01-20,64342121,140.585
2021-01-21,64413655,130.957
2021-01-22,64477849,140.23
2021-01-23,64543694,138.996
2021-01-24,64602976,137.898
2021-01-25,64644509,145.432
2021-01-26,64690188,131.12
2021-01-27,64757261,125.342
2021-01-28,64825409,130.827
2021-01-29,64917407,142.525
2021-01-30,65006846,133.132
2021-01-31,65085138,127.342
2021-02-01,65168459,128.945
2021-02-02,65252938,144.868
2021-02-03,65343267,153.44
2021-02-04,65434332,144.086
2021-02-05,65525801,155.173
2021-02-06,65617350,162.117
2021-02-07,65697368,148.741
2021-02-08,65780329,164.514
2021-02-09,65883149,168.714
2021-02-10,65987671,176.189
2021-02-11,66081694,189.074
2021-02-12,66181770,184.776
2021-02-13,66287556,215.103
2021-02-14,66386434,212.756
2021-02-15,66474131,211.7
2021-02-16,66558325,210.826
2021-02-17,66648004,228.947
2021-02-18,66764051,225.422
2021-02-19,66872895,231.931
2021-02-20,66981435,233.068
2021-02-21,67075238,230.531
2021-02-22,67172455,200.078
2021-02-23,67278364,176.885
2021-02-24,67375360,183.066
2021-02-25,67471275,202.943
2021-02-26,67570633,176.604
2021-02-27,67674533,172.437
2021-02-28,67760302,155.958
2021-03-01,67851126,175.072
2021-03-02,67945851,179.602
2021-03-03,68041581,193.777
2021-03-04,68142477,185.813
2021-03-05,68239263,176.602
2021-03-06,68333631,177.845
2021-03-07,68420161,185.729
2021-03-08,68508137,186.575
2021-03-09,68606996,198.101
2021-03-10,68704120,203.163
2021-03-11,68813626,197.891
2021-03-12,68921244,210.669
2021-03-13,69042419,227.625
2021-03-14,69150244,217.173
2021-03-15,69255855,201.982
2021-03-16,69368223,204.149
2021-03-17,69479044,197.544
2021-03-18,69599146,205.126
2021-03-19,69717610,203.726
2021-03-20,69826252,203.96
2021-03-21,69926017,195.874
2021-03-22,70025493,196.55
2021-03-23,70125786,186.622
2021-03-24,70237108,193.349
2021-03-25,70344901,170.622
2021-03-26,70446674,179.611
2021-03-27,70554828,181.2
2021-03-28,70657124,185.745
2021-03-29,70760766,193.646
2021-03-30,70884049,196.207
2021-03-31,70998891,193.501
2021-04-01,71120959,203.629
2021-04-02,71233755,207.9
2021-04-03,71347621,207.9
2021-04-04,71446759,201.362
2021-04-05,71549157,209.635
2021-04-06,71673841,235.047
2021-04-07,71799363,218.009
2021-04-08,71909319,224.882
2021-04-09,72025851,223.895
2021-04-10,72139917,235.452
2021-04-11,72250655,252.464
2021-04-12,72362258,244.295
2021-04-13,72486599,267.853
2021-04-14,72616694,265.727
2021-04-15,72742325,279.892
2021-04-16,72883743,300.004
2021-04-17,73030105,304.758
2021-04-18,73156413,266.055
2021-04-19,73288425,252.26
2021-04-20,73446095,254.553
2021-04-21,73597812,274.166
2021-04-22,73726364,286.258
2021-04-23,73852075,234.978
2021-04-24,73968112,231.961
2021-04-25,74070642,234.438
2021-04-26,74178868,243.577
2021-04-27,74302652,258.196
2021-04-28,74423893,252.199
2021-04-29,74543206,256.407
2021-04-30,74671415,269.034
2021-05-01,74798020,269.202
2021-05-02,74909819,268.404
2021-05-03,75028313,283.052
2021-05-04,75168169,299.499
2021-05-05,75310483,352.382
2021-05-06,75460210,343.385
2021-05-07,75607240,351.362
2021-05-08,75746066,335.384
2021-05-09,75874604,367.913
2021-05-10,76023741,400.902
2021-05-11,76189953,370.221
2021-05-12,76344257,360.33
2021-05-13,76488764,314.544
2021-05-14,76626812,336.903
2021-05-15,76760419,312.554
2021-05-16,76878772,302.337
2021-05-17,76998919,273.988
2021-05-18,77117276,299.511
2021-05-19,77239404,208.357
2021-05-20,77363157,215.458
2021-05-21,77474470,179.72
2021-05-22,77581063,180.951
2021-05-23,77672802,135.551
2021-05-24,77770843,166.921
2021-05-25,77877609,176.755
2021-05-26,77981693,193.703
2021-05-27,78081324,203.801
2021-05-28,78178320,179.077
2021-05-29,78278511,165.031
2021-05-30,78366316,174.113
2021-05-31,78461040,184.374
2021-06-01,78557772,179.02
2021-06-02,78656706,187.642
2021-06-03,78757574,188.575
2021-06-04,78858118,177.439
2021-06-05,78950083,174.14
2021-06-06,79034699,176.377
2021-06-07,79123069,177.178
2021-06-08,79217204,151.698
2021-06-09,79309597,168.834
