Date,Open,High,Low,Close,Adj Close,Volume,BTC total supply,BTC market cap,BTC average daily block size,BTC average computing power of the entire network,BTC average daily transaction fee,BTC mining difficulty,BTC number of daily active addresses,Number of new addresses added per day on BTC,BTC total addresses,BTC number of daily transactions on the chain,BTC full node data size,BTC daily transaction volume on the chain
2020-10-07,10603.35546875,10680.5078125,10562.5068359375,10668.96875,10668.96875,37799458436,18510493.75,196755072056.375,1280857.6524822696,1.369055119602272e+20,0.00033095539096290687,19298087186262.61,996522.0,529660,717108917,351197,303628.822389,639445.80518852
2020-10-08,10669.37109375,10945.7373046875,10562.6064453125,10915.685546875,10915.685546875,63314794397,18511493.75,201779539518.5625,1209134.26875,1.4192142915134023e+20,0.00027323474120398926,19298087186262.61,990846.0,499421,717608376,327478,303822.283872,612246.05213728
2020-10-09,10927.9130859375,11102.671875,10846.8505859375,11064.4580078125,11064.4580078125,22799117613,18512318.75,205422685502.12503,1334836.803030303,1.4095566786990391e+20,0.0003643786691404751,19298087186262.61,945788.0,487224,718095617,310183,303998.48233,594036.22148753
2020-10-10,11059.142578125,11442.2109375,11056.9404296875,11296.361328125,11296.361328125,22877978588,18513262.5,210114236284.875,1281957.3841059604,1.3983295652823723e+20,0.0002902612807816632,19298087186262.61,985491.0,519502,718615151,340300,304192.057895,649451.60038113
2020-10-11,11296.08203125,11428.8134765625,11288.6279296875,11384.181640625,11384.181640625,19968627060,18514143.75,211206204495.5625,1128234.9716312056,1.3873686579431678e+20,0.00021788628994183924,19298087186262.61,784080.0,397016,719012178,257562,304351.139026,420648.11431228
2020-10-12,11392.6357421875,11698.4677734375,11240.6865234375,11555.36328125,11555.36328125,26163972642,18515043.75,213738405651.75003,1136992.9097222222,1.4009827188900512e+20,0.00021593905857646023,19298087186262.61,862127.0,439105,719451303,287607,304514.866005,538926.55572231
2020-10-13,11548.7197265625,11548.984375,11321.224609375,11425.8994140625,11425.8994140625,24241420251,18516037.5,210863227295.25,1273535.3773584906,1.4216678961910946e+20,0.0002329375175425379,19298087186262.61,1033318.0,528284,719979624,338463,304717.35813,564663.57976165
2020-10-14,11429.0478515625,11539.9775390625,11307.8310546875,11429.5068359375,11429.5068359375,24103426719,18517018.75,209711718300.3125,1133011.0573248407,1.4339828885226296e+20,0.00022060141385037688,19298087186262.61,952318.0,499231,720478881,315486,304895.240866,519993.65554973
2020-10-15,11426.6025390625,11569.9140625,11303.603515625,11495.349609375,11495.349609375,24487233058,18517925.0,211194712474.0,1259926.0068965517,1.415852062012298e+20,0.0002489672676752084,19298087186262.61,994500.0,511788,720990697,327139,305077.930137,574779.46046917
2020-10-16,11502.828125,11540.0615234375,11223.0126953125,11322.123046875,11322.123046875,25635480772,18518925.0,209866087941.0,1198235.76875,1.4468111836758114e+20,0.00020620854611843055,19298087186262.61,1016129.0,527520,721518249,339051,305269.64786,560014.33203438
2020-10-17,11322.123046875,11386.26171875,11285.345703125,11358.1015625,11358.1015625,19130430174,18519900.0,210095486769.0,1101433.1025641025,1.4646516949092816e+20,0.00015367899787896127,19298087186262.61,863976.0,445369,721963648,286652,305441.471424,366499.91267369
2020-10-18,11355.982421875,11483.359375,11347.578125,11483.359375,11483.359375,18283314340,18520731.25,212198870601.8125,1028518.1278195488,1.4591177669807753e+20,0.0001422415367253047,19997335994446.117,754168.0,390834,722354530,242789,305578.264335,290723.76525239
2020-10-19,11495.0380859375,11799.0927734375,11408.2900390625,11742.037109375,11742.037109375,23860769928,18521468.75,218684648463.4375,1279604.6694915255,1.4204017574600216e+20,0.0001450665668556664,19997335994446.117,851846.0,444435,722798988,278660,305729.257686,492559.72565989
2020-10-20,11745.974609375,11999.91796875,11681.48046875,11916.3349609375,11916.3349609375,30915821592,18522381.25,220843462986.625,1215847.321917808,1.4148004829979774e+20,0.0001907960371429084,19997335994446.117,996046.0,527629,723326657,334438,305906.771395,608275.94542137
2020-10-21,11913.0771484375,13184.56640625,11900.9287109375,12823.689453125,12823.689453125,43414712626,18523212.5,236273207508.0,1299000.5263157894,1.3819666249441072e+20,0.0003114740896024806,19997335994446.117,996437.0,515778,723842413,331531,306079.538465,625316.23639538
2020-10-22,12801.6357421875,13161.59375,12717.09375,12965.8916015625,12965.8916015625,34729759598,18524075.0,239976613013.75,1288608.855072464,1.3862906957373466e+20,0.0004975910225344414,19997335994446.117,1052464.0,530808,724373373,332957,306257.366487,722062.91486521
2020-10-23,12971.548828125,13015.9619140625,12752.6474609375,12931.5390625,12931.5390625,28974975003,18524837.5,239660639195.25,1291424.6721311477,1.3479908336065628e+20,0.0004633933760804007,19997335994446.117,918928.0,488061,724861472,302087,306414.920297,761973.6888572599
2020-10-24,12931.57421875,13145.06640625,12885.7470703125,13108.0625,13108.0625,24542317940,18525825.0,243096431424.75,1330911.221518987,1.3458766752655078e+20,0.0003495591382191524,19997335994446.117,1116588.0,520187,725381701,336907,306625.20427,539479.0519896
2020-10-25,13108.0634765625,13329.18359375,12910.0615234375,13031.173828125,13031.173828125,24406920575,18526600.0,240133637496.0,1365577.1290322582,1.320820175720608e+20,0.00029107603395314463,19997335994446.117,869551.0,404511,725786245,250345,306794.535834,359982.46291221
2020-10-26,13031.201171875,13225.2978515625,12822.3828125,13075.248046875,13075.248046875,29461458313,18527300.0,240466382519.0,1333674.6160714286,1.315547740939901e+20,0.00031816847038716625,19997335994446.117,802846.0,411419,726197702,249841,306943.907391,552758.56192388
2020-10-27,13075.2421875,13759.6689453125,13060.837890625,13654.21875,13654.21875,33749878156,18527881.25,252140192288.0625,1321602.064516129,1.271459220467998e+20,0.0006914023292935641,19997335994446.117,778787.0,413822,726611542,235492,307066.816383,497386.00089775
2020-10-28,13654.21484375,13837.6953125,12932.2509765625,13271.28515625,13271.28515625,35867318895,18528506.25,245014111102.6875,1289981.59,1.2103279038131418e+20,0.000815490839794215,19997335994446.117,812702.0,443773,727055352,262993,307195.814542,710802.30369636
2020-10-29,13271.298828125,13612.0478515625,12980.0595703125,13437.8828125,13437.8828125,56499499598,18529193.75,249249896734.625,1296906.5909090908,1.1961558962849476e+20,0.0009101576717417805,19997335994446.117,898884.0,465922,727521295,276447,307338.474267,655739.87749946
2020-10-30,13437.8740234375,13651.5166015625,13136.1982421875,13546.5224609375,13546.5224609375,30581485201,18529937.5,250969658799.375,1277812.9831932774,1.182854688869641e+20,0.0009260322321701226,19997335994446.117,928280.0,475932,727997261,297997,307490.534012,599737.03472814
2020-10-31,13546.5322265625,14028.2138671875,13457.5302734375,13780.9951171875,13780.9951171875,30306464719,18530587.5,256909732852.875,1298738.7211538462,1.1486354352213913e+20,0.001074642797896,19997335994446.117,826036.0,427686,728424975,254191,307625.602839,539492.53256631
2020-11-01,13780.9951171875,13862.033203125,13628.3779296875,13737.109375,13737.109375,24453857900,18531318.75,256051493372.0625,1256290.4188034188,1.1432734872380413e+20,0.0007552443499935259,19997335994446.117,840211.0,401423,728826430,262582,307772.588818,360547.55611134
2020-11-02,13737.0322265625,13808.3232421875,13243.16015625,13550.4892578125,13550.4892578125,30771455468,18532050.0,250156730130.0,1298700.2478632478,1.10517234917203e+20,0.0007229692611587647,19997335994446.117,880229.0,434521,729260978,267906,307924.536747,499645.72548434
2020-11-03,13550.451171875,13984.9814453125,13325.44140625,13950.30078125,13950.30078125,29869951617,18532775.0,254275418160.25,1264358.396551724,1.091561949298063e+20,0.0009031362044058072,16787779609932.664,872051.0,461760,729722772,280902,308071.202321,955997.76136835
2020-11-04,13950.48828125,14218.7666015625,13580.4716796875,14133.70703125,14133.70703125,35116364962,18533750.0,257999066875.0,1331640.9615384615,1.1104232331823356e+20,0.0007462241313834324,16787779609932.664,1119960.0,515564,730238366,323572,308278.938311,761321.10501619
2020-11-05,14133.7333984375,15706.404296875,14102.0888671875,15579.8486328125,15579.8486328125,40856321439,18534700.0,280201107455.0,1314990.3289473683,1.1542116456200756e+20,0.0007016508264115666,16787779609932.664,1083515.0,508017,730746464,316634,308478.816841,778673.01179025
2020-11-06,15579.7294921875,15903.4375,15226.83984375,15565.880859375,15565.880859375,39837841971,18535643.75,285967911775.0,1282698.7350993378,1.1847668607070777e+20,0.0007967778010245052,16787779609932.664,1080303.0,553060,731299602,344947,308672.50435,807191.89579626
2020-11-07,15565.880859375,15737.095703125,14423.203125,14833.75390625,14833.75390625,35024953706,18536575.0,284343645870.0,1311518.4161073826,1.2099745891222336e+20,0.0005832781854228961,16787779609932.664,1064005.0,473968,731773627,292294,308867.920594,504801.29142551
2020-11-08,14833.75390625,15637.3203125,14744.1103515625,15479.5673828125,15479.5673828125,26632075029,18537468.75,284820606981.5625,1380446.3006993006,1.2104474134246325e+20,0.0004213186043113045,16787779609932.664,938657.0,399520,732173216,247025,309065.324415,424145.67076629
2020-11-09,15479.595703125,15785.13671875,14865.529296875,15332.3154296875,15332.3154296875,34149115566,18538493.75,278639678765.4375,1366746.5975609757,1.2722405008613084e+20,0.00041401797917824687,16787779609932.664,1036891.0,472374,732645651,286047,309289.470857,518617.50151111
2020-11-10,15332.3505859375,15450.3291015625,15124.9599609375,15290.90234375,15290.90234375,25574938143,18539500.0,281524346845.0,1252146.1180124225,1.2851297249730898e+20,0.0004481927496567705,16787779609932.664,1078742.0,516929,733162617,321942,309491.066382,625808.17599062
2020-11-11,15290.9091796875,15916.2607421875,15290.0068359375,15701.33984375,15701.33984375,29772374934,18540362.5,291014535697.875,1292664.4347826086,1.2585567492436384e+20,0.0004540273301316962,16787779609932.664,982826.0,490334,733652984,302970,309669.454074,615807.37040738
2020-11-12,15701.298828125,16305.00390625,15534.771484375,16276.34375,16276.34375,34175758344,18541337.5,299476345859.25,1249871.032051282,1.2755219192045565e+20,0.00031982588171243834,16787779609932.664,1026189.0,518873,734171909,326949,309864.433955,548350.99192986
2020-11-13,16276.4404296875,16463.177734375,15992.15234375,16317.80859375,16317.80859375,31599492172,18542312.5,299925056880.625,1295225.435897436,1.2740328239036069e+20,0.00030779020987349587,16787779609932.664,1061209.0,523317,734695267,324100,310066.489123,645872.88375197
2020-11-14,16317.80859375,16317.80859375,15749.193359375,16068.138671875,16068.138671875,27481710135,18543187.5,296010094155.0,1284084.1,1.2741221609106422e+20,0.0002905447257169791,16787779609932.664,906083.0,451608,735150211,275810,310246.260897,393072.96713162
2020-11-15,16068.1396484375,16123.1103515625,15793.5341796875,15955.587890625,15955.587890625,23653867583,18544087.5,297721245113.25,1170129.625,1.2737693527090148e+20,0.0001773551537166339,16787779609932.664,829471.0,412843,735563085,254787,310414.759563,349545.76903228
2020-11-16,15955.5771484375,16816.181640625,15880.7060546875,16716.111328125,16716.111328125,31526766675,18545075.0,305367655768.0,1232347.8797468354,1.2492355167431344e+20,0.0002024218916394376,16787779609932.664,930574.0,454063,736017195,279419,310609.470528,413246.45487496
2020-11-17,16685.69140625,17782.919921875,16564.544921875,17645.40625,17645.40625,39006849170,18546068.75,321157821487.25,1289750.6981132077,1.2688014586732863e+20,0.0002678953885393193,17596801059571.434,1116687.0,547715,736564956,341690,310814.540889,571786.72960631
2020-11-18,17645.19140625,18393.94921875,17352.90625,17804.005859375,17804.005859375,49064800278,18547143.75,332068247171.4375,1277571.0697674418,1.3131733009387176e+20,0.0002828157885053211,17596801059571.434,1190365.0,600533,737165589,377740,311034.283113,757803.64770708
2020-11-19,17803.861328125,18119.546875,17382.5546875,17817.08984375,17817.08984375,36985055355,18547962.5,335625381437.5,1292019.8091603054,1.2855357727378824e+20,0.00028638471002134303,17596801059571.434,981318.0,503334,737668973,303143,311203.537708,531188.06939337
2020-11-20,17817.083984375,18773.2265625,17765.794921875,18621.314453125,18621.314453125,36992873940,18549025.0,346933543990.0,1306043.9176470588,1.3315521039894531e+20,0.0002575772389044807,17596801059571.434,1195769.0,563418,738232447,348474,311425.565174,579364.51579597
2020-11-21,18621.31640625,18936.62109375,18444.359375,18642.232421875,18642.232421875,39650210707,18550075.0,349146172636.5,1199163.6011904762,1.3757976496674954e+20,0.00018236260471080884,17596801059571.434,1057713.0,517498,738750017,329073,311627.024659,572102.34308867
2020-11-22,18642.232421875,18688.96875,17671.384765625,18370.001953125,18370.001953125,41280434226,18551187.5,339950696449.375,913458.2471910112,1.4173047142235405e+20,0.00012801273897084924,17596801059571.434,856145.0,439517,739189601,281708,311789.620227,357612.62639065
2020-11-23,18370.017578125,18711.42578125,18000.796875,18364.12109375,18364.12109375,42741112308,18552137.5,339497437480.5,1186324.0526315789,1.4101390827124703e+20,0.00014869836467393415,17596801059571.434,948088.0,460146,739649786,283179,311969.941483,410870.17552283
2020-11-24,18365.015625,19348.271484375,18128.65625,19107.46484375,19107.46484375,51469565009,18552968.75,359692713165.625,1290365.7293233082,1.3773656056314762e+20,0.0002281529400071885,17596801059571.434,1022617.0,526883,740176715,319955,312141.560125,582566.91566709
2020-11-25,19104.41015625,19390.96484375,18581.146484375,18732.12109375,18732.12109375,43710357371,18553906.25,355446458984.375,1243347.0266666666,1.3701446699893454e+20,0.0002814885602448855,17596801059571.434,1113393.0,579479,740756258,360985,312328.062179,634421.14867952
2020-11-26,18729.83984375,18866.28515625,16351.03515625,17150.623046875,17150.623046875,61396835737,18554850.0,313884789961.5,1289462.701986755,1.3678199725852842e+20,0.00030450129117071334,17596801059571.434,1116760.0,537138,741293469,328996,312522.771047,730225.1597366601
2020-11-27,17153.9140625,17445.0234375,16526.423828125,17108.40234375,17108.40234375,38886494645,18555781.25,305594790290.625,1284915.1946308725,1.3425771975476362e+20,0.0002862419328009269,17596801059571.434,1060816.0,501525,741795040,314171,312714.223411,587291.08660874
2020-11-28,17112.93359375,17853.939453125,16910.65234375,17717.4140625,17717.4140625,32601040734,18556800.0,325953161088.0,1293829.226993865,1.345315520453102e+20,0.00021862961529142637,17596801059571.434,1078717.0,502959,742298044,317799,312925.117575,509201.12142643
2020-11-29,17719.634765625,18283.62890625,17559.1171875,18177.484375,18177.484375,31133957704,18557768.75,336681721459.25,1118134.935483871,1.314513942627678e+20,0.00016975334305085752,19157154724710.137,900361.0,438470,742736540,269616,313098.42849,387217.97830617
2020-11-30,18178.322265625,19749.263671875,18178.322265625,19625.8359375,19625.8359375,47728480399,18558525.0,357268308922.5,1320771.0661157025,1.2931301951320677e+20,0.00018556778235600117,19157154724710.137,887880.0,450963,743187530,267207,313258.241789,531232.1848899
2020-12-01,19633.76953125,19845.974609375,18321.921875,18802.998046875,18802.998046875,49633658712,18559381.25,358132028259.6875,1285452.3722627738,1.3161546856288131e+20,0.0003713874914883704,19157154724710.137,1052952.0,552330,743739908,334836,313434.348764,770116.13825907
2020-12-02,18801.744140625,19308.330078125,18347.71875,19201.091796875,19201.091796875,37387697139,18560237.5,350503589104.375,1266460.204379562,1.3139584539709656e+20,0.0004210151299239526,19157154724710.137,1053060.0,572001,744311946,345048,313607.853812,628007.00392434
2020-12-03,19205.92578125,19566.19140625,18925.78515625,19445.3984375,19445.3984375,31930317405,18561181.25,362586364917.125,1296706.3311258275,1.3275252290669715e+20,0.0004076119485162247,19157154724710.137,1101306.0,540831,744852809,334552,313803.656468,459765.94285725
