Date,Open,High,Low,Close,Adj Close,Volume,BTC total supply,BTC market cap,BTC average daily block size,BTC average computing power of the entire network,BTC average daily transaction fee,BTC mining difficulty,BTC number of daily active addresses,Number of new addresses added per day on BTC,BTC total addresses,BTC number of daily transactions on the chain,BTC full node data size,BTC daily transaction volume on the chain
2019-02-03,3516.1396484375,3521.38818359375,3447.92431640625,3464.013427734375,3464.013427734375,5043937584,17517162.5,60679684331.25507,931035.2700729928,4.209179047103141e+19,5.204232339708665e-05,5814661935891.805,494639.0,267714,475365578,299174,202805.304799,482244.70206249
2019-02-04,3467.211669921875,3476.223876953125,3442.5869140625,3459.154052734375,3459.154052734375,5332718886,17519062.5,60601137687.0398,969354.2960526316,4.256304789216824e+19,4.798075358146467e-05,5814661935891.805,579511.0,294315,475659893,334151,202952.646652,543725.11021926
2019-02-05,3454.950927734375,3478.148193359375,3451.93701171875,3466.357421875,3466.357421875,5227549545,17520850.0,60733528737.90649,1062149.4545454546,4.237447837906621e+19,4.943473676767796e-05,5814661935891.805,650092.0,358820,476018713,339434,203104.534024,634287.05539443
2019-02-06,3469.091796875,3469.091796875,3398.5654296875,3413.767822265625,3413.767822265625,5482196038,17522862.5,59818982334.70963,1022149.0,4.3127211680499e+19,5.297851004874518e-05,5814661935891.805,655943.0,342196,476360909,353676,203269.100013,599516.39097773
2019-02-07,3414.929443359375,3427.945556640625,3394.218505859375,3399.4716796875,3399.4716796875,5004962683,17524950.0,59575570580.33257,1022401.4491017964,4.405547148547166e+19,6.0509751248188806e-05,5814661935891.805,668707.0,341586,476702495,349907,203439.841055,714463.23027699
2019-02-08,3401.37646484375,3695.614013671875,3391.023681640625,3666.7802734375,3666.7802734375,7735623101,17527050.0,64267842544.159,886858.1785714285,4.42294743702126e+19,5.025069114477427e-05,5814661935891.805,627117.0,311157,477013652,328021,203588.833229,666380.51047068
2019-02-09,3671.5859375,3679.94140625,3646.559326171875,3671.20361328125,3671.20361328125,6158833645,17529025.0,64352621532.92569,993849.7721518988,4.521379735992713e+19,6.528698337882153e-05,5814661935891.805,650133.0,338117,477351769,338183,203745.861493,677353.41968504
2019-02-10,3673.201416015625,3695.0361328125,3640.97998046875,3690.188232421875,3690.188232421875,6282256903,17530725.0,64691675300.81667,947318.838235294,4.491018881591107e+19,4.8184579656611256e-05,5814661935891.805,505144.0,265260,477617029,292380,203874.696855,468444.29255808
2019-02-11,3695.613037109375,3695.613037109375,3642.287841796875,3648.4306640625,3648.4306640625,6277056434,17532562.5,63966338007.765785,942876.0408163264,4.51773731532659e+19,5.286504591103846e-05,6061518831027.271,542808.0,286343,477903372,323016,204013.299633,527436.72066307
2019-02-12,3642.751953125,3668.5869140625,3618.556884765625,3653.528564453125,3653.528564453125,6480384532,17534262.5,64061930312.17329,1356105.2352941176,4.500467200275398e+19,0.00011674382627155425,6061518831027.271,910233.0,354166,478257538,276512,204197.729945,742132.24220357
2019-02-13,3653.60400390625,3669.74658203125,3617.246337890625,3632.070556640625,3632.070556640625,6438903823,17535900.0,63691626881.53621,1233693.2290076336,4.349003754217002e+19,0.00011755993057044484,6061518831027.271,736771.0,386330,478643868,317156,204359.343758,734533.07537596
2019-02-14,3631.170166015625,3646.256591796875,3607.69775390625,3616.880859375,3616.880859375,6271044418,17537962.5,63432722822.5066,1058171.181818182,4.359789656831882e+19,7.622728238403242e-05,6061518831027.271,673794.0,356651,479000519,388988,204533.942003,610066.06328798
2019-02-15,3617.368408203125,3647.795166015625,3608.20654296875,3620.810791015625,3620.810791015625,6091952231,17539487.5,63507164939.478165,1092931.6065573771,4.197881665243778e+19,7.715980732216577e-05,6061518831027.271,568447.0,296601,479297120,294066,204667.279659,625476.35389854
2019-02-16,3615.270263671875,3652.84130859375,3615.270263671875,3629.78759765625,3629.78759765625,5934744052,17541150.0,63670646854.42029,1159374.917293233,4.148258452650096e+19,8.740032285605868e-05,6061518831027.271,663190.0,338422,479635542,316240,204821.476523,620445.40032425
2019-02-17,3633.359375,3680.537353515625,3619.18212890625,3673.836181640625,3673.836181640625,7039512503,17543237.5,64450982622.28883,855284.2934131736,4.287654935941021e+19,5.685303697085446e-05,6061518831027.271,507385.0,270511,479906053,333533,204964.309,501122.44977136
2019-02-18,3671.369873046875,3936.6650390625,3669.982421875,3915.71435546875,3915.71435546875,9908216640,17545225.0,68702091469.980446,979204.855345912,4.364312404796077e+19,7.060991742221941e-05,6061518831027.271,605833.0,316948,480223001,348641,205120.002572,666021.10468683
2019-02-19,3911.66162109375,4010.87939453125,3908.153076171875,3947.094482421875,3947.094482421875,9933626655,17547150.0,69260257616.24478,1072508.331168831,4.45004184649051e+19,9.91582442575882e-05,6061518831027.271,686405.0,362291,480585292,341320,205285.168855,796974.1640508301
2019-02-20,3946.68505859375,4000.486328125,3926.246826171875,3999.820556640625,3999.820556640625,8693373948,17548812.5,70192100142.93678,1179919.015037594,4.432274208012895e+19,0.00011641284731311352,6061518831027.271,714316.0,374673,480959965,317840,205442.098084,827488.48229337
2019-02-21,4000.2568359375,4010.009521484375,3940.108154296875,3954.1181640625,3954.1181640625,7775128102,17550450.0,69396554523.12448,1174424.8167938932,4.314352753534546e+19,0.00011369625934967715,6061518831027.271,672939.0,360300,481320265,320733,205595.947735,795937.24719333
2019-02-22,3952.406494140625,4006.538330078125,3950.81640625,4005.526611328125,4005.526611328125,7826525254,17552137.5,70305553714.36917,1120188.5777777778,4.370483247862349e+19,0.00012501014507994775,6061518831027.271,682684.0,344469,481664734,302385,205747.173193,683902.33625467
2019-02-23,3998.916259765625,4166.2861328125,3968.726806640625,4142.52685546875,4142.52685546875,8922258316,17554225.0,72718849797.60371,985552.48502994,4.478757575692763e+19,8.44286069024492e-05,6061518831027.271,641768.0,337321,482002055,364856,205911.760458,632398.30407967
2019-02-24,4145.4580078125,4210.6416015625,3793.708984375,3810.427490234375,3810.427490234375,10794227451,17555962.5,66895721081.46275,1031965.2302158274,4.390657723900007e+19,8.861124575377948e-05,6061518831027.271,553736.0,299029,482301084,323523,206055.203625,651151.49016323
2019-02-25,3807.00244140625,3913.707275390625,3807.00244140625,3882.6962890625,3882.6962890625,9318796067,17557687.5,68171168176.74993,1090687.4927536233,4.302865737598399e+19,0.00010103725662147662,6071846049920.752,611746.0,320588,482621672,332743,206205.718499,776382.6699813
2019-02-26,3878.697265625,3891.578857421875,3837.986328125,3854.35791015625,3854.35791015625,7931218996,17559500.0,67680598172.80213,1176275.1103448276,4.238654708940902e+19,0.00012033600370327782,6071846049920.752,720191.0,370040,482991712,339159,206376.27839,803044.86957485
2019-02-27,3857.479736328125,3888.802490234375,3787.058837890625,3851.04736328125,3851.04736328125,8301309684,17561287.5,67629351968.56702,1116991.2307692308,4.3068801710999904e+19,9.316553930429544e-05,6071846049920.752,679153.0,364716,483356428,345204,206536.008136,831477.40412314
2019-02-28,3848.261962890625,3906.058349609375,3845.8212890625,3854.785400390625,3854.785400390625,8399767798,17563150.0,67702172126.96335,1069755.6040268457,4.36882245376914e+19,8.18343119328779e-05,6071846049920.752,642715.0,348629,483705057,365662,206695.401721,899109.4198791101
2019-03-01,3853.757080078125,3907.79541015625,3851.6923828125,3859.583740234375,3859.583740234375,7661247975,17565175.0,67794264034.72529,1045572.2962962964,4.455109361920119e+19,8.2126707358849e-05,6071846049920.752,702148.0,350121,484055178,353221,206864.784433,730403.06688805
2019-03-02,3855.318115234375,3874.607421875,3832.1279296875,3864.4150390625,3864.4150390625,7578786076,17567075.0,67886470011.058914,1146484.9407894737,4.438881676929898e+19,7.875031085943492e-05,6071846049920.752,739542.0,386314,484441492,372966,207039.050144,694055.84725936
2019-03-03,3862.26611328125,3875.483642578125,3836.90576171875,3847.17578125,3847.17578125,7253558152,17568800.0,67590260426.56459,1050071.9130434785,4.47458196517387e+19,6.797592628191734e-05,6071846049920.752,552583.0,298680,484740172,335006,207183.960068,919019.82905997
2019-03-04,3845.091552734375,3867.3818359375,3733.749755859375,3761.55712890625,3761.55712890625,9029175788,17570537.5,66092578650.5368,1043957.7482014388,4.470822560484917e+19,8.208131927106946e-05,6071846049920.752,619333.0,312149,485052321,313226,207329.070195,1078277.14814301
2019-03-05,3759.83251953125,3903.916748046875,3745.18310546875,3896.375,3896.375,10174126415,17572325.0,68468368227.44426,1048652.5804195805,4.427188949034714e+19,0.00010107662424669274,6071846049920.752,706568.0,375516,485427837,288229,207479.027514,899019.0184903101
2019-03-06,3897.0810546875,3919.510498046875,3871.460693359375,3903.942626953125,3903.942626953125,9175291529,17573950.0,68607691760.02764,1216314.5615384616,4.370330752516206e+19,0.00012209803719392186,6071846049920.752,702460.0,343565,485771402,263699,207637.148407,770478.97013089
2019-03-07,3903.384765625,3939.373291015625,3894.113037109375,3911.484375,3911.484375,9584165519,17575725.0,68747172207.0421,1009764.176056338,4.331865896081393e+19,0.00013752933147906564,6071846049920.752,691473.0,366092,486137494,284389,207780.53492,813896.90839832
2019-03-08,3913.225830078125,3950.43212890625,3875.228515625,3901.131591796875,3901.131591796875,10638638944,17577525.0,68572238641.24072,1049282.5625,4.220354802666102e+19,0.00013012456287826712,6071846049920.752,725521.0,377040,486514534,298235,207931.631609,734583.40111014
2019-03-09,3894.552490234375,3987.23779296875,3892.390380859375,3963.313720703125,3963.313720703125,10796103518,17579200.0,69671884940.92545,959591.8507462686,4.200413909624259e+19,0.000106244145412401,6071846049920.752,647270.0,347766,486862300,258850,208060.216917,641553.44273458
2019-03-10,3966.17431640625,3966.17431640625,3924.381103515625,3951.599853515625,3951.599853515625,9713267607,17581137.5,69473619915.5942,744021.6,4.282459792626797e+19,9.190647992936284e-05,6071846049920.752,540273.0,280864,487143164,223112,208175.540265,502900.36371128
2019-03-11,3953.740234375,3966.384765625,3889.239013671875,3905.227294921875,3905.227294921875,10125901903,17582737.5,68664586841.69612,1071881.9140625,4.1666557079270834e+19,0.00010412968732836858,6068891541676.553,645325.0,329926,487473090,260369,208312.74115,641755.16198589
2019-03-12,3903.75830078125,3926.88916015625,3863.55908203125,3909.15625,3909.15625,9809887079,17584612.5,68740997138.46494,986073.0,4.23541781020115e+19,0.00010233179121393974,6068891541676.553,727015.0,382912,487856002,290278,208460.6521,778412.71594224
2019-03-13,3913.04736328125,3926.59765625,3891.904296875,3906.71728515625,3906.71728515625,9469184841,17586300.0,68704700141.97431,1162788.4444444445,4.2257176059543e+19,0.00011764859620243076,6068891541676.553,714321.0,366388,488222390,288553,208617.62854,710217.13720086
2019-03-14,3905.576904296875,3946.50439453125,3901.296875,3924.369140625,3924.369140625,10480789570,17588000.0,69021804047.384,1191700.9264705882,4.198110114290679e+19,0.00013420041747792922,6068891541676.553,727960.0,374173,488596563,299944,208779.699866,761895.59393648
2019-03-15,3926.663330078125,3968.54296875,3914.015380859375,3960.9111328125,3960.9111328125,9394210605,17590087.5,69672774363.98409,914755.0359281438,4.3234611502483366e+19,0.00010998865300980774,6068891541676.553,732235.0,377481,488974044,300069,208932.463957,877751.26079441
2019-03-16,3963.900146484375,4077.036376953125,3961.657470703125,4048.725830078125,4048.725830078125,9856166973,17591975.0,71225084880.44649,911200.6026490066,4.41089810035905e+19,9.296372870947933e-05,6068891541676.553,650355.0,344340,489318384,278469,209070.055248,657246.2257938
2019-03-17,4047.719482421875,4054.1220703125,4006.4111328125,4025.22900390625,4025.22900390625,8221625400,17594000.0,70819878668.13803,689118.5493827161,4.459848411976938e+19,7.644386543040812e-05,6068891541676.553,530096.0,282621,489601005,229294,209181.692453,506957.03177195
2019-03-18,4029.968505859375,4071.556640625,4009.1171875,4032.50732421875,4032.50732421875,9646954186,17595850.0,70955395074.22333,920508.9797297296,4.518902641187638e+19,7.640450467859675e-05,6068891541676.553,658287.0,332964,489933969,272197,209317.927782,620689.09777271
