Date,Open,High,Low,Close,Adj Close,Volume,Transactions,Block Size,Difficulty,Hashrate,Active Addressses
2018-03-27,8200.0,8232.7802734375,7797.27978515625,7833.0400390625,7833.0400390625,5378250240,186913.0,625408.0,3462542391192.0,2.5596322994135e+19,503427.0
2018-03-28,7836.830078125,8122.89013671875,7809.169921875,7954.47998046875,7954.47998046875,4935289856,177386.0,603242.0,3462542391192.0,2.5674358331555e+19,452296.0
2018-03-29,7979.06982421875,7994.330078125,7081.3798828125,7165.7001953125,7165.7001953125,6361229824,192259.0,564549.0,3462542391192.0,2.4363793874532e+19,461083.0
2018-03-30,7171.4501953125,7276.66015625,6683.93017578125,6890.52001953125,6890.52001953125,6289509888,185778.0,524121.0,3462542391192.0,2.7794614074862e+19,479054.0
2018-03-31,6892.47998046875,7207.85009765625,6863.52001953125,6973.52978515625,6973.52978515625,4553269760,148489.0,555531.0,3462542391192.0,2.4571125681464e+19,377428.0
2018-04-01,7003.06005859375,7060.9501953125,6526.8701171875,6844.22998046875,6844.22998046875,4532100096,134967.0,375247.0,3494288842680.0,2.5310432205209e+19,358431.0
2018-04-02,6844.85986328125,7135.47021484375,6816.580078125,7083.7998046875,7083.7998046875,4333440000,168022.0,474973.0,3511060552900.0,2.7528111432079e+19,405224.0
2018-04-03,7102.259765625,7530.93994140625,7072.490234375,7456.10986328125,7456.10986328125,5499700224,198756.0,565505.0,3511060552900.0,2.7723408774395e+19,491273.0
2018-04-04,7456.41015625,7469.8798828125,6803.8798828125,6853.83984375,6853.83984375,4936000000,185563.0,593058.0,3511060552900.0,2.6382977672692e+19,468256.0
2018-04-05,6848.64990234375,6933.81982421875,6644.7998046875,6811.47021484375,6811.47021484375,5639320064,181676.0,539654.0,3511060552900.0,2.6757908926376e+19,449931.0
2018-04-06,6815.9599609375,6857.490234375,6575.0,6636.31982421875,6636.31982421875,3766810112,172751.0,698771.0,3511060552900.0,2.6218032715689e+19,548967.0
2018-04-07,6630.509765625,7050.5400390625,6630.509765625,6911.08984375,6911.08984375,3976610048,154459.0,466690.0,3511060552900.0,2.9001951444485e+19,404330.0
2018-04-08,6919.97998046875,7111.56005859375,6919.97998046875,7023.52001953125,7023.52001953125,3652499968,138374.0,361859.0,3511060552900.0,2.8284297703927e+19,330211.0
2018-04-09,7044.31982421875,7178.10986328125,6661.990234375,6770.72998046875,6770.72998046875,4894060032,176416.0,618370.0,3511060552900.0,2.8332762549671e+19,439488.0
