Time,Number of new addresses added per day on BTC,Price
2014-01-20,68254,871.39001465
2014-01-21,86961,869.65002441
2014-01-22,77427,867.21002197
2014-01-23,74208,845.46002197
2014-01-24,73342,822.42999268
2014-01-25,60783,796.23999023
2014-01-26,58833,853.67999268
2014-01-27,68304,884.59997559
2014-01-28,87352,774.02001953
2014-01-29,72181,809.96002197
2014-01-30,75524,826.02001953
2014-01-31,76666,818.42999268
2014-02-01,74916,828.60998535
2014-02-02,67969,832.90002441
2014-02-03,74744,824.08001709
2014-02-04,90454,823.77001953
2014-02-05,85230,829.96002197
2014-02-06,80801,815.59002686
2014-02-07,89779,783.20001221
2014-02-08,79312,699.57000732
2014-02-09,66261,671.46002197
2014-02-10,70159,681.32000732
2014-02-11,68045,683.5
2014-02-12,72116,672.38000488
2014-02-13,75544,651.08001709
2014-02-14,84859,601.16998291
2014-02-15,77810,660.90002441
2014-02-16,63278,651.29998779
2014-02-17,61343,614.22998047
2014-02-18,86773,627.15997314
2014-02-19,85119,625.9699707
2014-02-20,104844,623.09002686
2014-02-21,111664,556.88000488
2014-02-22,82892,574.23999023
2014-02-23,90412,606.4699707
2014-02-24,101555,606.03997803
2014-02-25,128837,540.23999023
2014-02-26,108644,537.03997803
2014-02-27,105009,581.65002441
2014-02-28,87448,579.70001221
2014-03-01,101065,549.91998291
2014-03-02,87304,567.22998047
2014-03-03,103061,562.55999756
2014-03-04,128690,668.23999023
2014-03-05,122913,666.23999023
2014-03-06,115163,664.52001953
2014-03-07,103394,664.30999756
2014-03-08,105279,629.65997314
2014-03-09,101465,616.30999756
2014-03-10,82122,636.33001709
2014-03-11,101125,627.95001221
2014-03-12,102546,631.90997314
2014-03-13,105646,633.61999512
2014-03-14,88316,638.14001465
2014-03-15,75580,629.36999512
2014-03-16,62836,636.5
2014-03-17,73114,630.91998291
2014-03-18,78524,621.83776855
2014-03-19,72279,613.89556885
2014-03-20,78037,609.74468994
2014-03-21,95550,588.29351807
2014-03-22,88976,571.17962646
2014-03-23,75434,565.76409912
2014-03-24,72751,562.50714111
2014-03-25,94730,585.0255127
2014-03-26,92491,583.48187256
2014-03-27,99842,580.25689697
2014-03-28,111612,477.14260864
2014-03-29,79306,501.71340942
2014-03-30,68639,492.37179565
2014-03-31,82055,462.29919434
2014-04-01,103577,457.00015259
2014-04-02,97535,479.13693237
2014-04-03,88970,436.44403076
2014-04-04,89920,445.66403198
2014-04-05,89861,446.67510986
2014-04-06,79286,463.39666748
2014-04-07,87369,461.47418213
2014-04-08,94100,447.6126709
2014-04-09,96581,453.17669678
2014-04-10,104809,442.25579834
2014-04-11,97325,363.71020508
2014-04-12,82548,420.88897705
2014-04-13,67038,421.46069336
2014-04-14,95364,414.82769775
2014-04-15,106909,458.37329102
2014-04-16,89822,522.18511963
2014-04-17,87866,529.0670166
2014-04-18,74781,495.79812622
2014-04-19,82067,479.581604
2014-04-20,70711,501.75119019
2014-04-21,72531,497.73852539
2014-04-22,95069,495.4548645
2014-04-23,83934,488.35913086
2014-04-24,86079,490.82461548
2014-04-25,92149,500.08691406
2014-04-26,83871,461.70489502
2014-04-27,63853,457.24227905
2014-04-28,81912,430.71578979
2014-04-29,90431,439.98284912
2014-04-30,89985,446.89031982
2014-05-01,89625,447.63256836
2014-05-02,82607,457.36355591
2014-05-03,59338,449.40283203
2014-05-04,55787,438.5166626
2014-05-05,63943,434.78164673
2014-05-06,89376,433.36395264
2014-05-07,88782,429.34109497
2014-05-08,93142,438.67941284
2014-05-09,94470,440.17807007
2014-05-10,77704,450.45626831
2014-05-11,62670,453.9197998
2014-05-12,70074,438.30310059
2014-05-13,80134,441.53051758
2014-05-14,77449,440.59158325
2014-05-15,99052,444.13607788
2014-05-16,81941,447.38644409
2014-05-17,70751,448.11712646
2014-05-18,69840,448.70065308
2014-05-19,71770,446.07601929
2014-05-20,96670,446.3046875
2014-05-21,97183,485.80026245
2014-05-22,75919,492.04882813
2014-05-23,98243,525.71508789
2014-05-24,71868,521.05072021
2014-05-25,71793,525.22790527
2014-05-26,86662,571.39306641
2014-05-27,89747,582.58843994
2014-05-28,112592,571.91455078
2014-05-29,97730,576.32983398
2014-05-30,86134,568.17687988
2014-05-31,71667,615.68731689
2014-06-01,79414,623.69335938
2014-06-02,89209,629.64453125
2014-06-03,103436,660.55047607
2014-06-04,99187,666.77429199
2014-06-05,98561,641.07183838
2014-06-06,94687,659.28271484
2014-06-07,81122,653.52154541
2014-06-08,67656,654.99389648
2014-06-09,79506,655.64019775
2014-06-10,91640,650.04150391
2014-06-11,88117,653.18804932
2014-06-12,89926,633.42767334
2014-06-13,93560,585.69586182
2014-06-14,83736,600.74560547
2014-06-15,73754,575.92779541
2014-06-16,80479,592.64886475
2014-06-17,98788,591.58551025
2014-06-18,98918,609.76702881
2014-06-19,76695,608.07019043
2014-06-20,87976,597.40228271
2014-06-21,77748,593.67834473
2014-06-22,76448,595.90368652
2014-06-23,71906,602.16052246
2014-06-24,92530,593.96990967
2014-06-25,96502,581.80926514
2014-06-26,88976,566.13684082
2014-06-27,90440,581.29675293
2014-06-28,77802,597.26104736
2014-06-29,72521,596.33184814
2014-06-30,77630,602.61950684
2014-07-01,106161,641.39080811
2014-07-02,98745,641.03741455
2014-07-03,90531,650.769104
2014-07-04,75442,645.15582275
2014-07-05,58730,629.95092773
2014-07-06,74260,631.7722168
2014-07-07,82064,635.4631958
2014-07-08,109153,622.57049561
2014-07-09,108649,624.50933838
2014-07-10,97002,616.76226807
2014-07-11,90726,632.00341797
2014-07-12,84215,633.71331787
2014-07-13,70799,626.49682617
2014-07-14,84446,619.31512451
2014-07-15,96147,621.58648682
2014-07-16,93156,616.79962158
2014-07-17,95609,623.08886719
2014-07-18,90092,628.77923584
2014-07-19,81116,628.51507568
2014-07-20,85890,623.90026855
2014-07-21,82563,622.21069336
2014-07-22,83511,621.55078125
2014-07-23,99422,619.41503906
2014-07-24,97214,601.73260498
2014-07-25,92590,601.08898926
2014-07-26,84323,595.81329346
2014-07-27,69151,593.85162354
2014-07-28,83260,585.69061279
2014-07-29,93788,584.72454834
2014-07-30,98982,567.29260254
2014-07-31,99250,586.23455811
2014-08-01,93015,594.91558838
2014-08-02,83845,589.33312988
2014-08-03,66816,586.66644287
2014-08-04,65117,588.78210449
2014-08-05,101819,585.43579102
2014-08-06,119262,584.65338135
2014-08-07,99789,588.86920166
2014-08-08,95607,592.57739258
2014-08-09,89429,589.371521
2014-08-10,72330,591.06140137
2014-08-11,101052,576.36767578
2014-08-12,111514,569.64154053
2014-08-13,115508,546.65820313
2014-08-14,111658,505.97387695
2014-08-15,94628,497.009552
2014-08-16,112483,519.70831299
2014-08-17,80686,491.79501343
2014-08-18,92049,461.45953369
2014-08-19,106600,485.24514771
2014-08-20,107794,511.97961426
2014-08-21,112437,517.23693848
2014-08-22,98557,514.04272461
2014-08-23,88522,498.07531738
2014-08-24,85714,508.28552246
2014-08-25,88843,502.49649048
2014-08-26,107102,511.57049561
2014-08-27,102244,511.15319824
2014-08-28,100086,507.81472778
2014-08-29,93242,508.51690674
2014-08-30,86325,504.24905396
2014-08-31,77286,477.76324463
2014-09-01,82216,474.87908936
2014-09-02,97946,477.42559814
2014-09-03,94843,477.58648682
2014-09-04,101506,489.65997314
2014-09-05,106350,483.34185791
2014-09-06,85420,484.82965088
2014-09-07,92164,482.27807617
2014-09-08,92755,474.60012817
2014-09-09,115686,475.26022339
2014-09-10,112929,479.35925293
2014-09-11,96016,479.74880981
2014-09-12,98009,477.75259399
2014-09-13,90958,479.00216675
2014-09-14,88322,477.8916626
2014-09-15,103875,475.37091064
2014-09-16,122467,466.05715942
2014-09-17,109946,457.3338623
2014-09-18,106920,424.43969727
2014-09-19,105704,394.79568481
2014-09-20,87488,408.9041748
2014-09-21,70655,398.82122803
2014-09-22,89285,402.15155029
2014-09-23,109535,435.79089355
2014-09-24,107165,423.20471191
2014-09-25,105903,411.57388306
2014-09-26,103266,404.42529297
2014-09-27,91553,399.5201416
2014-09-28,87083,377.18121338
2014-09-29,93106,375.46694946
2014-09-30,116821,386.94403076
2014-10-01,117416,383.61453247
2014-10-02,104547,375.07192993
2014-10-03,91463,359.51235962
2014-10-04,80385,328.8659668
2014-10-05,78905,320.51019287
2014-10-06,91018,330.07897949
2014-10-07,116063,336.1867981
2014-10-08,111444,352.93991089
2014-10-09,106105,365.02572632
2014-10-10,110291,361.5625
2014-10-11,101467,362.29898071
2014-10-12,76701,378.54882813
2014-10-13,110443,390.41436768
2014-10-14,116605,400.87008667
2014-10-15,117390,394.77328491
2014-10-16,113608,382.55636597
2014-10-17,110056,383.75778198
2014-10-18,95076,391.44198608
2014-10-19,86383,389.54623413
2014-10-20,98873,382.8454895
2014-10-21,119719,386.47488403
2014-10-22,115908,383.15756226
2014-10-23,115393,358.41662598
2014-10-24,114247,358.3447876
2014-10-25,101724,347.27078247
2014-10-26,82950,354.7041626
2014-10-27,113774,352.98907471
2014-10-28,116333,357.6182251
2014-10-29,120270,335.59109497
2014-10-30,121286,345.30487061
2014-10-31,119309,338.32104492
2014-11-01,98540,325.74899292
2014-11-02,98652,325.89199829
2014-11-03,107119,327.55444336
2014-11-04,124982,330.49230957
2014-11-05,118713,339.48590088
2014-11-06,117437,349.28955078
2014-11-07,115740,342.41494751
2014-11-08,97982,345.48770142
2014-11-09,95953,363.26446533
2014-11-10,106233,366.92446899
2014-11-11,113932,367.69451904
2014-11-12,123090,423.56100464
2014-11-13,136565,420.73529053
2014-11-14,120786,397.81820679
2014-11-15,104680,376.1333313
2014-11-16,94929,387.88223267
2014-11-17,107680,387.4083252
2014-11-18,116612,375.19839478
2014-11-19,117567,380.55499268
2014-11-20,117685,357.83953857
2014-11-21,121521,350.8475647
2014-11-22,104095,352.92022705
2014-11-23,94344,367.57272339
2014-11-24,95722,376.90057373
2014-11-25,118113,375.3475647
2014-11-26,118002,368.37017822
2014-11-27,119445,369.6697998
2014-11-28,107022,376.44729614
2014-11-29,106007,375.49145508
2014-11-30,110039,378.0473938
2014-12-01,104523,379.24542236
2014-12-02,140865,381.31466675
2014-12-03,129073,375.01049805
2014-12-04,133873,369.60418701
2014-12-05,124972,376.85440063
2014-12-06,108442,374.7845459
2014-12-07,89282,375.09487915
2014-12-08,116980,361.90856934
2014-12-09,130066,352.21865845
2014-12-10,134587,346.36453247
2014-12-11,118861,350.83349609
2014-12-12,118677,352.54150391
2014-12-13,111819,347.37557983
2014-12-14,114323,351.63223267
2014-12-15,127102,345.3453064
2014-12-16,140072,327.06210327
2014-12-17,149438,319.77554321
2014-12-18,151988,311.39627075
2014-12-19,103345,317.84326172
2014-12-20,137298,329.95605469
2014-12-21,111976,320.84344482
2014-12-22,121582,331.88565063
2014-12-23,141834,334.57171631
2014-12-24,120052,322.53353882
2014-12-25,96217,319.00793457
2014-12-26,85116,327.92401123
2014-12-27,108503,315.86306763
2014-12-28,105701,317.23944092
2014-12-29,100075,312.67047119
2014-12-30,115165,310.73703003
2014-12-31,107863,320.19348145
2015-01-01,76038,314.2489624
2015-01-02,93391,315.03244019
2015-01-03,112289,281.08215332
2015-01-04,107019,264.19534302
2015-01-05,119840,274.47415161
2015-01-06,124154,286.18893433
2015-01-07,125953,294.33728027
2015-01-08,124776,283.34866333
2015-01-09,128723,287.30340576
2015-01-10,130037,274.79647827
2015-01-11,107524,265.66030884
2015-01-12,123267,267.79602051
2015-01-13,135989,225.86073303
2015-01-14,164081,178.10273743
2015-01-15,152735,209.84358215
2015-01-16,146311,208.09721375
2015-01-17,136560,199.25985718
2015-01-18,118518,210.33860779
2015-01-19,124239,214.86105347
2015-01-20,126413,211.31472778
2015-01-21,138079,226.89672852
2015-01-22,130434,233.40577698
2015-01-23,120641,232.87850952
2015-01-24,104692,247.84683228
2015-01-25,123813,253.71789551
2015-01-26,132479,273.47271729
2015-01-27,143939,263.4753418
2015-01-28,109406,233.91477966
2015-01-29,98257,233.51283264
2015-01-30,111607,226.42541504
2015-01-31,124230,217.46409607
2015-02-01,108030,226.97161865
2015-02-02,119546,238.22926331
2015-02-03,131503,227.26841736
2015-02-04,133849,226.85281372
2015-02-05,125085,217.11070251
2015-02-06,118650,222.26625061
2015-02-07,113639,227.75448608
2015-02-08,105112,223.41226196
2015-02-09,118003,220.11010742
2015-02-10,126661,219.83854675
2015-02-11,126632,219.18481445
2015-02-12,133933,221.76350403
2015-02-13,151086,235.42668152
2015-02-14,146370,257.32055664
2015-02-15,119229,234.82536316
2015-02-16,129325,233.84347534
2015-02-17,140809,243.60958862
2015-02-18,137985,236.32603455
2015-02-19,118738,240.28292847
2015-02-20,122732,243.77915955
2015-02-21,123358,244.53367615
2015-02-22,112935,235.97724915
2015-02-23,119817,238.8924408
2015-02-24,134531,238.73455811
2015-02-25,135060,237.46977234
2015-02-26,130183,236.42599487
2015-02-27,136143,253.8276062
2015-02-28,110578,254.26252747
2015-03-01,114749,260.20223999
2015-03-02,132521,275.67004395
2015-03-03,149503,281.70217896
2015-03-04,143644,273.09176636
2015-03-05,129719,276.17785645
2015-03-06,136609,272.72311401
2015-03-07,121218,276.26071167
2015-03-08,98666,274.35403442
2015-03-09,118669,289.60726929
2015-03-10,141284,291.76019287
2015-03-11,140837,296.37930298
2015-03-12,135728,294.35360718
2015-03-13,129817,285.33737183
2015-03-14,123546,281.88461304
2015-03-15,104352,286.39346313
2015-03-16,119077,290.59277344
2015-03-17,130707,285.5050354
2015-03-18,119890,256.29870605
2015-03-19,130770,260.92803955
2015-03-20,133969,261.7492981
2015-03-21,118289,260.0249939
2015-03-22,101796,267.96026611
2015-03-23,135077,266.74032593
2015-03-24,120011,245.59495544
2015-03-25,128638,246.19674683
2015-03-26,121556,248.53248596
2015-03-27,133163,247.02937317
2015-03-28,111914,252.79804993
2015-03-29,102520,242.71298218
2015-03-30,129725,247.52581787
2015-03-31,141798,244.22445679
2015-04-01,157470,247.2721405
2015-04-02,155997,253.00494385
2015-04-03,136645,254.32182312
2015-04-04,120696,253.69657898
2015-04-05,101687,260.59786987
2015-04-06,118228,255.49150085
2015-04-07,143655,253.18029785
2015-04-08,143269,245.02185059
2015-04-09,146177,243.67572021
2015-04-10,139882,236.07203674
2015-04-11,131241,236.55180359
2015-04-12,112297,236.15257263
2015-04-13,125354,224.58654785
2015-04-14,146528,219.15873718
2015-04-15,128466,223.83270264
2015-04-16,119837,228.57272339
2015-04-17,126900,222.88157654
2015-04-18,113294,223.35624695
2015-04-19,100061,222.60002136
2015-04-20,122889,224.62643433
2015-04-21,131312,235.26927185
2015-04-22,138369,234.17604065
2015-04-23,136060,236.46200562
2015-04-24,141113,231.26837158
2015-04-25,127777,226.38954163
2015-04-26,108760,219.42953491
2015-04-27,128401,229.28625488
2015-04-28,141472,225.85525513
2015-04-29,143777,225.80783081
2015-04-30,141638,236.14527893
2015-05-01,129151,232.07948303
2015-05-02,122881,234.93016052
2015-05-03,102542,240.35812378
2015-05-04,112534,239.01847839
2015-05-05,145886,236.24934387
2015-05-06,144512,229.78215027
2015-05-07,146629,237.33369446
2015-05-08,145950,243.8633728
2015-05-09,123407,241.83154297
2015-05-10,110620,240.29624939
2015-05-11,123954,242.15750122
2015-05-12,151445,241.11160278
2015-05-13,141589,236.37683105
2015-05-14,135008,236.92933655
2015-05-15,135851,237.60505676
2015-05-16,131927,236.15319824
2015-05-17,104663,236.80201721
2015-05-18,118579,233.12800598
2015-05-19,130828,231.94728088
2015-05-20,150050,234.01802063
2015-05-21,128881,235.34397888
2015-05-22,131355,240.3483429
2015-05-23,116604,238.87162781
2015-05-24,110960,240.95262146
2015-05-25,123014,237.11021423
2015-05-26,134077,237.11636353
2015-05-27,145413,237.28295898
2015-05-28,142491,237.40786743
2015-05-29,150365,237.09611511
2015-05-30,176186,233.34515381
2015-05-31,125316,230.18952942
2015-06-01,160429,222.89355469
2015-06-02,176240,225.80329895
2015-06-03,167798,225.87409973
2015-06-04,155895,224.32429504
2015-06-05,154860,224.95167542
2015-06-06,144587,225.61877441
2015-06-07,113873,222.8812561
2015-06-08,103862,228.4894104
2015-06-09,130883,229.04769897
2015-06-10,189863,228.8026123
2015-06-11,172225,229.70513916
2015-06-12,167532,229.98162842
2015-06-13,142615,232.40193176
2015-06-14,125666,233.54325867
2015-06-15,167345,236.82301331
2015-06-16,165373,250.89511108
2015-06-17,180810,249.28372192
2015-06-18,158515,249.00747681
2015-06-19,170154,244.60551453
2015-06-20,145167,245.21168518
2015-06-21,114644,243.94432068
2015-06-22,133741,246.99023438
2015-06-23,166715,244.29614258
2015-06-24,150765,240.51507568
2015-06-25,128279,242.7986908
2015-06-26,160119,243.59367371
2015-06-27,152718,250.98965454
2015-06-28,128818,249.01063538
2015-06-29,142416,257.06359863
2015-06-30,177421,263.07192993
2015-07-01,177705,258.6210022
2015-07-02,174944,255.41200256
2015-07-03,183729,256.33624268
2015-07-04,151567,260.88552856
2015-07-05,131461,271.91342163
2015-07-06,182206,269.02966309
2015-07-07,234200,266.20730591
2015-07-08,197776,270.78466797
2015-07-09,190664,269.22802734
2015-07-10,199049,284.89434814
2015-07-11,170087,293.1151123
2015-07-12,173349,310.86727905
2015-07-13,156377,292.05422974
2015-07-14,161944,287.46383667
2015-07-15,151994,285.82876587
2015-07-16,148441,278.08898926
2015-07-17,145334,279.47174072
2015-07-18,133921,274.90090942
2015-07-19,115165,273.61392212
2015-07-20,136505,278.98098755
2015-07-21,166180,275.83303833
2015-07-22,198898,277.22158813
2015-07-23,151556,276.04888916
2015-07-24,147377,288.27828979
2015-07-25,134881,288.69720459
2015-07-26,114517,292.68579102
2015-07-27,146023,293.62442017
2015-07-28,157741,294.42749023
2015-07-29,176958,289.58969116
2015-07-30,174614,287.72195435
2015-07-31,163361,284.64996338
2015-08-01,163155,281.60125732
2015-08-02,127721,282.61431885
2015-08-03,133035,281.22671509
2015-08-04,179062,285.21801758
2015-08-05,157034,281.88232422
2015-08-06,167331,278.5774231
2015-08-07,165605,279.58517456
2015-08-08,143400,260.99743652
2015-08-09,107968,265.08312988
2015-08-10,127579,264.47009277
2015-08-11,153436,270.38604736
2015-08-12,154508,266.37564087
2015-08-13,149331,264.08016968
2015-08-14,152960,265.67965698
2015-08-15,141952,261.55099487
2015-08-16,119499,258.5067749
2015-08-17,139933,257.9758606
2015-08-18,158875,211.07917786
2015-08-19,167596,226.68399048
2015-08-20,150736,235.34989929
2015-08-21,157488,232.56892395
2015-08-22,171774,230.38957214
2015-08-23,139803,228.16937256
2015-08-24,144344,210.49472046
2015-08-25,156734,221.6089325
2015-08-26,163693,225.83145142
2015-08-27,152052,224.76914978
2015-08-28,160368,231.39558411
2015-08-29,153398,229.78005981
2015-08-30,121288,228.76101685
2015-08-31,145723,230.05580139
2015-09-01,174510,228.12142944
2015-09-02,168050,229.28385925
2015-09-03,164614,227.18344116
2015-09-04,145987,230.29812622
2015-09-05,175245,235.01855469
2015-09-06,134081,239.84030151
2015-09-07,160007,239.84742737
2015-09-08,184065,243.60710144
2015-09-09,178999,238.168396
2015-09-10,170497,238.47741699
2015-09-11,157430,240.10728455
2015-09-12,184317,235.22898865
2015-09-13,133684,230.51174927
2015-09-14,154386,230.64379883
2015-09-15,168817,230.30421448
2015-09-16,178120,229.09115601
2015-09-17,167000,229.81
2015-09-18,175561,232.97502136
2015-09-19,154034,231.49282837
2015-09-20,129760,231.21203613
2015-09-21,196975,227.08453369
2015-09-22,232095,230.61799622
2015-09-23,164381,230.28274536
2015-09-24,161138,234.52915955
2015-09-25,163055,235.14413452
2015-09-26,152101,234.34020996
2015-09-27,132925,232.75660706
2015-09-28,149525,239.14176941
2015-09-29,175816,236.68721008
2015-09-30,175591,236.05952454
2015-10-01,158352,237.54905701
2015-10-02,154622,237.29312134
2015-10-03,160647,238.72952271
2015-10-04,120176,238.25906372
2015-10-05,116450,240.38269043
2015-10-06,148586,246.06315613
2015-10-07,154615,242.9690094
2015-10-08,174616,242.30363464
2015-10-09,149562,243.93075562
2015-10-10,152518,244.94062805
2015-10-11,112931,247.05018616
2015-10-12,132668,245.30825806
2015-10-13,139685,249.50811768
2015-10-14,143413,251.9886322
2015-10-15,207305,254.32023621
2015-10-16,184431,262.86935425
2015-10-17,180491,270.63961792
2015-10-18,150728,261.64285278
2015-10-19,159082,263.43716431
2015-10-20,186992,269.46261597
2015-10-21,202313,266.27203369
2015-10-22,186146,274.02270508
2015-10-23,182798,276.49624634
2015-10-24,193618,281.65377808
2015-10-25,157721,283.67993164
2015-10-26,178458,285.300354
2015-10-27,166932,293.78811646
2015-10-28,172205,304.61804199
2015-10-29,183964,313.85540771
2015-10-30,188325,328.01544189
2015-10-31,189746,314.16552734
2015-11-01,167656,325.43081665
2015-11-02,177034,361.18936157
2015-11-03,240160,403.41690063
2015-11-04,247684,411.56335449
2015-11-05,252942,386.35412598
2015-11-06,207668,374.47003174
2015-11-07,203963,386.48248291
2015-11-08,190751,373.36828613
2015-11-09,182344,380.25714111
2015-11-10,192318,336.81860352
2015-11-11,213064,311.08410645
2015-11-12,186806,338.15231323
2015-11-13,189607,336.75332642
2015-11-14,191657,332.90594482
2015-11-15,165582,320.16571045
2015-11-16,179019,330.75143433
2015-11-17,211212,335.09429932
2015-11-18,222834,334.5897522
2015-11-19,186891,326.14865112
2015-11-20,193567,322.02166748
2015-11-21,190875,326.92745972
2015-11-22,157820,324.53582764
2015-11-23,171377,323.04605103
2015-11-24,189978,320.04586792
2015-11-25,188205,328.20553589
2015-11-26,205464,352.68411255
2015-11-27,164445,358.04202271
2015-11-28,205383,357.38131714
2015-11-29,157078,371.29394531
2015-11-30,198406,377.32058716
2015-12-01,230715,362.4883728
2015-12-02,219054,359.18670654
2015-12-03,204064,361.0458374
2015-12-04,161929,363.1829834
2015-12-05,253055,388.94857788
2015-12-06,205765,388.78326416
2015-12-07,210320,395.53613281
2015-12-08,224996,415.56286621
2015-12-09,263231,417.56304932
2015-12-10,284681,415.47921753
2015-12-11,273313,451.93759155
2015-12-12,296200,434.99691772
2015-12-13,224245,433.75485229
2015-12-14,247782,444.18157959
2015-12-15,262667,465.32067871
2015-12-16,260102,454.93365479
2015-12-17,251427,456.07797241
2015-12-18,248577,463.61630249
2015-12-19,252068,462.322052
2015-12-20,218548,442.68533325
2015-12-21,247211,438.63897705
2015-12-22,261906,436.57220459
2015-12-23,242400,442.40075684
2015-12-24,259073,454.98516846
2015-12-25,212764,455.65328979
2015-12-26,175863,417.27365112
2015-12-27,166451,422.82348633
2015-12-28,190673,422.27890015
2015-12-29,209134,432.98260498
2015-12-30,213638,426.62011719
2015-12-31,198948,430.56741333
2016-01-01,146446,434.33374023
2016-01-02,165808,433.43783569
2016-01-03,169956,430.01147461
2016-01-04,198453,433.09115601
2016-01-05,228867,431.95974731
2016-01-06,216261,429.10470581
2016-01-07,208532,458.04782104
2016-01-08,228660,453.22982788
2016-01-09,218752,447.61053467
2016-01-10,201480,447.9906311
2016-01-11,222903,448.42831421
2016-01-12,235395,435.68994141
2016-01-13,231317,432.3710022
2016-01-14,221514,430.30587769
2016-01-15,219417,364.33065796
2016-01-16,253009,387.53634644
2016-01-17,232514,382.29888916
2016-01-18,265808,387.1678772
2016-01-19,237632,380.14926147
2016-01-20,229326,420.22979736
2016-01-21,269326,410.26229858
2016-01-22,260576,382.49182129
2016-01-23,261222,387.49057007
2016-01-24,223640,402.97113037
2016-01-25,251777,391.72601318
2016-01-26,298146,392.15304565
2016-01-27,279630,394.97232056
2016-01-28,283729,380.28857422
2016-01-29,299520,379.4743042
2016-01-30,274409,378.25497437
2016-01-31,220857,368.7668457
2016-02-01,281137,373.05557251
2016-02-02,307949,374.44784546
2016-02-03,257167,369.94900513
2016-02-04,247498,389.59405518
2016-02-05,261350,386.54864502
2016-02-06,274017,376.52200317
2016-02-07,274175,376.62014771
2016-02-08,254489,373.44662476
2016-02-09,281454,376.02883911
2016-02-10,270890,381.64932251
2016-02-11,279353,379.65420532
2016-02-12,265774,384.26315308
2016-02-13,253070,391.86004639
2016-02-14,229140,407.23022461
2016-02-15,237784,400.18457031
2016-02-16,275675,407.4876709
2016-02-17,274792,416.32183838
2016-02-18,275099,422.37310791
2016-02-19,259210,420.7850647
2016-02-20,273468,437.16409302
2016-02-21,234165,438.79812622
2016-02-22,263267,437.74798584
2016-02-23,287582,420.73614502
2016-02-24,265901,424.95474243
2016-02-25,249697,424.54376221
2016-02-26,256113,432.1517334
2016-02-27,232967,432.51931763
2016-02-28,270096,433.50439453
2016-02-29,264348,437.69714355
2016-03-01,282715,435.1232605
2016-03-02,292373,423.9888916
2016-03-03,254662,421.65124512
2016-03-04,227503,410.93887329
2016-03-05,257179,400.57009888
2016-03-06,194008,407.70697021
2016-03-07,201461,414.3213501
2016-03-08,231739,413.97189331
2016-03-09,206681,414.85958862
2016-03-10,231039,417.13116455
2016-03-11,221394,421.68951416
2016-03-12,215013,411.62399292
2016-03-13,176473,414.0645752
2016-03-14,197542,416.43786621
2016-03-15,227603,416.83016968
2016-03-16,240891,417.01083374
2016-03-17,251449,420.6210022
2016-03-18,223321,409.54751587
2016-03-19,225405,410.44439697
2016-03-20,202717,413.75546265
2016-03-21,214847,413.3069458
2016-03-22,239256,418.08868408
2016-03-23,217689,418.04074097
2016-03-24,230188,416.39404297
2016-03-25,201893,417.17660522
2016-03-26,191080,417.9447937
2016-03-27,177869,426.76535034
2016-03-28,180627,424.23126221
2016-03-29,213976,416.5161438
2016-03-30,237725,414.81585693
2016-03-31,218799,416.72946167
2016-04-01,226421,417.95956421
2016-04-02,219970,420.87268066
2016-04-03,196665,420.90432739
2016-04-04,222101,421.443573
2016-04-05,227014,424.02957153
2016-04-06,246795,423.41262817
2016-04-07,238758,422.74487305
2016-04-08,227141,420.34909058
2016-04-09,224129,419.41061401
2016-04-10,196641,421.56433105
2016-04-11,214394,422.4833374
2016-04-12,256569,425.19021606
2016-04-13,242154,423.73425293
2016-04-14,242916,424.28192139
2016-04-15,231840,429.71307373
2016-04-16,210103,430.57189941
2016-04-17,203957,427.3989563
2016-04-18,215091,428.59069824
2016-04-19,241275,435.50933838
2016-04-20,235561,441.38919067
2016-04-21,235696,449.42541504
2016-04-22,238208,445.73748779
2016-04-23,218251,450.28173828
2016-04-24,191251,458.55499268
2016-04-25,226689,461.42611694
2016-04-26,258723,466.08911133
2016-04-27,251864,444.68722534
2016-04-28,235757,449.01098633
2016-04-29,241695,455.09701538
2016-04-30,241018,448.31848145
2016-05-01,195352,451.87506104
2016-05-02,198873,444.66934204
2016-05-03,225090,450.30401611
2016-05-04,213955,446.72216797
2016-05-05,220901,447.97640991
2016-05-06,216912,459.60256958
2016-05-07,201887,458.53552246
2016-05-08,184763,458.5475769
2016-05-09,202006,460.48312378
2016-05-10,238470,450.89535522
2016-05-11,224079,452.728302
2016-05-12,223798,454.76556396
2016-05-13,220778,455.66986084
2016-05-14,205820,455.67141724
2016-05-15,193923,457.56829834
2016-05-16,211701,454.1633606
2016-05-17,232647,453.78277588
2016-05-18,225067,454.61929321
2016-05-19,233897,438.71508789
2016-05-20,212139,442.6756897
2016-05-21,198895,443.18829346
2016-05-22,174638,439.32324219
2016-05-23,199892,444.1546936
2016-05-24,234988,445.98062134
2016-05-25,238240,449.59857178
2016-05-26,231359,453.38372803
2016-05-27,218025,473.46411133
2016-05-28,228610,530.04003906
2016-05-29,195235,526.23345947
2016-05-30,202750,533.86395264
2016-05-31,227524,531.3862915
2016-06-01,237920,536.92041016
2016-06-02,237925,537.97155762
2016-06-03,241655,569.19378662
2016-06-04,212684,572.72698975
2016-06-05,195417,574.97723389
2016-06-06,220048,585.53729248
2016-06-07,242734,576.59710693
2016-06-08,250879,581.64526367
2016-06-09,248344,574.63037109
2016-06-10,242139,577.46960449
2016-06-11,229776,606.72692871
