Time,BTC number of daily transactions on the chain,Price
2023-11-01,469873,34313.0
2023-11-02,356309,34677.0
2023-11-03,486225,34776.0
2023-11-04,623095,34734.0
2023-11-05,698935,34855.0
2023-11-06,492709,35093.0
2023-11-07,465532,34730.1
2023-11-08,537843,35234.9
2023-11-09,531234,37084.9
2023-11-10,516737,37060.0
2023-11-11,647995,37112.0
2023-11-12,627930,37174.0
2023-11-13,590095,36783.0
2023-11-14,464231,36136.1
2023-11-15,537337,36400.0
2023-11-16,615292,36403.0
2023-11-17,551573,36046.0
2023-11-18,632891,36689.0
2023-11-19,712807,36585.7
2023-11-20,640749,37487.0
2023-11-21,486318,36951.0
2023-11-22,577726,36468.0
2023-11-23,624800,36958.0
2023-11-24,544872,38253.0
2023-11-25,590481,37725.0
2023-11-26,619967,37458.0
2023-11-27,515635,36779.0
2023-11-28,491528,37509.0
2023-11-29,375782,37837.0
2023-11-30,373632,37581.0
2023-12-01,472895,38430.0
2023-12-02,433496,38832.0
2023-12-03,639521,39783.0
2023-12-04,686661,41277.0
2023-12-05,498934,42312.0
2023-12-06,420859,43829.0
2023-12-07,443569,43667.0
2023-12-08,370060,43800.0
2023-12-09,533054,44088.0
2023-12-10,563969,43923.0
2023-12-11,531517,41806.0
2023-12-12,499043,41330.0
2023-12-13,594984,41914.0
2023-12-14,619527,42427.0
2023-12-15,557437,41854.0
2023-12-16,626799,42495.0
2023-12-17,667449,41797.0
2023-12-18,623361,41263.0
2023-12-19,582527,42479.0
2023-12-20,655341,44107.0
2023-12-21,616365,43799.0
2023-12-22,587211,43686.0
2023-12-23,667804,43774.0
2023-12-24,643369,43741.0
2023-12-25,595647,43632.0
2023-12-26,575849,42419.0
2023-12-27,571700,43019.0
2023-12-28,382278,42460.0
2023-12-29,588235,42270.0
2023-12-30,457638,42378.0
2023-12-31,743870,42463.0
2024-01-01,700058,42802.0
2024-01-02,426641,45299.0
2024-01-03,494994,42946.0
2024-01-04,450522,44122.0
2024-01-05,454368,43446.0
2024-01-06,385098,43898.0
2024-01-07,365814,44093.0
2024-01-08,388001,45002.0
2024-01-09,474364,46922.0
2024-01-10,369779,45450.0
2024-01-11,462190,46716.0
2024-01-12,343311,44389.0
2024-01-13,532627,43108.0
2024-01-14,653172,42901.0
2024-01-15,498348,42254.0
2024-01-16,541669,43212.0
2024-01-17,321497,42493.0
2024-01-18,498154,42599.0
2024-01-19,495592,40953.0
2024-01-20,534564,41538.0
2024-01-21,593426,41647.0
2024-01-22,516112,40704.0
2024-01-23,383784,39122.0
2024-01-24,358089,40030.0
2024-01-25,319292,39802.0
2024-01-26,434608,41354.0
2024-01-27,532967,41801.0
2024-01-28,655093,42268.0
2024-01-29,659684,42514.0
2024-01-30,482861,43348.0
2024-01-31,482784,43349.0
2024-02-01,445643,42576.0
2024-02-02,429363,43166.0
2024-02-03,460685,43089.0
2024-02-04,419285,42936.0
2024-02-05,292064,42568.0
2024-02-06,262410,43173.0
2024-02-07,376558,43041.0
2024-02-08,343948,45419.0
2024-02-09,315559,47112.0
2024-02-10,345881,47371.0
2024-02-11,411805,48134.0
2024-02-12,352806,49944.0
2024-02-13,349721,48741.0
2024-02-14,294549,51596.0
2024-02-15,303384,51940.0
2024-02-16,316803,51804.0
2024-02-17,323896,51032.0
2024-02-18,310093,51771.0
2024-02-19,391307,52119.0
2024-02-20,371731,51678.0
2024-02-21,401117,51102.0
2024-02-22,345955,51576.0
2024-02-23,401424,50913.0
2024-02-24,364066,51135.0
2024-02-25,368863,51485.0
2024-02-26,392466,52783.0
2024-02-27,389480,56660.0
2024-02-28,403840,60906.0
2024-02-29,394638,62800.0
2024-03-01,423747,61266.0
2024-03-02,366836,61798.0
2024-03-03,383014,62214.0
2024-03-04,367995,66422.0
2024-03-05,396194,67134.0
2024-03-06,373505,66489.0
2024-03-07,450747,67486.0
2024-03-08,398748,67900.0
2024-03-09,394209,68413.0
2024-03-10,368502,69353.0
2024-03-11,397091,72163.0
2024-03-12,348663,71755.0
2024-03-13,362159,72710.0
2024-03-14,366476,70995.0
2024-03-15,313524,68181.0
2024-03-16,345827,68360.0
2024-03-17,336656,68025.0
2024-03-18,412681,67350.0
2024-03-19,457260,63936.0
2024-03-20,388094,63558.0
2024-03-21,334450,66468.0
2024-03-22,352115,63874.0
2024-03-23,316830,65128.0
2024-03-24,336801,65623.0
2024-03-25,309156,69853.1
2024-03-26,319972,70248.0
2024-03-27,320759,68947.0
2024-03-28,208808,71319.7
2024-03-29,405605,69189.0
2024-03-30,550287,70040.8
2024-03-31,346455,70406.2
2024-04-01,299019,68319.6
2024-04-02,350600,64824.6
2024-04-03,383818,65909.5
2024-04-04,314801,67652.6
2024-04-05,361147,68113.4
2024-04-06,351571,68145.5
2024-04-07,536582,69692.8
2024-04-08,521632,71782.9
2024-04-09,380244,69149.5
2024-04-10,546765,68656.6
2024-04-11,543055,69910.8
2024-04-12,383974,69378.5
2024-04-13,515494,67715.3
2024-04-14,500810,64139.5
2024-04-15,503796,64584.6
2024-04-16,434505,61987.5
2024-04-17,400259,60402.5
2024-04-18,433119,63577.9
2024-04-19,364672,64413.3
2024-04-20,587153,64796.6
2024-04-21,653924,65062.4
2024-04-22,587643,66017.4
2024-04-23,935679,66478.8
2024-04-24,661696,64547.9
2024-04-25,538658,64006.4
2024-04-26,463910,63500.3
2024-04-27,467165,62891.9
2024-04-28,510193,63544.5
2024-04-29,386278,63093.1
2024-04-30,520044,60713.9
2024-05-01,474623,56758.7
2024-05-02,524237,59321.8
2024-05-03,423072,61761.5
2024-05-04,624266,63653.4
2024-05-05,665451,64501.9
2024-05-06,597622,63618.8
2024-05-07,370045,63772.6
2024-05-08,336692,62264.0
2024-05-09,611281,62053.0
2024-05-10,610665,61019.0
2024-05-11,756993,61087.0
2024-05-12,533852,61313.0
2024-05-13,596134,63033.0
2024-05-14,480918,61834.0
2024-05-15,431238,64744.0
2024-05-16,462790,65832.0
2024-05-17,629358,67189.0
2024-05-18,372782,66874.0
2024-05-19,594033,66846.0
2024-05-20,624977,67424.0
2024-05-21,535484,69767.0
2024-05-22,606370,70426.0
2024-05-23,723298,68045.0
2024-05-24,727062,68189.0
2024-05-25,850874,68874.0
2024-05-26,733559,68833.0
2024-05-27,689787,70311.0
2024-05-28,603166,68319.0
2024-05-29,657339,67284.0
2024-05-30,622027,68534.0
2024-05-31,625252,67186.0
2024-06-01,740662,67672.0
2024-06-02,710464,68087.0
2024-06-03,766712,69313.0
2024-06-04,703684,70429.0
2024-06-05,562755,71483.0
2024-06-06,575529,71271.0
2024-06-07,432411,71079.0
2024-06-08,314137,69402.0
2024-06-09,681711,69532.0
2024-06-10,762028,70074.0
2024-06-11,563102,66257.0
2024-06-12,608151,69711.0
2024-06-13,685488,66366.0
2024-06-14,695924,66324.0
2024-06-15,461102,66251.0
2024-06-16,433676,66630.0
2024-06-17,475801,65296.0
2024-06-18,562715,64525.0
2024-06-19,636756,64881.0
2024-06-20,589752,64784.5
2024-06-21,588227,63648.4
2024-06-22,590041,64276.6
2024-06-23,510730,64054.1
2024-06-24,549703,60780.5
2024-06-25,536177,61821.4
2024-06-26,570913,61453.2
2024-06-27,356121,61514.0
2024-06-28,576391,60966.0
2024-06-29,686832,61004.7
2024-06-30,553373,61621.4
2024-07-01,592024,63039.4
2024-07-02,582861,61838.6
2024-07-03,577261,60095.2
2024-07-04,533239,58043.7
2024-07-05,496874,56690.9
2024-07-06,531272,57310.1
2024-07-07,730643,56811.1
2024-07-08,671785,55770.1
2024-07-09,640106,57480.0
2024-07-10,600375,57739.9
2024-07-11,644489,57412.0
2024-07-12,682691,58229.3
2024-07-13,679684,58856.2
2024-07-14,615331,60083.8
2024-07-15,576176,63068.8
2024-07-16,529085,64932.1
2024-07-17,627352,64701.3
2024-07-18,453550,63517.8
2024-07-19,466677,65862.2
2024-07-20,707621,66871.7
2024-07-21,813199,67206.6
2024-07-22,674456,67082.4
2024-07-23,913650,66622.3
2024-07-24,662351,66209.9
2024-07-25,722760,64789.4
2024-07-26,517553,67578.9
2024-07-27,414100,68864.9
2024-07-28,668587,67652.1
2024-07-29,837366,68057.5
2024-07-30,751294,66200.8
2024-07-31,585661,66373.5
2024-08-01,613063,62841.3
2024-08-02,414150,63346.6
2024-08-03,449112,60877.8
2024-08-04,504227,59057.3
2024-08-05,600922,54378.9
2024-08-06,451099,56477.7
2024-08-07,343738,56108.4
2024-08-08,532043,59505.7
2024-08-09,424791,59839.2
2024-08-10,475242,60554.2
2024-08-11,610341,60141.2
2024-08-12,586829,60169.2
2024-08-13,451393,59510.0
2024-08-14,608156,59419.9
2024-08-15,582457,59722.7
2024-08-16,607708,58083.7
2024-08-17,637058,59414.8
