Time,BTC number of daily transactions on the chain,Price
2014-03-28,70929,477.14260864
2014-03-29,55229,501.71340942
2014-03-30,55182,492.37179565
2014-03-31,62799,462.29919434
2014-04-01,65254,457.00015259
2014-04-02,64698,479.13693237
2014-04-03,68652,436.44403076
2014-04-04,66758,445.66403198
2014-04-05,59249,446.67510986
2014-04-06,48583,463.39666748
2014-04-07,58350,461.47418213
2014-04-08,71994,447.6126709
2014-04-09,64983,453.17669678
2014-04-10,68273,442.25579834
2014-04-11,67503,363.71020508
2014-04-12,53595,420.88897705
2014-04-13,48762,421.46069336
2014-04-14,62000,414.82769775
2014-04-15,75162,458.37329102
2014-04-16,68540,522.18511963
2014-04-17,68350,529.0670166
2014-04-18,56851,495.79812622
2014-04-19,56930,479.581604
2014-04-20,50314,501.75119019
2014-04-21,55134,497.73852539
2014-04-22,73427,495.4548645
2014-04-23,71835,488.35913086
2014-04-24,72671,490.82461548
2014-04-25,74141,500.08691406
2014-04-26,60168,461.70489502
2014-04-27,49598,457.24227905
2014-04-28,61920,430.71578979
2014-04-29,62393,439.98284912
2014-04-30,65404,446.89031982
2014-05-01,61924,447.63256836
2014-05-02,61434,457.36355591
2014-05-03,55516,449.40283203
2014-05-04,51204,438.5166626
2014-05-05,62557,434.78164673
2014-05-06,76113,433.36395264
2014-05-07,69148,429.34109497
2014-05-08,69971,438.67941284
2014-05-09,67977,440.17807007
2014-05-10,60920,450.45626831
2014-05-11,51498,453.9197998
2014-05-12,64708,438.30310059
2014-05-13,74578,441.53051758
2014-05-14,67979,440.59158325
2014-05-15,74133,444.13607788
2014-05-16,70195,447.38644409
2014-05-17,57100,448.11712646
2014-05-18,50456,448.70065308
2014-05-19,58396,446.07601929
2014-05-20,68882,446.3046875
2014-05-21,72552,485.80026245
2014-05-22,70311,492.04882813
2014-05-23,73918,525.71508789
2014-05-24,60110,521.05072021
2014-05-25,53475,525.22790527
2014-05-26,65158,571.39306641
2014-05-27,64033,582.58843994
2014-05-28,74928,571.91455078
2014-05-29,67381,576.32983398
2014-05-30,65426,568.17687988
2014-05-31,57096,615.68731689
2014-06-01,51810,623.69335938
2014-06-02,60604,629.64453125
2014-06-03,68952,660.55047607
2014-06-04,67368,666.77429199
2014-06-05,67035,641.07183838
2014-06-06,65989,659.28271484
2014-06-07,54521,653.52154541
2014-06-08,46878,654.99389648
2014-06-09,53698,655.64019775
2014-06-10,64791,650.04150391
2014-06-11,62604,653.18804932
2014-06-12,63439,633.42767334
2014-06-13,63140,585.69586182
2014-06-14,60857,600.74560547
2014-06-15,53481,575.92779541
2014-06-16,63703,592.64886475
2014-06-17,66427,591.58551025
2014-06-18,68988,609.76702881
2014-06-19,62022,608.07019043
2014-06-20,60377,597.40228271
2014-06-21,53062,593.67834473
2014-06-22,49611,595.90368652
2014-06-23,56046,602.16052246
2014-06-24,62970,593.96990967
2014-06-25,66000,581.80926514
2014-06-26,61109,566.13684082
2014-06-27,62064,581.29675293
2014-06-28,58504,597.26104736
2014-06-29,52939,596.33184814
2014-06-30,60379,602.61950684
2014-07-01,70712,641.39080811
2014-07-02,68471,641.03741455
2014-07-03,61904,650.769104
2014-07-04,63688,645.15582275
2014-07-05,50702,629.95092773
2014-07-06,51448,631.7722168
2014-07-07,58219,635.4631958
2014-07-08,70671,622.57049561
2014-07-09,70380,624.50933838
2014-07-10,66422,616.76226807
2014-07-11,58352,632.00341797
2014-07-12,56280,633.71331787
2014-07-13,51243,626.49682617
2014-07-14,58780,619.31512451
2014-07-15,68958,621.58648682
2014-07-16,66215,616.79962158
2014-07-17,70797,623.08886719
2014-07-18,62387,628.77923584
2014-07-19,59119,628.51507568
2014-07-20,56584,623.90026855
2014-07-21,58373,622.21069336
2014-07-22,66440,621.55078125
2014-07-23,69076,619.41503906
2014-07-24,66163,601.73260498
2014-07-25,63926,601.08898926
2014-07-26,58583,595.81329346
2014-07-27,53125,593.85162354
2014-07-28,58016,585.69061279
2014-07-29,64219,584.72454834
2014-07-30,64693,567.29260254
2014-07-31,67761,586.23455811
2014-08-01,69639,594.91558838
2014-08-02,60405,589.33312988
2014-08-03,53176,586.66644287
2014-08-04,61720,588.78210449
2014-08-05,71057,585.43579102
2014-08-06,79008,584.65338135
2014-08-07,72635,588.86920166
2014-08-08,69551,592.57739258
2014-08-09,64602,589.371521
2014-08-10,56202,591.06140137
2014-08-11,68714,576.36767578
2014-08-12,77728,569.64154053
2014-08-13,76674,546.65820313
2014-08-14,81737,505.97387695
2014-08-15,69410,497.009552
2014-08-16,76606,519.70831299
2014-08-17,58712,491.79501343
2014-08-18,66738,461.45953369
2014-08-19,75624,485.24514771
2014-08-20,72198,511.97961426
2014-08-21,76376,517.23693848
2014-08-22,67910,514.04272461
2014-08-23,61758,498.07531738
2014-08-24,56852,508.28552246
2014-08-25,63311,502.49649048
2014-08-26,73917,511.57049561
2014-08-27,72448,511.15319824
2014-08-28,70993,507.81472778
2014-08-29,68128,508.51690674
2014-08-30,64659,504.24905396
2014-08-31,60071,477.76324463
2014-09-01,61939,474.87908936
2014-09-02,73405,477.42559814
2014-09-03,72046,477.58648682
2014-09-04,71672,489.65997314
2014-09-05,71531,483.34185791
2014-09-06,63702,484.82965088
2014-09-07,60240,482.27807617
2014-09-08,69230,474.60012817
2014-09-09,80680,475.26022339
2014-09-10,76897,479.35925293
2014-09-11,67947,479.74880981
2014-09-12,65954,477.75259399
2014-09-13,64770,479.00216675
2014-09-14,65060,477.8916626
2014-09-15,73629,475.37091064
2014-09-16,86728,466.05715942
2014-09-17,80736,457.3338623
2014-09-18,78000,424.43969727
2014-09-19,74493,394.79568481
2014-09-20,64062,408.9041748
2014-09-21,62328,398.82122803
2014-09-22,67408,402.15155029
2014-09-23,73267,435.79089355
2014-09-24,77940,423.20471191
2014-09-25,78095,411.57388306
2014-09-26,74204,404.42529297
2014-09-27,67437,399.5201416
2014-09-28,61976,377.18121338
2014-09-29,69588,375.46694946
2014-09-30,81685,386.94403076
2014-10-01,78249,383.61453247
2014-10-02,73729,375.07192993
2014-10-03,72222,359.51235962
2014-10-04,71949,328.8659668
2014-10-05,66183,320.51019287
2014-10-06,73736,330.07897949
2014-10-07,80400,336.1867981
2014-10-08,78128,352.93991089
2014-10-09,78321,365.02572632
2014-10-10,84472,361.5625
2014-10-11,71512,362.29898071
2014-10-12,62014,378.54882813
2014-10-13,73849,390.41436768
2014-10-14,79967,400.87008667
2014-10-15,79438,394.77328491
2014-10-16,74906,382.55636597
2014-10-17,74345,383.75778198
2014-10-18,66440,391.44198608
2014-10-19,63099,389.54623413
2014-10-20,76975,382.8454895
2014-10-21,81906,386.47488403
2014-10-22,79438,383.15756226
2014-10-23,80905,358.41662598
2014-10-24,80593,358.3447876
2014-10-25,72561,347.27078247
2014-10-26,71326,354.7041626
2014-10-27,79947,352.98907471
2014-10-28,86805,357.6182251
2014-10-29,88929,335.59109497
2014-10-30,95132,345.30487061
2014-10-31,89578,338.32104492
2014-11-01,75200,325.74899292
2014-11-02,72950,325.89199829
2014-11-03,84397,327.55444336
2014-11-04,89406,330.49230957
2014-11-05,91393,339.48590088
2014-11-06,87863,349.28955078
2014-11-07,91442,342.41494751
2014-11-08,77708,345.48770142
2014-11-09,70877,363.26446533
2014-11-10,83215,366.92446899
2014-11-11,86901,367.69451904
2014-11-12,89824,423.56100464
2014-11-13,98732,420.73529053
2014-11-14,90127,397.81820679
2014-11-15,75733,376.1333313
2014-11-16,73190,387.88223267
2014-11-17,83804,387.4083252
2014-11-18,88418,375.19839478
2014-11-19,86081,380.55499268
2014-11-20,84642,357.83953857
2014-11-21,90298,350.8475647
2014-11-22,77235,352.92022705
2014-11-23,74350,367.57272339
2014-11-24,81495,376.90057373
2014-11-25,87734,375.3475647
2014-11-26,85784,368.37017822
2014-11-27,84040,369.6697998
2014-11-28,84573,376.44729614
2014-11-29,81918,375.49145508
2014-11-30,81332,378.0473938
2014-12-01,93230,379.24542236
2014-12-02,101543,381.31466675
2014-12-03,96588,375.01049805
2014-12-04,102549,369.60418701
2014-12-05,93248,376.85440063
2014-12-06,86203,374.7845459
2014-12-07,76039,375.09487915
2014-12-08,80680,361.90856934
2014-12-09,93176,352.21865845
2014-12-10,90044,346.36453247
2014-12-11,85370,350.83349609
2014-12-12,80600,352.54150391
2014-12-13,80257,347.37557983
2014-12-14,75775,351.63223267
2014-12-15,91018,345.3453064
2014-12-16,97068,327.06210327
2014-12-17,97533,319.77554321
2014-12-18,100616,311.39627075
2014-12-19,91985,317.84326172
2014-12-20,95144,329.95605469
2014-12-21,81382,320.84344482
2014-12-22,85920,331.88565063
2014-12-23,101034,334.57171631
2014-12-24,88874,322.53353882
2014-12-25,74890,319.00793457
2014-12-26,68836,327.92401123
2014-12-27,77834,315.86306763
2014-12-28,76981,317.23944092
2014-12-29,78525,312.67047119
2014-12-30,85540,310.73703003
2014-12-31,85159,320.19348145
2015-01-01,59048,314.2489624
2015-01-02,72219,315.03244019
2015-01-03,85033,281.08215332
2015-01-04,80029,264.19534302
2015-01-05,93401,274.47415161
2015-01-06,89733,286.18893433
2015-01-07,92545,294.33728027
2015-01-08,94906,283.34866333
2015-01-09,108305,287.30340576
2015-01-10,104110,274.79647827
2015-01-11,94559,265.66030884
2015-01-12,100078,267.79602051
2015-01-13,98834,225.86073303
2015-01-14,103608,178.10273743
2015-01-15,114068,209.84358215
2015-01-16,114210,208.09721375
2015-01-17,91250,199.25985718
2015-01-18,87122,210.33860779
2015-01-19,93399,214.86105347
2015-01-20,96287,211.31472778
2015-01-21,101121,226.89672852
2015-01-22,95711,233.40577698
2015-01-23,87576,232.87850952
2015-01-24,88849,247.84683228
2015-01-25,86273,253.71789551
2015-01-26,101570,273.47271729
2015-01-27,101034,263.4753418
2015-01-28,88904,233.91477966
2015-01-29,86293,233.51283264
2015-01-30,89598,226.42541504
2015-01-31,82111,217.46409607
2015-02-01,78200,226.97161865
2015-02-02,85591,238.22926331
2015-02-03,90848,227.26841736
2015-02-04,91386,226.85281372
2015-02-05,88637,217.11070251
2015-02-06,84130,222.26625061
2015-02-07,86775,227.75448608
2015-02-08,82894,223.41226196
2015-02-09,90874,220.11010742
2015-02-10,110388,219.83854675
2015-02-11,96419,219.18481445
2015-02-12,95632,221.76350403
2015-02-13,102272,235.42668152
2015-02-14,111221,257.32055664
2015-02-15,84507,234.82536316
2015-02-16,100563,233.84347534
2015-02-17,100557,243.60958862
2015-02-18,104471,236.32603455
2015-02-19,97330,240.28292847
2015-02-20,95929,243.77915955
2015-02-21,93126,244.53367615
2015-02-22,86359,235.97724915
2015-02-23,91977,238.8924408
2015-02-24,103458,238.73455811
2015-02-25,107147,237.46977234
2015-02-26,101509,236.42599487
2015-02-27,105663,253.8276062
2015-02-28,89999,254.26252747
2015-03-01,89086,260.20223999
2015-03-02,98570,275.67004395
2015-03-03,110121,281.70217896
2015-03-04,105120,273.09176636
2015-03-05,96026,276.17785645
2015-03-06,96895,272.72311401
2015-03-07,94676,276.26071167
2015-03-08,87753,274.35403442
2015-03-09,98846,289.60726929
2015-03-10,109208,291.76019287
2015-03-11,102304,296.37930298
2015-03-12,97021,294.35360718
2015-03-13,96005,285.33737183
2015-03-14,90826,281.88461304
2015-03-15,85211,286.39346313
2015-03-16,95945,290.59277344
2015-03-17,104108,285.5050354
2015-03-18,103275,256.29870605
2015-03-19,103124,260.92803955
2015-03-20,102065,261.7492981
2015-03-21,101039,260.0249939
2015-03-22,85181,267.96026611
2015-03-23,104251,266.74032593
2015-03-24,96160,245.59495544
2015-03-25,96331,246.19674683
2015-03-26,97826,248.53248596
2015-03-27,106208,247.02937317
2015-03-28,91326,252.79804993
2015-03-29,85378,242.71298218
2015-03-30,102398,247.52581787
2015-03-31,108845,244.22445679
2015-04-01,119926,247.2721405
2015-04-02,117011,253.00494385
2015-04-03,107286,254.32182312
2015-04-04,95336,253.69657898
2015-04-05,88830,260.59786987
2015-04-06,101357,255.49150085
2015-04-07,112347,253.18029785
2015-04-08,108242,245.02185059
2015-04-09,116396,243.67572021
2015-04-10,113818,236.07203674
2015-04-11,105364,236.55180359
2015-04-12,93445,236.15257263
2015-04-13,97668,224.58654785
2015-04-14,115941,219.15873718
2015-04-15,107269,223.83270264
2015-04-16,102183,228.57272339
2015-04-17,102574,222.88157654
2015-04-18,102686,223.35624695
2015-04-19,88913,222.60002136
2015-04-20,108087,224.62643433
2015-04-21,113017,235.26927185
2015-04-22,113123,234.17604065
2015-04-23,110343,236.46200562
2015-04-24,111972,231.26837158
2015-04-25,100875,226.38954163
2015-04-26,93513,219.42953491
2015-04-27,106136,229.28625488
2015-04-28,113099,225.85525513
2015-04-29,118512,225.80783081
2015-04-30,114428,236.14527893
2015-05-01,105897,232.07948303
2015-05-02,95313,234.93016052
2015-05-03,86642,240.35812378
2015-05-04,92365,239.01847839
2015-05-05,118097,236.24934387
2015-05-06,111152,229.78215027
2015-05-07,110945,237.33369446
2015-05-08,111846,243.8633728
2015-05-09,98162,241.83154297
2015-05-10,92564,240.29624939
2015-05-11,100101,242.15750122
2015-05-12,112771,241.11160278
2015-05-13,108579,236.37683105
2015-05-14,105268,236.92933655
2015-05-15,106046,237.60505676
2015-05-16,95239,236.15319824
2015-05-17,84408,236.80201721
2015-05-18,97100,233.12800598
2015-05-19,102709,231.94728088
2015-05-20,111807,234.01802063
2015-05-21,98339,235.34397888
2015-05-22,101923,240.3483429
2015-05-23,94055,238.87162781
2015-05-24,87408,240.95262146
2015-05-25,104039,237.11021423
2015-05-26,105594,237.11636353
2015-05-27,111044,237.28295898
2015-05-28,108416,237.40786743
2015-05-29,121735,237.09611511
2015-05-30,136294,233.34515381
2015-05-31,95979,230.18952942
2015-06-01,114916,222.89355469
2015-06-02,132892,225.80329895
2015-06-03,128148,225.87409973
2015-06-04,118720,224.32429504
2015-06-05,113840,224.95167542
2015-06-06,108758,225.61877441
2015-06-07,88694,222.8812561
2015-06-08,90509,228.4894104
2015-06-09,111868,229.04769897
2015-06-10,132557,228.8026123
2015-06-11,126020,229.70513916
2015-06-12,123639,229.98162842
2015-06-13,113931,232.40193176
2015-06-14,97528,233.54325867
2015-06-15,123014,236.82301331
2015-06-16,124724,250.89511108
2015-06-17,134580,249.28372192
2015-06-18,120954,249.00747681
2015-06-19,122528,244.60551453
2015-06-20,119401,245.21168518
2015-06-21,93215,243.94432068
2015-06-22,112397,246.99023438
2015-06-23,125294,244.29614258
2015-06-24,115351,240.51507568
2015-06-25,110078,242.7986908
2015-06-26,117983,243.59367371
2015-06-27,108709,250.98965454
2015-06-28,100400,249.01063538
2015-06-29,116308,257.06359863
2015-06-30,142109,263.07192993
2015-07-01,160102,258.6210022
2015-07-02,132433,255.41200256
2015-07-03,140316,256.33624268
2015-07-04,113118,260.88552856
2015-07-05,103456,271.91342163
2015-07-06,141328,269.02966309
2015-07-07,211973,266.20730591
2015-07-08,185761,270.78466797
2015-07-09,189730,269.22802734
2015-07-10,205202,284.89434814
2015-07-11,184488,293.1151123
2015-07-12,200126,310.86727905
2015-07-13,187641,292.05422974
2015-07-14,122923,287.46383667
2015-07-15,119050,285.82876587
2015-07-16,112982,278.08898926
2015-07-17,117419,279.47174072
2015-07-18,124400,274.90090942
2015-07-19,136336,273.61392212
2015-07-20,105399,278.98098755
2015-07-21,125003,275.83303833
2015-07-22,144849,277.22158813
2015-07-23,116915,276.04888916
2015-07-24,109626,288.27828979
2015-07-25,106744,288.69720459
2015-07-26,88750,292.68579102
2015-07-27,110338,293.62442017
2015-07-28,118274,294.42749023
2015-07-29,136805,289.58969116
2015-07-30,133566,287.72195435
2015-07-31,133200,284.64996338
2015-08-01,164130,281.60125732
2015-08-02,100861,282.61431885
2015-08-03,114719,281.22671509
2015-08-04,139293,285.21801758
2015-08-05,118769,281.88232422
2015-08-06,134185,278.5774231
2015-08-07,129684,279.58517456
2015-08-08,106484,260.99743652
2015-08-09,89296,265.08312988
2015-08-10,105466,264.47009277
2015-08-11,119081,270.38604736
2015-08-12,116300,266.37564087
2015-08-13,116461,264.08016968
2015-08-14,111698,265.67965698
2015-08-15,104768,261.55099487
2015-08-16,86883,258.5067749
2015-08-17,102775,257.9758606
2015-08-18,122198,211.07917786
2015-08-19,122894,226.68399048
2015-08-20,118936,235.34989929
2015-08-21,114913,232.56892395
2015-08-22,111213,230.38957214
2015-08-23,94736,228.16937256
2015-08-24,111933,210.49472046
2015-08-25,122974,221.6089325
2015-08-26,128652,225.83145142
2015-08-27,115153,224.76914978
2015-08-28,122961,231.39558411
2015-08-29,115631,229.78005981
2015-08-30,91507,228.76101685
2015-08-31,115856,230.05580139
2015-09-01,138870,228.12142944
2015-09-02,134352,229.28385925
2015-09-03,138732,227.18344116
2015-09-04,102782,230.29812622
2015-09-05,136564,235.01855469
2015-09-06,105241,239.84030151
2015-09-07,120648,239.84742737
2015-09-08,125742,243.60710144
2015-09-09,124931,238.168396
2015-09-10,126531,238.47741699
2015-09-11,162664,240.10728455
2015-09-12,156570,235.22898865
2015-09-13,136809,230.51174927
2015-09-14,164195,230.64379883
2015-09-15,157862,230.30421448
2015-09-16,175960,229.09115601
2015-09-17,241249,229.81
2015-09-18,188589,232.97502136
2015-09-19,120590,231.49282837
2015-09-20,106416,231.21203613
2015-09-21,122262,227.08453369
2015-09-22,137106,230.61799622
2015-09-23,132371,230.28274536
2015-09-24,128361,234.52915955
2015-09-25,127559,235.14413452
2015-09-26,120327,234.34020996
2015-09-27,109988,232.75660706
2015-09-28,125510,239.14176941
2015-09-29,142493,236.68721008
2015-09-30,141489,236.05952454
2015-10-01,136232,237.54905701
2015-10-02,134083,237.29312134
2015-10-03,135723,238.72952271
2015-10-04,103107,238.25906372
2015-10-05,109281,240.38269043
2015-10-06,143381,246.06315613
2015-10-07,139788,242.9690094
2015-10-08,137895,242.30363464
2015-10-09,123985,243.93075562
2015-10-10,129736,244.94062805
2015-10-11,106847,247.05018616
2015-10-12,124423,245.30825806
2015-10-13,131074,249.50811768
2015-10-14,135878,251.9886322
2015-10-15,160029,254.32023621
2015-10-16,146408,262.86935425
2015-10-17,140227,270.63961792
2015-10-18,122483,261.64285278
2015-10-19,130413,263.43716431
2015-10-20,141316,269.46261597
2015-10-21,159049,266.27203369
2015-10-22,148579,274.02270508
2015-10-23,145557,276.49624634
2015-10-24,144822,281.65377808
2015-10-25,126394,283.67993164
2015-10-26,132547,285.300354
2015-10-27,135870,293.78811646
2015-10-28,151629,304.61804199
2015-10-29,164720,313.85540771
2015-10-30,166668,328.01544189
2015-10-31,158413,314.16552734
2015-11-01,156511,325.43081665
2015-11-02,154808,361.18936157
2015-11-03,185018,403.41690063
2015-11-04,200916,411.56335449
2015-11-05,195180,386.35412598
2015-11-06,166031,374.47003174
2015-11-07,159614,386.48248291
2015-11-08,136299,373.36828613
2015-11-09,148864,380.25714111
2015-11-10,156053,336.81860352
2015-11-11,172912,311.08410645
2015-11-12,154829,338.15231323
2015-11-13,156707,336.75332642
2015-11-14,156787,332.90594482
2015-11-15,140107,320.16571045
2015-11-16,148551,330.75143433
2015-11-17,159280,335.09429932
2015-11-18,167397,334.5897522
2015-11-19,152596,326.14865112
2015-11-20,160091,322.02166748
2015-11-21,157052,326.92745972
2015-11-22,128973,324.53582764
2015-11-23,139340,323.04605103
2015-11-24,150828,320.04586792
2015-11-25,151137,328.20553589
2015-11-26,167650,352.68411255
2015-11-27,148090,358.04202271
2015-11-28,178972,357.38131714
2015-11-29,132510,371.29394531
2015-11-30,165812,377.32058716
2015-12-01,185334,362.4883728
2015-12-02,179438,359.18670654
2015-12-03,167107,361.0458374
2015-12-04,151537,363.1829834
2015-12-05,206215,388.94857788
2015-12-06,184883,388.78326416
2015-12-07,185766,395.53613281
2015-12-08,192201,415.56286621
2015-12-09,217399,417.56304932
2015-12-10,211973,415.47921753
2015-12-11,208376,451.93759155
2015-12-12,216229,434.99691772
2015-12-13,192331,433.75485229
2015-12-14,212118,444.18157959
2015-12-15,228959,465.32067871
2015-12-16,222381,454.93365479
2015-12-17,221005,456.07797241
2015-12-18,216163,463.61630249
2015-12-19,218789,462.322052
2015-12-20,186607,442.68533325
2015-12-21,220684,438.63897705
2015-12-22,233806,436.57220459
2015-12-23,211126,442.40075684
2015-12-24,225958,454.98516846
2015-12-25,193232,455.65328979
2015-12-26,168415,417.27365112
2015-12-27,155541,422.82348633
2015-12-28,170776,422.27890015
2015-12-29,181731,432.98260498
2015-12-30,184048,426.62011719
2015-12-31,163712,430.56741333
2016-01-01,130467,434.33374023
2016-01-02,137970,433.43783569
2016-01-03,137610,430.01147461
2016-01-04,169980,433.09115601
2016-01-05,189309,431.95974731
2016-01-06,176865,429.10470581
2016-01-07,177741,458.04782104
2016-01-08,189810,453.22982788
2016-01-09,181025,447.61053467
2016-01-10,162734,447.9906311
2016-01-11,177485,448.42831421
2016-01-12,198921,435.68994141
2016-01-13,194168,432.3710022
2016-01-14,180842,430.30587769
2016-01-15,181587,364.33065796
2016-01-16,194060,387.53634644
2016-01-17,187645,382.29888916
2016-01-18,225301,387.1678772
2016-01-19,199453,380.14926147
2016-01-20,189214,420.22979736
2016-01-21,214902,410.26229858
2016-01-22,220087,382.49182129
2016-01-23,205049,387.49057007
2016-01-24,191608,402.97113037
2016-01-25,211009,391.72601318
2016-01-26,236260,392.15304565
2016-01-27,227256,394.97232056
2016-01-28,226945,380.28857422
2016-01-29,223810,379.4743042
2016-01-30,211093,378.25497437
2016-01-31,177771,368.7668457
2016-02-01,218156,373.05557251
2016-02-02,232852,374.44784546
2016-02-03,199052,369.94900513
2016-02-04,199047,389.59405518
2016-02-05,217108,386.54864502
2016-02-06,229457,376.52200317
2016-02-07,214563,376.62014771
2016-02-08,216572,373.44662476
2016-02-09,232405,376.02883911
2016-02-10,239692,381.64932251
2016-02-11,221417,379.65420532
2016-02-12,206898,384.26315308
2016-02-13,193004,391.86004639
2016-02-14,186391,407.23022461
2016-02-15,204508,400.18457031
2016-02-16,221761,407.4876709
2016-02-17,224235,416.32183838
2016-02-18,215226,422.37310791
2016-02-19,210393,420.7850647
2016-02-20,228446,437.16409302
2016-02-21,205789,438.79812622
2016-02-22,224636,437.74798584
2016-02-23,248587,420.73614502
2016-02-24,233730,424.95474243
2016-02-25,209557,424.54376221
2016-02-26,214885,432.1517334
2016-02-27,180849,432.51931763
2016-02-28,223803,433.50439453
2016-02-29,254239,437.69714355
2016-03-01,273753,435.1232605
2016-03-02,268208,423.9888916
2016-03-03,233513,421.65124512
2016-03-04,202578,410.93887329
2016-03-05,237060,400.57009888
2016-03-06,182897,407.70697021
2016-03-07,177001,414.3213501
2016-03-08,201016,413.97189331
2016-03-09,177975,414.85958862
2016-03-10,196739,417.13116455
2016-03-11,191390,421.68951416
2016-03-12,183348,411.62399292
2016-03-13,144906,414.0645752
2016-03-14,174409,416.43786621
2016-03-15,198761,416.83016968
2016-03-16,209614,417.01083374
2016-03-17,216912,420.6210022
2016-03-18,197236,409.54751587
2016-03-19,195265,410.44439697
2016-03-20,176732,413.75546265
2016-03-21,186360,413.3069458
2016-03-22,211677,418.08868408
2016-03-23,188017,418.04074097
2016-03-24,195313,416.39404297
2016-03-25,175076,417.17660522
2016-03-26,164755,417.9447937
2016-03-27,162446,426.76535034
2016-03-28,171070,424.23126221
2016-03-29,197615,416.5161438
2016-03-30,207045,414.81585693
2016-03-31,204230,416.72946167
2016-04-01,214201,417.95956421
2016-04-02,193315,420.87268066
2016-04-03,180117,420.90432739
2016-04-04,194184,421.443573
2016-04-05,205559,424.02957153
2016-04-06,226665,423.41262817
2016-04-07,220531,422.74487305
2016-04-08,214237,420.34909058
2016-04-09,209722,419.41061401
2016-04-10,183023,421.56433105
2016-04-11,208107,422.4833374
2016-04-12,245451,425.19021606
2016-04-13,227568,423.73425293
2016-04-14,226584,424.28192139
2016-04-15,220859,429.71307373
2016-04-16,196773,430.57189941
2016-04-17,186553,427.3989563
2016-04-18,198282,428.59069824
2016-04-19,232900,435.50933838
2016-04-20,215454,441.38919067
2016-04-21,215227,449.42541504
2016-04-22,213541,445.73748779
2016-04-23,200526,450.28173828
2016-04-24,174527,458.55499268
2016-04-25,208945,461.42611694
2016-04-26,242991,466.08911133
2016-04-27,242796,444.68722534
2016-04-28,241207,449.01098633
2016-04-29,262090,455.09701538
2016-04-30,233484,448.31848145
2016-05-01,194586,451.87506104
2016-05-02,204445,444.66934204
2016-05-03,241859,450.30401611
2016-05-04,231045,446.72216797
2016-05-05,234096,447.97640991
2016-05-06,234746,459.60256958
2016-05-07,212078,458.53552246
2016-05-08,192838,458.5475769
2016-05-09,206243,460.48312378
2016-05-10,245093,450.89535522
2016-05-11,237258,452.728302
2016-05-12,231824,454.76556396
2016-05-13,232096,455.66986084
2016-05-14,211045,455.67141724
2016-05-15,207260,457.56829834
2016-05-16,220870,454.1633606
2016-05-17,248106,453.78277588
2016-05-18,227385,454.61929321
2016-05-19,229798,438.71508789
2016-05-20,215989,442.6756897
2016-05-21,197326,443.18829346
2016-05-22,182316,439.32324219
2016-05-23,205549,444.1546936
2016-05-24,241835,445.98062134
2016-05-25,252146,449.59857178
2016-05-26,233762,453.38372803
2016-05-27,205400,473.46411133
2016-05-28,207761,530.04003906
2016-05-29,182937,526.23345947
2016-05-30,192451,533.86395264
2016-05-31,219681,531.3862915
2016-06-01,226657,536.92041016
2016-06-02,233033,537.97155762
2016-06-03,238782,569.19378662
2016-06-04,203953,572.72698975
2016-06-05,192184,574.97723389
2016-06-06,208065,585.53729248
2016-06-07,229208,576.59710693
2016-06-08,237952,581.64526367
2016-06-09,233231,574.63037109
2016-06-10,231424,577.46960449
2016-06-11,218217,606.72692871
2016-06-12,203471,672.78356934
2016-06-13,236717,704.37646484
2016-06-14,239427,685.55926514
2016-06-15,258638,694.46911621
2016-06-16,272205,766.30773926
2016-06-17,261629,748.90930176
2016-06-18,238242,756.22674561
2016-06-19,224211,763.78063965
2016-06-20,233461,737.22570801
2016-06-21,246741,666.65203857
2016-06-22,256843,596.11578369
2016-06-23,239115,623.97741699
2016-06-24,222057,665.29907227
2016-06-25,232100,665.12316895
2016-06-26,187914,629.36724854
2016-06-27,189430,655.27532959
2016-06-28,227250,647.00115967
2016-06-29,220679,639.88989258
2016-06-30,224723,673.33709717
2016-07-01,223365,676.29602051
2016-07-02,197506,703.70166016
2016-07-03,183044,658.66357422
2016-07-04,192905,683.66247559
2016-07-05,208975,670.62652588
2016-07-06,222015,677.33129883
2016-07-07,220470,640.56225586
2016-07-08,209066,666.52313232
2016-07-09,198285,650.9597168
2016-07-10,166550,649.35986328
2016-07-11,196241,647.6585083
2016-07-12,218599,664.55053711
2016-07-13,216929,654.46820068
2016-07-14,220570,658.07843018
2016-07-15,218331,663.25506592
2016-07-16,196416,660.76696777
2016-07-17,173057,679.45874023
2016-07-18,196433,673.10559082
2016-07-19,226139,672.86419678
2016-07-20,224037,665.68475342
2016-07-21,236527,665.012146
2016-07-22,207555,650.61895752
2016-07-23,209417,655.55633545
2016-07-24,183679,661.28497314
2016-07-25,227920,654.097229
2016-07-26,230230,651.78417969
2016-07-27,246575,654.35229492
2016-07-28,230633,655.03497314
2016-07-29,235068,656.9921875
2016-07-30,204166,655.04669189
2016-07-31,202760,624.68078613
2016-08-01,209472,606.27197266
2016-08-02,233586,547.465271
2016-08-03,252461,566.35534668
2016-08-04,236395,578.28948975
2016-08-05,228615,575.04266357
2016-08-06,213987,587.77807617
2016-08-07,184152,592.69036865
2016-08-08,220353,591.05371094
2016-08-09,215711,587.80108643
2016-08-10,252333,592.10327148
2016-08-11,257467,589.11956787
2016-08-12,238344,587.55914307
2016-08-13,227937,585.58752441
2016-08-14,200992,570.47344971
2016-08-15,213494,567.24029541
2016-08-16,229838,577.43878174
2016-08-17,236377,573.21594238
