Time,LTC average daily block size,Price
2016-03-12,0.00612341,3.29018188
2016-03-13,0.00469443,3.30740237
2016-03-14,0.00642038,3.3035233
2016-03-15,0.00579678,3.30577755
2016-03-16,0.00536617,3.30939174
2016-03-17,0.00537713,3.30739212
2016-03-18,0.00462497,3.16981387
2016-03-19,0.00614858,3.17825365
2016-03-20,0.00606909,3.20554972
2016-03-21,0.00570006,3.20091319
2016-03-22,0.00541855,3.23472309
2016-03-23,0.00573966,3.24280095
2016-03-24,0.00694670,3.22470355
2016-03-25,0.00609800,3.22907448
2016-03-26,0.00742903,3.23057389
2016-03-27,0.00638048,3.30359983
2016-03-28,0.00709638,3.26405549
2016-03-29,0.00769057,3.22633123
2016-03-30,0.00585749,3.21940923
2016-03-31,0.00665673,3.25707412
2016-04-01,0.00615884,3.23994684
2016-04-02,0.00970217,3.26211309
2016-04-03,0.00513826,3.26268291
2016-04-04,0.00475520,3.25059104
2016-04-05,0.00688582,3.2516458
2016-04-06,0.00666046,3.25593209
2016-04-07,0.00652693,3.24531531
2016-04-08,0.00621867,3.22026873
2016-04-09,0.00922193,3.21620321
2016-04-10,0.00535834,3.22698927
2016-04-11,0.00746695,3.24177313
2016-04-12,0.00628815,3.25731826
2016-04-13,0.00394057,3.23886013
2016-04-14,0.00541334,3.23960781
2016-04-15,0.00684866,3.27882552
2016-04-16,0.00505163,3.27381587
2016-04-17,0.00562266,3.25777316
2016-04-18,0.00618879,3.2403934
2016-04-19,0.00468286,3.28516841
2016-04-20,0.00795644,3.27837515
2016-04-21,0.00532025,3.34639525
2016-04-22,0.00497005,3.31927228
2016-04-23,0.00638818,3.33446503
2016-04-24,0.00724824,3.63183069
2016-04-25,0.00801417,3.81171918
2016-04-26,0.00820727,4.04579878
2016-04-27,0.00810518,3.8897109
2016-04-28,0.00704090,3.78849649
2016-04-29,0.00731122,3.81360102
2016-04-30,0.00583823,3.65974832
2016-05-01,0.00823852,3.70520091
2016-05-02,0.00685422,3.68031144
2016-05-03,0.00824412,3.74091148
2016-05-04,0.00674969,3.74679303
2016-05-05,0.00904250,3.71384573
2016-05-06,0.01249345,3.82211185
2016-05-07,0.00773289,3.95345283
2016-05-08,0.00525399,3.93813968
2016-05-09,0.01588227,4.05642509
2016-05-10,0.00864532,3.81915426
2016-05-11,0.00715335,3.88226843
2016-05-12,0.00767916,3.85679913
2016-05-13,0.00950281,3.9256804
2016-05-14,0.00781388,4.01012278
2016-05-15,0.00821942,4.06311941
2016-05-16,0.00715683,4.00653458
2016-05-17,0.00793709,3.98312974
2016-05-18,0.00753052,4.0032177
2016-05-19,0.00831126,3.83338928
2016-05-20,0.00810143,3.88101172
2016-05-21,0.00869247,3.95448685
2016-05-22,0.00768847,3.92969537
2016-05-23,0.00909886,3.96819305
2016-05-24,0.00866981,3.95140934
2016-05-25,0.00748147,4.04566193
2016-05-26,0.00626006,4.08246946
2016-05-27,0.00980311,4.50133371
2016-05-28,0.00981625,4.70068169
2016-05-29,0.00808210,4.60962057
2016-05-30,0.00973109,4.6708746
2016-05-31,0.01057703,4.65038919
2016-06-01,0.00887373,4.74098873
2016-06-02,0.00961782,4.71505499
2016-06-03,0.01230661,4.8609724
2016-06-04,0.00673729,4.80804491
2016-06-05,0.00422769,4.81290674
2016-06-06,0.00645927,4.9591608
2016-06-07,0.00616362,4.77078009
2016-06-08,0.00579343,4.74816561
2016-06-09,0.00426118,4.69312
2016-06-10,0.00540353,4.83999777
2016-06-11,0.00501436,5.01398182
2016-06-12,0.00631827,5.33357859
2016-06-13,0.00780592,5.29031801
2016-06-14,0.00740179,5.20402002
2016-06-15,0.00697502,5.23978472
2016-06-16,0.00679599,5.6607933
2016-06-17,0.00828802,5.59326935
2016-06-18,0.00584654,5.55994654
2016-06-19,0.00570000,5.59378099
2016-06-20,0.00657598,5.29454088
2016-06-21,0.00702454,4.82175446
2016-06-22,0.00578174,3.91069913
2016-06-23,0.00877750,3.85051417
2016-06-24,0.00655069,4.27909517
2016-06-25,0.00415261,4.23307419
2016-06-26,0.00813811,4.07430696
2016-06-27,0.00452398,4.11985493
2016-06-28,0.00616579,4.10066271
2016-06-29,0.00633194,4.06187916
2016-06-30,0.00556017,4.19350481
2016-07-01,0.00555710,4.25596952
2016-07-02,0.00640779,4.58992147
2016-07-03,0.00457191,4.25329447
2016-07-04,0.00370127,4.54056215
2016-07-05,0.00507824,4.45227575
2016-07-06,0.00501539,4.46821594
2016-07-07,0.00498952,4.11187792
2016-07-08,0.00713082,4.21990681
2016-07-09,0.00659531,4.16307259
2016-07-10,0.00420371,4.09982681
2016-07-11,0.00427018,4.08544016
2016-07-12,0.00409879,4.15327978
2016-07-13,0.00463793,4.13855219
2016-07-14,0.00403873,4.14846039
2016-07-15,0.00501068,4.15976667
2016-07-16,0.00447218,4.13266897
2016-07-17,0.00370877,4.18988991
2016-07-18,0.00406269,4.14822006
2016-07-19,0.00385946,4.14915943
2016-07-20,0.00463088,4.12505865
2016-07-21,0.00480122,4.12022638
2016-07-22,0.00482939,4.03828812
2016-07-23,0.00397665,4.0570035
2016-07-24,0.00471455,4.07066822
2016-07-25,0.00500128,4.03204203
2016-07-26,0.00574450,3.97024322
2016-07-27,0.00435430,3.95589185
2016-07-28,0.00381618,3.96774292
2016-07-29,0.00407045,4.07744408
2016-07-30,0.00464875,4.0618124
2016-07-31,0.00409416,4.0138216
2016-08-01,0.00491397,3.86342001
2016-08-02,0.00489446,3.63958025
2016-08-03,0.00716415,3.71922803
2016-08-04,0.00439774,3.74845362
2016-08-05,0.00406962,3.72903657
2016-08-06,0.00424085,3.76017523
2016-08-07,0.00466066,3.78032398
2016-08-08,0.00604261,3.78551173
2016-08-09,0.00444484,3.7597537
2016-08-10,0.00417192,3.72242188
2016-08-11,0.00480061,3.7421689
2016-08-12,0.00438531,3.70935202
2016-08-13,0.00397835,3.71440625
2016-08-14,0.00441411,3.65020871
2016-08-15,0.00518930,3.57708097
2016-08-16,0.00605144,3.63771629
2016-08-17,0.00551042,3.59944081
2016-08-18,0.00423022,3.60712194
2016-08-19,0.00374904,3.6040864
2016-08-20,0.00479885,3.61556458
2016-08-21,0.00429874,3.61506605
2016-08-22,0.00397657,3.65725541
2016-08-23,0.00573421,3.93072915
2016-08-24,0.00625947,3.85504889
2016-08-25,0.00510707,3.80207324
2016-08-26,0.00380718,3.82638049
2016-08-27,0.00413876,3.73676872
2016-08-28,0.00393726,3.73982644
2016-08-29,0.00431963,3.75952172
2016-08-30,0.00441637,3.80406404
2016-08-31,0.00571716,3.79744315
2016-09-01,0.00386850,3.83201218
2016-09-02,0.00461196,3.82457376
2016-09-03,0.00389956,3.88875175
2016-09-04,0.00391199,4.01443911
2016-09-05,0.00513008,3.97918725
2016-09-06,0.00467923,3.9723568
2016-09-07,0.00413841,3.9698832
2016-09-08,0.00382994,3.98833823
2016-09-09,0.00335307,3.96998572
2016-09-10,0.00313818,3.96898007
2016-09-11,0.00459559,3.85545015
2016-09-12,0.00431907,3.82319379
2016-09-13,0.00458732,3.82171369
2016-09-14,0.00364432,3.83215976
2016-09-15,0.00312976,3.81192493
2016-09-16,0.00361513,3.80619478
2016-09-17,0.00637462,3.80542421
2016-09-18,0.00311429,4.04340315
2016-09-19,0.00416027,3.8311646
2016-09-20,0.00422004,3.84206939
2016-09-21,0.00452002,3.84036875
2016-09-22,0.00414648,3.76756907
2016-09-23,0.00304151,3.81290841
2016-09-24,0.00315121,3.80514002
2016-09-25,0.00347137,3.80837536
2016-09-26,0.00441951,3.85873556
2016-09-27,0.00371378,3.85224152
2016-09-28,0.00358328,3.8376081
2016-09-29,0.00434613,3.84561014
2016-09-30,0.00423132,3.84160089
2016-10-01,0.00430610,3.84921789
2016-10-02,0.00282271,3.84231234
2016-10-03,0.00401848,3.83797121
2016-10-04,0.00325819,3.82302928
2016-10-05,0.00427819,3.84312606
2016-10-06,0.00496184,3.84654403
2016-10-07,0.00369479,3.86229157
2016-10-08,0.00441305,3.83804703
2016-10-09,0.00360607,3.81513
2016-10-10,0.00545131,3.79516816
2016-10-11,0.00376229,3.8163271
2016-10-12,0.00401016,3.75851059
2016-10-13,0.00407407,3.90657401
2016-10-14,0.00464931,3.89759994
2016-10-15,0.00462715,3.87242961
2016-10-16,0.00364931,3.88544941
2016-10-17,0.00570639,3.91047692
2016-10-18,0.00473554,3.83957815
2016-10-19,0.00427961,3.80414295
2016-10-20,0.00461949,3.77899885
2016-10-21,0.00425706,3.80546212
2016-10-22,0.00391903,3.88545871
2016-10-23,0.00378510,3.91778135
2016-10-24,0.00509177,3.86886001
2016-10-25,0.00455951,3.90441394
2016-10-26,0.00432069,3.96029305
2016-10-27,0.00530063,4.02150297
2016-10-28,0.00449640,3.97321558
2016-10-29,0.00436296,4.09030724
2016-10-30,0.00531524,4.03400755
2016-10-31,0.00414661,3.99396276
2016-11-01,0.00487172,4.0883317
2016-11-02,0.00418749,4.10449839
2016-11-03,0.00399749,3.86132813
2016-11-04,0.00468722,3.87888885
2016-11-05,0.00390574,3.86669135
2016-11-06,0.00432943,3.88925147
2016-11-07,0.00556858,3.83886695
2016-11-08,0.00439829,3.84275651
2016-11-09,0.00499988,3.86460948
2016-11-10,0.00321680,3.82424068
2016-11-11,0.00323131,3.81600738
2016-11-12,0.00398716,3.76387715
2016-11-13,0.00370711,3.87800169
2016-11-14,0.00477989,3.8761704
2016-11-15,0.00505456,3.89359307
2016-11-16,0.00453915,4.01948023
2016-11-17,0.00427337,3.94318557
2016-11-18,0.00353993,3.96132135
2016-11-19,0.00393999,3.95380211
2016-11-20,0.00522676,3.92194247
2016-11-21,0.00498783,3.94488049
2016-11-22,0.00436209,3.94731164
2016-11-23,0.00364281,3.92531633
2016-11-24,0.00298696,3.90768623
2016-11-25,0.00339571,3.91541958
2016-11-26,0.00325110,3.89451218
2016-11-27,0.00488718,3.88293242
2016-11-28,0.00766496,3.88453913
2016-11-29,0.00369306,3.87455034
2016-11-30,0.00328192,3.89379263
2016-12-01,0.00383567,3.90908194
2016-12-02,0.00420630,3.94644308
2016-12-03,0.00348136,3.92399716
2016-12-04,0.00527786,3.89961171
2016-12-05,0.00555563,3.52857924
2016-12-06,0.00444154,3.5354054
2016-12-07,0.00385180,3.61594605
2016-12-08,0.00436281,3.69110298
2016-12-09,0.00342811,3.69148302
2016-12-10,0.00287181,3.68027067
2016-12-11,0.00603987,3.63795733
2016-12-12,0.00364063,3.66230702
2016-12-13,0.00327769,3.65028453
2016-12-14,0.00306388,3.6195631
2016-12-15,0.00356574,3.62447238
2016-12-16,0.00363254,3.62817836
2016-12-17,0.00346866,3.69749522
2016-12-18,0.00477611,3.67694736
2016-12-19,0.00324689,3.66261673
2016-12-20,0.00438933,3.66106296
2016-12-21,0.00392059,3.65345049
2016-12-22,0.00479759,3.71168065
2016-12-23,0.00471638,4.65533209
2016-12-24,0.00849526,4.55154133
2016-12-25,0.00385826,4.34722424
2016-12-26,0.00412127,4.35547686
2016-12-27,0.00359702,4.46940279
2016-12-28,0.00353177,4.57135248
2016-12-29,0.00449342,4.55547714
2016-12-30,0.00367763,4.39052153
2016-12-31,0.00325346,4.32528782
2017-01-01,0.00375315,4.5115943
2017-01-02,0.00618929,4.64893961
2017-01-03,0.00461670,4.62619591
2017-01-04,0.00533840,4.83785391
2017-01-05,0.00685906,4.29271936
2017-01-06,0.00487705,3.86125636
2017-01-07,0.00659901,3.95588207
2017-01-08,0.00387949,3.99457669
2017-01-09,0.00384969,4.30195904
2017-01-10,0.00594757,4.59151173
2017-01-11,0.00686287,3.84679413
2017-01-12,0.00397837,3.96280217
2017-01-13,0.00401905,3.89086986
2017-01-14,0.00452616,3.90053368
2017-01-15,0.00620347,3.92583799
2017-01-16,0.00790307,3.9025383
2017-01-17,0.00375435,3.93904877
2017-01-18,0.00440437,3.83819938
2017-01-19,0.00477727,3.86060715
2017-01-20,0.00404808,3.89001441
2017-01-21,0.00459317,3.90451455
2017-01-22,0.00592142,3.84293866
2017-01-23,0.00404622,3.83576155
2017-01-24,0.00439539,3.78609848
2017-01-25,0.00326625,3.71453118
2017-01-26,0.00341417,3.83432293
2017-01-27,0.00305201,3.85588098
2017-01-28,0.00361639,3.85295272
2017-01-29,0.00609727,3.85210395
2017-01-30,0.00459885,4.02124977
2017-01-31,0.00426457,4.07864475
2017-02-01,0.00444577,4.07532597
2017-02-02,0.00534469,4.08526659
2017-02-03,0.00392419,4.08256483
2017-02-04,0.00427945,4.05800104
2017-02-05,0.00663924,4.04291534
2017-02-06,0.00601580,4.0440135
2017-02-07,0.00469075,4.04037094
2017-02-08,0.00453069,4.0231719
2017-02-09,0.00604510,3.79858923
2017-02-10,0.00411513,3.77721047
2017-02-11,0.00409005,3.79310322
2017-02-12,0.00566394,3.7643683
2017-02-13,0.00456324,3.71789074
2017-02-14,0.00360058,3.77080464
2017-02-15,0.00385617,3.80927777
2017-02-16,0.00392770,3.78681469
2017-02-17,0.00373643,3.83036399
2017-02-18,0.00765275,3.79103303
2017-02-19,0.00719707,3.76225567
2017-02-20,0.00430366,3.76765895
2017-02-21,0.00493025,3.78327823
2017-02-22,0.00466277,3.80522251
2017-02-23,0.00469537,3.84294987
2017-02-24,0.00466591,3.84671879
2017-02-25,0.00455865,3.82610703
2017-02-26,0.00706584,3.82671547
2017-02-27,0.00403808,3.80273581
2017-02-28,0.00348595,3.77098918
2017-03-01,0.00492025,3.79889679
2017-03-02,0.00449082,3.92422605
2017-03-03,0.00604254,3.92081809
2017-03-04,0.00453119,3.88399529
2017-03-05,0.00694402,3.90155983
2017-03-06,0.00426924,3.92140126
2017-03-07,0.00391409,3.82147932
2017-03-08,0.00522353,3.77599907
2017-03-09,0.00527818,3.83841848
2017-03-10,0.00370151,3.75216579
2017-03-11,0.00418106,3.79800439
2017-03-12,0.00665126,3.84257078
2017-03-13,0.00570039,4.17054129
2017-03-14,0.00473841,4.05518866
2017-03-15,0.00429598,4.16086531
2017-03-16,0.00474169,4.23709679
2017-03-17,0.00524163,4.0550971
2017-03-18,0.00540236,3.967623
2017-03-19,0.00895471,3.95641303
2017-03-20,0.00561728,4.03331184
2017-03-21,0.00421953,4.00921869
2017-03-22,0.00411168,3.93649292
2017-03-23,0.00523265,3.98003435
2017-03-24,0.00456339,4.08396292
2017-03-25,0.00608446,4.07061625
2017-03-26,0.00797048,4.06074333
2017-03-27,0.00566530,4.07528114
2017-03-28,0.00477721,4.15568256
2017-03-29,0.00441385,4.18590355
2017-03-30,0.01153246,6.98063469
2017-03-31,0.01194440,6.66706467
2017-04-01,0.00629865,6.88352346
2017-04-02,0.00933446,7.74450445
2017-04-03,0.00908104,8.07057571
2017-04-04,0.00775602,8.28936291
2017-04-05,0.00862490,11.09402084
2017-04-06,0.01032005,10.25171089
2017-04-07,0.00753391,9.37155533
2017-04-08,0.00742837,9.91621113
2017-04-09,0.00915176,8.70984745
2017-04-10,0.00909245,8.91704178
2017-04-11,0.00748126,8.85383415
2017-04-12,0.00970059,10.78556919
2017-04-13,0.00691094,10.14949036
2017-04-14,0.00548464,10.38996601
2017-04-15,0.00590670,10.79460716
2017-04-16,0.00967351,10.71490383
2017-04-17,0.00541196,10.42162609
2017-04-18,0.00501741,10.320117
2017-04-19,0.00489697,9.65807724
2017-04-20,0.00534702,10.33494186
2017-04-21,0.00656982,11.22781181
2017-04-22,0.00910360,13.06460762
2017-04-23,0.01258396,13.93907547
2017-04-24,0.00780673,14.96547031
2017-04-25,0.00673805,15.21284771
2017-04-26,0.00809270,14.84811115
2017-04-27,0.00777881,14.62202168
2017-04-28,0.00901516,14.34145164
2017-04-29,0.00784541,15.74213505
2017-04-30,0.01047796,15.70559883
2017-05-01,0.00803387,15.91765881
2017-05-02,0.00660191,15.89496899
2017-05-03,0.00602970,21.04263878
2017-05-04,0.01320235,23.39364052
2017-05-05,0.01372949,26.26694489
2017-05-06,0.01077659,28.15984917
2017-05-07,0.01157613,30.29107475
2017-05-08,0.01142484,28.9582119
2017-05-09,0.01442959,33.58295059
2017-05-10,0.01583541,31.9621048
2017-05-11,0.01440358,30.71772194
2017-05-12,0.00915066,27.45493889
2017-05-13,0.01031977,28.91196632
2017-05-14,0.00814074,28.89299583
2017-05-15,0.01026987,25.36532593
2017-05-16,0.01349099,23.32772446
2017-05-17,0.01625078,25.40439415
2017-05-18,0.01147778,28.35764885
2017-05-19,0.01406257,27.69753456
2017-05-20,0.01345536,27.50601196
2017-05-21,0.01188494,26.29817772
2017-05-22,0.01590740,25.38098145
2017-05-23,0.01662602,32.11205673
2017-05-24,0.01658300,34.4533577
2017-05-25,0.01952812,29.90024185
2017-05-26,0.01407832,23.7482605
2017-05-27,0.01269707,23.73534393
2017-05-28,0.01413457,24.22057533
2017-05-29,0.01014132,25.21245193
2017-05-30,0.01037648,24.14204216
2017-05-31,0.01064043,25.29756927
2017-06-01,0.01418913,28.80344772
2017-06-02,0.01218092,28.9447422
2017-06-03,0.01282724,27.66099167
2017-06-04,0.01273463,27.93934631
2017-06-05,0.01218287,30.84333038
2017-06-06,0.01625112,30.55104256
2017-06-07,0.01509457,28.39466286
2017-06-08,0.01740503,30.21192169
2017-06-09,0.01760000,29.68163109
2017-06-10,0.01712304,30.44167519
2017-06-11,0.01787994,33.21625137
2017-06-12,0.01311987,29.5035305
2017-06-13,0.01215711,30.64292526
2017-06-14,0.01342501,30.22468376
2017-06-15,0.01351161,30.22007751
2017-06-16,0.01712864,35.70049286
2017-06-17,0.02058198,47.64590073
2017-06-18,0.02084252,46.04160309
2017-06-19,0.01538150,50.32087326
2017-06-20,0.01906014,47.21638489
2017-06-21,0.02114591,47.78752136
2017-06-22,0.01720909,47.71292877
2017-06-23,0.01602851,47.33549881
2017-06-24,0.01498126,44.49179077
2017-06-25,0.01397758,43.924366
2017-06-26,0.01708645,41.13184357
2017-06-27,0.01867006,40.54148865
2017-06-28,0.01424852,42.84949493
2017-06-29,0.01194849,41.06526947
2017-06-30,0.01145521,40.35433197
2017-07-01,0.01132830,38.98817062
2017-07-02,0.01208118,41.56764603
2017-07-03,0.02049644,46.42517853
2017-07-04,0.01669893,55.33437347
2017-07-05,0.01792977,53.19451523
2017-07-06,0.01445000,51.1303215
2017-07-07,0.01392253,46.57552719
2017-07-08,0.01533550,52.13852692
2017-07-09,0.01477346,49.58053589
2017-07-10,0.01389723,46.57640457
2017-07-11,0.01876665,45.33076477
2017-07-12,0.01615036,48.75123978
2017-07-13,0.01628549,46.32778168
2017-07-14,0.01601874,42.8026619
2017-07-15,0.01811520,38.92386627
2017-07-16,0.01406496,40.91286087
2017-07-17,0.01435015,42.66966629
2017-07-18,0.01680254,44.30243683
2017-07-19,0.01537254,40.86441803
2017-07-20,0.03499500,45.01573944
2017-07-21,0.02185867,45.76303482
2017-07-22,0.01625395,46.55832291
2017-07-23,0.01585325,44.0558815
2017-07-24,0.01343388,44.40550232
2017-07-25,0.01751136,42.24129486
2017-07-26,0.01383331,42.22967911
2017-07-27,0.01242677,42.13980865
2017-07-28,0.01607442,40.61458588
2017-07-29,0.01250743,41.11550522
2017-07-30,0.01105575,40.42198563
2017-07-31,0.01489534,43.02272415
2017-08-01,0.01550953,43.03626251
2017-08-02,0.01577673,42.13222504
2017-08-03,0.01441739,42.86149979
2017-08-04,0.02157587,43.44973755
2017-08-05,0.01630451,46.85902023
2017-08-06,0.01765718,45.10300446
2017-08-07,0.01954199,45.79546738
2017-08-08,0.02069482,48.63189697
2017-08-09,0.01911145,48.0118866
2017-08-10,0.01672992,46.49975586
2017-08-11,0.02156106,47.09937668
2017-08-12,0.02014664,46.43390656
2017-08-13,0.01631654,45.81278229
2017-08-14,0.01952340,45.80452728
2017-08-15,0.02931982,43.30649567
2017-08-16,0.01820985,44.15123749
2017-08-17,0.01642816,43.91458511
2017-08-18,0.02018070,47.28138733
2017-08-19,0.02006658,45.47995377
2017-08-20,0.01414592,46.23097992
2017-08-21,0.01665485,47.9360466
2017-08-22,0.01419183,46.72713852
2017-08-23,0.01455125,53.24814224
2017-08-24,0.02569897,50.18563843
2017-08-25,0.01841650,51.17683792
2017-08-26,0.01324797,51.74957275
2017-08-27,0.01642630,61.15875626
2017-08-28,0.02043156,62.35548401
2017-08-29,0.01698638,63.16698074
2017-08-30,0.01765427,64.16929626
2017-08-31,0.01865730,71.05514526
2017-09-01,0.02890261,86.03970337
2017-09-02,0.02935062,79.02426147
2017-09-03,0.01949079,76.8429718
2017-09-04,0.02883333,65.20581055
2017-09-05,0.02715604,71.29477692
2017-09-06,0.02159666,80.11431122
2017-09-07,0.02020749,78.48433685
2017-09-08,0.01917649,67.79475403
2017-09-09,0.02114859,66.00912476
2017-09-10,0.04112819,61.61347198
2017-09-11,0.02161108,66.03990173
2017-09-12,0.01999797,64.23365021
2017-09-13,0.02257790,61.73005676
2017-09-14,0.02235628,41.58491135
2017-09-15,0.03212455,48.2126236
2017-09-16,0.02418446,48.25833893
2017-09-17,0.01941569,48.49020386
2017-09-18,0.02389488,55.52535248
2017-09-19,0.02148214,52.83527374
2017-09-20,0.02090948,51.73378754
2017-09-21,0.01767512,46.60575485
2017-09-22,0.02082426,48.09026718
2017-09-23,0.01615591,49.27156448
2017-09-24,0.01428635,47.61825562
2017-09-25,0.01855707,51.58014297
2017-09-26,0.02031873,51.54675293
2017-09-27,0.01949636,56.28308487
2017-09-28,0.01947762,54.08522415
2017-09-29,0.01779603,52.62303543
2017-09-30,0.01633664,55.1423645
2017-10-01,0.01530560,54.54334641
2017-10-02,0.01714028,53.37601852
2017-10-03,0.01792975,52.34958267
2017-10-04,0.01553444,51.39951324
2017-10-05,0.01708736,51.66946411
2017-10-06,0.01941856,52.12013245
2017-10-07,0.01864653,52.58395767
2017-10-08,0.01746464,53.14263153
2017-10-09,0.01873523,50.16396332
2017-10-10,0.02268917,50.71709442
2017-10-11,0.02128166,50.88754272
2017-10-12,0.02178437,60.10764313
2017-10-13,0.03349248,59.4289093
2017-10-14,0.01931484,63.95017242
2017-10-15,0.02268958,65.46742249
2017-10-16,0.02042828,64.62187195
2017-10-17,0.02870823,59.4789505
2017-10-18,0.02503621,60.73080444
2017-10-19,0.02195366,59.73968124
2017-10-20,0.02021594,60.33055496
2017-10-21,0.02194840,58.20179367
2017-10-22,0.02023124,56.8079071
2017-10-23,0.02411347,54.92017365
2017-10-24,0.02906640,55.96318054
2017-10-25,0.02613216,56.49428558
2017-10-26,0.02153203,55.737957
2017-10-27,0.02027437,55.33243942
2017-10-28,0.01962379,54.69387054
2017-10-29,0.01967997,57.10644531
2017-10-30,0.02149815,56.39052963
2017-10-31,0.01971792,55.75408554
2017-11-01,0.02182037,53.18083954
2017-11-02,0.02527808,54.73730087
2017-11-03,0.02291730,56.18139267
2017-11-04,0.01780569,55.03720856
2017-11-05,0.01533201,54.74637985
2017-11-06,0.01926203,55.17365646
2017-11-07,0.02550304,61.29523849
2017-11-08,0.02559830,62.5731163
2017-11-09,0.02415200,64.26966095
2017-11-10,0.02225174,59.26007462
2017-11-11,0.02186412,62.30333328
2017-11-12,0.02359319,59.00538254
2017-11-13,0.02176495,61.39647675
2017-11-14,0.02235035,62.67958069
2017-11-15,0.02349183,63.82357788
2017-11-16,0.02353796,71.06015015
2017-11-17,0.03696403,67.56903076
2017-11-18,0.01958350,69.6437149
2017-11-19,0.01769615,71.58931732
2017-11-20,0.01946249,72.25279999
2017-11-21,0.02470259,70.02825928
2017-11-22,0.02472349,71.89281464
2017-11-23,0.02765864,73.22336578
2017-11-24,0.02471464,77.96832275
2017-11-25,0.02622234,88.81685638
2017-11-26,0.02708572,85.92675781
2017-11-27,0.02659703,91.60268402
2017-11-28,0.02836964,96.03376007
2017-11-29,0.03293089,85.57095337
2017-11-30,0.03392639,88.33073425
2017-12-01,0.03642793,99.00370789
2017-12-02,0.03758508,100.28351593
2017-12-03,0.03081583,101.26288605
2017-12-04,0.02829697,104.23574066
2017-12-05,0.03707518,102.39687347
2017-12-06,0.03362638,100.35223389
2017-12-07,0.04333777,98.29242706
2017-12-08,0.03280055,124.84622192
2017-12-09,0.04872038,155.24224854
2017-12-10,0.04187916,148.66029358
2017-12-11,0.04462434,214.20277405
2017-12-12,0.09812261,316.15936279
2017-12-13,0.10166374,302.60223389
2017-12-14,0.08501837,279.32757568
2017-12-15,0.09202069,299.77890015
2017-12-16,0.06400378,298.972229
2017-12-17,0.07121871,318.7192688
2017-12-18,0.06945860,358.33560181
2017-12-19,0.10494376,350.25265503
2017-12-20,0.13631140,314.6211853
2017-12-21,0.15836594,317.46160889
2017-12-22,0.11045231,264.93188477
2017-12-23,0.08224864,288.26568604
2017-12-24,0.07260874,275.97991943
2017-12-25,0.06177514,273.38989258
2017-12-26,0.06426404,286.50396729
2017-12-27,0.07326068,272.17391968
2017-12-28,0.07567916,249.93048096
2017-12-29,0.08639589,245.50190735
2017-12-30,0.10952587,218.96333313
2017-12-31,0.14174253,232.09605408
2018-01-01,0.06560831,229.03265381
2018-01-02,0.08687321,255.68389893
2018-01-03,0.11643959,245.36801147
2018-01-04,0.18898586,241.36987305
2018-01-05,0.19824795,249.27061462
2018-01-06,0.13924864,296.4541626
2018-01-07,0.14047217,288.45059204
2018-01-08,0.11415009,255.76348877
2018-01-09,0.11832151,247.03656006
2018-01-10,0.11297391,250.51753235
2018-01-11,0.10041207,229.36582947
2018-01-12,0.09043592,236.85592651
2018-01-13,0.08434881,259.19293213
2018-01-14,0.08986245,238.675354
2018-01-15,0.06514555,232.77392578
2018-01-16,0.08261392,188.33052063
2018-01-17,0.08327418,186.51567078
2018-01-18,0.08023837,192.8367157
2018-01-19,0.06184796,192.96372986
2018-01-20,0.05085654,211.01791382
2018-01-21,0.05172572,190.42089844
2018-01-22,0.04814131,180.00779724
2018-01-23,0.05352225,177.80709839
2018-01-24,0.04833769,179.98675537
2018-01-25,0.04704193,180.27238464
2018-01-26,0.04737453,176.73376465
2018-01-27,0.03687062,180.8855896
2018-01-28,0.07203488,193.86517334
2018-01-29,0.04302035,181.66374207
2018-01-30,0.03936230,165.27568054
2018-01-31,0.04897468,163.35067749
2018-02-01,0.04435828,142.29734802
2018-02-02,0.05441601,131.37886047
2018-02-03,0.04045244,160.25027466
2018-02-04,0.04178581,148.0249939
2018-02-05,0.04728251,125.33000183
2018-02-06,0.04806338,142.99075317
2018-02-07,0.04241481,138.20275879
2018-02-08,0.03380178,149.4662323
2018-02-09,0.03268182,163.94987488
2018-02-10,0.06845215,155.59309387
2018-02-11,0.03365672,148.9903717
2018-02-12,0.03194793,161.5657959
2018-02-13,0.04091322,159.55366516
2018-02-14,0.04699987,213.35919189
2018-02-15,0.07688230,225.42602539
2018-02-16,0.04526981,230.12406921
2018-02-17,0.05146847,229.46470642
2018-02-18,0.05908709,215.73602295
2018-02-19,0.06304711,223.05722046
2018-02-20,0.04973799,232.85058594
2018-02-21,0.04631561,213.35165405
2018-02-22,0.04047748,195.30804443
2018-02-23,0.05455706,209.30857849
2018-02-24,0.03635980,209.42205811
2018-02-25,0.03053020,220.47496033
2018-02-26,0.03859079,220.96203613
2018-02-27,0.03959061,216.59889221
2018-02-28,0.04217906,202.89456177
2018-03-01,0.05915788,209.75010681
2018-03-02,0.03832526,212.55561829
2018-03-03,0.03124723,210.64260864
2018-03-04,0.03109954,213.79911804
2018-03-05,0.03098366,211.17532349
2018-03-06,0.03111314,196.60105896
2018-03-07,0.03153812,185.83920288
2018-03-08,0.08516638,176.51057434
2018-03-09,0.03524456,187.16818237
2018-03-10,0.03179889,177.73243713
2018-03-11,0.03017831,188.94561768
2018-03-12,0.03089987,178.23370361
2018-03-13,0.03678951,175.7815094
2018-03-14,0.03280181,161.1005249
2018-03-15,0.03969009,164.47570801
2018-03-16,0.03109981,165.44984436
2018-03-17,0.03146387,152.96885681
