Time,Number of new addresses added per day on LTC,Price
2014-10-19,2633,3.98894095
2014-10-20,2507,3.90982604
2014-10-21,2284,3.94000578
2014-10-22,2492,3.84331608
2014-10-23,2374,3.73965454
2014-10-24,2378,3.74752617
2014-10-25,2529,3.66755009
2014-10-26,2025,3.7271843
2014-10-27,2466,3.80730581
2014-10-28,2391,3.84606838
2014-10-29,2237,3.72694516
2014-10-30,2465,3.78586245
2014-10-31,2374,3.75400352
2014-11-01,2713,3.57058525
2014-11-02,2215,3.58510423
2014-11-03,2137,3.57805562
2014-11-04,2030,3.59175682
2014-11-05,2317,3.64484549
2014-11-06,1987,3.64956498
2014-11-07,2275,3.55736971
2014-11-08,2408,3.5562613
2014-11-09,2156,3.63146162
2014-11-10,2676,3.69563007
2014-11-11,2547,3.67588592
2014-11-12,3078,4.06861258
2014-11-13,4048,4.09765577
2014-11-14,3112,3.9893713
2014-11-15,2779,3.85432935
2014-11-16,2855,3.8836267
2014-11-17,2476,3.87744117
2014-11-18,2730,3.77016497
2014-11-19,2792,3.80746245
2014-11-20,3060,3.61154532
2014-11-21,2858,3.49692822
2014-11-22,3035,3.52329326
2014-11-23,2340,3.59435749
2014-11-24,3359,3.62854648
2014-11-25,2693,3.56749678
2014-11-26,2712,3.560462
2014-11-27,2447,3.55987716
2014-11-28,2643,3.60385752
2014-11-29,2841,3.58628273
2014-11-30,3463,3.57609034
2014-12-01,2808,3.57714009
2014-12-02,3081,3.63109589
2014-12-03,3116,3.61201572
2014-12-04,5958,3.59263015
2014-12-05,7260,3.61822987
2014-12-06,3249,3.61452389
2014-12-07,2681,3.71116138
2014-12-08,2949,3.65320396
2014-12-09,3059,3.52117181
2014-12-10,2296,3.49985981
2014-12-11,2250,3.47890115
2014-12-12,2269,3.48670816
2014-12-13,2454,3.47607422
2014-12-14,2279,3.48048449
2014-12-15,2809,3.45077872
2014-12-16,3559,3.01526165
2014-12-17,2993,2.94023418
2014-12-18,2765,2.80556583
2014-12-19,2205,2.86910677
2014-12-20,2766,2.92357659
2014-12-21,3075,2.85039115
2014-12-22,3253,2.88578916
2014-12-23,3522,2.88196135
2014-12-24,2978,2.73834133
2014-12-25,2881,2.69945407
2014-12-26,2436,2.78168702
2014-12-27,2176,2.71695089
2014-12-28,3480,2.73303771
2014-12-29,2771,2.69481611
2014-12-30,3126,2.70400715
2014-12-31,3132,2.71893287
2015-01-01,2416,2.69904542
2015-01-02,2437,2.66736436
2015-01-03,5337,2.13316369
2015-01-04,4011,1.95668352
2015-01-05,3885,2.08218002
2015-01-06,4198,2.11211777
2015-01-07,3770,2.11818266
2015-01-08,4765,2.00807405
2015-01-09,4247,2.00807405
2015-01-10,5061,1.65332007
2015-01-11,5088,1.72456288
2015-01-12,4908,1.71423495
2015-01-13,4593,1.54112375
2015-01-14,5245,1.1570096
2015-01-15,4257,1.28277385
2015-01-16,3906,1.40227067
2015-01-17,4650,1.29340911
2015-01-18,4387,1.33333242
2015-01-19,4243,1.34178281
2015-01-20,4376,1.32355452
2015-01-21,4450,1.37330949
2015-01-22,5088,1.41875196
2015-01-23,2938,1.42595315
2015-01-24,3381,1.84379733
2015-01-25,5924,2.24829888
2015-01-26,4690,2.0810461
2015-01-27,5160,2.08608055
2015-01-28,4496,1.87202299
2015-01-29,7354,1.91566944
2015-01-30,10446,1.89763308
2015-01-31,14973,1.8734951
2015-02-01,21039,1.80351961
2015-02-02,9876,1.876176
2015-02-03,6572,1.82175744
2015-02-04,17930,1.79234958
2015-02-05,3945,1.74122977
2015-02-06,4039,1.75941002
2015-02-07,3890,1.78171635
2015-02-08,4957,1.78358734
2015-02-09,8944,1.73146963
2015-02-10,8530,1.76317894
2015-02-11,9708,1.72743571
2015-02-12,6937,1.7575587
2015-02-13,5689,1.82167864
2015-02-14,6776,1.93768537
2015-02-15,3903,1.84199512
2015-02-16,4532,1.79627907
2015-02-17,3464,1.8531214
2015-02-18,2842,1.82816267
2015-02-19,5329,1.84676445
2015-02-20,2974,1.84794557
2015-02-21,2944,1.8489145
2015-02-22,3084,1.79620469
2015-02-23,3794,1.82041335
2015-02-24,3827,1.82931542
2015-02-25,3603,1.80233753
2015-02-26,3474,1.81012762
2015-02-27,4051,1.84918487
2015-02-28,5427,1.84072661
2015-03-01,3643,1.89157176
2015-03-02,4737,1.93610287
2015-03-03,3992,1.95604801
2015-03-04,5344,1.93050206
2015-03-05,10065,1.91641033
2015-03-06,3627,1.89782333
2015-03-07,7702,1.91050208
2015-03-08,3908,1.89185858
2015-03-09,3745,1.94427979
2015-03-10,3663,2.00905848
2015-03-11,4101,2.02628183
2015-03-12,4414,2.04279447
2015-03-13,3385,2.00796294
2015-03-14,6316,1.99604881
2015-03-15,3290,2.01883078
2015-03-16,3483,2.03307867
2015-03-17,4033,1.98214662
2015-03-18,3362,1.74253738
2015-03-19,3656,1.75909376
2015-03-20,3089,1.7672112
2015-03-21,6081,1.74668801
2015-03-22,3821,1.79771519
2015-03-23,3532,1.7781601
2015-03-24,3425,1.6515857
2015-03-25,3642,1.67314446
2015-03-26,3635,1.69549441
2015-03-27,3019,1.68674409
2015-03-28,4356,1.70366406
2015-03-29,3551,1.65567636
2015-03-30,3415,1.66957986
2015-03-31,3452,1.6525954
2015-04-01,3585,1.66462994
2015-04-02,3255,1.67780554
2015-04-03,3279,1.69851482
2015-04-04,4335,1.68785453
2015-04-05,3133,1.70081997
2015-04-06,3111,1.68687189
2015-04-07,3388,1.66842079
2015-04-08,3352,1.62750471
2015-04-09,4630,1.58593678
2015-04-10,4252,1.52703512
2015-04-11,5675,1.45911145
2015-04-12,4538,1.4624747
2015-04-13,4224,1.37690258
2015-04-14,4086,1.37847674
2015-04-15,4146,1.38299501
2015-04-16,3608,1.42144549
2015-04-17,3314,1.40912831
2015-04-18,4371,1.409935
2015-04-19,4489,1.38917446
2015-04-20,3628,1.4089613
2015-04-21,2917,1.42388427
2015-04-22,3204,1.45419192
2015-04-23,3632,1.46174836
2015-04-24,3480,1.41928005
2015-04-25,3765,1.40291381
2015-04-26,3267,1.32117295
2015-04-27,3092,1.38347518
2015-04-28,3130,1.36401546
2015-04-29,2881,1.36131632
2015-04-30,3083,1.43984365
2015-05-01,2861,1.40659428
2015-05-02,3292,1.42153358
2015-05-03,2967,1.43269932
2015-05-04,3292,1.4076606
2015-05-05,2968,1.40632713
2015-05-06,2793,1.38890254
2015-05-07,2959,1.455181
2015-05-08,2938,1.48108149
2015-05-09,4235,1.44830823
2015-05-10,3105,1.43874097
2015-05-11,3576,1.43732631
2015-05-12,3160,1.44561553
2015-05-13,3013,1.45141828
2015-05-14,2975,1.44776976
2015-05-15,2862,1.45429313
2015-05-16,3472,1.44613063
2015-05-17,2742,1.45413959
2015-05-18,3199,1.44637012
2015-05-19,3119,1.45319414
2015-05-20,3248,1.45919418
2015-05-21,2741,1.47806096
2015-05-22,3288,1.83229613
2015-05-23,4155,1.78646255
2015-05-24,3779,1.83116794
2015-05-25,3509,1.80332112
2015-05-26,3001,1.81731415
2015-05-27,2953,1.84502077
2015-05-28,2879,1.84075391
2015-05-29,2386,1.83135307
2015-05-30,4882,1.81312144
2015-05-31,3054,1.63708353
2015-06-01,4507,1.61600864
2015-06-02,3539,1.66996706
2015-06-03,3397,1.68718004
2015-06-04,2657,1.66834939
2015-06-05,2775,1.76056802
2015-06-06,4017,1.75980663
2015-06-07,2400,1.73052502
2015-06-08,2940,1.78646278
2015-06-09,2349,1.79581666
2015-06-10,2701,1.75924265
2015-06-11,3076,1.79215968
2015-06-12,2908,1.80219436
2015-06-13,3319,1.86153245
2015-06-14,3591,2.00286508
2015-06-15,3295,2.01825142
2015-06-16,4455,2.87659454
2015-06-17,6129,2.88861775
2015-06-18,5090,3.0950706
2015-06-19,3853,2.80730414
2015-06-20,6115,3.03591371
2015-06-21,16989,3.02235985
2015-06-22,6177,3.02846122
2015-06-23,3437,2.9745338
2015-06-24,2994,2.77862716
2015-06-25,4518,2.85033274
2015-06-26,3872,2.86023951
2015-06-27,8331,3.10317302
2015-06-28,8689,3.3058238
2015-06-29,8655,3.73649526
2015-06-30,8943,4.08675909
2015-07-01,4675,3.92427468
2015-07-02,4212,4.06536627
2015-07-03,3991,4.11531496
2015-07-04,4528,4.11353064
2015-07-05,3478,4.95272017
2015-07-06,6497,5.41723442
2015-07-07,5728,5.23463202
2015-07-08,5197,6.36112356
2015-07-09,7783,7.53694296
2015-07-10,11834,4.50522041
2015-07-11,8369,4.37381697
2015-07-12,6714,5.28724813
2015-07-13,5713,4.67990303
2015-07-14,3971,4.6498909
2015-07-15,3412,4.21409369
2015-07-16,5169,3.68978143
2015-07-17,4342,3.78680515
2015-07-18,3149,4.00187826
2015-07-19,4526,3.76611066
2015-07-20,3108,3.93859434
2015-07-21,3157,3.76621032
2015-07-22,2804,3.82366419
2015-07-23,2632,3.78443646
2015-07-24,3326,4.60182667
2015-07-25,4150,4.63198757
2015-07-26,4860,4.66231585
2015-07-27,3361,4.67136574
2015-07-28,3899,5.05840015
2015-07-29,4074,4.79768467
2015-07-30,2833,4.57803392
2015-07-31,2977,4.64104176
2015-08-01,3714,4.15320396
2015-08-02,3096,4.17490911
2015-08-03,3455,4.16219473
2015-08-04,3212,4.37793016
2015-08-05,2886,4.34921503
2015-08-06,3261,4.06467485
2015-08-07,2947,4.20828247
2015-08-08,3559,3.85475302
2015-08-09,3068,3.89859128
2015-08-10,2907,3.94887686
2015-08-11,2995,4.15955114
2015-08-12,3191,3.98545313
2015-08-13,3015,3.88034105
2015-08-14,3038,4.02622652
2015-08-15,3405,3.9254632
2015-08-16,2427,3.95228195
2015-08-17,2726,3.98395896
2015-08-18,2545,3.46971178
2015-08-19,3387,3.47782493
2015-08-20,2795,3.60509038
2015-08-21,2502,3.56501508
2015-08-22,3309,3.51123333
2015-08-23,2633,3.39447045
2015-08-24,3272,2.99473691
2015-08-25,4459,2.93719912
2015-08-26,3703,2.9465127
2015-08-27,3164,2.86605453
2015-08-28,2855,2.90628648
2015-08-29,3544,2.87650728
2015-08-30,2135,2.84840322
2015-08-31,2778,2.84207153
2015-09-01,2821,2.82001448
2015-09-02,2525,2.79544544
2015-09-03,2601,2.63313818
2015-09-04,2638,2.70112371
2015-09-05,3351,2.91953635
2015-09-06,4446,3.04807091
2015-09-07,2489,3.04589915
2015-09-08,2614,3.04737568
2015-09-09,2313,2.9239161
2015-09-10,2092,2.94935632
2015-09-11,2403,2.95746017
2015-09-12,2007,2.82555485
2015-09-13,3978,2.8159411
2015-09-14,2359,2.84464836
2015-09-15,1987,2.82318807
2015-09-16,2532,2.80298424
2015-09-17,2145,2.90637326
2015-09-18,2686,2.95695639
2015-09-19,2035,2.87357521
2015-09-20,2984,2.84643531
2015-09-21,2668,2.79912663
2015-09-22,2529,2.84464741
2015-09-23,2194,2.86554766
2015-09-24,1911,2.92998147
2015-09-25,2582,2.89286017
2015-09-26,1748,2.88688207
2015-09-27,2942,2.87115836
2015-09-28,2570,3.07280016
2015-09-29,2648,2.96998906
2015-09-30,2353,3.00978327
2015-10-01,2257,3.00191545
2015-10-02,2253,2.99319696
2015-10-03,1851,3.03008008
2015-10-04,2851,3.01435614
2015-10-05,2297,3.01599288
2015-10-06,2062,3.14592814
2015-10-07,2548,3.05857921
2015-10-08,2296,3.06403184
2015-10-09,2057,3.1079669
2015-10-10,3249,3.10598898
2015-10-11,2437,3.14503813
2015-10-12,3011,3.13719654
2015-10-13,2385,3.17973757
2015-10-14,2785,3.14418221
2015-10-15,3051,3.10489273
2015-10-16,2696,3.10735393
2015-10-17,4090,3.07154417
2015-10-18,3096,3.02279377
2015-10-19,2679,3.04797053
2015-10-20,2667,3.09260368
2015-10-21,4351,3.07514954
2015-10-22,2584,3.11464596
2015-10-23,3240,3.11153889
2015-10-24,3610,3.09985924
2015-10-25,2991,3.06579041
2015-10-26,3349,3.10442686
2015-10-27,2724,3.09454799
2015-10-28,3574,3.10077167
2015-10-29,3338,3.78220654
2015-10-30,5364,4.06167603
2015-10-31,4769,3.80433154
2015-11-01,2968,3.95930147
2015-11-02,3784,4.16489649
2015-11-03,4306,4.58980274
2015-11-04,6785,4.23022032
2015-11-05,5507,3.96163583
2015-11-06,6397,3.54801464
2015-11-07,3954,3.59887409
2015-11-08,4343,3.41906643
2015-11-09,5562,3.39661884
2015-11-10,4080,3.11514878
2015-11-11,3972,2.96938753
2015-11-12,4014,3.27870131
2015-11-13,3653,3.22598696
2015-11-14,4752,3.19461036
2015-11-15,3479,3.06579971
2015-11-16,3563,3.1894455
2015-11-17,3737,3.20197964
2015-11-18,4314,3.18551302
2015-11-19,3935,3.13360643
2015-11-20,3175,3.11556554
2015-11-21,4057,3.15027022
2015-11-22,3103,3.13683057
2015-11-23,3236,3.12410378
2015-11-24,3095,3.10783219
2015-11-25,2954,3.3444407
2015-11-26,4780,3.60833955
2015-11-27,3668,3.57860947
2015-11-28,3862,3.52259111
2015-11-29,3921,3.66972733
2015-11-30,3539,3.6212194
2015-12-01,3473,3.43489599
2015-12-02,2916,3.34225297
2015-12-03,2449,3.37749314
2015-12-04,2112,3.36181474
2015-12-05,3864,3.52371645
2015-12-06,3582,3.47310448
2015-12-07,3722,3.64514112
2015-12-08,4074,3.68692207
2015-12-09,4241,3.66902566
2015-12-10,3183,3.66394138
2015-12-11,3055,3.836447
2015-12-12,6267,3.60633254
2015-12-13,2848,3.62673926
2015-12-14,4200,3.61456943
2015-12-15,4610,3.8337698
2015-12-16,8347,3.69892073
2015-12-17,4253,3.74000025
2015-12-18,3660,3.75695777
2015-12-19,4083,3.72061563
2015-12-20,3061,3.53612018
2015-12-21,6710,3.45868683
2015-12-22,3858,3.41952944
2015-12-23,5884,3.57807016
2015-12-24,4190,3.64400244
2015-12-25,2727,3.62475419
2015-12-26,3158,3.42442489
2015-12-27,4396,3.47904706
2015-12-28,3343,3.46603465
2015-12-29,3581,3.50026464
2015-12-30,3422,3.45914149
2015-12-31,3852,3.48017335
2016-01-01,3930,3.50898409
2016-01-02,5341,3.50215697
2016-01-03,3019,3.48306918
2016-01-04,4581,3.49539495
2016-01-05,3127,3.46966624
2016-01-06,3083,3.45355749
2016-01-07,3770,3.6041441
2016-01-08,6364,3.56887746
2016-01-09,7605,3.5605669
2016-01-10,4856,3.53672147
2016-01-11,7499,3.55661941
2016-01-12,3594,3.49368024
2016-01-13,4506,3.47602415
2016-01-14,3162,3.46598887
2016-01-15,3642,2.99677944
2016-01-16,4502,3.08694029
2016-01-17,4768,3.02619243
2016-01-18,5629,3.04896069
2016-01-19,2879,3.01744437
2016-01-20,4259,3.38852787
2016-01-21,3834,3.22078252
2016-01-22,3289,3.0765686
2016-01-23,4486,3.10348296
2016-01-24,4730,3.18100095
2016-01-25,5722,3.12727857
2016-01-26,5302,3.15481877
2016-01-27,7396,3.2874465
2016-01-28,7064,3.12016296
2016-01-29,5043,3.11137533
2016-01-30,7208,3.08080244
2016-01-31,3690,3.05215883
2016-02-01,4496,3.07724261
2016-02-02,3335,3.07586884
2016-02-03,3046,3.04753041
2016-02-04,3220,3.16276693
2016-02-05,3075,3.13740945
2016-02-06,4603,3.09900498
2016-02-07,3356,3.08595967
2016-02-08,3250,3.0621593
2016-02-09,3516,3.08155417
2016-02-10,3111,3.09524798
2016-02-11,3253,3.07562256
2016-02-12,3263,3.11187005
2016-02-13,3523,3.12969303
2016-02-14,2932,3.21058726
2016-02-15,3377,3.18250656
2016-02-16,3344,3.20900846
2016-02-17,4566,3.24102855
2016-02-18,3858,3.25143123
2016-02-19,5206,3.25279045
2016-02-20,4311,3.45799184
2016-02-21,5003,3.46427155
2016-02-22,4126,3.48363161
2016-02-23,3583,3.39693499
2016-02-24,3515,3.37487483
2016-02-25,3300,3.36552358
2016-02-26,3134,3.41679454
2016-02-27,4013,3.41287971
2016-02-28,2904,3.44186473
2016-02-29,4094,3.44611311
2016-03-01,3267,3.43297386
2016-03-02,6172,3.36501932
2016-03-03,3569,3.32352662
2016-03-04,3816,3.25023389
2016-03-05,5911,3.19215608
2016-03-06,4618,3.22164583
2016-03-07,3451,3.26774788
2016-03-08,3012,3.25421786
2016-03-09,2727,3.27985191
2016-03-10,3172,3.28755307
2016-03-11,3905,3.38469887
2016-03-12,3152,3.29018188
2016-03-13,3586,3.30740237
2016-03-14,4341,3.3035233
2016-03-15,3553,3.30577755
2016-03-16,2757,3.30939174
2016-03-17,4120,3.30739212
2016-03-18,3693,3.16981387
2016-03-19,4015,3.17825365
2016-03-20,4624,3.20554972
2016-03-21,5126,3.20091319
2016-03-22,5537,3.23472309
2016-03-23,3427,3.24280095
2016-03-24,6364,3.22470355
2016-03-25,5387,3.22907448
2016-03-26,5316,3.23057389
2016-03-27,4656,3.30359983
2016-03-28,4154,3.26405549
2016-03-29,5467,3.22633123
2016-03-30,3836,3.21940923
2016-03-31,3930,3.25707412
2016-04-01,3614,3.23994684
2016-04-02,8138,3.26211309
2016-04-03,3955,3.26268291
2016-04-04,3129,3.25059104
2016-04-05,4626,3.2516458
2016-04-06,4631,3.25593209
2016-04-07,4645,3.24531531
2016-04-08,5429,3.22026873
2016-04-09,5547,3.21620321
2016-04-10,3849,3.22698927
2016-04-11,4371,3.24177313
2016-04-12,2911,3.25731826
2016-04-13,2548,3.23886013
2016-04-14,2868,3.23960781
2016-04-15,2934,3.27882552
2016-04-16,2812,3.27381587
2016-04-17,2763,3.25777316
2016-04-18,2898,3.2403934
2016-04-19,2856,3.28516841
2016-04-20,2907,3.27837515
2016-04-21,3105,3.34639525
2016-04-22,2749,3.31927228
2016-04-23,3961,3.33446503
2016-04-24,3910,3.63183069
2016-04-25,4836,3.81171918
2016-04-26,4487,4.04579878
2016-04-27,5409,3.8897109
2016-04-28,3819,3.78849649
2016-04-29,3586,3.81360102
2016-04-30,3035,3.65974832
2016-05-01,4177,3.70520091
2016-05-02,3646,3.68031144
2016-05-03,3939,3.74091148
2016-05-04,3400,3.74679303
2016-05-05,3697,3.71384573
2016-05-06,3563,3.82211185
2016-05-07,3770,3.95345283
2016-05-08,2553,3.93813968
2016-05-09,3337,4.05642509
2016-05-10,3852,3.81915426
2016-05-11,3871,3.88226843
2016-05-12,3222,3.85679913
2016-05-13,4022,3.9256804
2016-05-14,5225,4.01012278
2016-05-15,3786,4.06311941
2016-05-16,4138,4.00653458
2016-05-17,4157,3.98312974
2016-05-18,3527,4.0032177
2016-05-19,4655,3.83338928
2016-05-20,3707,3.88101172
2016-05-21,3677,3.95448685
2016-05-22,3599,3.92969537
2016-05-23,4277,3.96819305
2016-05-24,3308,3.95140934
2016-05-25,4458,4.04566193
2016-05-26,3413,4.08246946
2016-05-27,5632,4.50133371
2016-05-28,5227,4.70068169
2016-05-29,4383,4.60962057
2016-05-30,4673,4.6708746
2016-05-31,5096,4.65038919
2016-06-01,4212,4.74098873
2016-06-02,4503,4.71505499
2016-06-03,4069,4.8609724
2016-06-04,5686,4.80804491
2016-06-05,2921,4.81290674
2016-06-06,3753,4.9591608
2016-06-07,3438,4.77078009
2016-06-08,3266,4.74816561
2016-06-09,3291,4.69312
2016-06-10,3032,4.83999777
2016-06-11,3153,5.01398182
2016-06-12,4081,5.33357859
2016-06-13,5161,5.29031801
2016-06-14,4890,5.20402002
2016-06-15,4490,5.23978472
2016-06-16,5388,5.6607933
2016-06-17,6030,5.59326935
2016-06-18,3938,5.55994654
2016-06-19,3969,5.59378099
2016-06-20,3968,5.29454088
2016-06-21,4780,4.82175446
2016-06-22,4076,3.91069913
2016-06-23,5768,3.85051417
2016-06-24,4800,4.27909517
2016-06-25,3534,4.23307419
2016-06-26,4135,4.07430696
2016-06-27,3382,4.11985493
2016-06-28,4398,4.10066271
2016-06-29,3157,4.06187916
2016-06-30,3779,4.19350481
2016-07-01,4509,4.25596952
2016-07-02,3573,4.58992147
2016-07-03,3530,4.25329447
2016-07-04,3391,4.54056215
2016-07-05,3599,4.45227575
2016-07-06,3471,4.46821594
2016-07-07,3407,4.11187792
2016-07-08,3243,4.21990681
2016-07-09,3790,4.16307259
2016-07-10,3268,4.09982681
2016-07-11,3358,4.08544016
2016-07-12,3168,4.15327978
2016-07-13,3067,4.13855219
2016-07-14,3015,4.14846039
2016-07-15,4315,4.15976667
2016-07-16,3711,4.13266897
2016-07-17,2899,4.18988991
2016-07-18,3183,4.14822006
2016-07-19,2837,4.14915943
2016-07-20,3089,4.12505865
2016-07-21,3419,4.12022638
2016-07-22,3271,4.03828812
2016-07-23,2749,4.0570035
2016-07-24,2936,4.07066822
2016-07-25,2983,4.03204203
2016-07-26,3219,3.97024322
2016-07-27,3362,3.95589185
2016-07-28,2558,3.96774292
2016-07-29,3414,4.07744408
2016-07-30,3635,4.0618124
2016-07-31,2499,4.0138216
2016-08-01,3442,3.86342001
2016-08-02,4387,3.63958025
2016-08-03,5022,3.71922803
2016-08-04,3199,3.74845362
2016-08-05,2878,3.72903657
2016-08-06,3703,3.76017523
2016-08-07,3101,3.78032398
2016-08-08,4196,3.78551173
2016-08-09,2425,3.7597537
2016-08-10,2506,3.72242188
2016-08-11,2714,3.7421689
2016-08-12,3102,3.70935202
2016-08-13,2798,3.71440625
2016-08-14,2569,3.65020871
2016-08-15,3139,3.57708097
2016-08-16,2622,3.63771629
2016-08-17,2609,3.59944081
2016-08-18,2570,3.60712194
2016-08-19,2451,3.6040864
2016-08-20,2196,3.61556458
2016-08-21,2419,3.61506605
2016-08-22,2745,3.65725541
2016-08-23,5193,3.93072915
2016-08-24,3815,3.85504889
2016-08-25,3046,3.80207324
2016-08-26,2340,3.82638049
2016-08-27,2880,3.73676872
2016-08-28,2701,3.73982644
2016-08-29,2663,3.75952172
2016-08-30,2466,3.80406404
2016-08-31,3262,3.79744315
2016-09-01,2738,3.83201218
2016-09-02,3481,3.82457376
2016-09-03,2560,3.88875175
2016-09-04,2746,4.01443911
2016-09-05,3090,3.97918725
2016-09-06,2662,3.9723568
2016-09-07,2530,3.9698832
2016-09-08,2559,3.98833823
2016-09-09,2412,3.96998572
2016-09-10,2097,3.96898007
2016-09-11,2479,3.85545015
2016-09-12,2825,3.82319379
2016-09-13,2687,3.82171369
2016-09-14,2354,3.83215976
2016-09-15,2269,3.81192493
2016-09-16,2522,3.80619478
2016-09-17,2475,3.80542421
2016-09-18,1937,4.04340315
2016-09-19,2548,3.8311646
2016-09-20,2670,3.84206939
2016-09-21,2609,3.84036875
2016-09-22,2696,3.76756907
2016-09-23,2075,3.81290841
2016-09-24,1810,3.80514002
2016-09-25,2561,3.80837536
2016-09-26,2855,3.85873556
2016-09-27,2150,3.85224152
2016-09-28,2236,3.8376081
2016-09-29,2810,3.84561014
2016-09-30,2710,3.84160089
2016-10-01,2556,3.84921789
2016-10-02,2118,3.84231234
2016-10-03,2808,3.83797121
2016-10-04,2237,3.82302928
2016-10-05,2433,3.84312606
2016-10-06,2762,3.84654403
2016-10-07,2334,3.86229157
2016-10-08,2626,3.83804703
2016-10-09,2029,3.81513
2016-10-10,2844,3.79516816
2016-10-11,2606,3.8163271
2016-10-12,2865,3.75851059
2016-10-13,2937,3.90657401
2016-10-14,2130,3.89759994
2016-10-15,2532,3.87242961
2016-10-16,2136,3.88544941
2016-10-17,6222,3.91047692
2016-10-18,2883,3.83957815
2016-10-19,2992,3.80414295
2016-10-20,3089,3.77899885
2016-10-21,2632,3.80546212
2016-10-22,2573,3.88545871
2016-10-23,2392,3.91778135
2016-10-24,4002,3.86886001
2016-10-25,3412,3.90441394
2016-10-26,3394,3.96029305
2016-10-27,3463,4.02150297
2016-10-28,2986,3.97321558
2016-10-29,2984,4.09030724
2016-10-30,3691,4.03400755
2016-10-31,3183,3.99396276
2016-11-01,3291,4.0883317
2016-11-02,2924,4.10449839
2016-11-03,2841,3.86132813
2016-11-04,3057,3.87888885
2016-11-05,2496,3.86669135
2016-11-06,2581,3.88925147
2016-11-07,3271,3.83886695
2016-11-08,2567,3.84275651
2016-11-09,3098,3.86460948
2016-11-10,2531,3.82424068
2016-11-11,2497,3.81600738
2016-11-12,2763,3.76387715
2016-11-13,2579,3.87800169
2016-11-14,3104,3.8761704
2016-11-15,2940,3.89359307
2016-11-16,2884,4.01948023
2016-11-17,2998,3.94318557
2016-11-18,2519,3.96132135
2016-11-19,2288,3.95380211
2016-11-20,2944,3.92194247
2016-11-21,2875,3.94488049
2016-11-22,2623,3.94731164
2016-11-23,2315,3.92531633
2016-11-24,2163,3.90768623
2016-11-25,2390,3.91541958
2016-11-26,2462,3.89451218
2016-11-27,2654,3.88293242
2016-11-28,2386,3.88453913
2016-11-29,2282,3.87455034
2016-11-30,2262,3.89379263
2016-12-01,2339,3.90908194
2016-12-02,2639,3.94644308
2016-12-03,2341,3.92399716
2016-12-04,2871,3.89961171
2016-12-05,3619,3.52857924
2016-12-06,2653,3.5354054
2016-12-07,2404,3.61594605
2016-12-08,2936,3.69110298
2016-12-09,2270,3.69148302
2016-12-10,2042,3.68027067
2016-12-11,2863,3.63795733
2016-12-12,2170,3.66230702
2016-12-13,2026,3.65028453
2016-12-14,2056,3.6195631
2016-12-15,2246,3.62447238
2016-12-16,2266,3.62817836
2016-12-17,1971,3.69749522
2016-12-18,3010,3.67694736
2016-12-19,2180,3.66261673
2016-12-20,2444,3.66106296
2016-12-21,2494,3.65345049
2016-12-22,3067,3.71168065
2016-12-23,3222,4.65533209
2016-12-24,5081,4.55154133
2016-12-25,3121,4.34722424
2016-12-26,2523,4.35547686
2016-12-27,3058,4.46940279
2016-12-28,3059,4.57135248
2016-12-29,3277,4.55547714
2016-12-30,3412,4.39052153
2016-12-31,2675,4.32528782
2017-01-01,2849,4.5115943
2017-01-02,4329,4.64893961
2017-01-03,3809,4.62619591
2017-01-04,4092,4.83785391
2017-01-05,4943,4.29271936
2017-01-06,3823,3.86125636
2017-01-07,4552,3.95588207
2017-01-08,2741,3.99457669
2017-01-09,2677,4.30195904
2017-01-10,3654,4.59151173
2017-01-11,4370,3.84679413
2017-01-12,3341,3.96280217
2017-01-13,2973,3.89086986
2017-01-14,2720,3.90053368
2017-01-15,4273,3.92583799
2017-01-16,2639,3.9025383
2017-01-17,2836,3.93904877
2017-01-18,3054,3.83819938
2017-01-19,3013,3.86060715
2017-01-20,3062,3.89001441
2017-01-21,3042,3.90451455
2017-01-22,4314,3.84293866
2017-01-23,2537,3.83576155
2017-01-24,2660,3.78609848
2017-01-25,2515,3.71453118
2017-01-26,2691,3.83432293
2017-01-27,2419,3.85588098
2017-01-28,2450,3.85295272
2017-01-29,3665,3.85210395
2017-01-30,2517,4.02124977
2017-01-31,3663,4.07864475
2017-02-01,2837,4.07532597
2017-02-02,2738,4.08526659
2017-02-03,2925,4.08256483
2017-02-04,3169,4.05800104
2017-02-05,4461,4.04291534
2017-02-06,2675,4.0440135
2017-02-07,3313,4.04037094
2017-02-08,3163,4.0231719
2017-02-09,4260,3.79858923
2017-02-10,3270,3.77721047
2017-02-11,2784,3.79310322
2017-02-12,3863,3.7643683
2017-02-13,2495,3.71789074
2017-02-14,2540,3.77080464
2017-02-15,2567,3.80927777
2017-02-16,2451,3.78681469
2017-02-17,2585,3.83036399
2017-02-18,2569,3.79103303
2017-02-19,3827,3.76225567
2017-02-20,2743,3.76765895
2017-02-21,4519,3.78327823
2017-02-22,4939,3.80522251
2017-02-23,2782,3.84294987
2017-02-24,5873,3.84671879
2017-02-25,4790,3.82610703
2017-02-26,8035,3.82671547
2017-02-27,4415,3.80273581
2017-02-28,2833,3.77098918
2017-03-01,5739,3.79889679
2017-03-02,5256,3.92422605
2017-03-03,6373,3.92081809
2017-03-04,2695,3.88399529
2017-03-05,4971,3.90155983
2017-03-06,2942,3.92140126
2017-03-07,2803,3.82147932
2017-03-08,7354,3.77599907
2017-03-09,6236,3.83841848
2017-03-10,2505,3.75216579
